@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R2,165-166,274'

@attribute time numeric
@attribute orgdon-wateraccratio numeric
@attribute inorg-org-moleratio numeric
@attribute outcome {1,2,3,4}

@data
48,-0.0387,0.1138,3
48,-0.0159,9.9519,4
48,-0.0062,10.1818,3
48,-0.0043,8.8495,3
48,-0.0213,0.9976,3
48,-0.0132,1.0008,3
48,-0.1917,0.108,3
48,-0.065,0.1119,3
48,-0.0409,0.1048,3
48,-0.0228,8.5117,3
48,-0.0132,4.9168,3
48,-0.0044,8.7281,3
48,-0.1055,1.0066,3
48,-0.0392,0.9178,3
48,-0.024,0.8975,3
48,-0.0135,1.0015,3
48,-0.081,0.33,3
48,-0.0403,0.3326,3
48,-0.0265,3.0209,3
48,-0.0137,2.9489,3
48,-0.1435,0.1108,3
48,-0.0474,0.1068,3
48,-0.0279,0.1093,3
48,-0.0174,0.1135,4
48,-0.0163,8.3097,4
48,-0.0059,7.7804,3
48,-0.0033,8.5211,3
48,-0.0021,9.2726,3
48,-0.0773,0.9903,3
48,-0.0254,1.0114,3
48,-0.0156,0.9887,3
48,-0.0096,1.0449,3
48,-0.0585,0.328,3
48,-0.0276,0.3342,3
48,-0.0206,0.3118,3
48,-0.0204,2.8193,3
48,-0.0047,2.9913,3
48,-0.0065,2.9915,3
50,-0.0035,0.6006,1
50,-0.0109,0.919,4
50,-0.0076,0.2352,1
50,0,1.909,1
50,-0.025,0.9405,1
50,0,0.752,1
50,0,1.4958,1
50,0,0.3677,1
50,0,2.9896,1
50,0,1.487,1
50,-0.1286,0.1537,1
50,-0.027,1.0103,1
50,-0.0658,0.2444,1
50,-0.0243,2.0194,1
50,-0.0482,0.9992,1
50,-0.016,3.7585,1
50,-0.1961,0.2559,4
50,-0.0717,2.0004,3
50,-0.1471,0.9964,3
50,-0.2102,0.3943,3
50,-0.3045,1.0131,4
50,-0.2753,0.9349,4
50,-0.1946,0.4557,4
50,-0.0553,3.565,3
50,-0.0543,6.2786,4
50,-0.205,0.6435,4
50,-0.2417,0.5947,3
50,-0.1945,0.4341,4
50,-0.0094,1.1472,3
50,0,1.789,4
50,-0.0268,0.5518,1
50,-0.0057,4.1262,4
50,0,6.255,3
50,0,0.7715,3
50,0,0.6963,3
50,-0.0058,0.5572,4
50,0,0.1828,4
50,-0.4439,0.1228,3
50,-0.0171,0.1088,3
50,0,0.3385,4
50,-0.4604,0.2241,4
50,-0.0153,0.2074,4
50,-0.0176,0.1804,1
50,-0.0166,0.1861,1
50,-0.0167,0.1893,1
24,-0.0059,0.2712,1
24,0,0.1935,2
24,-0.0121,0.3637,4
24,0,0.1525,3
24,0,1.0515,3
24,0,1.1435,4
24,0,0.9981,3
24,-0.0969,0.1117,4
24,-0.0977,0.1099,4
24,-0.0966,0.1089,2
24,-0.097,0.1113,3
24,-0.097,0.1115,3
24,-0.0977,0.1094,3
24,-0.0971,0.1114,3
24,-0.0976,0.1105,3
24,-0.097,0.1109,2
24,-0.0972,0.1108,4
24,-0.0975,0.1102,4
24,-0.0985,0.1097,2
24,0,0.1055,3
24,0,0.2724,3
24,0,0.1014,3
24,0,0.0921,3
24,-0.0629,0.1127,4
24,-0.0652,0.1125,4
24,-0.0812,0.1134,4
24,-0.048,0.109,4
24,-0.1421,0.1145,4
24,-0.0159,0.1254,1
24,-0.0244,0.0781,2
24,-0.0216,0.1085,3
24,-0.0121,0.1054,4
24,-0.0384,0.1127,4
24,-0.0652,0.1137,3
24,-0.0646,0.5491,3
24,-0.0964,0.1086,3
24,-0.0491,0.1084,3
24,-0.1607,0.1106,4
24,-0.0164,0.1163,3
24,-0.0163,0.1029,3
24,-0.0244,0.1111,3
24,-0.0122,0.1212,3
24,-0.0411,0.1065,3
24,-0.0072,4.1602,3
24,-0.0118,5.4386,3
24,-0.0247,4.9313,3
24,-0.0029,4.8525,3
24,-0.0039,3.5376,3
24,0,7.2186,3
24,-0.0209,4.2874,3
24,-0.0152,5.0123,3
24,-0.0069,4.3703,4
24,-0.0025,4.28,4
24,-0.0069,6.6855,3
24,-0.0184,5.0515,3
24,-0.0023,4.856,3
24,-0.0023,5.0953,3
24,-0.0233,3.8562,3
24,-0.0236,4.9272,3
24,-0.031,4.8033,3
24,-0.0109,4.4152,3
24,-0.0288,5.1996,3
24,-0.0061,10.8728,4
24,-0.0153,8.7387,4
24,-0.0257,10.1752,3
24,-0.003,10.0795,1
24,-0.0041,6.8547,3
24,0,15.1852,1
24,-0.0211,9.2635,3
24,-0.0149,10.8913,3
24,-0.0069,9.5394,3
24,-0.0025,9.4951,4
24,-0.0053,18.3672,4
24,-0.0226,9.1058,3
24,-0.0021,11.0936,3
24,-0.0194,10.2846,4
24,-0.0198,10.3135,4
24,-0.0234,10.838,3
24,-0.0301,11.5098,4
24,-0.0106,10.3022,3
24,-0.0414,7.9534,4
24,-0.3279,0.6855,3
24,-0.023,10.949,1
24,-0.0059,9.1715,3
24,-0.006,9.858,4
24,-0.0245,8.8104,4
24,-0.0258,8.2167,3
24,-0.0096,9.8372,1
24,-0.0097,8.8226,3
24,-0.0278,9.9075,4
24,-0.0315,8.3879,4
24,-0.0274,7.7442,4
24,-0.0272,7.7247,4
24,-0.0069,7.8252,4
24,-0.0066,8.0576,4
24,-0.0245,8.648,3
24,-0.0241,8.4787,3
24,-0.0098,2.1711,3
24,-0.0104,1.9066,3
24,-0.0378,2.0308,3
24,-0.0318,2.0105,4
60,-0.0259,6.4065,4
60,-0.0261,8.2367,4
60,-0.0273,10.3017,4
60,-0.0059,7.0702,4
60,-0.0068,7.8751,4
60,-0.0073,9.1814,4
60,-0.0236,6.8959,4
60,-0.0231,8.8942,4
60,-0.0229,10.8373,3
60,-0.0333,6.2527,4
60,-0.0311,8.5142,4
60,-0.0326,11.5714,4
60,-0.0101,6.8163,4
60,-0.0101,8.9637,4
60,-0.0118,10.5138,4
60,-0.0063,7.8383,1
60,-0.0065,8.5836,4
60,-0.0062,9.8457,4
60,-0.0288,8.5097,4
60,-0.0357,8.2374,4
60,-0.0363,8.0518,3
60,-0.0172,11.358,1
60,-0.0259,8.8835,3
60,-0.0223,10.6499,3
60,-0.0242,15.7651,1
60,-0.027,8.4957,3
60,-0.0263,8.973,4
60,-0.0116,9.531,1
60,-0.0113,9.376,3
60,-0.012,9.7417,3
60,-0.0244,8.888,4
60,-0.0265,8.5134,4
60,-0.0305,8.6707,4
60,-0.0353,7.7616,4
60,-0.0251,8.9501,3
60,-0.0224,9.6188,4
60,-0.0112,8.5594,1
60,-0.0104,8.0575,1
60,-0.0255,8.6652,3
60,-0.0246,8.7531,3
60,-0.0292,8.9962,4
60,-0.0291,9.1271,4
60,-0.0248,8.6497,3
60,-0.0228,9.1277,1
60,-0.0098,8.3955,1
60,-0.0097,9.2685,3
24,-0.0261,7.9458,3
24,-0.0292,9.2481,3
24,-0.0241,8.8036,3
24,-0.0102,8.4643,1
24,-0.026,9.8887,3
24,-0.031,10.6841,4
24,-0.028,10.5074,3
24,-0.0097,10.7129,1
24,-0.0142,9.5509,3
24,-0.0225,8.037,4
24,-0.0038,6.1637,3
24,-0.0059,11.036,4
24,-0.0059,11.1822,3
24,-0.0116,10.8968,4
24,-0.0027,8.8743,4
24,-0.0164,8.7864,4
24,-0.0245,7.242,4
24,-0.0157,9.1658,3
24,-0.0072,8.6216,3
24,-0.0122,10.8143,4
24,-0.0139,8.8742,4
24,-0.0086,9.2786,4
24,-0.0222,4.7362,3
24,-0.0031,8.6834,3
24,0,9.522,4
24,-0.027,7.9982,4
24,-0.0218,10.1332,4
24,-0.0298,8.8119,4
24,-0.0113,9.0216,1
24,-0.0206,8.1238,3
24,-0.0229,7.0333,3
24,-0.0109,7.7087,4
24,-0.0155,8.7577,1
48,-0.0341,9.6903,3
48,-0.0317,9.6118,3
48,-0.0356,8.0808,1
48,-0.0342,7.8108,3
24,-0.0251,9.4943,3
24,-0.0244,7.0537,4
24,-0.018,9.049,3
24,-0.021,6.1946,3
24,-0.0152,9.3479,1
24,-0.0141,7.5053,3
24,-0.0033,8.4808,1
24,-0.0034,6.5273,3
24,0,12.6649,3
24,0,9.4679,4
24,-0.0118,8.6827,3
24,-0.0143,7.4932,3
24,-0.0173,9.5887,3
24,-0.0132,8.8939,4
24,-0.0132,8.1899,4
24,-0.0194,6.007,3
24,-0.0168,7.6823,3
24,-0.0179,7.802,3
24,-0.0201,4.1282,3
24,-0.0111,7.3483,4
24,-0.0125,7.4813,4
24,-0.0243,6.6312,3
24,-0.0247,6.7865,4
24,-0.0215,7.7687,3
24,-0.0397,5.1566,3
24,-0.029,7.3605,3
24,-0.0316,7.3438,3
24,-0.0216,7.4346,3
24,-0.0282,5.9863,4
24,-0.024,7.6746,3
24,0,6.685,4
24,0,9.0426,3
24,0,11.3294,3
24,-0.0121,6.7855,3
24,-0.0114,9.5381,3
24,-0.0121,10.8425,1
24,-0.0317,7.1534,3
24,-0.0304,8.7102,3
24,-0.0287,11.7942,3
24,-0.0109,6.9938,1
24,-0.0119,8.5146,1
24,-0.0117,10.5661,1
24,-0.0131,6.3995,3
24,-0.0025,6.1975,3
24,-0.0055,7.5897,3
24,-0.0124,6.8477,3
24,-0.0241,6.8957,3
24,-0.0331,6.4599,3
24,-0.0042,4.5051,3
24,-0.0077,5.7614,3
24,-0.0074,5.7095,3
24,-0.0088,7.1498,3
24,-0.0306,6.9306,3
24,-0.0812,1.9914,3
24,-0.0147,7.0706,3
24,-0.018,7.2687,2
24,-0.0131,6.3923,4
24,-0.0252,4.9964,3
24,0,9.4515,3
24,-0.0196,6.4652,3
24,-0.0091,6.974,3
24,-0.0188,4.4602,3
24,-0.0117,7.076,4
24,-0.0137,5.8306,4
24,-0.0122,6.9242,3
24,-0.0124,6.8847,3
24,-0.0034,5.9416,3
24,-0.0026,5.8767,3
24,-0.0007,6.5013,3
24,-0.0001,6.5984,3
24,-0.0126,6.1624,3
24,-0.0127,6.6856,4
24,-0.0041,3.4987,3
24,-0.0038,4.2301,4
24,-0.0139,5.48,3
24,-0.0124,6.8234,3
24,-0.0035,5.5273,3
24,-0.0035,5.9999,3
24,-0.0133,6.0208,3
24,-0.0135,6.277,3
24,-0.0042,4.6112,3
24,-0.0038,5.5947,3
24,-0.0191,4.1282,3
24,-0.0159,5.5266,4
24,-0.004,4.9802,3
24,-0.0028,6.6838,4
24,-0.0131,6.8016,4
24,-0.0122,6.8822,3
24,-0.0136,6.5651,3
24,-0.0122,8.0251,3
24,-0.0122,7.7601,3
24,-0.0166,6.0297,4
24,-0.0117,8.6244,4
24,-0.0124,8.5392,4
24,-0.0119,5.0308,4
24,-0.0149,5.5906,3
24,-0.0119,9.167,4
24,-0.0146,9.1568,3
24,-0.0132,5.3648,3
24,-0.0134,7.2095,4
24,-0.0144,8.2878,3
24,-0.0117,12.0546,4
24,-0.0094,9.2573,4
24,-0.0089,8.6603,3
24,0,11.3694,3
24,0,13.5469,3
24,-0.0126,8.5726,3
24,-0.012,8.5046,3
24,-0.016,6.7495,3
24,-0.0127,8.9208,3
24,-0.0081,12.1723,4
24,-0.0095,10.3919,4
24,-0.0119,11.0791,1
24,-0.0239,5.4905,1
24,-0.0111,11.4682,4
24,-0.0137,10.0275,1
24,-0.0149,8.8627,4
24,-0.0058,11.0852,4
24,-0.0127,10.2795,1
24,-0.006,11.0064,1
48,-0.0119,6.0721,3
48,-0.0122,6.7235,3
48,-0.0128,6.931,3
48,-0.0127,7.5676,3
48,-0.0134,7.7655,3
48,-0.0112,6.9526,3
48,-0.0132,6.0112,3
48,-0.0122,7.4204,3
48,-0.0132,7.1161,4
48,-0.0129,8.5655,4
48,-0.0117,6.5091,3
48,-0.0138,5.9244,3
48,-0.0135,6.6777,3
48,-0.0137,7.0396,3
48,-0.0113,9.2572,3
84,-0.0087,8.1455,4
84,-0.0121,6.3529,3
84,-0.0081,7.5047,3
84,-0.0077,7.614,3
84,-0.0092,6.5257,3
84,-0.0079,7.2314,3
24,-0.0235,10.9525,3
24,-0.0193,10.4006,3
24,-0.017,9.6704,3
24,-0.0135,9.8598,3
24,-0.0056,11.4122,3
24,-0.0043,10.9581,3
24,-0.0036,10.4052,3
24,-0.0055,6.2269,3
24,-0.0021,10.6046,4
24,-0.0116,9.7245,4
24,-0.0141,7.7597,4
24,-0.0136,8.0112,3
24,-0.0044,5.9061,3
24,-0.0122,8.9038,3
24,-0.0062,8.8674,3
24,-0.0262,6.1422,3
24,-0.0112,9.5046,3
24,-0.0063,8.6264,3
24,-0.0072,7.314,3
24,-0.0265,8.0691,3
24,-0.0089,11.9334,3
24,-0.0344,8.0187,3
24,-0.0031,8.6787,3
24,-0.025,8.7234,3
24,-0.03,9.3045,3
24,-0.0105,7.6965,3
24,-0.0136,7.8544,4
24,-0.0127,10.0223,4
24,-0.0115,16.3836,4
24,-0.0123,8.5322,3
24,-0.0156,7.9917,4
24,-0.0122,12.3053,4
24,-0.0031,8.9808,3
24,-0.0034,9.1959,3
24,-0.0033,11.8659,3
24,-0.0038,6.8755,4
24,-0.0034,9.3276,4
24,-0.004,9.4964,4
24,-0.0232,7.5674,3
24,-0.0198,10.3643,3
24,-0.0323,7.3181,3
24,-0.011,8.9235,3
24,-0.0133,8.1068,3
24,-0.0134,8.4932,3
24,-0.0115,9.9798,3
24,-0.0136,10.6316,3
24,-0.0114,12.2823,3
24,-0.0143,11.4159,3
24,-0.013,12.5677,3
24,-0.012,8.9064,3
24,-0.0133,7.8518,3
24,-0.0138,7.9324,4
24,-0.0134,7.9519,3
24,-0.0032,9.9881,3
24,-0.0035,9.1739,3
24,-0.0032,10.1707,3
24,-0.0038,8.5016,3
24,-0.0122,8.7279,3
24,-0.0191,5.8794,3
24,-0.0126,8.4682,3
24,-0.0125,9.5058,3
24,-0.0112,11.2856,3
24,-0.015,8.9002,3
24,-0.012,10.9675,3
24,-0.0133,10.0551,3
24,-0.0031,9.95,4
24,-0.0034,7.0246,4
24,-0.0007,10.7351,4
24,-0.0001,10.2384,4
24,-0.0082,8.9487,4
24,-0.1014,0.8843,3
24,-0.008,9.1622,3
24,-0.0084,10.6556,3
24,-0.002,7.0064,4
24,-0.0024,9.6078,4
24,-0.0135,9.7358,4
24,-0.0119,13.4502,4
24,-0.0033,9.6943,4
24,-0.0038,10.0818,4
24,-0.0195,10.0162,3
24,-0.0205,11.1794,3
24,-0.0128,9.9107,4
24,-0.0148,11.1688,3
24,-0.0031,10.5474,3
24,-0.0032,11.9261,3
24,-0.0227,8.6487,3
24,-0.0204,11.099,3
24,-0.0147,4.612,3
24,-0.0123,4.1401,3
24,-0.0035,2.9942,3
24,-0.0023,3.0408,3
24,-0.0208,4.3597,3
24,-0.0262,2.1257,3
24,-0.013,3.6496,4
24,-0.0129,3.2202,4
24,-0.0121,2.0027,4
24,-0.0025,3.5468,3
24,-0.0026,1.8597,3
24,-0.0139,3.4481,4
24,-0.0122,2.9439,4
24,-0.0132,1.7462,4
24,-0.0104,4.3037,4
24,-0.0114,3.2978,4
24,-0.0112,2.2087,4
24,-0.0122,15.0011,3
24,-0.0138,17.2352,3
24,-0.003,14.5249,4
24,-0.0122,5.1055,3
24,-0.0125,6.7951,3
24,-0.0128,10.3481,3
24,-0.0059,5.1673,3
24,-0.0061,6.9507,3
24,-0.0058,11.2742,3
24,-0.006,7.0022,3
24,-0.0055,11.6236,3
24,-0.0032,9.4511,4
24,-0.0047,6.7505,4
24,-0.0065,4.8864,4
48,-0.012,10.5495,3
48,-0.02,6.5537,3
48,-0.0252,5.2082,4
48,-0.0317,4.1702,4
48,-0.0377,3.5511,4
48,-0.0033,9.5899,4
48,-0.0036,6.9333,4
48,-0.0048,5.346,4
48,-0.0073,3.4295,4
48,-0.0056,4.1104,4
48,-0.012,11.1129,1
48,-0.0197,6.74,1
48,-0.025,5.1094,1
48,-0.0334,4.0289,1
48,-0.0384,3.5059,1
48,-0.0026,9.4959,1
48,-0.0036,6.61,1
48,-0.0063,3.8466,1
48,-0.0064,3.8986,1
48,-0.0083,2.9424,1
72,-0.0088,0.9813,3
72,-0.0071,2.0761,3
72,-0.0086,2.2724,3
72,-0.0074,3.575,3
72,-0.0078,4.092,3
48,-0.0177,6.3734,3
48,-0.0272,3.9238,3
48,-0.0246,4.4541,4
48,-0.0212,5.2494,4
48,-0.0188,4.6163,3
48,-0.0184,7.7425,3
48,-0.0198,6.2043,4
48,-0.0166,6.6525,4
48,-0.0045,5.5968,3
48,-0.0046,5.6954,4
48,-0.0046,5.7959,4
48,-0.0046,3.9919,4
48,-0.0047,6.21,3
48,-0.0046,6.22,3
48,-0.0052,5.5647,3
48,-0.0045,6.4419,3
24,-0.0256,9.043,4
24,-0.0323,8.3986,4
24,-0.0357,7.4983,4
24,-0.0379,7.5079,4
24,-0.0361,8.2961,4
24,-0.0311,8.489,4
24,-0.041,7.7323,4
24,-0.0093,2.9391,4
24,-0.0088,1.8525,3
24,-0.009,1.4973,3
24,-0.0089,1.2538,3
24,-0.006,3.1958,3
24,-0.006,1.9661,3
24,-0.0065,1.4674,3
24,-0.0059,1.3204,3
24,-0.0288,9.3113,3
24,-0.0383,6.8466,4
24,-0.0048,8.7539,4
24,-0.0093,8.5517,4
24,-0.0282,8.6155,4
24,-0.0109,10.1096,4
24,-0.0056,9.5787,3
24,-0.0087,8.9991,3
24,-0.0144,7.5788,4
24,-0.0001,7.3909,1
24,-0.0106,11.208,4
24,-0.0374,8.7323,3
24,-0.0406,6.7029,3
24,-0.0372,7.2878,3
24,-0.026,6.5238,3
24,-0.024,5.1043,3
24,-0.0262,3.1537,3
24,-0.0046,7.6038,3
24,-0.0047,5.0088,3
24,-0.0046,3.1413,3
24,-0.0058,7.1283,3
24,-0.0054,5.5754,3
24,-0.006,2.9496,4
24,-0.0216,6.7938,3
24,-0.0213,4.8597,3
24,-0.0226,2.6776,3
24,-0.0283,6.9653,1
24,-0.0377,3.8333,3
24,-0.035,2.4125,3
48,-0.0276,9.2417,4
48,0,972.6615,3
48,0,959.6496,4
48,-0.0244,9.2671,3
48,-0.0243,8.7757,3
48,-0.021,8.9182,3
48,-0.0438,9.4001,3
48,-0.0449,8.2072,4
48,-0.0407,9.1337,4
48,-0.0339,9.5145,3
48,-0.04,8.1427,3
48,-0.034,9.3312,3
24,-0.0119,9.0576,3
24,-0.009,8.5848,3
24,-0.0057,9.2145,4
24,-0.0113,9.5449,3
24,-0.0109,9.8556,4
24,-0.0064,4.8586,4
24,-0.009,9.0095,3
24,-0.0088,8.0112,1
24,-0.0087,8.1878,1
24,-0.0039,8.9518,1
24,-0.0081,9.4598,4
24,-0.008,9.2003,1
24,-0.004,8.8009,1
20,-0.5207,0.2952,4
20,-0.3982,0.7361,4
20,-0.2445,1.7082,4
20,-0.1215,4.8017,4
20,-0.1621,0.3068,4
20,-0.1238,0.8128,4
20,-0.0866,1.7179,4
20,-0.0644,3.0475,4
20,-0.3281,0.3002,1
20,-0.2449,0.7754,1
20,-0.1666,1.7323,1
20,-0.0789,4.8439,1
20,-0.1126,0.2989,1
20,-0.086,0.7771,1
20,-0.0508,1.7997,1
20,-0.0284,4.6348,1
20,-0.3374,0.2934,1
20,-0.2459,0.7779,1
20,-0.1388,1.7585,1
20,-0.068,4.7888,1
20,-0.1035,0.2904,1
20,-0.0876,0.7687,1
20,-0.0564,1.7645,1
20,-0.2009,0.2487,1
20,-0.193,0.254,1
20,-0.197,0.2642,1
20,-0.2013,0.2535,1
20,-0.037,0.303,1
20,-0.0275,0.7957,1
20,-0.0184,1.7367,1
20,-0.0091,4.8504,1
20,-0.035,0.2968,1
20,-0.02,0.8062,1
20,-0.0181,1.8324,1
20,-0.0087,4.9097,1
20,-0.041,1.6168,1
20,-0.0387,1.6814,1
20,-0.0409,1.6182,1
20,-0.2321,0.2948,1
20,-0.213,0.2897,1
20,-0.2219,0.2838,1
20,-0.0595,0.286,1
20,-0.0587,0.2779,1
20,-0.0585,0.285,1
20,-0.0576,0.2852,1
20,-0.0183,1.7215,1
20,-0.019,1.6683,1
20,-0.0195,1.6675,1
20,-0.0185,1.7408,1
20,-0.0412,1.6261,1
20,-0.0408,1.6375,1
20,-0.0388,1.7181,1
20,-0.0395,1.7053,1
20,-0.226,0.2948,1
20,-0.2346,0.2811,1
20,-0.2079,0.2737,1
20,-0.2272,0.2864,1
20,-0.0596,0.2764,1
20,-0.0597,0.2804,1
20,-0.0583,0.2825,1
20,-0.0605,0.2728,1
20,-0.0287,1.667,1
20,-0.0281,1.7718,1
20,-0.0281,1.7819,1
20,-0.0283,1.7898,1
20,-0.0423,1.5954,1
20,-0.0395,1.6956,1
20,-0.0406,1.6595,1
20,-0.0417,1.62,1
20,-0.2271,0.2932,1
20,-0.2441,0.2741,1
20,-0.2303,0.2965,1
20,-0.2341,0.2909,1
20,-0.0587,0.2881,1
20,-0.0694,0.2399,1
20,-0.0596,0.2842,1
20,-0.0567,0.2901,1
20,-0.1257,0.7752,1
20,-0.1288,0.7292,1
20,-0.0182,1.7457,1
20,-0.0188,1.7332,1
20,-0.0202,1.5802,1
20,-0.0185,1.6779,1
20,-0.1758,0.2885,1
20,-0.1786,0.2811,1
20,-0.1756,0.2883,1
20,-0.178,0.2893,1
20,-0.1737,0.2957,1
20,-0.0386,1.7032,1
20,-0.0386,1.6859,1
20,-0.0419,1.5805,1
20,-0.0598,0.2826,1
20,-0.2335,0.2921,1
20,-0.2232,0.2966,1
18,-0.0349,7.9075,3
18,-0.0211,7.9824,1
18,-0.0184,9.9551,3
18,-0.0105,7.8225,3
18,-0.0141,3.8893,1
20,-0.0249,9.7991,3
20,-0.0192,8.7181,3
20,-0.0227,7.2014,2
20,-0.0201,8.2429,2
20,-0.0213,7.8441,3
18,-0.042,8.3059,3
18,-0.0208,9.6392,1
18,-0.019,10.6405,2
18,-0.01,9.9876,3
18,-0.0064,10.5532,1
20,-0.028,9.2775,3
20,-0.0185,11.0045,3
20,-0.0192,10.4492,1
20,-0.0203,9.8196,1
20,-0.0195,10.2191,2
17,-0.009,11.498,3
17,-0.0186,11.4846,1
17,0,14.3741,1
17,0,1147.3697,1
17,-0.0022,11.1731,2
24,-0.0119,5.6767,4
24,-0.0297,2.5077,2
24,0,2.2872,2
24,-0.0092,2.2921,2
24,-0.0194,2.4094,2
24,0,1.9911,2
72,-0.054,2.5178,3
72,-0.0569,2.2471,2
72,-0.0558,2.3724,2
72,-0.0585,2.4139,2
72,-0.0561,2.4384,2
72,-0.0552,2.5177,2
72,-0.0622,2.3534,2
72,-0.056,2.4778,2
72,-0.0552,2.394,2
72,-0.056,2.5915,2
72,-0.0925,2.2972,2
72,-0.0495,1.7573,2
72,-0.0187,2.6525,2
72,-0.0188,2.4147,2
72,-0.0743,2.5468,2
18,-0.0123,8.4438,4
18,-0.0293,2.56,2
18,0,2.02,3
18,-0.0103,2.0575,2
18,-0.0246,1.978,2
18,0,2.2639,2
18,-0.1008,1.9743,3
18,-0.0481,1.8306,4
18,-0.0105,2.31,3
18,-0.0265,1.4409,2
18,-0.0362,2.8347,2
18,-0.0012,2.4458,2
18,-0.0147,2.7692,2
18,-0.0003,2.3676,2
18,-0.0307,2.0224,2
18,-0.0341,2.4752,2
18,-0.037,2.5801,2
18,-0.0102,2.2409,2
18,-0.0186,2.488,2
18,-0.0097,2.1841,4
18,-0.028,2.3052,2
18,-0.0486,1.8631,2
16,-0.0343,10.022,3
16,-0.0182,11.5924,2
16,-0.0218,6.139,2
16,-0.0197,10.167,2
16,-0.0192,10.4876,2
16,-0.0072,9.4442,3
16,-0.0064,10.4907,2
16,-0.0345,7.8312,3
19,0,14.2208,3
19,-0.0315,5.4532,3
19,-0.0221,8.9843,3
19,-0.0132,10.7301,3
19,-0.0289,10.6112,3
19,-0.0104,10.5543,3
19,-0.025,8.2299,3
19,-0.0186,11.888,3
19,-0.0199,10.8484,1
19,0,12.4385,4
19,-0.0327,4.9186,3
19,-0.0305,5.913,2
19,-0.0157,7.0343,2
19,-0.0301,7.2839,3
19,-0.0214,4.5819,3
19,-0.0225,8.0747,3
19,-0.0289,7.2577,2
19,-0.0213,7.9242,1
19,-0.0435,4.5718,2
19,-0.012,9.7288,3
19,-0.0189,8.8744,3
18,-0.0107,6.4032,3
18,-0.0111,5.8577,3
18,-0.0117,6.8436,3
18,-0.0108,5.0408,3
18,-0.0136,4.9337,4
18,-0.0088,7.7301,4
18,-0.0108,6.3648,3
18,-0.0119,5.6815,3
18,-0.0271,9.9321,3
18,-0.0253,10.2996,3
18,-0.0252,12.5647,3
18,-0.024,9.0667,3
18,-0.0294,8.996,3
18,-0.0203,13.0864,3
18,-0.0268,9.8509,3
18,-0.0251,10.6064,3
18,-0.0179,11.3805,3
18,-0.0214,9.2304,3
18,-0.0244,9.725,3
18,-0.0181,8.9878,3
18,-0.0215,9.2294,3
18,-0.0138,14.6321,3
18,-0.027,7.4066,3
18,-0.0197,10.1252,3
18,0,14.0701,1
18,-0.0148,11.9437,2
18,-0.0124,10.7518,3
18,-0.0258,11.2321,4
18,-0.0131,10.4337,3
18,-0.021,8.8591,3
18,-0.0575,5.7639,2
18,-0.0125,9.9115,3
18,-0.0074,8.19,3
18,-0.0267,9.7101,1
18,-0.0032,13.265,3
18,-0.0077,9.9552,3
18,-0.032,6.1926,3
18,-0.0026,12.2565,3
17,-0.0107,6.2793,4
17,-0.0116,5.5942,3
17,-0.0109,7.1423,3
17,-0.0108,4.9839,3
17,-0.0131,5.0653,3
17,-0.0091,7.3842,3
17,-0.0111,5.9536,3
17,-0.0107,6.2016,3
17,-0.0245,11.0283,3
17,-0.0257,10.1184,1
17,-0.026,12.0878,3
17,-0.0245,8.8427,3
17,-0.0328,8.1118,3
17,-0.0204,12.9699,3
17,-0.0257,10.3702,3
17,-0.025,10.5708,3
16,-0.0189,10.7337,1
16,-0.0176,11.1105,1
16,-0.0192,12.1953,1
16,-0.0185,8.8124,1
16,-0.0205,9.6836,1
16,-0.0151,13.2332,1
16,-0.0181,11.024,1
16,-0.0193,10.2897,1
18,-0.0456,8.8102,1
18,-0.0394,9.9054,1
18,-0.0411,11.3577,1
18,-0.037,8.8092,1
18,-0.0451,8.762,1
18,-0.0288,13.8549,1
18,-0.0384,10.3776,1
18,-0.0411,9.7014,1
17,-0.0811,10.0063,3
17,-0.0787,9.8224,1
17,-0.0745,12.4704,1
17,-0.081,8.061,1
17,-0.0894,8.855,1
17,-0.0569,13.9908,1
17,-0.0743,10.6253,1
17,-0.0745,10.693,1
18,-0.0397,10.0823,1
18,-0.0388,10.4805,1
18,-0.0384,12.233,1
18,-0.038,8.629,1
18,-0.0449,8.8291,1
18,-0.0311,12.8363,1
18,-0.036,11.0766,1
18,-0.0412,9.7345,1
18,-0.0109,6.1898,3
18,-0.0108,6.0778,1
18,-0.0107,7.2875,1
18,-0.0108,5.0351,1
18,-0.0129,5.1279,1
18,-0.0087,7.5624,1
18,-0.0108,6.1026,1
18,-0.0109,6.0682,1
17,-0.0111,6.1026,1
17,-0.0112,5.8235,1
17,-0.0109,7.2196,1
17,-0.011,4.956,1
17,-0.0133,5.0174,1
17,-0.0087,7.6685,1
17,-0.0108,6.143,1
17,-0.0111,5.9774,1
18,-0.0108,6.2324,1
18,-0.0108,6.0127,1
18,-0.0111,7.0691,1
18,-0.0109,4.9693,1
18,-0.0132,5.0404,1
18,-0.0088,7.5494,1
18,-0.0107,6.1803,1
18,-0.0109,6.1045,1
18,-0.0215,6.3136,1
18,-0.0219,5.9905,1
18,-0.0218,7.1869,1
18,-0.0217,5.0147,1
18,-0.0263,5.0489,1
18,-0.0181,7.3519,1
18,-0.0217,6.0765,1
18,-0.002,5.9829,1
18,-0.0235,10.7825,2
18,-0.0225,12.1821,2
18,-0.0311,7.8466,3
18,-0.0205,11.2367,2
