@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R2,165-166,274'

@attribute time numeric
@attribute orgdon-wateraccratio numeric
@attribute inorg-org-moleratio numeric
@attribute outcome {1,2,3,4}

@data
60,-0.0174,1.9591,3
60,-0.0036,2.053,4
60,-0.0036,1.5859,3
60,-0.0037,1.4815,4
60,-0.0107,2.0862,1
60,-0.0108,1.6292,1
60,-0.0106,1.5766,1
60,-0.0087,3.0951,1
60,-0.0091,3.0155,1
60,-0.0089,2.9556,1
60,-0.009,3.0086,1
60,-0.0093,2.1989,1
60,-0.0094,2.1453,1
60,-0.0091,2.198,1
60,-0.009,2.2773,1
60,-0.0092,2.1247,1
60,-0.0091,2.1002,1
60,-0.0094,1.9519,1
60,-0.0088,2.194,1
60,-0.0111,1.6166,1
60,-0.0104,1.6896,1
60,-0.0103,1.6974,1
60,-0.0091,1.8335,1
60,-0.009,1.7776,1
60,-0.0085,1.8873,1
60,-0.0173,2.5032,1
60,-0.0146,2.9781,1
60,-0.0185,2.2947,1
60,-0.0153,2.6712,1
60,-0.0157,2.6308,1
60,-0.0154,2.9574,1
60,-0.0142,3.0531,1
60,-0.0199,2.3025,1
60,-0.0165,2.5948,1
60,-0.0144,2.9988,1
60,-0.0036,2.0007,1
60,-0.0036,1.9865,1
60,-0.0037,2.0145,1
60,-0.0038,1.8428,1
60,-0.0037,2.0245,1
60,-0.0034,2.094,1
60,-0.0036,1.9938,1
60,-0.0037,2.0116,1
60,-0.0036,2.1201,1
60,-0.0036,2.0154,1
60,-0.0037,1.9924,1
60,-0.0036,2.0586,1
60,-0.0038,2.0202,1
60,-0.0034,2.1311,1
60,-0.0036,2.2098,1
60,-0.0034,2.1597,1
60,-0.0038,1.8855,1
60,-0.0035,2.0406,1
60,-0.0038,1.8957,1
60,-0.0043,1.6519,1
60,-0.0035,2.035,1
60,-0.0036,1.9795,1
60,-0.0037,2.0235,1
60,-0.0039,1.8243,1
60,-0.0035,2.0977,1
60,-0.0036,2.0572,1
60,-0.016,2.6849,1
60,-0.0162,2.6949,1
60,-0.0139,3.1513,1
60,-0.0152,2.9052,1
60,-0.0144,3.0814,1
60,-0.0146,2.8122,1
60,-0.0147,2.8838,1
60,-0.0161,2.6014,1
60,-0.0176,2.4042,1
60,-0.0135,3.1866,1
60,-0.0144,3.0223,1
60,-0.0146,2.8437,1
60,-0.015,2.8046,1
60,-0.0165,2.6028,1
60,-0.0178,2.44,1
60,-0.0143,3.0766,1
60,-0.0125,1.7268,1
60,-0.0125,1.7182,1
60,-0.0111,1.7857,1
60,-0.0104,1.6888,1
60,-0.0117,1.7232,1
60,-0.0098,1.7484,1
60,-0.0101,1.9291,1
60,-0.0121,1.6677,1
60,-0.0262,1.4856,1
60,-0.0307,1.3068,1
60,-0.0295,1.2382,1
60,-0.0216,1.7827,1
60,-0.0296,1.4189,1
60,-0.0202,2.0294,1
60,-0.0295,1.1641,1
60,-0.0353,1.1802,1
60,-0.0358,1.3663,1
60,-0.0347,1.5762,1
60,-0.0344,1.36,1
60,-0.0443,1.0741,1
60,-0.0368,0.9977,1
60,-0.039,1.4269,1
60,-0.0343,1.6485,1
60,-0.0377,1.2858,1
60,-0.0047,1.5272,1
60,-0.0045,1.4482,1
60,-0.0049,1.3526,1
60,-0.0044,1.2573,1
60,-0.0049,1.5957,1
60,-0.004,1.6787,1
60,-0.0049,1.5561,1
24,0,2.1245,4
24,0,2.074,4
24,0,2.1542,4
24,0,2.1986,4
24,-0.0082,1.4515,4
24,-0.3886,0.0189,4
24,-0.1935,0.0282,4
24,-0.3738,0.0281,4
108,-0.0222,1.4952,3
108,0,1.9804,3
108,0,1.9686,4
108,0,2.2373,4
108,0,2.115,4
84,0,1.8906,4
84,0,2.0596,4
84,0,2.0131,4
84,0,2.0721,4
24,-0.0001,2.0386,4
24,0,1.8165,4
24,0,2.1376,4
24,0,1.9939,4
24,0,2.1168,4
24,0,2.1924,3
24,0,2.0671,1
24,0,0.0168,4
24,0,0.2085,4
24,0,2.2443,3
84,-0.0046,2.2281,1
84,-0.0046,2.2901,1
84,-0.0046,2.2446,1
84,-0.0046,2.2413,1
84,0,1.4412,1
84,0,1.2511,1
84,0,1.9195,1
84,0,1.7268,1
84,-0.0015,2.2,1
84,-0.0011,2.3004,1
84,-0.0031,2.6612,3
84,-0.0027,2.0594,3
84,-0.0025,1.8869,3
84,-0.0138,2.2755,4
84,-0.0109,2.2345,4
84,-0.0095,2.2214,4
84,-0.0068,3.5175,4
84,-0.0056,3.2748,4
84,-0.0048,3.4666,4
24,-0.0095,1.9849,1
24,-0.0114,1.607,1
24,-0.0111,1.635,1
24,-0.0049,2.1567,1
24,-0.0053,1.9802,1
24,-0.005,2.0371,1
24,0,2.1257,1
24,0,0.2406,1
24,0,1.7965,1
24,-0.0048,2.1293,1
48,-0.2173,0.9751,4
48,-0.1313,0.7205,4
48,-0.1121,4.0026,4
48,-0.4239,0.2227,2
48,-0.2014,1.0285,4
48,-0.0937,1.0283,4
72,-0.1054,4.2661,4
72,-0.432,0.2165,2
72,-0.0308,0.9828,4
72,-0.1043,0.9215,4
72,-0.0925,4.9594,4
72,-0.4613,0.2145,2
96,-0.2205,0.9809,4
96,-0.0962,0.9877,4
96,-0.1022,4.4281,4
96,-0.2124,1.0064,4
96,-0.0963,0.9786,4
96,-0.0966,4.704,4
96,-0.2606,0.8233,4
96,-0.1079,0.8688,4
96,-0.1173,3.861,4
72,-0.0656,0.9661,4
72,-0.0836,6.1895,4
72,-0.152,1.0486,4
72,-0.1607,2.0305,4
72,-0.2389,0.7096,4
72,-0.17,1.4025,4
72,-0.2449,0.9609,4
72,-0.2889,0.2599,4
72,-0.0744,3.8522,4
72,-0.3756,0.2139,4
72,-0.1825,0.4116,4
72,-0.077,2.4022,4
72,-0.1861,2.0294,4
72,-0.0745,5.1186,4
120,-0.0733,0.9445,4
120,-0.0641,1.0491,4
120,-0.1717,0.9353,4
120,-0.3508,0.4672,4
120,-0.2128,1.5227,4
120,-0.2369,0.7266,4
120,-0.2168,1.1096,4
120,-0.2366,1.0112,4
120,-0.2855,0.2628,4
120,-0.0738,3.8416,4
120,-0.2817,1.0066,4
120,-0.3815,0.1976,4
120,-0.1826,0.4114,4
120,-0.07,2.6856,4
120,-0.1957,1.9419,4
120,-0.0932,4.1995,4
72,-0.4407,0.9223,4
72,-0.1736,1.1139,4
72,-1.948,0.4653,4
72,-0.3112,1.0446,4
72,-0.6463,0.5136,4
72,-0.3162,2.0699,4
72,-0.4922,0.755,4
72,-0.3697,1.2876,4
72,-0.4699,1.0003,4
72,-0.5521,0.3002,4
72,-0.1479,3.8933,4
72,-0.5051,1.0169,4
96,-0.1434,0.9739,4
96,-0.0596,1.0695,4
96,-0.0677,4.5451,4
96,-0.1118,0.9752,4
96,-0.2231,0.5006,4
96,-0.1116,1.9838,4
96,-0.1724,0.6415,2
96,-0.1085,1.4672,2
96,-0.1635,0.9594,4
96,-0.1968,0.2786,4
96,-0.0484,3.9247,4
96,-0.1854,1.0173,4
48,-0.0453,1.114,4
48,-0.0545,4.1205,4
48,-0.0781,1.0031,4
48,-0.1598,0.5073,4
48,-0.0815,1.9949,3
48,-0.1188,0.7386,4
48,-0.0848,1.4114,4
48,-0.1248,0.9565,4
48,-0.1429,0.3016,4
48,-0.0375,3.4842,4
48,-0.1474,0.9608,4
96,-0.2106,1.0031,4
96,-0.0912,4.9616,4
96,-0.2167,0.9671,3
96,-0.0966,0.9772,3
96,-0.1024,4.4238,3
96,-0.2117,0.9878,4
96,-0.0936,1.011,3
96,-0.1039,4.413,4
96,-0.2112,1.0123,4
96,-0.092,1.0508,3
96,-0.0989,4.5645,3
96,-0.4348,1.0105,4
96,-0.2008,1.0046,3
96,-0.1929,4.6036,3
96,-0.1412,1.0154,3
96,-0.061,1.0379,3
96,-0.0674,4.4809,3
96,-0.1091,0.9851,3
96,-0.0509,0.9507,3
96,-0.0516,4.3985,3
48,-0.4242,0.9869,4
48,-0.6911,0.2165,3
48,-0.14,5.007,4
48,-0.2097,1.0174,4
48,-0.3593,0.2079,4
48,-0.1257,2.7816,4
48,-0.1421,1.0017,4
48,-0.2364,0.2088,4
48,-0.0594,3.9557,4
48,-0.104,1.0455,4
48,-0.1778,0.2114,4
48,-0.0408,4.2832,4
48,-0.2152,0.9945,3
48,-0.0706,4.8807,4
48,-0.1098,0.9749,4
48,-0.437,0.4053,4
48,-0.706,0.1834,3
48,-0.114,6.0663,4
48,-0.5191,0.6483,3
48,-0.3356,1.511,4
48,-0.354,0.1835,3
48,-0.0684,5.2986,3
48,-0.2486,0.6964,3
48,-0.1773,1.4458,4
48,-0.2395,0.1708,3
48,-0.041,5.9087,3
48,-0.1657,0.6887,2
48,-0.1157,1.4722,2
48,-0.1855,0.1722,3
48,-0.032,5.6849,3
48,-0.1328,0.6451,2
48,-0.0869,1.4889,3
48,-0.1048,7.3405,3
48,-0.6351,0.3932,2
48,-0.2639,2.2747,3
48,-0.4547,0.9206,3
48,-0.3897,0.1056,3
48,-0.0552,6.9676,3
48,-0.2984,0.4372,2
48,-0.1244,2.3829,3
48,-0.2212,0.947,3
48,-0.1963,0.4417,2
48,-0.085,2.3784,3
48,-0.1612,0.8824,3
48,-0.1915,0.1102,3
48,-0.028,6.7791,3
48,-0.1567,0.4025,2
48,-0.0643,2.306,3
48,-0.1063,0.9979,2
72,-0.7544,0.1659,4
72,-0.1278,5.5597,3
72,-0.4293,0.9737,4
72,-0.3586,0.1753,3
72,-0.0709,5.0735,4
72,-0.2152,0.9932,4
72,-0.2408,0.1908,3
72,-0.0389,6.2223,3
72,-0.1391,1.0368,3
72,-0.1811,0.176,4
72,-0.0307,5.9102,3
72,-0.1064,0.9985,3
48,-0.607,0.4174,3
48,-0.3659,0.9327,3
48,-0.2636,1.9786,3
48,-0.2537,2.3449,3
48,-0.2934,0.4469,3
48,-0.1893,0.9152,2
48,-0.1423,1.8,3
48,-0.1256,2.3622,4
48,-0.1502,0.4226,3
48,-0.0903,0.9646,3
48,-0.0617,2.0556,4
48,-0.0764,1.9601,4
96,-0.562,0.512,3
96,-0.5431,0.5128,3
96,-0.6672,0.4224,4
96,-0.4111,0.4926,3
96,-0.9825,0.4946,4
96,-0.6531,0.3352,4
96,-0.4981,0.6748,4
48,-1.0455,0.1224,4
48,-1.0249,0.2506,4
48,-1.0412,0.3251,3
48,-0.6046,0.6998,3
48,-0.4807,1.0469,3
48,-0.3551,1.6344,3
48,-0.1763,4.1166,4
48,-0.721,0.4794,3
48,-0.5405,0.1171,4
48,-0.4186,0.3103,3
48,-0.3685,0.4744,3
48,-0.3041,0.711,3
48,-0.3023,0.8444,3
48,-0.189,1.583,3
48,-0.0906,4.0599,4
48,-0.344,0.123,3
48,-0.285,0.2974,3
48,-0.2391,0.475,4
48,-0.2207,0.646,4
48,-0.1601,1.0615,3
48,-0.1209,1.652,3
48,-0.0832,2.8941,3
48,-0.2554,0.1251,4
48,-0.2198,0.2898,3
48,-0.1835,0.4685,3
48,-0.1391,0.7052,4
48,-0.1194,1.0638,3
48,-0.0918,1.615,3
48,-0.0448,4.081,4
48,-0.7497,0.1708,3
48,-0.6383,0.3975,2
48,-0.5397,0.6354,3
48,-0.4594,0.9374,2
48,-0.3537,1.4566,3
48,-0.2544,2.3826,3
48,-0.1223,6.1724,3
48,-0.3705,0.1704,2
48,-0.313,0.4086,2
48,-0.2581,0.6693,3
48,-0.2228,0.9685,2
48,-0.1817,1.3979,4
48,-0.1269,2.3493,3
48,-0.061,5.9414,3
48,-0.2507,0.1692,2
48,-0.2077,0.4032,2
48,-0.1713,0.6693,2
48,-0.1592,0.8853,2
48,-0.1358,1.2804,3
48,-0.0888,2.2438,3
48,-0.042,5.8278,3
20,-0.0104,5.3168,3
20,-0.0019,5.3907,4
20,-0.0169,6.5884,3
20,-0.0022,6.5043,2
20,-0.004,7.0005,3
20,-0.0043,2.0065,2
20,-0.003,1.7595,2
20,-0.0187,1.3124,1
20,-0.0077,1.5603,2
20,-0.0126,1.5078,2
48,-0.0017,6.107,2
48,-0.0041,3.2729,3
48,-0.0041,7.0239,3
48,-0.008,3.5279,3
48,-0.0173,6.4687,4
48,-0.0329,3.4613,3
48,-0.0021,6.8512,1
48,-0.0038,4.1652,1
48,-0.0039,7.2048,1
48,-0.0081,3.3015,3
20,-0.0085,6.4855,3
20,-0.0017,6.0178,3
20,-0.0174,6.3481,3
20,-0.0019,6.3281,3
20,-0.0041,6.8105,2
20,-0.0027,4.5443,3
20,-0.0191,3.7105,2
20,0,8.2992,2
20,-0.0194,4.4402,3
20,-0.0018,5.6706,1
20,-0.0006,5.1754,3
20,-0.0021,2.804,3
20,-0.0001,2.946,2
20,-0.0025,1.5611,3
20,-0.0093,6.2265,3
20,-0.0093,6.0238,3
20,-0.0083,3.9491,3
20,-0.0088,3.5402,1
20,-0.0087,1.9024,1
20,-0.0178,6.3435,2
20,-0.0175,6.5533,3
20,-0.0209,2.915,3
20,-0.0195,3.1977,3
20,-0.0195,1.7953,2
60,-0.0042,2.2446,4
60,-0.0061,1.9687,4
60,-0.004,1.9079,4
60,-0.0058,2.029,3
60,-0.0218,5.0618,3
60,-0.0174,10.3775,4
60,-0.0302,5.7175,4
60,-0.0288,8.9593,4
60,-0.0097,5.7994,4
60,-0.0092,6.1219,3
60,-0.0022,5.9477,4
60,-0.0068,6.1515,3
60,-0.0045,6.3194,3
60,-0.0118,7.3108,4
60,-0.0043,6.4074,3
60,-0.0043,6.3191,4
60,-0.0028,4.3973,2
60,-0.0152,5.4057,3
60,0,9.1462,3
60,-0.0262,3.1651,4
4,-0.0051,7.1237,4
4,-0.0064,5.5242,4
4,-0.0061,4.8897,3
4,-0.0264,6.3976,3
4,-0.0283,5.234,3
4,-0.0279,4.2217,3
4,-0.0278,5.8872,4
4,-0.0266,5.4889,3
4,-0.0268,4.4671,2
60,-0.0082,4.5706,3
60,-0.0042,4.7251,3
60,-0.0131,4.6153,3
60,-0.004,4.9978,4
60,-0.004,5.1827,1
60,-0.0064,4.8077,3
60,-0.0018,3.9781,4
24,-0.003,7.9331,3
24,-0.01,10.0674,1
24,-0.0063,11.0075,3
24,-0.0039,7.4998,3
24,-0.028,9.3473,3
24,0,1102.3552,4
24,-0.0262,8.1413,3
24,-0.0324,8.1239,2
24,0,1106.5604,3
24,-0.0328,6.3854,3
48,-0.1851,0.1672,2
48,-0.155,0.4034,2
48,-0.1311,0.6448,3
48,-0.1097,0.9613,4
48,-0.097,1.32,3
48,-0.0675,2.2371,4
48,-0.0347,5.2645,3
48,-0.1816,0.2097,4
48,-0.1791,0.2092,4
48,-0.0356,4.7857,4
48,-0.0388,4.4724,4
48,-0.6316,0.3418,4
48,-0.6378,0.3282,4
48,-0.0702,9.7757,3
48,-0.0947,8.0415,4
48,-0.3937,0.0981,3
48,-0.3746,0.0963,4
48,-0.253,2.3909,3
48,-0.271,2.1679,3
48,-0.4364,0.9865,3
48,-0.4132,1.0062,4
48,-0.0712,5.0839,4
48,-0.064,5.6256,4
48,-0.1001,0.712,2
48,-0.0764,0.7063,2
48,-0.0605,0.6778,4
48,-0.0517,0.6853,3
24,-0.0069,2.6925,4
24,-0.0064,2.9979,4
24,-0.0121,1.0095,4
24,-0.0039,5.446,4
24,-0.0038,5.4846,4
24,-0.0173,0.4337,4
24,-0.0052,3.7985,4
24,-0.0098,1.5289,4
24,-0.0101,1.4706,4
24,-0.0081,1.9774,4
24,0,1.8496,4
24,-0.0046,2.2293,4
24,-0.0015,2.302,3
24,0,2.8135,3
24,0,2.8968,3
24,0,0.6508,4
24,0,3.7344,3
24,0,1.4428,3
24,0,1.4456,4
24,0,1.818,3
24,0,5.5676,3
24,0,5.3367,4
24,0,0.414,3
24,0,5.9447,3
24,0,2.0655,3
24,0,6.173,3
24,0,0.7169,3
24,0,2.193,3
24,0,0.7217,4
24,-0.0064,2.9023,4
24,-0.0065,2.8136,4
24,-0.0126,0.9787,4
24,-0.0055,3.6404,4
24,-0.0098,1.5221,4
24,-0.0098,1.5229,4
24,-0.0082,2.0221,4
24,-0.004,5.3294,3
24,-0.0044,4.9629,4
24,-0.0173,0.4623,4
24,-0.0032,6.6484,4
24,-0.0077,5.9936,4
24,-0.0038,5.6885,4
24,-0.0141,0.776,4
24,-0.0082,2.1238,4
24,-0.0144,0.81,2
24,-0.0012,2.9617,4
24,-0.0162,0.9282,3
24,-0.0065,1.9814,4
24,-0.0109,1.2526,4
24,-0.006,2.3295,4
24,-0.0081,2.2563,4
24,-0.0072,2.4198,4
24,-0.0076,2.3497,4
24,-0.0083,1.9409,4
24,-0.0079,2.1885,4
24,-0.0072,2.3947,4
24,-0.0035,2.2276,4
24,-0.0035,2.0829,4
24,-0.0038,1.8933,4
24,-0.0035,2.1874,4
24,-0.0035,2.1051,4
24,-0.0035,2.1279,4
24,-0.0024,2.0495,4
24,-0.0024,2.0283,4
24,-0.0024,2.0717,4
24,-0.0023,2.2244,4
24,-0.0024,2.0088,4
24,-0.0024,2.275,4
24,-0.0024,2.0286,4
72,-0.0591,0.6864,3
72,0,0.98,4
72,0,0.8569,4
24,-0.0073,2.7453,4
24,-0.0074,2.6257,4
24,-0.0078,2.4938,4
48,-0.4178,0.1869,3
48,-0.3706,0.4507,3
48,-0.3076,0.7288,3
48,-0.2569,1.0338,3
48,-0.2241,1.5545,3
48,-0.1525,2.5441,3
48,-0.0725,6.5582,3
48,-0.2261,0.1789,4
48,-0.182,0.4566,3
48,-0.1581,0.7175,3
48,-0.143,0.9723,3
48,-0.0981,1.6538,4
48,-0.0718,2.5777,3
48,-0.0385,6.0805,3
48,-0.1473,0.1889,3
48,-0.1314,0.4348,3
48,-0.1075,0.7017,3
48,-0.0945,1.0156,3
48,-0.0741,1.5285,3
48,-0.049,2.6646,3
48,-0.0292,5.4305,3
48,-0.1152,0.1822,3
48,-0.0912,0.447,3
48,-0.0816,0.6956,3
48,-0.0648,1.0643,3
48,-0.0486,1.5724,3
48,-0.0391,2.5025,3
48,-0.0194,6.2039,3
48,-0.7448,0.1691,3
48,-0.1844,0.174,4
48,-0.2444,0.4147,2
48,-0.4356,0.971,2
48,-0.1056,0.9772,3
48,-0.1133,2.0151,3
48,-0.168,4.3943,3
48,-0.0387,4.6175,3
48,-0.6267,0.1201,4
48,-0.3764,0.1217,3
48,-0.0065,9.728,3
48,-0.0042,9.8297,3
48,-0.3566,1.4311,4
48,-0.1829,1.4013,4
48,-0.0883,1.4516,3
48,-0.5394,0.6172,3
48,-0.2694,0.6205,4
48,-0.1324,0.6293,3
48,-0.0474,8.9722,3
48,-0.0455,7.6771,3
48,-0.1391,0.1082,4
48,-0.664,0.11,3
48,-0.1464,0.9284,4
48,-0.1041,1.0351,4
48,-0.0221,8.7421,4
48,-0.0127,7.5328,3
48,-0.0451,18.2556,3
48,-0.0245,16.7951,4
48,-0.0147,13.6964,3
48,-0.008,12.8126,4
48,-0.1148,7.0433,4
48,-0.0378,8.7729,4
48,-0.0257,7.7414,4
48,-0.0918,8.3196,3
48,-0.0541,6.3844,3
48,-0.0187,10.2613,4
48,-0.793,0.1138,3
48,-0.252,0.1075,3
48,-0.095,0.11,3
48,-0.0936,3.9108,4
48,-0.8439,0.662,3
48,-0.9978,0.4256,4
48,-1.1441,0.2482,3
48,-0.5302,0.6323,3
48,-0.6075,0.4381,2
48,-0.7031,0.2384,4
48,-0.3317,0.6651,2
48,-0.3721,0.4317,2
48,-0.4463,0.2402,3
48,-0.236,0.4809,3
48,-1.7291,0.0507,2
48,-0.8329,0.0513,3
48,-0.3998,0.0497,1
48,-0.1037,0.0537,3
48,-0.0507,0.055,3
48,-0.2656,2.2767,4
48,-0.0901,2.1887,4
48,-0.0471,2.1131,3
48,-0.0232,2.1425,4
48,-0.1813,3.5857,4
48,-0.0645,3.4406,4
48,-0.0326,3.4514,4
48,-0.0139,3.9962,4
48,-0.7204,0.1701,4
48,-0.0971,0.1665,3
48,-0.6665,0.1793,3
48,-0.0895,0.172,3
48,-0.7096,0.1774,4
48,-0.0892,0.1808,3
48,-0.0575,0.2432,3
48,-0.0426,0.6505,3
48,-0.0291,1.4532,3
48,-0.0165,3.4905,3
48,-0.0397,0.3529,4
48,-0.0296,0.9598,3
48,-0.0239,1.786,3
48,-0.0091,6.1622,4
48,-0.7466,0.1676,2
48,-0.0638,0.1675,2
48,-0.1044,0.4161,3
48,-0.4392,0.9749,3
48,-0.0364,0.9928,3
48,-0.048,2.0743,2
48,-0.1068,5.6706,2
48,-0.011,5.5218,2
48,-0.3812,0.177,2
48,-0.0323,0.1745,2
48,-0.0497,0.4269,2
48,-0.1834,0.9949,2
48,-0.0188,0.9881,2
48,-0.0207,2.4355,3
48,-0.0584,5.4469,2
48,-0.0064,4.6118,3
48,-0.0279,0.4214,4
48,-0.0185,1.6175,2
48,-0.0085,5.6675,1
48,-0.021,1.4387,2
48,-0.0168,1.6616,2
48,-0.0441,0.245,3
48,-0.0309,0.9858,3
48,-0.0123,3.7537,3
48,-0.0295,1.0076,3
48,-0.4191,0.9806,3
48,-0.3412,1.4958,3
48,-0.2514,2.3704,3
48,-0.1668,4.2013,3
48,-0.0962,7.9148,3
48,-0.2232,0.9554,2
48,-0.1776,1.473,3
48,-0.1293,2.31,3
48,-0.0871,3.898,3
48,-0.0471,8.2347,4
48,-0.1444,0.9829,3
48,-0.1132,1.5126,3
48,-0.0868,2.2784,3
48,-0.0595,3.8476,3
48,-0.0271,9.4399,3
48,-0.1066,1.0032,3
48,-0.0889,1.4299,3
48,-0.0627,2.3657,3
48,-0.0447,3.8332,3
48,-0.0244,7.9228,2
48,-0.5173,0.6568,1
48,-0.254,0.6661,3
48,-0.1753,0.6595,4
48,-0.1319,0.6448,1
48,-0.5629,0.4301,1
48,-0.3003,0.4373,1
48,-0.2012,0.4308,1
48,-0.1529,0.412,4
48,-0.6895,0.2442,3
48,-0.1736,0.2372,1
48,-0.9288,0.1101,1
48,-0.1976,0.1107,1
48,-0.0699,11.12,1
48,-0.0755,10.1976,1
48,-0.0248,10.0077,1
48,-0.022,8.6241,1
48,-0.1606,4.2362,1
48,-0.1032,3.2463,1
48,-0.0547,4.0799,1
48,-0.0402,4.2377,1
48,-0.2422,2.3908,1
48,-0.047,7.6195,3
48,-0.051,8.162,3
48,-0.0321,12.2601,3
48,-0.0491,8.152,4
48,-1.2262,0.2361,2
48,-0.5948,0.2416,2
48,-0.6771,0.2473,2
48,-0.1064,1.0287,3
48,-0.1318,0.6724,3
48,-0.0557,1.0157,3
48,-0.1302,2.3211,3
48,-0.0873,2.1992,3
48,-0.0628,2.3443,3
48,-0.3676,1.3981,3
48,-0.164,1.5641,3
48,-0.1139,1.5643,3
48,-0.0903,1.4315,3
48,-0.4114,1.0303,3
48,-0.2114,0.992,3
48,-0.1483,0.9234,3
48,-0.1137,0.9388,3
48,-0.5176,0.6527,3
48,-0.257,0.6655,3
48,-0.1697,0.6862,3
48,-0.1292,0.6669,3
48,-0.5986,0.4309,3
48,-0.3003,0.4242,3
48,-0.2078,0.4144,3
48,-0.1499,0.4203,3
48,-0.1342,2.228,3
48,-0.7115,0.2456,3
48,-0.434,0.9725,3
48,-0.3292,0.7824,3
48,-0.3762,0.5274,3
48,-0.3994,0.3328,4
48,-0.827,0.6575,4
48,-1.0078,0.4192,3
48,-0.0322,15.951,4
48,-0.0521,3.7752,3
48,-0.0391,3.9052,3
48,-0.0769,2.2392,3
48,-0.0961,1.2098,4
48,-0.1223,0.785,3
48,-0.1858,0.8104,3
48,-0.3908,0.7869,2
48,-0.1074,7.2188,3
48,-0.0387,9.5098,3
48,-0.0298,8.5208,3
48,-0.0271,7.1353,4
48,-0.1743,3.8679,4
48,-0.092,3.6872,4
48,-0.0569,3.9905,4
48,-0.0471,3.6018,4
48,-0.2728,2.1319,4
48,-0.1097,2.3999,4
48,-0.085,2.3155,4
48,-0.0692,2.174,4
48,-0.33,1.5077,4
48,-0.1612,1.5889,4
48,-0.3308,1.4594,3
48,-0.0859,1.5019,3
48,-0.4129,0.9632,4
48,-0.2188,0.9728,3
48,-0.1482,0.9641,3
48,-0.1032,1.0127,4
48,-0.5318,0.676,4
48,-0.2615,0.6491,4
48,-0.1788,0.6355,3
48,-0.1238,0.6817,4
48,-0.5988,0.424,4
48,-0.0661,2.3041,1
48,-0.3027,0.4475,1
48,-0.1472,0.4195,1
48,-0.6984,0.2382,1
48,-0.2338,0.2433,1
48,-0.1634,0.2463,1
48,-0.6609,0.1011,1
48,-0.2881,0.1143,1
48,-0.1964,0.1117,1
48,-0.667,0.1738,3
48,-0.929,0.1684,4
48,-1.0509,0.2354,3
48,-0.0738,2.0353,4
48,-0.2014,0.4288,2
48,-0.2989,0.4261,3
48,-0.1274,2.291,3
48,-0.26,0.1276,4
48,-0.1861,0.1666,3
48,-0.0629,0.1759,4
48,-0.0219,1.4788,4
48,-0.0218,1.5025,4
48,-1.283,0.1719,3
48,-0.7006,0.1728,4
48,-1.0799,0.3094,4
48,-0.0915,0.1721,4
48,-0.1079,1.0102,3
48,-0.0599,2.9957,3
48,-0.0795,2.9596,3
48,-0.1034,1.4234,3
48,-0.1349,1.4592,3
48,-0.0786,0.1028,4
48,-0.1513,2.8072,4
48,-0.4481,0.7489,3
48,-0.1264,2.8212,3
48,-0.1764,1.6489,3
48,-0.1946,1.4724,3
48,-0.0635,5.2913,3
48,-0.2893,0.1535,3
48,-0.0683,0.6063,3
48,-0.3317,0.5021,3
48,-0.2033,0.2944,3
48,-0.5295,0.0823,3
48,0,0.1643,3
48,0,0.6239,3
48,0,1.3971,3
48,0,5.0097,3
48,0,0.1646,3
48,0,0.6258,3
48,0,1.3987,3
48,0,5.0709,3
48,0,0.1647,3
48,0,0.6288,3
48,0,1.3572,3
48,0,5.2925,3
48,0,0.1663,3
48,0,0.5996,3
48,0,1.318,3
48,0,4.7589,3
96,0,0.2586,3
96,0,1.0007,3
96,0,2.3579,3
96,0,5.1841,4
96,0,0.2556,3
96,0,0.9195,3
96,0,2.3249,1
96,0,6.3079,4
96,0,0.2653,3
96,0,0.8503,3
96,0,2.0456,3
96,0,8.318,3
96,0,0.25,3
96,0,1.0082,3
96,0,2.2334,3
96,0,7.7269,3
96,0,0.2669,3
96,0,1.0185,4
96,0,2.2413,4
96,0,8.3776,3
48,-0.0677,4.9968,3
48,-0.1405,1.852,3
48,-0.2645,0.5011,3
48,-0.0748,4.3927,3
48,-0.148,1.6287,3
48,-0.0818,3.9244,3
48,-0.1627,1.4923,3
48,-0.0566,5.7498,3
48,-0.1155,2.2631,3
48,-0.2458,0.545,3
48,-0.0589,5.6338,1
48,-0.1435,1.6936,3
48,-0.0714,4.5405,3
48,-0.1426,1.6936,3
48,-0.0446,4.8602,4
48,-0.0863,1.9812,4
48,-0.1773,0.4949,3
48,-0.0462,4.617,1
48,-0.0849,1.873,3
48,-0.0525,3.897,4
48,-0.1047,1.5103,3
48,-0.0716,4.6098,3
48,-0.1366,1.9452,3
48,-0.2614,0.5071,3
48,-0.0821,4.0378,3
48,-0.149,1.5323,3
48,-0.0935,3.4677,3
48,-0.1624,1.5009,3
48,-0.0669,5.8942,3
48,-0.1322,2.0021,4
48,-0.2667,0.5049,4
48,-0.0748,4.477,3
48,-0.1635,1.4835,3
48,-0.0836,3.9071,3
48,-0.1706,1.4229,3
48,-0.0899,0.2899,3
48,-0.0402,0.3287,3
48,-0.1151,0.9099,3
48,-0.0358,0.9844,3
48,-0.0271,2.9296,3
48,-0.0138,2.8744,3
48,-0.1624,0.3335,3
48,-0.0855,0.3094,3
48,-0.2131,0.9986,3
48,-0.0732,0.9821,3
48,-0.0569,2.8076,3
48,-0.0269,2.9549,3
48,-0.1392,0.1119,3
48,-0.0697,0.1042,3
