@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-R6,8,14,17,19,21-24,28-30,32,36-38,40,42-43,45-48,50-57,59,61-62,65-70,72-81,86-95,97-98,101-102,104-163,165-167,169,171,173,177-179,181,184,186-187,189-196,198-227,229-233,235-237,242-253,256-257,259-260,262-266,268-273'

@attribute Temp_max numeric
@attribute time numeric
@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberComponents numeric
@attribute orgavgpolMax numeric
@attribute orgrefractivityMax numeric
@attribute orgmaximalprojectionareaMax numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionareaMax numeric
@attribute orgminimalprojectionradiusMax numeric
@attribute orgavgpol_pHdependentMax numeric
@attribute orgvanderwaalsMax numeric
@attribute orgASA_PMax numeric
@attribute orgpolarsurfaceareaMax numeric
@attribute orghbdamsaccMax numeric
@attribute orgmaximalprojectionareaMin numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgminimalprojectionareaMin numeric
@attribute orgminimalprojectionradiusMin numeric
@attribute orgvanderwaalsMin numeric
@attribute orgASA+Min numeric
@attribute orgASA_PMin numeric
@attribute orgrefractivityArithAvg numeric
@attribute orgvanderwaalsArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute orgASA_PArithAvg numeric
@attribute orgpolarsurfaceareaArithAvg numeric
@attribute orgmaximalprojectionsizeGeomAvg numeric
@attribute orgASA_PGeomAvg numeric
@attribute orgpolarsurfaceareaGeomAvg numeric
@attribute orghbdamsaccGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute oxlikevanderwaalsMax numeric
@attribute oxlikeASA-Max numeric
@attribute oxlikeASA_HMax numeric
@attribute oxlikehbdamsaccMax numeric
@attribute orgacc-waterdonratio numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute I {yes,no}
@attribute Mo {yes,no}
@attribute S {yes,no}
@attribute Se {yes,no}
@attribute Zn {yes,no}
@attribute Cl {yes,no}
@attribute Cr {yes,no}
@attribute P5 {yes,no}
@attribute PaulingElectronegMax numeric
@attribute PaulingElectronegMin numeric
@attribute IonizationMean numeric
@attribute EAMean numeric
@attribute PaulingElectronegMean numeric
@attribute PearsonElectronegMean numeric
@attribute hardnessMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute PaulingElectronegMinWeighted numeric
@attribute AtomicRadiusMinWeighted numeric
@attribute AtomicRadiusMeanWeighted numeric
@attribute outcome {1,2}

@data
65,72,no,1,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,10.08,273.23,59.99,27.03,1.03,36.07,5.18,20.35,3.12,273.23,244.65,59.99,26.34,273.23,244.65,59.99,27.03,5.18,59.99,27.03,1.03,0.97,-1,-1,-1,-1,-0.0091,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.2593,0.6239,0.0016,0.1703,0.3971,2
65,72,no,1,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,10.08,273.23,59.99,27.03,1.03,36.07,5.18,20.35,3.12,273.23,244.65,59.99,26.34,273.23,244.65,59.99,27.03,5.18,59.99,27.03,1.03,0.97,-1,-1,-1,-1,-0.0079,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0476,0.8416,0.0018,0.1845,0.513,2
70,48,no,1,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0,4,-1,-1,-1,-1,0,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9871,0.8249,0.0017,0.1737,0.4993,2
70,48,no,1,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0,4,-1,-1,-1,-1,0,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0873,0.8525,0.0016,0.1692,0.5109,2
70,48,no,1,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0,4,-1,-1,-1,-1,0,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0785,0.8501,0.0017,0.1758,0.513,2
70,48,no,1,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0,4,-1,-1,-1,-1,0,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,1.989,0.5493,0.0033,0.3501,0.4497,2
70,48,no,1,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0,4,-1,-1,-1,-1,0,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.1404,0.8672,0.0032,0.3364,0.6018,2
70,48,no,1,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0,4,-1,-1,-1,-1,0,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.061,0.8453,0.0034,0.3558,0.6006,2
70,48,no,1,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,10.08,273.23,59.99,27.03,1.03,36.07,5.18,20.35,3.12,273.23,244.65,59.99,26.34,273.23,244.65,59.99,27.03,5.18,59.99,27.03,1.03,0.97,-1,-1,-1,-1,-0.0049,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.977,0.8221,0.0018,0.1843,0.5032,2
70,48,no,1,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,10.08,273.23,59.99,27.03,1.03,36.07,5.18,20.35,3.12,273.23,244.65,59.99,26.34,273.23,244.65,59.99,27.03,5.18,59.99,27.03,1.03,0.97,-1,-1,-1,-1,-0.0049,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0789,0.8502,0.0017,0.1787,0.5144,2
70,48,no,1,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,10.08,273.23,59.99,27.03,1.03,36.07,5.18,20.35,3.12,273.23,244.65,59.99,26.34,273.23,244.65,59.99,27.03,5.18,59.99,27.03,1.03,0.97,-1,-1,-1,-1,-0.0049,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.981,0.8232,0.0033,0.3484,0.5858,2
70,48,no,1,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,10.08,273.23,59.99,27.03,1.03,36.07,5.18,20.35,3.12,273.23,244.65,59.99,26.34,273.23,244.65,59.99,27.03,5.18,59.99,27.03,1.03,0.97,-1,-1,-1,-1,-0.0055,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9915,0.8261,0.0033,0.3434,0.5847,2
70,48,no,1,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,10.08,273.23,59.99,27.03,1.03,36.07,5.18,20.35,3.12,273.23,244.65,59.99,26.34,273.23,244.65,59.99,27.03,5.18,59.99,27.03,1.03,0.97,-1,-1,-1,-1,-0.0047,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0207,0.8341,0.0034,0.3545,0.5943,2
90,24,no,1,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0,10,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9763,0.8219,0.0017,0.1752,0.4985,2
90,24,no,2,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0,10,220.06,178.8,0,8.3,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9931,0.8265,0.0017,0.1756,0.5011,2
90,24,no,3,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0.01,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0.01,9.99,220.06,178.8,0,8.82,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9884,0.8252,0.0016,0.1705,0.4979,2
90,24,no,1,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0,10,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.2022,0.8843,0.0016,0.1719,0.5281,2
90,24,no,3,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0.01,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0.01,9.99,220.06,178.8,0,8.82,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0913,0.8536,0.0016,0.1731,0.5133,2
90,24,no,4,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0.08,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0.08,9.92,227.57,209.93,17.64,9.05,-0.0003,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.5851,0.99,0.0017,0.1811,0.5855,2
90,24,no,1,no,1,4,11.97,30.74,39.23,4.12,25.5,3.41,12.54,238.74,27.89,21.05,0,39.23,5.92,25.5,3.41,238.74,220.5,27.89,30.74,238.74,220.5,27.89,21.05,5.92,27.89,21.05,0,3,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.3456,0.1746,0.0017,0.0954,0.135,2
90,24,no,1,no,1,4,11.97,30.74,39.23,4.12,25.5,3.41,12.54,238.74,27.89,21.05,0,39.23,5.92,25.5,3.41,238.74,220.5,27.89,30.74,238.74,220.5,27.89,21.05,5.92,27.89,21.05,0,3,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.3057,0.1742,0.0013,0.0515,0.1129,2
90,24,no,1,no,1,4,11.97,30.74,39.23,4.12,25.5,3.41,12.54,238.74,27.89,21.05,0,39.23,5.92,25.5,3.41,238.74,220.5,27.89,30.74,238.74,220.5,27.89,21.05,5.92,27.89,21.05,0,3,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.3037,0.1731,0.0006,0.0247,0.0989,2
90,24,no,1,no,1,4,14.02,36.04,43.59,4.69,26.44,3.33,14.53,275.81,13.86,8.88,0,43.59,5.25,26.44,3.33,275.81,239.3,13.86,36.04,275.81,239.3,13.86,8.88,5.25,13.86,8.88,0,2,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.3567,0.1768,0.0017,0.0985,0.1377,2
90,24,no,1,no,1,4,14.02,36.04,43.59,4.69,26.44,3.33,14.53,275.81,13.86,8.88,0,43.59,5.25,26.44,3.33,275.81,239.3,13.86,36.04,275.81,239.3,13.86,8.88,5.25,13.86,8.88,0,2,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.2993,0.1705,0.0015,0.0615,0.116,2
90,24,no,1,no,1,4,14.02,36.04,43.59,4.69,26.44,3.33,14.53,275.81,13.86,8.88,0,43.59,5.25,26.44,3.33,275.81,239.3,13.86,36.04,275.81,239.3,13.86,8.88,5.25,13.86,8.88,0,2,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.3173,0.1808,0.0006,0.0262,0.1035,2
90,24,no,1,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0,10,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9911,0.826,0.0016,0.1694,0.4977,2
90,24,no,4,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0.08,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0.08,9.92,227.57,209.93,17.64,9.05,-0.0003,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9918,0.8262,0.0016,0.1704,0.4983,2
90,24,no,4,no,1,4,14.02,36.04,43.59,4.69,26.44,3.33,14.28,289.27,12.27,7.68,0.44,43.59,5.25,26.44,3.33,289.27,244.99,12.27,36.04,289.27,244.99,12.27,7.68,5.25,12.27,7.68,0.44,1.56,227.57,209.93,17.64,9.05,-0.0014,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9911,0.826,0.0018,0.1861,0.506,2
90,24,no,4,no,1,4,11.97,30.74,39.23,4.12,25.5,3.41,12.54,238.74,27.89,21.05,0.01,39.23,5.92,25.5,3.41,238.74,220.5,27.89,30.74,238.74,220.5,27.89,21.05,5.92,27.89,21.05,0.01,2.99,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9851,0.8243,0.0016,0.1689,0.4966,2
90,24,no,4,no,1,4,11.15,27.42,38.27,5.06,19.3,2.62,11.76,295.52,44.53,33.22,0,38.27,4.91,19.3,2.62,295.52,244.26,44.53,27.42,295.52,244.26,44.53,33.22,4.91,44.53,33.22,0,4,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0456,0.841,0.0017,0.1785,0.5098,2
90,24,no,4,no,1,4,14.87,38.01,45.76,5.19,28.56,3.83,15.43,340.09,16.6,8.88,0,45.76,5.88,28.56,3.83,340.09,267.29,16.6,38.01,340.09,267.29,16.6,8.88,5.88,16.6,8.88,0,2,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0439,0.8405,0.0016,0.1691,0.5048,2
90,24,no,4,no,1,4,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0.01,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0.01,3.99,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0513,0.8426,0.0017,0.1764,0.5095,2
90,24,no,1,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0,10,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.7028,1.0225,0.0016,0.1701,0.5963,2
90,24,no,4,no,1,4,18.04,43.32,55.87,6.48,28.27,3.44,19.47,353.93,128.75,88.5,0.08,55.87,5.93,28.27,3.44,353.93,337.12,128.75,43.32,353.93,337.12,128.75,88.5,5.93,128.75,88.5,0.08,9.92,227.57,209.93,17.64,9.05,-0.0003,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0513,0.8426,0.0017,0.1743,0.5085,2
90,24,no,4,no,1,4,12.56,30.59,43.79,5.74,21.83,2.92,13.52,282.76,112.14,71.89,0,43.79,5.4,21.83,2.92,282.76,265.65,112.14,30.59,282.76,265.65,112.14,71.89,5.4,112.14,71.89,0,8,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.267,0.626,0.0017,0.175,0.4005,2
90,24,no,4,no,1,4,12.56,30.59,43.79,5.74,21.83,2.92,13.52,282.76,112.14,71.89,0,43.79,5.4,21.83,2.92,282.76,265.65,112.14,30.59,282.76,265.65,112.14,71.89,5.4,112.14,71.89,0,8,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,1.547,0.4272,0.0016,0.1715,0.2994,2
90,24,no,4,no,1,4,14.02,36.04,43.59,4.69,26.44,3.33,14.28,289.27,12.27,7.68,0.44,43.59,5.25,26.44,3.33,289.27,244.99,12.27,36.04,289.27,244.99,12.27,7.68,5.25,12.27,7.68,0.44,1.56,227.57,209.93,17.64,9.05,-0.0013,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,1.5201,0.4198,0.0017,0.1732,0.2965,2
90,24,no,4,no,1,4,14.02,36.04,43.59,4.69,26.44,3.33,14.28,289.27,12.27,7.68,0.44,43.59,5.25,26.44,3.33,289.27,244.99,12.27,36.04,289.27,244.99,12.27,7.68,5.25,12.27,7.68,0.44,1.56,227.57,209.93,17.64,9.05,-0.0013,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.7664,0.2116,0.0017,0.1816,0.1966,2
90,24,no,4,no,1,4,14.87,38.01,45.76,5.19,28.56,3.83,15.43,340.09,16.6,8.88,0,45.76,5.88,28.56,3.83,340.09,267.29,16.6,38.01,340.09,267.29,16.6,8.88,5.88,16.6,8.88,0,2,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.2459,0.6202,0.0017,0.1746,0.3974,2
90,24,no,4,no,1,4,14.87,38.01,45.76,5.19,28.56,3.83,15.43,340.09,16.6,8.88,0,45.76,5.88,28.56,3.83,340.09,267.29,16.6,38.01,340.09,267.29,16.6,8.88,5.88,16.6,8.88,0,2,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,1.6337,0.4511,0.0017,0.1732,0.3122,2
90,24,no,4,no,1,4,14.87,38.01,45.76,5.19,28.56,3.83,15.43,340.09,16.6,8.88,0,45.76,5.88,28.56,3.83,340.09,267.29,16.6,38.01,340.09,267.29,16.6,8.88,5.88,16.6,8.88,0,2,227.57,209.93,17.64,9.05,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.7332,0.2025,0.0016,0.1696,0.186,2
90,24,no,4,no,1,4,24.87,61.67,72.38,7.85,36.87,3.76,26.21,405.37,104.58,62.96,0.95,72.38,7.39,36.87,3.76,405.37,358.69,104.58,61.67,405.37,358.69,104.58,62.96,7.39,104.58,62.96,0.95,7.05,227.57,209.93,17.64,9.05,-0.0029,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,1.4811,0.409,0.0016,0.1731,0.291,2
90,24,no,4,no,1,4,24.87,61.67,72.38,7.85,36.87,3.76,26.21,405.37,104.58,62.96,0.95,72.38,7.39,36.87,3.76,405.37,358.69,104.58,61.67,405.37,358.69,104.58,62.96,7.39,104.58,62.96,0.95,7.05,227.57,209.93,17.64,9.05,-0.003,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,0.7083,0.1956,0.0017,0.1788,0.1872,2
90,24,no,4,no,1,4,17.76,43.84,59.12,5.4,37.19,4.81,18.79,346.48,143.27,86.16,0.69,59.12,5.73,37.19,4.81,346.48,293.38,143.27,43.84,346.48,293.38,143.27,86.16,5.73,143.27,86.16,0.69,9.31,227.57,209.93,17.64,9.05,-0.0028,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,1.5524,0.4287,0.0017,0.1759,0.3023,2
90,48,no,1,no,1,4,17.76,43.84,59.12,5.4,37.19,4.81,18.79,346.48,143.27,86.16,0,59.12,5.73,37.19,4.81,346.48,293.38,143.27,43.84,346.48,293.38,143.27,86.16,5.73,143.27,86.16,0,10,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.014,0.8323,0.0016,0.1701,0.5012,2
90,48,no,2,no,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220.06,178.8,0,8.3,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,723.5667,91.5,1.9967,407.5333,3.0456,0.841,0.0008,0.0566,0.3571,2
90,48,no,1,no,1,4,24.87,61.67,72.38,7.85,36.87,3.76,26.09,397.24,107.52,64.16,0.02,72.38,7.39,36.87,3.76,397.24,351.09,107.52,61.67,397.24,351.09,107.52,64.16,7.39,107.52,64.16,0.02,7.98,211.65,150.36,0,8.04,-0.0001,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.2043,0.8848,0.0017,0.174,0.5294,2
90,48,no,4,no,1,4,24.87,61.67,72.38,7.85,36.87,3.76,26.21,405.37,104.58,62.96,0.95,72.38,7.39,36.87,3.76,405.37,358.69,104.58,61.67,405.37,358.69,104.58,62.96,7.39,104.58,62.96,0.95,7.05,227.57,209.93,17.64,9.05,-0.0028,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.939,0.8116,0.0016,0.1698,0.4907,2
90,48,no,2,no,1,4,29.05,68.77,82.24,8.78,44.89,4.97,31.62,506.82,162.8,121.72,0,82.24,8.53,44.89,4.97,506.82,489.62,162.8,68.77,506.82,489.62,162.8,121.72,8.53,162.8,121.72,0,14,220.06,178.8,0,8.3,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9431,0.8127,0.0016,0.171,0.4918,2
90,48,no,4,no,1,4,29.05,68.77,82.24,8.78,44.89,4.97,31.62,506.82,162.8,121.72,0.17,82.24,8.53,44.89,4.97,506.82,489.62,162.8,68.77,506.82,489.62,162.8,121.72,8.53,162.8,121.72,0.17,13.78,227.57,209.93,17.64,9.05,-0.0005,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0681,0.8472,0.0017,0.1777,0.5125,2
90,48,no,1,no,1,4,23.68,56.04,74.36,8.35,34.16,4.48,25.51,433.7,145.14,105.11,0,74.36,5.8,34.16,4.48,433.7,416.6,145.14,56.04,433.7,416.6,145.14,105.11,5.8,145.14,105.11,0,12,211.65,150.36,0,8.04,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0268,0.8358,0.0017,0.174,0.5049,2
90,48,no,2,no,1,4,23.68,56.04,74.36,8.35,34.16,4.48,25.51,433.7,145.14,105.11,0,74.36,5.8,34.16,4.48,433.7,416.6,145.14,56.04,433.7,416.6,145.14,105.11,5.8,145.14,105.11,0,12,220.06,178.8,0,8.3,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0039,0.8295,0.0017,0.1749,0.5022,2
90,24,no,2,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.57,203.38,41.81,33.22,0,33.73,5.56,23.12,3.57,203.38,203.38,41.81,25.45,203.38,203.38,41.81,33.22,5.56,41.81,33.22,0,4,-1,-1,-1,-1,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9585,0.817,0.0018,0.1847,0.5008,2
90,24,no,2,no,1,3,11.97,30.74,39.23,4.12,25.5,3.41,12.54,238.74,27.89,21.05,0,39.23,5.92,25.5,3.41,238.74,220.5,27.89,30.74,238.74,220.5,27.89,21.05,5.92,27.89,21.05,0,3,-1,-1,-1,-1,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.0026,0.8291,0.0017,0.1756,0.5024,2
90,24,no,2,no,1,3,14.02,36.04,43.59,4.69,26.44,3.33,14.53,275.81,13.86,8.88,0.01,43.59,5.25,26.44,3.33,275.81,239.3,13.86,36.04,275.81,239.3,13.86,8.88,5.25,13.86,8.88,0.01,1.99,-1,-1,-1,-1,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.973,0.821,0.0016,0.1701,0.4955,2
90,24,no,2,no,1,3,13.88,34.29,44.31,4.66,25.55,3.42,14.51,258.23,32.37,33.22,0,44.31,5.52,25.55,3.42,258.23,222.38,32.37,34.29,258.23,222.38,32.37,33.22,5.52,32.37,33.22,0,4,-1,-1,-1,-1,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,3.1693,0.8752,0.0017,0.178,0.5266,2
90,24,no,2,no,1,3,15.1,37.46,48.47,5.7,23.97,3.3,15.63,352.43,26.03,21.05,0,48.47,5.62,23.97,3.3,352.43,277.8,26.03,37.46,352.43,277.8,26.03,21.05,5.62,26.03,21.05,0,3,-1,-1,-1,-1,0,yes,no,no,no,no,no,no,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9874,0.8249,0.0017,0.1763,0.5006,2
130,24,yes,1,yes,1,3,13.88,34.29,44.31,4.66,25.55,3.42,14.51,258.23,32.37,33.22,0,44.31,5.52,25.55,3.42,258.23,222.38,32.37,34.29,258.23,222.38,32.37,33.22,5.52,32.37,33.22,0,4,-1,-1,-1,-1,0,no,no,no,no,no,no,yes,yes,no,no,no,no,2.55,1.63,795.95,122.8,2.09,459.35,2.9851,0.8243,0.0017,0.1765,0.5004,1
