@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-R6,8,14,17,19,21-24,28-30,32,36-38,40,42-43,45-48,50-57,59,61-62,65-70,72-81,86-95,97-98,101-102,104-163,165-167,169,171,173,177-179,181,184,186-187,189-196,198-227,229-233,235-237,242-253,256-257,259-260,262-266,268-273'

@attribute Temp_max numeric
@attribute time numeric
@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberComponents numeric
@attribute orgavgpolMax numeric
@attribute orgrefractivityMax numeric
@attribute orgmaximalprojectionareaMax numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionareaMax numeric
@attribute orgminimalprojectionradiusMax numeric
@attribute orgavgpol_pHdependentMax numeric
@attribute orgvanderwaalsMax numeric
@attribute orgASA_PMax numeric
@attribute orgpolarsurfaceareaMax numeric
@attribute orghbdamsaccMax numeric
@attribute orgmaximalprojectionareaMin numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgminimalprojectionareaMin numeric
@attribute orgminimalprojectionradiusMin numeric
@attribute orgvanderwaalsMin numeric
@attribute orgASA+Min numeric
@attribute orgASA_PMin numeric
@attribute orgrefractivityArithAvg numeric
@attribute orgvanderwaalsArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute orgASA_PArithAvg numeric
@attribute orgpolarsurfaceareaArithAvg numeric
@attribute orgmaximalprojectionsizeGeomAvg numeric
@attribute orgASA_PGeomAvg numeric
@attribute orgpolarsurfaceareaGeomAvg numeric
@attribute orghbdamsaccGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute oxlikevanderwaalsMax numeric
@attribute oxlikeASA-Max numeric
@attribute oxlikeASA_HMax numeric
@attribute oxlikehbdamsaccMax numeric
@attribute orgacc-waterdonratio numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute I {yes,no}
@attribute Mo {yes,no}
@attribute S {yes,no}
@attribute Se {yes,no}
@attribute Zn {yes,no}
@attribute Cl {yes,no}
@attribute Cr {yes,no}
@attribute P5 {yes,no}
@attribute PaulingElectronegMax numeric
@attribute PaulingElectronegMin numeric
@attribute IonizationMean numeric
@attribute EAMean numeric
@attribute PaulingElectronegMean numeric
@attribute PearsonElectronegMean numeric
@attribute hardnessMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute PaulingElectronegMinWeighted numeric
@attribute AtomicRadiusMinWeighted numeric
@attribute AtomicRadiusMeanWeighted numeric
@attribute outcome {1,2}

@data
90,60,yes,8,no,1,3,14.87,38.01,45.76,5.19,28.56,3.83,15.15,352.79,14.69,7.68,0.98,45.76,5.88,28.56,3.83,352.79,269.11,14.69,38.01,352.79,269.11,14.69,7.68,5.88,14.69,7.68,0.98,1.02,-1,-1,-1,-1,-0.0039,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3914,0.2105,0.002,0.1418,0.1761,1
90,24,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0037,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3958,0.2255,0.0013,0.0763,0.1509,2
90,24,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0051,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3773,0.215,0.0013,0.0762,0.1456,2
90,24,yes,8,no,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.27,218.32,30.88,28.64,0.99,33.73,5.56,23.12,3.57,218.32,205.41,30.88,25.45,218.32,205.41,30.88,28.64,5.56,30.88,28.64,0.99,3.01,-1,-1,-1,-1,-0.0027,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3768,0.2147,0.0001,0.0076,0.1112,2
90,24,yes,8,no,2,4,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,46.13,25.78,2,20.45,4.91,14.99,2.42,227.47,167.98,33.93,19.675,254.37,192.14,40.03,23.005,5.0432,39.5625,22.837,2,0,-1,-1,-1,-1,-0.7849,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3736,0.2129,0.0013,0.0764,0.1447,2
90,24,yes,8,no,2,4,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,46.13,25.78,2,20.45,4.91,14.99,2.42,227.47,167.98,33.93,19.675,254.37,192.14,40.03,23.005,5.0432,39.5625,22.837,2,0,-1,-1,-1,-1,-0.3923,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3726,0.2123,0.0013,0.0762,0.1442,2
90,24,yes,8,no,2,4,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,46.13,25.78,2,20.45,4.91,14.99,2.42,227.47,167.98,33.93,19.675,254.37,192.14,40.03,23.005,5.0432,39.5625,22.837,2,0,-1,-1,-1,-1,-0.7582,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3707,0.2112,0.0013,0.0763,0.1437,2
90,108,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0056,yes,yes,yes,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3696,0.2106,0.0013,0.0765,0.1436,2
90,108,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0037,yes,yes,yes,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3718,0.2118,0.0013,0.0761,0.144,2
90,108,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0036,yes,yes,yes,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.4289,0.2444,0.0013,0.0768,0.1606,2
90,84,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0061,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3889,0.2216,0.0013,0.0763,0.149,2
90,84,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0055,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3871,0.2206,0.0013,0.0763,0.1485,2
90,84,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0038,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3958,0.2256,0.0013,0.0767,0.1511,2
90,84,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0038,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3958,0.2256,0.0013,0.0772,0.1514,2
90,24,yes,6,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0033,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3657,0.2084,0.0012,0.0674,0.1379,2
90,24,yes,7,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0035,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3542,0.2018,0.0011,0.0672,0.1345,2
90,24,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0032,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3507,0.1998,0.0012,0.0693,0.1346,2
90,24,yes,9,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0033,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3468,0.1976,0.0014,0.0799,0.1388,2
90,24,yes,7,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.3859,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3448,0.1965,0.0011,0.0673,0.1319,2
90,24,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.033,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3532,0.2013,0.0012,0.0678,0.1345,2
90,24,yes,9,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0033,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3933,0.2241,0.0011,0.067,0.1456,2
90,84,yes,8,no,1,3,11.86,29.87,39.45,4.18,25.13,3.43,12.24,245.47,28.21,28.64,0.98,39.45,5.54,25.13,3.43,245.47,215.51,28.21,29.87,245.47,215.51,28.21,28.64,5.54,28.21,28.64,0.98,3.02,-1,-1,-1,-1,-0.0015,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3615,0.206,0.0012,0.0685,0.1373,1
90,84,yes,8,no,1,3,11.86,29.87,39.45,4.18,25.13,3.43,12.24,245.47,28.21,28.64,0.98,39.45,5.54,25.13,3.43,245.47,215.51,28.21,29.87,245.47,215.51,28.21,28.64,5.54,28.21,28.64,0.98,3.02,-1,-1,-1,-1,-0.0015,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3533,0.2013,0.0012,0.0684,0.1348,1
90,84,yes,8,no,1,3,11.86,29.87,39.45,4.18,25.13,3.43,12.24,245.47,28.21,28.64,0.98,39.45,5.54,25.13,3.43,245.47,215.51,28.21,29.87,245.47,215.51,28.21,28.64,5.54,28.21,28.64,0.98,3.02,-1,-1,-1,-1,-0.0015,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3515,0.2003,0.0011,0.0673,0.1338,1
90,84,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0024,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.175,0.0997,0.0006,0.0336,0.0666,1
90,84,yes,8,no,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0029,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2801,0.1596,0.0009,0.054,0.1068,1
90,84,yes,8,no,1,3,14.02,36.04,43.59,4.69,26.44,3.33,14.28,289.27,12.27,7.68,1.01,43.59,5.25,26.44,3.33,289.27,244.99,12.27,36.04,289.27,244.99,12.27,7.68,5.25,12.27,7.68,1.01,0.99,-1,-1,-1,-1,-0.0012,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2825,0.1609,0.001,0.0559,0.1084,1
90,84,yes,8,no,1,3,13.96,35.49,44.66,4.79,26.99,3.48,14.2,276.16,14.18,16.47,0.98,44.66,5.42,26.99,3.48,276.16,239.92,14.18,35.49,276.16,239.92,14.18,16.47,5.42,14.18,16.47,0.98,2.02,-1,-1,-1,-1,-0.0015,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.44,0.2507,0.0011,0.0671,0.1589,2
90,84,yes,8,no,1,3,13.96,35.49,44.66,4.79,26.99,3.48,14.2,276.16,14.18,16.47,0.98,44.66,5.42,26.99,3.48,276.16,239.92,14.18,35.49,276.16,239.92,14.18,16.47,5.42,14.18,16.47,0.98,2.02,-1,-1,-1,-1,-0.0012,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2465,0.1405,0.0008,0.0453,0.0929,2
90,84,yes,8,no,1,3,17.76,43.84,59.12,5.4,37.19,4.81,18.79,346.48,143.27,86.16,1.01,59.12,5.73,37.19,4.81,346.48,293.38,143.27,43.84,346.48,293.38,143.27,86.16,5.73,143.27,86.16,1.01,8.99,-1,-1,-1,-1,-0.0015,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3584,0.2042,0.0012,0.0677,0.1359,2
90,84,yes,8,no,1,3,17.76,43.84,59.12,5.4,37.19,4.81,18.79,346.48,143.27,86.16,1.01,59.12,5.73,37.19,4.81,346.48,293.38,143.27,43.84,346.48,293.38,143.27,86.16,5.73,143.27,86.16,1.01,8.99,-1,-1,-1,-1,-0.0012,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2783,0.1586,0.0009,0.0536,0.1061,2
90,84,yes,8,no,1,3,17.76,43.84,59.12,5.4,37.19,4.81,18.79,346.48,143.27,86.16,1.01,59.12,5.73,37.19,4.81,346.48,293.38,143.27,43.84,346.48,293.38,143.27,86.16,5.73,143.27,86.16,1.01,8.99,-1,-1,-1,-1,-0.0011,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2394,0.1364,0.0008,0.0465,0.0915,2
90,84,yes,8,no,1,3,24.87,61.67,72.38,7.85,36.87,3.76,25.55,416.89,102.72,61.76,1.22,72.38,7.39,36.87,3.76,416.89,370.3,102.72,61.67,416.89,370.3,102.72,61.76,7.39,102.72,61.76,1.22,6.78,-1,-1,-1,-1,-0.001,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2653,0.1512,0.001,0.0566,0.1039,2
90,84,yes,8,no,1,3,24.87,61.67,72.38,7.85,36.87,3.76,25.55,416.89,102.72,61.76,1.22,72.38,7.39,36.87,3.76,416.89,370.3,102.72,61.67,416.89,370.3,102.72,61.76,7.39,102.72,61.76,1.22,6.78,-1,-1,-1,-1,-0.0009,yes,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2594,0.1478,0.0008,0.0467,0.0973,2
90,24,yes,8,?,1,3,7.08,17.87,28.05,3.87,17.02,2.6,7.42,213.24,61.92,53.66,0.51,28.05,5.3,17.02,2.6,213.24,174.09,61.92,17.87,213.24,174.09,61.92,53.66,5.3,61.92,53.66,0.51,5.49,-1,-1,-1,-1,-0.001,no,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.4215,0.1527,0.0007,0.0706,0.1116,1
90,24,yes,8,?,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.27,218.32,30.88,28.64,0.99,33.73,5.56,23.12,3.57,218.32,205.41,30.88,25.45,218.32,205.41,30.88,28.64,5.56,30.88,28.64,0.99,3.01,-1,-1,-1,-1,-0.0016,no,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.3474,0.1979,0.0012,0.0729,0.1354,1
90,24,yes,8,?,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.27,218.32,30.88,28.64,0.99,33.73,5.56,23.12,3.57,218.32,205.41,30.88,25.45,218.32,205.41,30.88,28.64,5.56,30.88,28.64,0.99,3.01,-1,-1,-1,-1,-0.0017,no,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2951,0.1517,0.0014,0.1069,0.1293,1
90,24,yes,8,?,1,3,9.88,25.45,33.73,3.6,23.12,3.57,10.27,218.32,30.88,28.64,0.99,33.73,5.56,23.12,3.57,218.32,205.41,30.88,25.45,218.32,205.41,30.88,28.64,5.56,30.88,28.64,0.99,3.01,-1,-1,-1,-1,-0.0017,no,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.4407,0.1596,0.0007,0.0762,0.1179,1
90,24,yes,8,?,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.029,no,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.2817,0.1571,0.0015,0.102,0.1296,1
90,24,yes,8,?,1,3,9.73,26.34,36.07,4.05,20.35,3.12,9.73,281.27,33.93,25.78,2,36.07,5.18,20.35,3.12,281.27,216.3,33.93,26.34,281.27,216.3,33.93,25.78,5.18,33.93,25.78,2,0,-1,-1,-1,-1,-0.0037,no,yes,no,no,no,no,no,no,no,no,no,yes,2.1,1.63,760.1,120.4,1.865,440.25,0.4183,0.1515,0.0007,0.071,0.1113,1
180,48,no,5,no,1,2,7.08,17.87,28.05,3.87,17.02,2.6,7.76,207.08,96.11,55.28,0,28.05,5.3,17.02,2.6,207.08,189.33,96.11,17.87,207.08,189.33,96.11,55.28,5.3,96.11,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.6056,0.3758,0.0043,0.3758,0.3758,2
180,48,no,5,no,1,2,7.08,17.87,28.05,3.87,17.02,2.6,7.76,207.08,96.11,55.28,0,28.05,5.3,17.02,2.6,207.08,189.33,96.11,17.87,207.08,189.33,96.11,55.28,5.3,96.11,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2702,0.1676,0.0019,0.1676,0.1676,2
180,48,no,5,no,1,2,7.08,17.87,28.05,3.87,17.02,2.6,7.76,207.08,96.11,55.28,0,28.05,5.3,17.02,2.6,207.08,189.33,96.11,17.87,207.08,189.33,96.11,55.28,5.3,96.11,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2723,0.169,0.0019,0.169,0.169,1
180,48,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.6016,0.3733,0.0042,0.3733,0.3733,2
180,72,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,1.29,0.8004,0.0091,0.8004,0.8004,2
180,72,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2731,0.1695,0.0019,0.1695,0.1695,1
180,72,no,5,no,1,2,11.07,27.38,38.27,4.9,21.91,2.96,11.75,268.43,96.02,55.28,0,38.27,5.56,21.91,2.96,268.43,225.91,96.02,27.38,268.43,225.91,96.02,55.28,5.56,96.02,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.5995,0.372,0.0042,0.372,0.372,2
180,72,no,5,no,1,2,11.07,27.38,38.27,4.9,21.91,2.96,11.75,268.43,96.02,55.28,0,38.27,5.56,21.91,2.96,268.43,225.91,96.02,27.38,268.43,225.91,96.02,55.28,5.56,96.02,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2727,0.1692,0.0019,0.1692,0.1692,2
180,72,no,5,no,1,2,11.07,27.38,38.27,4.9,21.91,2.96,11.75,268.43,96.02,55.28,0,38.27,5.56,21.91,2.96,268.43,225.91,96.02,27.38,268.43,225.91,96.02,55.28,5.56,96.02,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2768,0.1717,0.002,0.1717,0.1717,1
180,96,no,5,no,1,2,7.08,17.87,28.05,3.87,17.02,2.6,7.76,207.08,96.11,55.28,0,28.05,5.3,17.02,2.6,207.08,189.33,96.11,17.87,207.08,189.33,96.11,55.28,5.3,96.11,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2697,0.1674,0.0019,0.1674,0.1674,2
180,96,no,5,no,1,2,7.08,17.87,28.05,3.87,17.02,2.6,7.76,207.08,96.11,55.28,0,28.05,5.3,17.02,2.6,207.08,189.33,96.11,17.87,207.08,189.33,96.11,55.28,5.3,96.11,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,1.2815,0.7952,0.009,0.7952,0.7952,2
180,96,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.609,0.3779,0.0043,0.3779,0.3779,2
180,96,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2676,0.1661,0.0019,0.1661,0.1661,2
180,96,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,1.2864,0.7982,0.0091,0.7982,0.7982,2
180,96,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.2706,0.1679,0.0019,0.1679,0.1679,2
180,96,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,1.2823,0.7957,0.009,0.7957,0.7957,2
180,72,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,0.1804,0.1119,0.0013,0.1119,0.1119,2
180,72,no,5,no,1,2,9.06,22.73,33.09,4.58,19.58,2.88,9.74,237.57,96.38,55.28,0,33.09,5.17,19.58,2.88,237.57,194.24,96.38,22.73,237.57,194.24,96.38,55.28,5.17,96.38,55.28,0,6,-1,-1,-1,-1,0,no,no,no,no,no,yes,no,no,no,no,no,yes,2.16,2.16,684.3,71.9,2.16,378.1,1.4651,0.9091,0.0103,0.9091,0.9091,2
