@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R39,41,85,96,164,240,254,267,274'

@attribute orgvanderwaalsMin numeric
@attribute orgASA+Min numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute oxlikevanderwaalsMax numeric
@attribute orgacc-waterdonratio numeric
@attribute PaulingElectronegMean numeric
@attribute hardnessMaxWeighted numeric
@attribute AtomicRadiusMeanWeighted numeric
@attribute outcome {1,2}

@data
227.47,167.98,1.4663,-1,-0.5896,1.865,0.4891,0.1664,2
227.47,167.98,2.6038,-1,-0.5912,1.865,0.4798,0.1631,2
218.32,167.98,1.7349,-1,-0.5901,1.865,0.4897,0.1648,2
213.24,167.98,2.3431,-1,-0.5883,1.865,0.4825,0.1618,2
227.47,167.98,2.4495,-1,-0.5866,1.865,0.4801,0.1614,2
227.47,167.98,2.4495,-1,-0.5866,1.865,0.4778,0.1608,2
238.74,220.5,3,-1,0,2.09,1.8979,0.3479,1
238.74,220.5,3,-1,0,2.09,2.2556,0.4001,2
275.81,239.3,2,-1,0,2.09,2.224,0.3894,1
275.81,239.3,2,-1,0,2.09,1.8764,0.3419,2
273.23,244.65,0.97,-1,-0.0023,2.09,2.2472,0.3948,2
273.23,244.65,0.97,-1,-0.0023,2.09,1.9625,0.3593,2
273.23,244.65,0.97,-1,-0.0045,2.09,2.2365,0.3952,2
258.23,222.38,4,-1,0,2.09,1.8442,0.3404,2
258.23,222.38,4,-1,0,2.09,2.2872,0.3996,2
310.74,287.07,1.01,-1,-0.0021,2.09,2.2375,0.3929,1
310.74,287.07,1.01,-1,-0.002,2.09,1.8438,0.341,2
340.09,267.29,2,-1,0,2.09,2.2217,0.3982,2
340.09,267.29,2,-1,0,2.09,1.8502,0.34,1
282.76,265.65,8,-1,0,2.09,2.1948,0.3887,2
282.76,265.65,8,-1,0,2.09,1.8485,0.3411,2
258.23,222.38,4,-1,0,2.09,2.2402,0.4078,2
238.74,220.5,3,-1,0,2.09,2.2946,0.4132,2
273.23,244.65,0.97,-1,-0.0038,2.09,2.1722,0.3895,2
340.09,267.29,2,-1,0,2.09,2.2227,0.3973,2
310.74,287.07,1.01,-1,-0.0026,2.09,2.2862,0.4143,2
258.23,222.38,4,-1,0,2.09,2.1685,0.384,1
238.74,220.5,3,-1,0,2.09,2.2196,0.3917,1
275.81,239.3,2,-1,0,2.09,2.2291,0.3931,2
273.23,244.65,0.97,-1,-0.0037,2.09,2.3511,0.4149,1
310.74,287.07,1.01,-1,-0.0029,2.09,2.2196,0.3963,2
238.74,220.5,3,-1,0,2.09,2.5871,0.4563,2
238.74,220.5,3,-1,0,2.09,2.2354,0.3936,2
238.74,220.5,3,-1,0,2.09,2.2244,0.3921,2
238.74,220.5,3,-1,0,2.09,1.4609,0.2913,2
238.74,220.5,3,-1,0,2.09,2.2422,0.3982,2
238.74,220.5,3,-1,0,2.09,2.1773,0.3846,2
238.74,220.5,3,-1,0,2.09,2.2435,0.3966,2
227.47,167.98,2.4166,-1,-0.6152,1.865,0.598,0.2025,2
227.47,167.98,2.3043,-1,-0.6113,1.865,0.5989,0.2057,2
227.47,167.98,2.4166,-1,-0.6168,1.865,0.5983,0.2028,2
227.47,167.98,2.3043,-1,-0.6195,1.865,0.598,0.2015,2
365.55,282.95,5.99,-1,0,1.865,0.4217,0.1837,2
365.55,282.95,6,-1,0,1.865,1.905,0.6193,2
397.7,307.78,6,-1,0,1.865,0.4251,0.1843,2
397.7,307.78,6,-1,0,1.865,0.3785,0.1461,2
289.27,244.99,0.99,-1,-0.0017,1.865,0.4237,0.1821,2
289.27,244.99,0.99,-1,-0.0017,1.865,0.395,0.151,2
253.52,224.12,2.01,-1,-0.0016,1.865,0.3776,0.146,1
253.52,224.12,2.01,-1,-0.0017,1.865,0.4237,0.1824,2
281.27,216.3,0,-1,-0.0036,1.865,0.4222,0.1819,2
281.27,216.3,0,-1,-0.0037,1.865,0.3955,0.1508,2
281.27,216.3,0,-1,-0.0036,1.865,0.4219,0.1298,2
219.31,214.35,1.02,-1,-0.0026,1.865,1.4054,0.4773,2
219.31,214.35,1.02,-1,-0.0031,1.865,0.4188,0.1283,2
218.32,205.41,3.01,-1,-0.0025,1.865,0.4256,0.1865,2
218.32,205.41,3.01,-1,-0.0024,1.865,0.3761,0.1459,2
218.32,205.41,3.01,-1,-0.0025,1.865,0.4239,0.1296,2
239.3,132.96,0,-1,0,1.865,0.4312,0.1858,1
239.3,132.96,0,-1,0,1.865,0.3906,0.1491,2
239.3,132.96,0,-1,0,1.865,0.4205,0.13,2
283.03,202.61,2,-1,0,1.865,0.4767,0.1737,2
592.69,456.94,0,-1,0,1.865,0.4197,0.183,2
592.69,456.94,0,-1,0,1.865,0.3726,0.1444,2
230.84,189.97,5.69,-1,-0.0008,1.865,0.4196,0.1823,2
273.45,228.83,3.02,-1,-0.0018,1.865,0.4224,0.1294,2
273.45,228.83,3.02,-1,-0.0018,1.865,0.3707,0.1434,2
273.45,228.83,3.02,-1,-0.0037,1.865,0.22,0.1015,2
273.45,228.83,3.02,-1,-0.0011,1.865,0.5908,0.1402,2
273.45,228.83,3.02,-1,-0.0012,1.865,0.5267,0.1729,2
273.45,228.83,3.02,-1,-0.0014,1.865,0.3368,0.146,2
273.45,228.83,3.02,-1,-0.0029,1.865,0.2993,0.1161,1
273.45,228.83,3.02,-1,-0.0007,1.865,0.3817,0.1644,2
281.27,216.3,0,-1,-0.0043,1.865,1.873,0.61,2
281.27,216.3,0,-1,-0.0023,1.865,0.59,0.1384,2
281.27,216.3,0,-1,-0.0022,1.865,0.5713,0.1857,2
281.27,216.3,0,-1,-0.011,1.865,0.1273,0.0548,2
281.27,216.3,0,-1,-0.0064,1.865,0.2976,0.1157,2
281.27,216.3,0,-1,-0.0068,1.865,0.3378,0.1035,2
281.27,216.3,0,-1,-0.0052,1.865,0.2809,0.122,2
281.27,216.3,0,-1,-0.0036,1.865,0.3798,0.1462,1
281.27,216.3,0,-1,-0.0041,1.865,0.4007,0.1527,1
281.27,216.3,0,-1,-0.0037,1.865,0.3721,0.1439,1
245.47,215.51,3.02,-1,-0.0016,1.865,0.3746,0.1456,1
245.47,215.51,3.02,-1,-0.0016,1.865,0.3699,0.1435,1
273.45,228.83,3.02,-1,-0.0019,1.865,2.3136,0.7357,2
273.45,228.83,3.02,-1,-0.002,1.865,0.3721,0.1443,2
273.45,228.83,3.02,-1,-0.0011,1.865,0.5915,0.1449,2
273.45,228.83,3.02,-1,-0.0015,1.865,0.2963,0.1182,2
273.45,228.83,3.02,-1,-0.0029,1.865,0.3365,0.1033,2
273.45,228.83,3.02,-1,-0.0045,1.865,0.2541,0.0627,2
281.27,216.3,0,-1,-0.0054,1.865,0.3473,0.1325,2
245.47,215.51,3.02,-1,-0.0015,1.865,0.3488,0.1332,2
245.47,215.51,3.02,-1,-0.0022,1.865,0.3483,0.1334,2
289.27,244.99,0.99,-1,-0.0015,1.865,0.35,0.1334,2
324.05,236.4,0,-1,-0.0032,1.865,0.3537,0.1346,2
324.05,236.4,0,-1,-0.0037,1.865,0.4009,0.1522,2
245.47,215.51,3.02,-1,-0.0015,1.865,0.3495,0.1338,2
245.47,215.51,3.02,-1,-0.0016,1.865,0.3948,0.1503,2
245.47,215.51,3.02,-1,-0.0019,1.865,0.4071,0.1539,2
245.47,215.51,3.02,-1,-0.0013,1.865,0.3719,0.1717,2
245.47,215.51,3.02,-1,-0.0012,1.865,0.4262,0.1309,2
245.47,215.51,3.02,-1,-0.001,1.865,0.5223,0.1721,1
245.47,215.51,3.02,-1,-0.0024,1.865,0.2123,0.092,2
245.47,215.51,3.02,-1,-0.0013,1.865,0.4251,0.1299,2
245.47,215.51,3.02,-1,-0.0017,1.865,0.3975,0.1512,2
245.47,215.51,3.02,-1,-0.0008,1.865,0.5196,0.1708,2
227.47,167.98,2.3043,-1,-0.3861,1.865,0.598,0.2144,2
227.47,167.98,2.3043,-1,-0.3862,1.865,0.5993,0.2208,2
227.47,167.98,2.3043,-1,-0.3861,1.865,0.6019,0.2245,2
227.47,167.98,2.3043,-1,-0.3861,1.865,0.6052,0.2361,2
227.47,167.98,2.4495,-1,-0.7543,1.63,0.4739,0.27,2
227.47,167.98,2.4495,-1,-0.2023,1.63,0.4686,0.267,2
227.47,167.98,2.4495,-1,-0.0678,1.63,0.4709,0.2683,2
227.47,167.98,2.3043,-1,-0.2062,1.865,0.4887,0.17,2
227.47,167.98,2.3043,-1,-0.2062,1.865,0.6095,0.1974,2
227.47,167.98,2.3043,-1,-0.1979,1.865,0.4785,0.1688,2
227.47,167.98,2.3043,-1,-0.1981,1.865,0.6135,0.2139,2
227.47,167.98,2.3043,-1,-0.1979,1.865,0.6075,0.1972,2
227.47,167.98,2.3043,-1,-0.198,1.865,0.6032,0.222,2
227.47,167.98,2.3043,-1,-0.2062,1.865,0.5999,0.218,2
227.47,167.98,2.3043,-1,-0.2061,1.865,0.5973,0.2227,2
227.47,167.98,2.3043,-1,-1.0014,1.865,0.5973,0.2223,2
227.47,167.98,1.4663,-1,-0.6196,1.865,0.4815,0.1566,2
227.47,167.98,1.4663,-1,-0.6199,1.865,0.4811,0.1617,2
219.31,214.35,1.02,-1,-0.0118,1.865,1.016,0.2961,2
247.46,177.86,4.79,-1,-0.0145,1.865,1.0216,0.296,2
281.27,216.3,0,-1,-0.0249,1.865,1.0179,0.2993,2
281.27,216.3,0,-1,-0.0263,1.865,1.0145,0.294,2
353.19,315.94,6.08,-1,-0.047,1.865,1.0162,0.2948,2
353.19,315.94,6.08,-1,-0.0469,1.865,1.0194,0.2979,2
234.26,215.15,2.78,-1,-0.0146,1.865,1.0205,0.2952,2
213.24,167.98,2.2517,-1,-0.6196,1.865,0.6062,0.2047,2
219.31,167.98,0.995,-1,-0.6197,1.865,0.592,0.2005,2
227.47,167.98,2.4166,-1,-0.6179,1.865,0.6049,0.2045,2
227.47,167.98,2.4166,-1,-0.6168,1.865,0.5983,0.2022,2
227.47,167.98,0,-1,-0.6216,1.865,0.6042,0.2034,2
227.47,167.98,0,-1,-0.6254,1.865,0.5937,0.2005,2
227.47,167.98,0,-1,-0.6261,1.865,0.6042,0.2036,2
247.46,177.86,4.23,-1,-0.0092,1.865,0.6875,0.2955,2
282.76,265.65,8,-1,0,1.865,0.6794,0.2925,2
308.34,274.38,5.51,-1,-0.0089,1.865,0.683,0.2938,1
299.78,247.15,7.01,-1,-0.0112,1.865,0.4046,0.1787,2
346.48,293.38,8.99,-1,-0.0111,1.865,0.4061,0.1761,2
281.27,216.3,0,-1,-0.0239,1.865,0.4113,0.1756,2
237.57,194.24,5.98,-1,-0.0002,1.865,0.4096,0.1754,2
333.62,258.26,6,-1,0,1.865,0.4049,0.1782,2
365.19,276.46,2.25,-1,-0.0026,1.865,0.4205,0.1776,1
352.79,269.11,1.02,-1,-0.0034,1.865,0.4046,0.1754,2
219.39,200.46,0.07,-1,-0.0141,1.865,0.4069,0.1751,2
383.42,324.71,8.38,-1,-0.0059,1.865,0.4132,0.1788,2
219.31,214.35,1.02,-1,-0.0037,1.865,0.404,0.1751,1
230.84,189.97,5.69,-1,-0.0011,1.865,0.3992,0.1748,2
276.16,239.92,2.02,-1,-0.0036,1.865,0.4092,0.1801,2
324.05,236.4,0,-1,-0.0075,1.865,0.4044,0.175,1
416.89,370.3,6.78,-1,-0.0045,1.865,0.403,0.1744,2
219.88,192.82,4.84,-1,-0.0146,1.865,1.0186,0.2957,2
219.88,192.82,4.84,-1,-0.0149,1.865,1.0271,0.2962,2
242.06,192.37,5.31,-1,-0.0083,1.865,1.0194,0.2953,1
242.06,192.37,5.31,-1,-0.0082,1.865,1.0122,0.2939,1
242.06,192.37,5.31,-1,-0.0082,1.865,1.0209,0.2956,1
353.19,315.94,6.59,-1,-0.0411,1.865,1.0128,0.2939,1
353.19,315.94,6.59,-1,-0.0404,1.865,1.0188,0.2946,1
253.52,224.12,1.97,-1,-0.0124,1.865,1.0233,0.2957,2
253.52,224.12,1.97,-1,-0.0127,1.865,1.0214,0.296,2
239.3,132.96,0,-1,0,1.865,1.0182,0.2959,2
227.47,167.98,0,-1,-0.6139,1.865,0.6092,0.2055,1
227.47,167.98,0,-1,-0.6298,1.865,0.6118,0.2057,1
227.47,167.98,1.4177,-1,-0.6191,1.865,0.6138,0.2069,1
227.47,167.98,1.3191,-1,-0.6182,1.865,0.597,0.2017,1
227.47,167.98,1.7292,-1,-0.6125,1.865,0.6052,0.2048,1
227.47,167.98,0.9849,-1,-0.6021,1.865,0.6059,0.2051,1
227.47,167.98,0.8485,-1,-0.6253,1.865,0.6022,0.2028,1
227.47,167.98,1.4142,-1,-0.6164,1.865,0.6346,0.2133,1
227.47,167.98,1.3416,-1,-0.6207,1.865,0.6036,0.204,1
227.47,167.98,1.4663,-1,-0.6122,1.865,0.6079,0.2053,1
227.47,167.98,1.0198,-1,-0.6282,1.865,0.6055,0.205,1
227.47,167.98,1.7321,-1,-0.6143,1.865,0.598,0.2024,1
218.32,167.98,1.7349,-1,-0.5137,1.865,0.6092,0.2061,2
219.31,167.98,0.995,-1,-0.6087,1.865,0.6085,0.2063,2
227.47,167.98,2.4249,-1,-0.6326,1.865,0.6019,0.2045,2
227.47,167.98,2.4249,-1,-0.5922,1.865,0.6171,0.2088,2
227.47,167.98,0,-1,-0.6189,1.865,0.593,0.2029,2
227.47,167.98,0.9849,-1,-0.6272,1.865,0.5973,0.2075,2
227.47,167.98,2.4495,-1,-0.6169,1.865,0.6046,0.2035,2
227.47,167.98,1.7493,-1,-0.6184,1.865,0.6135,0.2095,2
227.47,167.98,2,-1,-0.5175,1.865,0.594,0.202,1
227.47,167.98,2,-1,-0.6032,1.865,0.5986,0.2022,1
227.47,167.98,2,-1,-0.5815,1.865,0.6085,0.2056,1
203.38,167.98,1.9849,-1,-0.6001,1.865,0.594,0.2015,2
211.8,167.98,1.4107,-1,-0.5896,1.865,0.596,0.2013,1
227.47,167.98,2.4495,-1,-0.5887,1.865,0.6022,0.2074,2
227.47,167.98,0,-1,-0.5917,1.865,0.6055,0.2101,1
227.47,167.98,0,-1,-0.5749,1.865,0.6105,0.205,1
227.47,167.98,0,-1,-0.6241,1.865,0.6029,0.2048,1
227.47,167.98,2.4495,-1,-0.5896,1.865,0.6042,0.2036,1
227.47,167.98,2.4495,-1,-0.6164,1.865,0.5966,0.2017,2
227.47,167.98,2.4166,-1,-0.6188,1.865,0.5933,0.2022,2
227.47,167.98,2.4249,-1,-0.6054,1.865,0.6016,0.2043,2
227.47,167.98,2.4495,-1,-0.6086,1.865,0.597,0.2025,2
227.47,167.98,2.4495,-1,-0.5923,1.865,0.596,0.2016,2
227.47,167.98,2.4474,-1,-0.585,1.865,0.6108,0.2054,2
227.47,167.98,2.4249,-1,-0.6225,1.865,0.6138,0.207,2
227.47,167.98,2.4249,-1,-0.7215,1.865,0.6151,0.2069,2
227.47,167.98,2.4249,-1,-0.6155,1.865,0.6085,0.2055,2
227.47,167.98,2.2869,-1,-0.6005,1.865,0.5986,0.2027,2
227.47,167.98,2.2869,-1,-0.6136,1.865,0.5943,0.201,2
227.47,167.98,2.4249,-1,-0.631,1.865,0.5999,0.2025,2
227.47,167.98,2.4249,-1,-0.5356,1.865,0.6022,0.2034,2
227.47,167.98,2.4474,-1,-0.6225,1.865,0.6112,0.209,2
227.47,167.98,2.4474,-1,-0.3244,1.865,0.597,0.2045,2
227.47,167.98,2.4474,-1,-0.6253,1.865,0.6153,0.2071,2
227.47,167.98,2.2869,-1,-0.6066,1.865,0.6153,0.2078,2
227.47,167.98,2.4249,-1,-0.6326,1.865,0.5976,0.2014,2
227.47,167.98,2.2869,-1,-0.6206,1.865,0.6084,0.2067,2
227.47,167.98,2.2869,-1,-0.6282,1.865,0.6033,0.2049,2
227.47,167.98,1.7321,-1,-0.4314,1.865,0.5999,0.2041,2
227.47,167.98,1.7205,-1,-0.6234,1.865,0.6069,0.204,2
227.47,167.98,1.6523,-1,-0.6105,1.865,0.5996,0.2054,2
227.47,167.98,0,-1,-0.6145,1.865,0.6036,0.2045,2
227.47,167.98,0.2646,-1,-0.632,1.865,0.6085,0.2055,1
227.47,167.98,0,-1,-0.631,1.865,0.6003,0.2027,2
227.47,167.98,0,-1,-0.6199,1.865,0.5986,0.203,2
227.47,167.98,0,-1,-0.6395,1.865,0.5973,0.2025,2
227.47,167.98,0,-1,-0.6415,1.865,0.6003,0.2023,2
333.62,258.26,6,-1,0,1.865,0.4286,0.1878,1
352.79,269.11,1.02,-1,-0.0042,1.865,0.4113,0.1764,1
273.45,228.83,3.02,-1,-0.0034,1.865,0.4024,0.187,2
416.89,370.3,6.78,-1,-0.0032,1.865,0.4274,0.191,1
284.53,259.02,4.99,-1,-0.0025,1.865,0.4153,0.1815,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.3709,0.1517,1
416.89,370.3,6.78,-1,-0.003,1.865,0.4253,0.187,1
416.89,370.3,6.78,-1,-0.003,1.865,0.4191,0.13,1
416.89,370.3,6.78,-1,-0.0031,1.865,0.3761,0.1473,1
284.53,259.02,4.99,-1,-0.0025,1.865,0.4352,0.188,1
284.53,259.02,4.99,-1,-0.003,1.865,0.4144,0.1286,1
284.53,259.02,4.99,-1,-0.0027,1.865,0.3975,0.1504,1
333.62,258.26,6,-1,0,1.865,0.423,0.1856,2
333.62,258.26,6,-1,0,1.865,0.4412,0.1584,2
333.62,258.26,6,-1,0,1.865,0.384,0.1468,2
273.45,228.83,3.02,-1,-0.0035,1.865,0.4168,0.181,1
273.45,228.83,3.02,-1,-0.0035,1.865,0.4162,0.1362,1
273.45,228.83,3.02,-1,-0.0034,1.865,0.3662,0.1423,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.4193,0.1817,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.4184,0.1816,1
218.76,198.3,3.66,-1,-0.0009,1.865,0.3692,0.1442,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.3712,0.141,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.4173,0.1292,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.4217,0.1191,1
218.76,198.3,3.66,-1,-0.0009,1.865,0.3741,0.1323,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.4239,0.1242,1
218.76,198.3,3.66,-1,-0.001,1.865,0.3785,0.1306,1
218.76,198.3,3.66,-1,-0.001,1.865,0.4167,0.1069,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.4193,0.1002,1
218.76,198.3,3.66,-1,-0.0008,1.865,0.3657,0.1184,1
333.62,258.26,6,-1,0,1.865,0.4098,0.1731,1
333.62,258.26,6,-1,0,1.865,0.4004,0.1707,1
333.62,258.26,6,-1,0,1.865,0.4324,0.1952,1
333.62,258.26,6,-1,0,1.865,0.4144,0.1769,1
333.62,258.26,6,-1,0,1.865,0.4118,0.1886,1
333.62,258.26,6,-1,0,1.865,0.4076,0.1766,1
352.79,269.11,1.02,-1,-0.0034,1.865,0.3984,0.1772,1
352.79,269.11,1.02,-1,-0.0035,1.865,0.4122,0.1796,1
352.79,269.11,1.02,-1,-0.0037,1.865,0.4145,0.1741,1
352.79,269.11,1.02,-1,-0.0035,1.865,0.4021,0.1812,1
352.79,269.11,1.02,-1,-0.0032,1.865,0.3965,0.1747,1
352.79,269.11,1.02,-1,-0.0035,1.865,0.3977,0.1724,1
352.79,269.11,1.02,-1,-0.0036,1.865,0.4243,0.1793,1
352.79,269.11,1.02,-1,-0.0035,1.865,0.4076,0.1736,1
352.79,269.11,1.02,-1,-0.0033,1.865,0.4067,0.176,1
352.79,269.11,1.02,-1,-0.0035,1.865,0.4315,0.1957,1
352.79,269.11,1.02,-1,-0.0033,1.865,0.4122,0.1835,1
352.79,269.11,1.02,-1,-0.0037,1.865,0.404,0.1746,1
352.79,269.11,1.02,-1,-0.0034,1.865,0.4003,0.1741,1
352.79,269.11,1.02,-1,-0.0037,1.865,0.4041,0.1762,1
352.79,269.11,1.02,-1,-0.0041,1.865,0.411,0.1766,1
352.79,269.11,1.02,-1,-0.0034,1.865,0.405,0.1776,1
352.79,269.11,1.02,-1,-0.0035,1.865,0.4049,0.175,1
352.79,269.11,1.02,-1,-0.0033,1.865,0.4109,0.1769,1
352.79,269.11,1.02,-1,-0.0034,1.865,0.4052,0.1774,1
333.62,258.26,6,-1,0,1.865,0.4018,0.1773,1
333.62,258.26,6,-1,0,1.865,0.4132,0.1774,1
333.62,258.26,6,-1,0,1.865,0.4138,0.1845,1
333.62,258.26,6,-1,0,1.865,0.4092,0.1831,1
333.62,258.26,5.99,-1,0,1.865,0.4027,0.1731,1
333.62,258.26,6,-1,0,1.865,0.4058,0.1723,1
333.62,258.26,6,-1,0,1.865,0.4021,0.1732,1
333.62,258.26,6,-1,0,1.865,0.4132,0.1765,1
333.62,258.26,6,-1,0,1.865,0.4017,0.173,1
333.62,258.26,6,-1,0,1.865,0.4162,0.1793,1
218.32,205.41,3.01,-1,-0.0041,1.865,0.412,0.1816,1
218.32,205.41,3.01,-1,-0.0037,1.865,0.38,0.1704,1
218.32,205.41,3.01,-1,-0.0034,1.865,0.3549,0.1536,1
218.32,205.41,3.01,-1,-0.0033,1.865,0.4152,0.1895,1
218.32,205.41,3.01,-1,-0.004,1.865,0.4058,0.1609,1
213.24,174.09,5.49,-1,-0.0024,1.865,0.4168,0.1768,1
213.24,174.09,5.49,-1,-0.0027,1.865,0.3889,0.165,1
213.24,174.09,5.49,-1,-0.0033,1.865,0.4204,0.1951,1
299.78,247.15,7.01,-1,-0.0049,1.865,0.4369,0.1992,1
299.78,247.15,7.01,-1,-0.0052,1.865,0.3842,0.1696,1
299.78,247.15,7.01,-1,-0.0055,1.865,0.4401,0.1962,1
299.78,247.15,7.01,-1,-0.0048,1.865,0.4834,0.2102,1
352.79,269.11,1.02,-1,-0.0045,1.865,0.3877,0.1806,1
352.79,269.11,1.02,-1,-0.0043,1.865,0.4179,0.1662,1
352.79,269.11,1.02,-1,-0.0047,1.865,0.4092,0.1817,1
352.79,269.11,1.02,-1,-0.0039,1.865,0.3914,0.1761,1
281.27,216.3,0,-1,-0.0037,1.865,0.3958,0.1509,2
281.27,216.3,0,-1,-0.0051,1.865,0.3773,0.1456,2
218.32,205.41,3.01,-1,-0.0027,1.865,0.3768,0.1112,2
227.47,167.98,0,-1,-0.7849,1.865,0.3736,0.1447,2
227.47,167.98,0,-1,-0.3923,1.865,0.3726,0.1442,2
227.47,167.98,0,-1,-0.7582,1.865,0.3707,0.1437,2
281.27,216.3,0,-1,-0.0056,1.865,0.3696,0.1436,2
281.27,216.3,0,-1,-0.0037,1.865,0.3718,0.144,2
281.27,216.3,0,-1,-0.0036,1.865,0.4289,0.1606,2
281.27,216.3,0,-1,-0.0061,1.865,0.3889,0.149,2
281.27,216.3,0,-1,-0.0055,1.865,0.3871,0.1485,2
281.27,216.3,0,-1,-0.0038,1.865,0.3958,0.1511,2
281.27,216.3,0,-1,-0.0038,1.865,0.3958,0.1514,2
281.27,216.3,0,-1,-0.0033,1.865,0.3657,0.1379,2
281.27,216.3,0,-1,-0.0035,1.865,0.3542,0.1345,2
281.27,216.3,0,-1,-0.0032,1.865,0.3507,0.1346,2
281.27,216.3,0,-1,-0.0033,1.865,0.3468,0.1388,2
281.27,216.3,0,-1,-0.3859,1.865,0.3448,0.1319,2
281.27,216.3,0,-1,-0.033,1.865,0.3532,0.1345,2
281.27,216.3,0,-1,-0.0033,1.865,0.3933,0.1456,2
245.47,215.51,3.02,-1,-0.0015,1.865,0.3615,0.1373,1
245.47,215.51,3.02,-1,-0.0015,1.865,0.3533,0.1348,1
245.47,215.51,3.02,-1,-0.0015,1.865,0.3515,0.1338,1
281.27,216.3,0,-1,-0.0024,1.865,0.175,0.0666,1
281.27,216.3,0,-1,-0.0029,1.865,0.2801,0.1068,1
289.27,244.99,0.99,-1,-0.0012,1.865,0.2825,0.1084,1
276.16,239.92,2.02,-1,-0.0015,1.865,0.44,0.1589,2
276.16,239.92,2.02,-1,-0.0012,1.865,0.2465,0.0929,2
346.48,293.38,8.99,-1,-0.0015,1.865,0.3584,0.1359,2
346.48,293.38,8.99,-1,-0.0012,1.865,0.2783,0.1061,2
346.48,293.38,8.99,-1,-0.0011,1.865,0.2394,0.0915,2
416.89,370.3,6.78,-1,-0.001,1.865,0.2653,0.1039,2
416.89,370.3,6.78,-1,-0.0009,1.865,0.2594,0.0973,2
213.24,174.09,5.49,-1,-0.001,1.865,0.4215,0.1116,1
218.32,205.41,3.01,-1,-0.0016,1.865,0.3474,0.1354,1
218.32,205.41,3.01,-1,-0.0017,1.865,0.2951,0.1293,1
218.32,205.41,3.01,-1,-0.0017,1.865,0.4407,0.1179,1
281.27,216.3,0,-1,-0.029,1.865,0.2817,0.1296,1
281.27,216.3,0,-1,-0.0037,1.865,0.4183,0.1113,1
207.08,189.33,6,-1,0,2.16,0.6056,0.3758,2
207.08,189.33,6,-1,0,2.16,0.2702,0.1676,2
207.08,189.33,6,-1,0,2.16,0.2723,0.169,1
237.57,194.24,6,-1,0,2.16,0.6016,0.3733,2
237.57,194.24,6,-1,0,2.16,1.29,0.8004,2
237.57,194.24,6,-1,0,2.16,0.2731,0.1695,1
268.43,225.91,6,-1,0,2.16,0.5995,0.372,2
268.43,225.91,6,-1,0,2.16,0.2727,0.1692,2
268.43,225.91,6,-1,0,2.16,0.2768,0.1717,1
207.08,189.33,6,-1,0,2.16,0.2697,0.1674,2
207.08,189.33,6,-1,0,2.16,1.2815,0.7952,2
237.57,194.24,6,-1,0,2.16,0.609,0.3779,2
237.57,194.24,6,-1,0,2.16,0.2676,0.1661,2
237.57,194.24,6,-1,0,2.16,1.2864,0.7982,2
237.57,194.24,6,-1,0,2.16,0.2706,0.1679,2
237.57,194.24,6,-1,0,2.16,1.2823,0.7957,2
237.57,194.24,6,-1,0,2.16,0.1804,0.1119,2
237.57,194.24,6,-1,0,2.16,1.4651,0.9091,2
237.57,194.24,6,-1,0,2.16,0.4531,0.2812,2
237.57,194.24,6,-1,0,2.16,0.926,0.5746,2
237.57,194.24,6,-1,0,2.16,0.6767,0.4199,2
237.57,194.24,6,-1,0,2.16,0.6692,0.4153,2
237.57,194.24,6,-1,0,2.16,0.8147,0.5056,2
237.57,194.24,6,-1,0,2.16,0.2278,0.1414,2
237.57,194.24,6,-1,0,2.16,0.5269,0.327,2
237.57,194.24,6,-1,0,2.16,1.0747,0.6669,2
207.08,189.33,6,-1,0,2.16,0.1983,0.123,2
207.08,189.33,6,-1,0,2.16,0.4546,0.2821,2
207.08,189.33,6,-1,0,2.16,0.6801,0.422,2
207.08,189.33,6,-1,0,2.16,0.2125,0.1319,2
207.08,189.33,6,-1,0,2.16,0.7986,0.4955,2
207.08,189.33,6,-1,0,2.16,0.2129,0.1321,2
207.08,189.33,6,-1,0,2.16,0.214,0.1328,2
207.08,189.33,6,-1,0,2.16,0.535,0.332,2
207.08,189.33,6,-1,0,2.16,1.0775,0.6686,2
237.57,194.24,6,-1,0,2.16,0.5963,0.37,2
237.57,194.24,6,-1,0,2.16,1.2759,0.7917,2
237.57,194.24,6,-1,0,2.16,0.4557,0.2827,2
237.57,194.24,6,-1,0,2.16,0.4701,0.2917,2
237.57,194.24,6,-1,0,2.16,0.9277,0.5756,2
237.57,194.24,6,-1,0,2.16,0.5205,0.323,2
237.57,194.24,6,-1,0,2.16,0.6665,0.4136,2
237.57,194.24,6,-1,0,2.16,0.2372,0.1472,2
237.57,194.24,6,-1,0,2.16,0.8154,0.506,2
237.57,194.24,6,-1,0,2.16,0.7973,0.4947,2
237.57,194.24,6,-1,0,2.16,0.2704,0.1678,2
237.57,194.24,6,-1,0,2.16,1.3161,0.8167,2
237.57,194.24,6,-1,0,2.16,0.4665,0.2895,2
