@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R39,41,85,96,164,240,254,267,274'

@attribute orgvanderwaalsMin numeric
@attribute orgASA+Min numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute oxlikevanderwaalsMax numeric
@attribute orgacc-waterdonratio numeric
@attribute PaulingElectronegMean numeric
@attribute hardnessMaxWeighted numeric
@attribute AtomicRadiusMeanWeighted numeric
@attribute outcome {1,2}

@data
365.55,282.95,6,-1,0,2.16,0.736,0.4567,2
237.57,194.24,6,-1,0,2.16,1.0209,0.6335,2
237.57,194.24,6,-1,0,2.16,0.8162,0.5065,2
212.97,196.55,4,-1,0,2.16,1.4623,0.9074,2
212.97,196.55,4,-1,0,2.16,0.2106,0.1307,2
281.27,216.3,0,-1,-0.0645,2.16,0.1825,0.1133,2
281.27,216.3,0,-1,-0.0309,2.16,0.7345,0.4558,2
281.27,216.3,0,-1,-0.0122,2.16,1.0415,0.6463,2
281.27,216.3,0,-1,-0.0327,2.16,0.1844,0.1144,2
281.27,216.3,0,-1,-0.0226,2.16,0.4886,0.3032,2
281.27,216.3,0,-1,-0.0219,2.16,0.1844,0.1144,2
281.27,216.3,0,-1,-0.0103,2.16,0.7352,0.4562,2
281.27,216.3,0,-1,-0.0038,2.16,1.04,0.6453,2
281.27,216.3,0,-1,-0.0159,2.16,0.184,0.1142,2
281.27,216.3,0,-1,-0.012,2.16,0.4916,0.3051,2
281.27,216.3,0,-1,-0.0082,2.16,0.7358,0.4566,2
281.27,216.3,0,-1,-0.0032,2.16,1.0405,0.6456,2
239.3,132.96,0,-1,0,2.16,0.1836,0.1139,2
239.3,132.96,0,-1,0,2.16,0.4929,0.3058,2
239.3,132.96,0,-1,0,2.16,1.0428,0.6471,2
239.3,132.96,0,-1,0,2.16,0.1838,0.114,2
239.3,132.96,0,-1,0,2.16,0.4912,0.3048,2
239.3,132.96,0,-1,0,2.16,0.7352,0.4562,1
239.3,132.96,0,-1,0,2.16,1.0426,0.6469,2
239.3,132.96,0,-1,0,2.16,0.1874,0.1163,2
239.3,132.96,0,-1,0,2.16,0.4901,0.3041,2
239.3,132.96,0,-1,0,2.16,0.7343,0.4557,2
239.3,132.96,0,-1,0,2.16,0.1802,0.1118,2
239.3,132.96,0,-1,0,2.16,0.7352,0.4562,2
239.3,132.96,0,-1,0,2.16,1.0383,0.6443,2
239.3,132.96,0,-1,0,2.16,0.1842,0.1143,2
239.3,132.96,0,-1,0,2.16,0.491,0.3047,2
239.3,132.96,0,-1,0,2.16,0.7335,0.4551,2
239.3,132.96,0,-1,0,2.16,1.0402,0.6455,2
224.06,200.28,6,-1,0,2.16,1.5272,0.9476,2
224.06,200.28,6,-1,0,2.16,0.3782,0.2347,2
224.06,200.28,6,-1,0,2.16,0.919,0.5702,2
224.06,200.28,6,-1,0,2.16,0.7611,0.4723,2
224.06,200.28,6,-1,0,2.16,0.3774,0.2342,2
224.06,200.28,6,-1,0,2.16,0.3795,0.2355,1
224.06,200.28,6,-1,0,2.16,0.919,0.5702,2
224.06,200.28,6,-1,0,2.16,0.4593,0.285,2
203.38,203.38,3.94,-1,-0.0007,2.16,1.5184,0.9422,2
203.38,203.38,3.94,-1,-0.0027,2.16,0.3852,0.2391,2
203.38,203.38,3.94,-1,-0.0007,2.16,0.3797,0.2356,1
203.38,203.38,3.94,-1,-0.0013,2.16,0.9169,0.5689,2
203.38,203.38,3.94,-1,-0.0008,2.16,0.9215,0.5718,2
237.57,194.24,6,-1,0,2.16,1.5144,0.9397,2
237.57,194.24,6,-1,0,2.16,0.7596,0.4714,2
237.57,194.24,6,-1,0,2.16,0.9192,0.5704,2
237.57,194.24,6,-1,0,2.16,0.4569,0.2835,2
207.08,189.33,6,-1,0,2.16,1.9418,1.2049,2
207.08,189.33,6,-1,0,2.16,0.7588,0.4708,2
207.08,189.33,6,-1,0,2.16,0.3831,0.2377,2
207.08,189.33,6,-1,0,2.16,0.9317,0.5782,2
207.08,189.33,6,-1,0,2.16,0.4689,0.2909,2
276.16,239.92,2.95,-1,-0.0007,2.16,0.3051,0.1893,2
276.16,239.92,2.95,-1,-0.002,2.16,0.6141,0.3811,2
276.16,239.92,2.95,-1,-0.0005,2.16,0.9207,0.5713,2
276.16,239.92,2.95,-1,-0.0002,2.16,0.9188,0.5701,2
268.43,225.91,6,-1,0,2.16,0.3063,0.1901,2
268.43,225.91,6,-1,0,2.16,0.3072,0.1906,2
268.43,225.91,6,-1,0,2.16,0.9177,0.5694,2
268.43,225.91,6,-1,0,2.16,0.9207,0.5713,2
276.16,239.92,2.95,-1,-0.0024,2.16,0.1225,0.076,2
276.16,239.92,2.95,-1,-0.0012,2.16,0.1259,0.0781,2
276.16,239.92,2.95,-1,-0.0007,2.16,0.1272,0.0789,2
276.16,239.92,2.95,-1,-0.0003,2.16,1.1021,0.6839,2
276.16,239.92,2.95,-1,-0.0001,2.16,1.1058,0.6861,2
276.16,239.92,2.95,-1,-0.0001,2.16,1.1011,0.6832,2
264.05,236.52,3,-1,0,2.16,0.1191,0.0739,2
264.05,236.52,3,-1,0,2.16,0.1236,0.0767,2
264.05,236.52,3,-1,0,2.16,0.1221,0.0758,2
264.05,236.52,3,-1,0,2.16,1.1047,0.6855,2
264.05,236.52,3,-1,0,2.16,1.1062,0.6864,2
264.05,236.52,3,-1,0,2.16,1.1024,0.684,2
264.05,236.52,3,-1,0,2.16,0.6122,0.3799,2
264.05,236.52,3,-1,0,2.16,0.3063,0.1901,2
264.05,236.52,3,-1,0,2.16,0.3053,0.1894,2
264.05,236.52,3,-1,0,2.16,0.9194,0.5705,2
264.05,236.52,3,-1,0,2.16,0.9173,0.5692,2
276.16,239.92,2.15,-1,-0.0567,2.16,0.1304,0.0809,2
276.16,239.92,2.15,-1,-0.0188,2.16,0.1206,0.0748,2
276.16,239.92,2.15,-1,-0.0069,2.16,0.1251,0.0776,2
276.16,239.92,2.15,-1,-0.0065,2.16,1.103,0.6844,2
276.16,239.92,2.15,-1,-0.0023,2.16,1.1058,0.6861,2
276.16,239.92,2.15,-1,-0.0013,2.16,1.1036,0.6848,2
276.16,239.92,2.15,-1,-0.0008,2.16,1.1015,0.6835,2
276.16,239.92,2.15,-1,-0.0062,2.16,0.6124,0.38,2
276.16,239.92,2.15,-1,-0.0038,2.16,0.6361,0.3947,2
276.16,239.92,2.15,-1,-0.0109,2.16,0.3061,0.1899,2
276.16,239.92,2.15,-1,-0.0081,2.16,0.92,0.5709,2
276.16,239.92,2.15,-1,-0.0019,2.16,0.92,0.5709,2
281.27,216.3,0.21,-1,-0.0296,1.65,1.8104,0.5672,1
281.27,216.3,0.73,-1,-0.019,1.65,2.4924,0.7809,2
281.27,216.3,0.21,-1,-0.0645,1.65,1.5359,0.4813,1
281.27,216.3,0,-1,-0.0255,1.65,4.4336,1.3892,1
239.3,132.96,0,-1,0,1.65,1.8221,0.5709,1
239.3,132.96,0,-1,0,1.65,1.5337,0.4806,1
239.3,132.96,0,-1,0,1.65,4.443,1.3921,1
239.3,132.96,0,-1,0,1.65,4.4236,1.386,1
211.8,211.8,2,-1,0,1.65,1.8043,0.5653,1
211.8,211.8,2,-1,0,1.65,2.5213,0.79,1
211.8,211.8,1.95,-1,-0.0017,1.65,1.5003,0.4701,1
211.8,211.8,2,-1,0,1.65,4.4391,1.3909,1
211.8,211.8,2,-1,0,1.65,4.423,1.3858,1
224.06,200.28,6,-1,0,1.65,1.8154,0.5688,1
224.06,200.28,6,-1,0,1.65,4.4191,1.3846,2
224.06,200.28,5.96,-1,-0.0018,1.65,7.9063,2.4773,2
224.06,200.28,6,-1,0,1.65,2.6869,0.8419,2
224.06,200.28,6,-1,0,1.65,5.9695,1.8704,2
230.84,189.97,5.69,-1,-0.003,1.65,10.9269,3.4237,2
224.06,200.28,6,-1,0,1.65,2.5692,0.805,2
281.27,216.3,0.21,-1,-0.0802,1.65,9.2916,2.9113,2
273.23,244.65,0.97,-1,-0.0284,1.65,2.7888,0.8738,1
281.27,216.3,0,-1,-0.0195,1.65,11.0934,3.4759,2
281.27,216.3,0,-1,-0.0805,1.65,5.0805,1.5918,2
281.27,216.3,0.21,-1,-0.1459,1.65,0.2321,0.0727,2
239.3,132.96,0,-1,0,1.65,0.4555,0.1427,2
224.06,200.28,6,-1,0,1.65,0.4285,0.1343,2
281.27,216.3,0.21,-1,-0.1501,1.65,0.7596,0.238,1
281.27,216.3,0.21,-1,-0.1419,1.65,2.2789,0.7141,1
224.06,200.28,6,-1,0,1.81,0.0304,0.015,1
281.27,216.3,0,-1,-0.0043,1.81,0.0483,0.0239,1
224.06,200.28,6,-1,0,1.88,0.1061,0.0463,2
281.27,216.3,0,-1,-0.0053,1.88,0.0583,0.0254,2
281.27,216.3,0,-1,-0.2778,1.81,0.4824,0.2386,2
281.27,216.3,0,-1,-0.324,1.81,0.4818,0.2383,2
281.27,216.3,0,-1,-0.3627,1.81,0.483,0.2389,2
224.06,200.28,6,-1,0,1.81,0.1369,0.0677,2
224.06,200.28,6,-1,0,1.81,0.2747,0.1359,2
224.06,200.28,6,-1,0,1.81,0.0681,0.0337,2
224.06,200.28,6,-1,0,1.81,0.1371,0.0678,2
224.06,200.28,6,-1,0,1.81,0.0685,0.0339,1
224.06,200.28,6,-1,0,1.81,0.2739,0.1354,2
224.06,200.28,6,-1,0,1.81,0.1367,0.0676,2
224.06,200.28,6,-1,0,1.81,0.0689,0.0341,1
281.27,216.3,0,-1,-0.0343,1.81,0.2764,0.1367,2
281.27,216.3,0,-1,-0.0397,1.81,0.8239,0.4075,2
281.27,216.3,0,-1,-0.0399,1.81,0.2808,0.1389,2
295.52,244.26,4,-1,0,1.81,0.2701,0.1336,2
284.53,259.02,5.01,-1,-0.016,1.81,0.2808,0.1389,2
368.01,330.78,8.87,-1,-0.0181,1.81,0.2806,0.1387,2
295.52,244.26,4,-1,0,1.81,0.0759,0.0375,1
295.52,244.26,3.99,-1,-0.0001,1.81,0.0733,0.0363,1
238.74,220.5,2.93,-1,-0.0003,1.81,0.0665,0.0329,2
368.01,330.78,9.53,-1,-0.0019,1.81,0.0696,0.0344,2
295.52,244.26,4,-1,0,1.81,0.283,0.14,2
295.52,244.26,4,-1,0,1.81,1.3592,0.6722,2
269.22,261.51,5.93,-1,-0.0011,1.81,0.2695,0.1333,2
238.74,220.5,3,-1,0,1.81,0.2716,0.1343,2
353.93,337.12,10,-1,0,1.81,0.2736,0.1353,2
295.52,244.26,4,-1,0,1.81,0.0728,0.036,2
295.52,244.26,4,-1,0,1.81,0.0643,0.0318,2
269.22,261.51,5.93,-1,-0.0003,1.81,0.07,0.0346,2
238.74,220.5,3,-1,0,1.81,0.0757,0.0374,2
353.93,337.12,10,-1,0,1.81,0.0669,0.0331,2
275.81,239.3,1.99,220.06,0,2.09,1.5016,0.2939,2
258.23,222.38,4,220.06,0,2.09,1.6035,0.3111,2
282.76,265.65,8,220.06,0,2.09,1.5127,0.2978,2
310.74,287.07,0.93,220.06,-0.0034,2.09,1.5268,0.2997,2
294.5,268.62,0.88,220.06,-0.005,2.09,1.6035,0.3061,2
239.3,132.96,0,220.06,0,2.09,1.5141,0.298,2
207.08,189.33,6,220.06,0,2.09,1.5124,0.2934,2
206.42,188.71,5,220.06,0,2.09,1.508,0.2958,2
211.8,211.8,2,220.06,0,2.09,1.503,0.294,2
281.27,216.3,0.73,220.06,-0.0044,2.09,1.4949,0.2938,2
224.06,200.28,6,220.06,0,2.09,1.5699,0.3021,2
326.1,236.73,0.8,220.06,-0.0035,2.09,1.4831,0.291,2
269.22,261.51,5.99,220.06,0,2.09,1.4976,0.2953,2
331.52,309.3,9.98,220.06,-0.0001,2.09,1.5329,0.2975,2
275.81,239.3,1.99,220.06,0,2.09,3.7438,0.6145,2
258.23,222.38,4,220.06,0,2.09,3.7929,0.6135,2
282.76,265.65,8,220.06,0,2.09,3.7539,0.6057,2
310.74,287.07,0.93,220.06,-0.0034,2.09,3.6234,0.5846,1
294.5,268.62,0.88,220.06,-0.0052,2.09,3.5999,0.5851,2
239.3,132.96,0,220.06,0,2.09,4.2262,0.6736,1
207.08,189.33,6,220.06,0,2.09,3.7041,0.6007,2
211.8,211.8,2,220.06,0,2.09,3.7982,0.6092,2
281.27,216.3,0.73,220.06,-0.0044,2.09,3.7401,0.6036,2
224.06,200.28,6,220.06,0,2.09,3.8897,0.6279,2
281.27,216.3,0.73,220.06,-0.0037,2.09,3.7317,0.6032,2
268.43,225.91,6,220.06,0,2.09,3.7798,0.6091,2
269.22,261.51,5.99,220.06,0,2.09,3.9004,0.6252,2
331.52,309.3,9.98,220.06,-0.0001,2.09,4.0816,0.6488,2
200.55,196.83,3.22,220.06,-0.0026,2.09,3.8685,0.6232,2
353.93,337.12,10,220.06,0,2.09,3.7229,0.6009,2
211.8,211.8,2,220.06,0,2.09,2.9555,0.5212,2
211.8,211.8,2,220.06,0,2.09,3.298,0.5447,2
405.37,358.69,7.85,220.06,-0.0005,2.09,2.9622,0.5257,2
200.55,196.83,3.22,220.06,-0.0023,2.09,3.1743,0.556,1
282.76,265.65,8,220.06,0,2.09,2.9622,0.4873,2
282.76,265.65,8,220.06,0,2.09,3.0126,0.4757,2
211.8,211.8,2,220.06,0,2.09,3.0439,0.4823,2
405.37,358.69,7.85,220.06,-0.0005,2.09,3.0577,0.4809,2
200.55,196.83,3.22,220.06,-0.0024,2.09,0.4854,0.147,2
353.93,337.12,10,220.06,0,2.09,0.634,0.1661,2
353.93,337.12,10,220.06,0,2.09,0.5291,0.1368,2
282.76,265.65,8,220.06,0,2.09,2.2573,0.4016,2
282.76,265.65,8,220.06,0,2.09,2.9931,0.4951,2
211.8,211.8,2,220.06,0,2.09,2.2334,0.3978,2
211.8,211.8,2,220.06,0,2.09,2.9952,0.5019,2
211.8,211.8,2,220.06,0,2.09,3.8635,0.6164,2
405.37,358.69,7.85,220.06,-0.0005,2.09,2.2264,0.3922,2
405.37,358.69,7.85,220.06,-0.0004,2.09,3.7045,0.5971,2
353.93,337.12,10,220.06,0,2.09,2.2492,0.3945,2
200.55,196.83,3.22,220.06,-0.0024,2.09,2.3101,0.4064,2
200.55,196.83,3.22,220.06,-0.0025,2.09,3.1639,0.5224,2
200.55,196.83,3.78,211.65,-0.0007,2.09,3.7179,0.5973,2
211.8,211.8,2,211.65,0,2.09,2.9178,0.4438,1
211.8,211.8,2,211.65,0,2.09,2.9528,0.5441,2
211.8,211.8,2,211.65,0,2.09,3.096,0.6003,2
353.93,337.12,10,211.65,0,2.09,3.177,0.5754,2
397.24,351.09,7.98,211.65,0,2.09,2.9407,0.4475,1
397.24,351.09,7.98,211.65,-0.0001,2.09,3.0352,0.548,2
282.76,265.65,8,211.65,0,2.09,6.6206,0.9618,1
282.76,265.65,8,211.65,0,2.09,3.0207,0.5435,2
200.55,196.83,3.78,211.65,-0.0007,2.09,3.4789,0.5229,1
282.76,265.65,8,220.06,0,2.09,3.0069,0.503,2
282.76,265.65,8,220.06,0,2.09,3.1807,0.525,2
353.93,337.12,10,220.06,0,2.09,2.9545,0.4967,2
353.93,337.12,10,220.06,0,2.09,3.0856,0.512,2
200.55,196.83,3.22,220.06,-0.0027,2.09,3.3468,0.5521,1
282.76,265.65,8,220.06,0,2.09,3.0792,0.51,2
282.76,265.65,8,220.06,0,2.09,3.0631,0.5086,2
353.93,337.12,10,220.06,0,2.09,3.053,0.5104,2
405.37,358.69,7.85,220.06,-0.0005,2.09,3.016,0.5074,2
405.37,358.69,7.85,220.06,-0.0004,2.09,2.9878,0.4986,1
200.55,196.83,3.22,220.06,-0.0024,2.09,2.9693,0.4923,1
200.55,196.83,3.22,220.06,-0.0023,2.09,3.139,0.5154,2
282.76,265.65,8,220.06,0,2.09,2.9599,0.4974,2
353.93,337.12,10,220.06,0,2.09,3.0103,0.5015,2
405.37,358.69,7.85,220.06,-0.0005,2.09,3.0123,0.5032,2
200.55,196.83,3.22,220.06,-0.0025,2.09,2.9636,0.4965,1
282.76,265.65,8,220.06,0,2.09,3.7673,0.6081,2
353.93,337.12,10,220.06,0,2.09,3.7603,0.6061,2
405.37,358.69,7.85,220.06,-0.0005,2.09,4.2816,0.6771,2
200.55,196.83,3.22,220.06,-0.0024,2.09,3.734,0.6038,1
294.5,268.62,0.88,220.06,-0.0049,2.09,3.0849,0.512,2
275.81,239.3,1.99,220.06,0,2.09,3.733,0.6017,2
340.09,267.29,2,220.06,0,2.09,3.774,0.612,2
281.27,216.3,0.73,220.06,-0.0047,2.09,3.7895,0.6091,2
282.76,265.65,8,220.06,0,2.09,2.9723,0.5002,2
353.93,337.12,10,220.06,0,2.09,3.0688,0.5087,2
405.37,358.69,7.85,220.06,-0.0003,2.09,3.0412,0.5083,2
295.52,244.26,4,220.06,0,2.09,3.7811,0.6082,2
352.43,277.8,3,211.65,0,2.09,3.0126,0.5002,2
310.74,287.07,1.01,211.65,-0.0031,2.09,3.0698,0.5111,2
239.3,132.96,0,211.65,0,2.09,3.0869,0.5117,2
282.76,265.65,8,211.65,0,2.09,3.0136,0.5028,2
397.24,351.09,7.98,211.65,-0.0001,2.09,3.1232,0.5189,2
353.93,337.12,10,211.65,0,2.09,3.0147,0.5063,2
200.55,196.83,3.78,211.65,-0.0007,2.09,3.0106,0.503,1
224.06,200.28,6,211.65,0,2.09,3.1491,0.522,2
238.74,220.5,3,211.65,0,2.09,3.0947,0.5168,2
206.42,188.71,5,211.65,0,2.09,3.0695,0.5125,1
353.93,337.12,10,211.65,0,2.09,3.7522,0.6138,2
353.93,337.12,10,220.06,0,2.09,3.4634,0.5689,2
397.24,351.09,7.98,211.65,-0.0001,2.09,2.2865,0.4078,2
224.06,200.28,6,211.65,0,2.09,3.1427,0.5218,2
224.06,200.28,6,211.65,0,2.09,2.3867,0.4179,2
206.42,188.71,5,211.65,0,2.09,3.1434,0.5235,1
206.42,188.71,5,211.65,0,2.09,2.3403,0.4128,2
310.74,287.07,1.01,211.65,-0.0032,2.09,3.1024,0.5145,1
310.74,287.07,1.01,211.65,-0.0033,2.09,2.3669,0.4159,2
239.3,132.96,0,211.65,0,2.09,3.0506,0.5074,2
239.3,132.96,0,211.65,0,2.09,2.4694,0.4307,2
200.55,196.83,3.78,211.65,-0.0007,2.09,3.0066,0.5081,2
333.62,258.26,6,211.65,0,2.09,3.0705,0.5166,2
229.03,211.13,4,211.65,0,2.09,3.2853,0.5455,2
224.06,200.28,6,211.65,0,2.09,2.3823,0.4162,2
210.31,193.85,4,211.65,0,2.09,2.2257,0.3974,2
210.31,193.85,4,211.65,0,2.09,2.385,0.4589,2
397.24,351.09,7.98,211.65,-0.0001,2.09,2.339,0.3656,2
397.24,351.09,7.98,211.65,-0.0001,2.09,2.2408,0.3988,2
346.48,293.38,10,211.65,0,2.09,2.421,0.3811,2
346.48,293.38,10,211.65,0,2.09,2.3649,0.4136,2
346.48,293.38,10,211.65,0,2.09,2.3948,0.4623,2
282.76,265.65,8,211.65,0,2.09,2.3245,0.4534,2
239.3,132.96,0,211.65,0,2.09,2.3504,0.4141,2
239.3,132.96,0,211.65,0,2.09,2.9901,0.5029,2
210.31,193.85,4,211.65,0,2.09,2.2341,0.3953,2
346.48,293.38,10,211.65,0,2.09,2.4835,0.429,2
200.55,196.83,3.78,211.65,-0.0006,2.09,2.2233,0.3928,1
200.55,196.83,3.78,211.65,-0.0007,2.09,3.0352,0.5075,1
200.55,196.83,3.78,211.65,-0.0007,2.09,3.7243,0.6007,1
203.38,203.38,4,220.06,0,2.09,2.2317,0.3943,2
281.27,216.3,0.73,220.06,-0.0043,2.09,2.262,0.3985,2
295.52,244.26,4,220.06,0,2.09,2.2812,0.4031,2
282.76,265.65,8,220.06,0,2.09,2.2563,0.399,2
353.93,337.12,10,220.06,0,2.09,2.3336,0.4075,2
294.5,268.62,0.88,220.06,-0.0054,2.09,2.3148,0.4084,2
211.8,211.8,2,220.06,0,2.09,2.3797,0.4168,2
340.09,267.29,2,220.06,0,2.09,2.3672,0.4148,2
352.43,277.8,3,220.06,0,2.09,2.2966,0.4051,2
331.52,309.3,9.98,220.06,-0.0001,2.09,2.376,0.4139,2
405.37,358.69,7.85,220.06,-0.0016,2.09,2.2465,0.3986,2
206.42,188.71,5,211.65,0,2.09,2.2385,0.3942,2
269.22,261.51,5.99,220.06,0,2.09,2.3652,0.4121,1
258.23,222.38,4,220.06,0,2.09,2.2408,0.3969,2
207.08,189.33,6,220.06,0,2.09,2.2428,0.3955,2
333.62,258.26,6,220.06,0,2.09,2.2754,0.4015,2
238.74,220.5,3,220.06,0,2.09,2.3097,0.405,2
203.38,203.38,4,211.65,0,2.09,2.2687,0.4022,2
203.38,203.38,4,220.06,0,2.09,2.2381,0.3967,2
203.38,203.38,4,220.06,0,2.09,2.2647,0.3998,2
273.23,244.65,0.97,211.65,-0.0036,2.09,2.2371,0.3995,2
281.27,216.3,0.73,220.06,-0.0046,2.09,2.266,0.3994,2
281.27,216.3,0.21,220.06,-0.0059,2.09,2.258,0.4019,2
281.27,216.3,0.03,227.57,-0.0064,2.09,2.3961,0.4206,2
281.27,216.3,0.73,220.06,-0.0071,2.09,2.2596,0.3576,2
281.27,216.3,0.73,220.06,-0.0066,2.09,2.3723,0.4148,2
203.38,203.38,4,220.06,0,2.09,2.2486,0.3624,2
203.38,203.38,4,211.65,0,2.09,2.2802,0.4017,2
203.38,203.38,4,211.65,0,2.09,2.2617,0.4007,2
273.23,244.65,0.97,211.65,-0.0045,2.09,2.3336,0.3666,2
203.38,203.38,4,211.65,0,2.09,2.2926,0.359,2
273.23,244.65,0.97,211.65,-0.0043,2.09,2.3571,0.3724,2
273.23,244.65,0.97,211.65,-0.003,2.09,2.3639,0.4136,2
203.38,203.38,4,211.65,0,2.09,2.5346,0.4144,2
203.38,203.38,4,211.65,0,2.09,2.225,0.3977,2
203.38,203.38,4,211.65,0,2.09,2.3212,0.4686,2
203.38,203.38,4,211.65,0,2.09,2.421,0.5083,2
203.38,203.38,4,211.65,0,2.09,2.2183,0.5649,2
203.38,203.38,4,211.65,0,2.09,1.5033,0.2954,2
203.38,203.38,4,211.65,0,2.09,2.2317,0.3931,2
203.38,203.38,4,211.65,0,2.09,3.8013,0.6115,2
203.38,203.38,4,211.65,0,2.09,2.9726,0.5871,2
203.38,203.38,4,211.65,0,2.09,3.7055,0.6877,2
352.43,277.8,3,211.65,0,2.09,3.4207,0.558,2
352.43,277.8,3,211.65,0,2.09,2.9713,0.4976,2
239.3,132.96,0,211.65,0,2.09,2.9978,0.5002,2
229.03,211.13,4,211.65,0,2.09,2.9831,0.4979,2
352.43,277.8,3,220.06,0,2.09,3.7293,0.5995,2
238.74,220.5,3,220.06,0,2.09,3.7468,0.6023,2
229.03,211.13,4,220.06,0,2.09,3.7868,0.6119,1
229.03,211.13,4,220.06,0,2.09,3.7021,0.598,1
295.52,244.26,4,220.06,0,2.09,3.7871,0.6107,2
295.52,244.26,4,220.06,0,2.09,3.7142,0.5986,1
340.09,267.29,2,220.06,0,2.09,3.7283,0.5995,1
203.38,203.38,4,-1,0,2.09,2.2549,0.352,2
203.38,203.38,4,-1,0,2.09,2.2486,0.395,2
203.38,203.38,4,-1,0,2.09,2.2317,0.4385,2
203.38,203.38,4,-1,0,2.09,2.2499,0.483,2
203.38,203.38,4,-1,0,2.09,2.305,0.3655,2
203.38,203.38,4,-1,0,2.09,2.2348,0.3954,2
203.38,203.38,4,-1,0,2.09,2.3756,0.4537,2
203.38,203.38,4,-1,0,2.09,2.2724,0.4886,2
203.38,203.38,4,-1,0,2.09,2.6499,0.6002,2
203.38,203.38,4,-1,0,2.09,2.2647,0.3957,2
203.38,203.38,4,-1,0,2.09,2.2825,0.4402,2
203.38,203.38,4,-1,0,2.09,2.3158,0.4919,2
203.38,203.38,4,-1,0,2.09,2.4136,0.5491,2
203.38,203.38,4,-1,0,2.09,3.0056,0.5079,2
203.38,203.38,4,-1,0,2.09,2.5793,0.442,2
203.38,203.38,4,-1,0,2.09,2.3756,0.4145,2
203.38,203.38,4,-1,0,2.09,2.4425,0.4248,2
203.38,203.38,4,-1,0,2.09,2.9821,0.5916,2
203.38,203.38,4,-1,0,2.09,3.0244,0.5902,2
203.38,203.38,4,-1,0,2.09,2.9636,0.5822,2
273.23,244.65,0.97,-1,-0.006,2.09,3.0153,0.5859,2
273.23,244.65,0.97,-1,-0.0038,2.09,2.9649,0.5847,2
273.23,244.65,0.97,-1,-0.0058,2.09,3.2856,0.6208,2
229.03,211.13,4,211.65,0,2.09,3.45,0.5629,2
229.03,211.13,4,211.65,0,2.09,3.0496,0.5089,2
273.23,244.65,0.97,-1,-0.0047,2.09,3.02,0.5022,2
258.23,222.38,4,-1,0,2.09,3.0251,0.5029,2
207.08,189.33,6,-1,0,2.09,3.0009,0.4998,2
295.52,244.26,4,-1,0,2.09,2.9679,0.4955,2
211.8,211.8,2,-1,0,2.09,2.9273,0.4953,2
351.22,279.83,4,-1,0,2.09,2.9723,0.4956,2
397.24,351.09,7.98,-1,-0.0001,2.09,3.0752,0.509,2
346.48,293.38,10,-1,0,2.09,3.0896,0.5154,2
250.38,211.17,3,-1,-0.0035,2.09,3.0348,0.504,2
203.38,203.38,4,-1,0,2.09,2.9864,0.5012,2
203.38,203.38,4,-1,0,2.09,3.6265,0.5867,2
203.38,203.38,4,-1,0,2.09,3.02,0.481,2
203.38,203.38,4,-1,0,2.09,3.6416,0.5668,2
273.23,244.65,0.97,-1,-0.0033,2.09,3.1925,0.5306,2
273.23,244.65,0.97,-1,-0.0035,2.09,4.7324,0.7436,2
273.23,244.65,0.97,-1,-0.004,2.09,2.9377,0.4961,2
273.23,244.65,0.97,-1,-0.0036,2.09,3.7653,0.6042,2
273.23,244.65,0.97,-1,-0.0043,2.09,4.6201,0.7228,2
207.08,189.33,6,-1,0,2.09,3.8517,0.6575,2
207.08,189.33,6,-1,0,2.09,4.525,0.7473,2
203.38,203.38,4,-1,0,2.09,3.0217,0.5027,2
203.38,203.38,4,-1,0,2.09,3.0221,0.5431,2
203.38,203.38,4,-1,0,2.09,2.9444,0.5707,2
203.38,203.38,4,-1,0,2.09,4.4174,0.6632,2
203.38,203.38,4,-1,0,2.09,4.5196,0.7121,2
203.38,203.38,4,-1,0,2.09,4.6023,0.7465,2
203.38,203.38,4,-1,0,2.09,4.8622,0.8006,2
203.38,203.38,4,-1,0,2.09,2.9548,0.4937,2
203.38,203.38,4,-1,0,2.09,2.939,0.4977,2
273.23,244.65,0.97,-1,-0.0034,2.09,3.9357,0.5867,2
273.23,244.65,0.97,-1,-0.0034,2.09,3.7508,0.632,2
273.23,244.65,0.97,-1,-0.004,2.09,3.7515,0.6482,2
203.38,203.38,4,-1,0,2.09,2.9747,0.5008,2
203.38,203.38,4,-1,0,2.09,3.1064,0.5228,2
203.38,203.38,4,-1,0,2.09,2.9666,0.4979,2
203.38,203.38,3.99,-1,0,2.09,3.334,0.5519,2
203.38,203.38,4,-1,0,2.09,3.7579,0.608,2
203.38,203.38,4,-1,0,2.09,3.7219,0.5992,2
273.23,244.65,0.97,-1,-0.0033,2.09,3.7885,0.6119,2
281.27,216.3,0.21,-1,-0.0057,2.09,3.887,0.6287,2
281.27,216.3,0.03,-1,-0.0073,2.09,4.368,0.6947,2
203.38,203.38,4,-1,0,2.09,3.1118,0.5193,2
203.38,203.38,4,-1,0,2.09,3.8046,0.6168,2
203.38,203.38,4,-1,0,2.09,3.0526,0.5075,2
281.27,216.3,0.73,-1,-0.0034,2.09,3.1525,0.5229,2
273.23,244.65,0.97,-1,-0.0026,2.09,4.0715,0.6501,2
203.38,203.38,4,-1,0,2.09,3.7374,0.6054,2
203.38,203.38,4,-1,0,2.09,4.6312,0.7274,2
273.23,244.65,0.97,-1,-0.0035,2.09,3.7448,0.6036,2
