@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1,3,5-6,33,63,100,165,168,170,172,180,184,231,274'

@attribute Temp_max numeric
@attribute slowCool {yes,no}
@attribute leak {yes,no}
@attribute numberInorg numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgASA_PArithAvg numeric
@attribute oxlikeASA_HMax numeric
@attribute orgdon-wateraccratio numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute K {yes,no}
@attribute S {yes,no}
@attribute Co {yes,no}
@attribute AtomicRadiusMax numeric
@attribute outcome {1,2,3,4}

@data
90,no,no,2,5.88,14.69,-1,-0.0035,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0038,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0043,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0035,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0036,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0037,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0039,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0035,yes,yes,no,no,no,171,1
90,no,no,2,5.88,14.69,-1,-0.0036,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.016,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0162,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0139,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0152,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0144,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0146,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0147,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0161,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0176,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0135,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0144,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0146,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.015,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0165,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0178,yes,yes,no,no,no,171,1
90,no,no,2,6.57,96.39,-1,-0.0143,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0125,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0125,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0111,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0104,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0117,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0098,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0101,yes,yes,no,no,no,171,1
90,yes,no,2,5.56,30.88,-1,-0.0121,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0262,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0307,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0295,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0216,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0296,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0202,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0295,yes,yes,no,no,no,171,1
90,yes,no,2,5.3,61.92,-1,-0.0353,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.0358,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.0347,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.0344,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.0443,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.0368,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.039,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.0343,yes,yes,no,no,no,171,1
90,yes,no,2,5.4,104.8,-1,-0.0377,yes,yes,no,no,no,171,1
90,yes,no,2,5.88,14.69,-1,-0.0047,yes,yes,no,no,no,171,1
90,yes,no,2,5.88,14.69,-1,-0.0045,yes,yes,no,no,no,171,1
90,yes,no,2,5.88,14.69,-1,-0.0049,yes,yes,no,no,no,171,1
90,yes,no,2,5.88,14.69,-1,-0.0044,yes,yes,no,no,no,171,1
90,yes,no,2,5.88,14.69,-1,-0.0049,yes,yes,no,no,no,171,1
90,yes,no,2,5.88,14.69,-1,-0.004,yes,yes,no,no,no,171,1
90,yes,no,2,5.88,14.69,-1,-0.0049,yes,yes,no,no,no,171,1
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.56,30.88,-1,-0.0082,yes,yes,no,no,no,171,4
90,yes,no,2,4.91,40.03,-1,-0.3886,yes,yes,no,no,no,171,4
90,yes,no,2,4.91,40.03,-1,-0.1935,yes,yes,no,no,no,171,4
90,yes,no,2,4.91,40.03,-1,-0.3738,yes,yes,no,no,no,171,4
90,yes,no,2,5.17,96.38,-1,-0.0222,yes,yes,yes,no,no,171,3
90,yes,no,2,5.18,33.93,-1,0,yes,yes,yes,no,no,171,3
90,yes,no,2,5.18,33.93,-1,0,yes,yes,yes,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,yes,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,yes,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,-0.0001,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,3
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,1
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,4
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,3
90,yes,no,2,5.54,28.21,-1,-0.0046,yes,yes,no,no,no,171,1
90,yes,no,2,5.54,28.21,-1,-0.0046,yes,yes,no,no,no,171,1
90,yes,no,2,5.54,28.21,-1,-0.0046,yes,yes,no,no,no,171,1
90,yes,no,2,5.54,28.21,-1,-0.0046,yes,yes,no,no,no,171,1
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,1
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,1
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,1
90,yes,no,2,5.18,33.93,-1,0,yes,yes,no,no,no,171,1
90,yes,no,2,5.25,12.27,-1,-0.0015,yes,yes,no,no,no,171,1
90,yes,no,2,5.25,12.27,-1,-0.0011,yes,yes,no,no,no,171,1
90,yes,no,2,5.42,14.18,-1,-0.0031,yes,yes,no,no,no,171,3
90,yes,no,2,5.42,14.18,-1,-0.0027,yes,yes,no,no,no,171,3
90,yes,no,2,5.42,14.18,-1,-0.0025,yes,yes,no,no,no,171,3
90,yes,no,2,5.73,143.27,-1,-0.0138,yes,yes,no,no,no,171,4
90,yes,no,2,5.73,143.27,-1,-0.0109,yes,yes,no,no,no,171,4
90,yes,no,2,5.73,143.27,-1,-0.0095,yes,yes,no,no,no,171,4
90,yes,no,2,7.39,102.72,-1,-0.0068,yes,yes,no,no,no,171,4
90,yes,no,2,7.39,102.72,-1,-0.0056,yes,yes,no,no,no,171,4
90,yes,no,2,7.39,102.72,-1,-0.0048,yes,yes,no,no,no,171,4
90,yes,yes,2,5.3,61.92,-1,-0.0095,no,yes,no,no,no,171,1
90,yes,?,2,5.3,61.92,-1,-0.0114,no,yes,no,no,no,171,1
90,yes,?,2,5.3,61.92,-1,-0.0111,no,yes,no,no,no,171,1
90,yes,?,2,5.56,30.88,-1,-0.0049,no,yes,no,no,no,171,1
90,yes,?,2,5.56,30.88,-1,-0.0053,no,yes,no,no,no,171,1
90,yes,?,2,5.56,30.88,-1,-0.005,no,yes,no,no,no,171,1
90,yes,?,2,5.18,33.93,-1,0,no,yes,no,no,no,171,1
90,yes,?,2,5.18,33.93,-1,0,no,yes,no,no,no,171,1
90,yes,?,2,5.18,33.93,-1,0,no,yes,no,no,no,171,1
90,yes,?,2,5.52,23.05,-1,-0.0048,no,yes,no,no,no,171,1
180,no,no,1,5.3,96.11,-1,-0.2173,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.1313,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.1121,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.4239,no,no,no,no,no,190,2
180,no,no,1,5.17,96.38,-1,-0.2014,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0937,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1054,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.432,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.0308,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.1043,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.0925,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.4613,no,no,no,no,no,190,2
180,no,no,1,5.3,96.11,-1,-0.2205,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.0962,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.1022,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2124,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0963,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0966,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2606,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1079,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1173,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0656,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0836,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.152,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1607,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2389,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.17,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2449,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2889,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0744,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.3756,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1825,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.077,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1861,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0745,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.0733,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.0641,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.1717,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.3508,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.2128,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.2369,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.2168,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.2366,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.2855,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.0738,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.2817,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.3815,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.1826,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.07,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.1957,no,no,no,no,no,190,4
180,no,no,1,5.3,96.11,-1,-0.0932,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.4407,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1736,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-1.948,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.3112,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.6463,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.3162,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.4922,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.3697,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.4699,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.5521,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1479,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.5051,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1434,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0596,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0677,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1118,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2231,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1116,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1724,no,no,no,no,no,190,2
180,no,no,1,5.17,96.38,-1,-0.1085,no,no,no,no,no,190,2
180,no,no,1,5.17,96.38,-1,-0.1635,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1968,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0484,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1854,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0453,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0545,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0781,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1598,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0815,no,no,no,no,no,190,3
180,no,no,1,5.17,96.38,-1,-0.1188,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0848,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1248,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1429,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0375,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1474,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.2106,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.0912,no,no,no,no,no,190,4
180,no,no,1,5.91,96.34,-1,-0.2167,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.0966,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.1024,no,no,no,no,no,190,3
180,no,no,1,5.14,96.36,-1,-0.2117,no,no,no,no,no,190,4
180,no,no,1,5.14,96.36,-1,-0.0936,no,no,no,no,no,190,3
180,no,no,1,5.14,96.36,-1,-0.1039,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.2112,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.092,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.0989,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.4348,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.2008,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1929,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1412,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.061,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.0674,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1091,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.0509,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.0516,no,no,no,no,no,190,3
180,no,no,1,5.17,96.38,-1,-0.4242,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.6911,no,no,no,no,no,190,3
180,no,no,1,5.17,96.38,-1,-0.14,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2097,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.3593,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1257,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1421,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2364,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0594,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.104,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1778,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.0408,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.2152,no,no,no,no,no,190,3
180,no,no,1,5.17,96.38,-1,-0.0706,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.1098,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.437,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.706,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.114,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.5191,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.3356,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.354,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.0684,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.2486,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1773,no,no,no,no,no,190,4
180,no,no,1,5.56,96.02,-1,-0.2395,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.041,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1657,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.1157,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.1855,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.032,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1328,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.0869,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1048,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.6351,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.2639,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.4547,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.3897,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.0552,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.2984,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.1244,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.2212,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1963,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.085,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1612,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1915,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.028,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1567,no,no,no,no,no,190,2
180,no,no,1,5.56,96.02,-1,-0.0643,no,no,no,no,no,190,3
180,no,no,1,5.56,96.02,-1,-0.1063,no,no,no,no,no,190,2
180,no,no,1,5.47,96.32,-1,-0.7544,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.1278,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.4293,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.3586,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.0709,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.2152,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.2408,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.0389,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.1391,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.1811,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.0307,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.1064,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.607,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.3659,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.2636,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.2537,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.2934,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.1893,no,no,no,no,no,190,2
180,no,no,1,5.47,96.32,-1,-0.1423,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.1256,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.1502,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.0903,no,no,no,no,no,190,3
180,no,no,1,5.47,96.32,-1,-0.0617,no,no,no,no,no,190,4
180,no,no,1,5.47,96.32,-1,-0.0764,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.562,no,no,no,no,no,190,3
180,no,no,1,5.17,96.38,-1,-0.5431,no,no,no,no,no,190,3
180,no,no,1,5.17,96.38,-1,-0.6672,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.4111,no,no,no,no,no,190,3
180,no,no,1,5.17,96.38,-1,-0.9825,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.6531,no,no,no,no,no,190,4
180,no,no,1,5.17,96.38,-1,-0.4981,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-1.0455,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-1.0249,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-1.0412,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.6046,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.4807,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.3551,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.1763,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-0.721,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.5405,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-0.4186,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.3685,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.3041,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.3023,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.189,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.0906,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-0.344,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.285,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.2391,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-0.2207,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-0.1601,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.1209,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.0832,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.2554,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-0.2198,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.1835,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.1391,no,no,no,no,no,190,4
180,no,no,1,6.57,96.39,-1,-0.1194,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.0918,no,no,no,no,no,190,3
180,no,no,1,6.57,96.39,-1,-0.0448,no,no,no,no,no,190,4
180,no,no,1,5.91,96.34,-1,-0.7497,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.6383,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.5397,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.4594,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.3537,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.2544,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.1223,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.3705,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.313,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.2581,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.2228,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.1817,no,no,no,no,no,190,4
180,no,no,1,5.91,96.34,-1,-0.1269,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.061,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.2507,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.2077,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.1713,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.1592,no,no,no,no,no,190,2
180,no,no,1,5.91,96.34,-1,-0.1358,no,no,no,no,no,190,3
180,no,no,1,5.91,96.34,-1,-0.0888,no,no,no,no,no,190,3
