sigma,0.25,1.0,4.0,16.0,64.0
0.25,0.712,0.703,0.698,0.697,0.696
1.0,0.698,0.65,0.627,0.625,0.622
4.0,0.613,0.556,0.54,0.538,0.539
16.0,0.544,0.531,0.528,0.533,0.535
64.0,0.501,0.503,0.501,0.502,0.506
