@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1,3-5,9-12,18,31,39,44,82,84,168,176,180,182-183,188,228,254,274'

@attribute Temp_max numeric
@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberComponents numeric
@attribute orgavgpolMax numeric
@attribute orgrefractivityMax numeric
@attribute orgmaximalprojectionareaMax numeric
@attribute orgavgpol_pHdependentMax numeric
@attribute orgmaximalprojectionareaMin numeric
@attribute orgvanderwaalsMin numeric
@attribute orgASA_PMin numeric
@attribute orgASA_PGeomAvg numeric
@attribute orghbdamsaccGeomAvg numeric
@attribute Na {yes,no}
@attribute Mo {yes,no}
@attribute S {yes,no}
@attribute Se {yes,no}
@attribute Zn {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute hardnessMaxWeighted numeric
@attribute outcome {1,2}

@data
90,yes,8,no,3,14.87,38.01,45.76,15.15,45.76,352.79,14.69,14.69,0.98,yes,no,no,no,no,no,2.1,0.3914,1
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3958,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3773,2
90,yes,8,no,3,9.88,25.45,33.73,10.27,33.73,218.32,30.88,30.88,0.99,yes,no,no,no,no,no,2.1,0.3768,2
90,yes,8,no,4,9.73,26.34,36.07,9.73,20.45,227.47,33.93,39.5625,2,yes,no,no,no,no,no,2.1,0.3736,2
90,yes,8,no,4,9.73,26.34,36.07,9.73,20.45,227.47,33.93,39.5625,2,yes,no,no,no,no,no,2.1,0.3726,2
90,yes,8,no,4,9.73,26.34,36.07,9.73,20.45,227.47,33.93,39.5625,2,yes,no,no,no,no,no,2.1,0.3707,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3696,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3718,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.4289,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3889,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3871,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3958,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3958,2
90,yes,6,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3657,2
90,yes,7,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3542,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3507,2
90,yes,9,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3468,2
90,yes,7,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3448,2
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3532,2
90,yes,9,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.3933,2
90,yes,8,no,3,11.86,29.87,39.45,12.24,39.45,245.47,28.21,28.21,0.98,yes,no,no,no,no,no,2.1,0.3615,1
90,yes,8,no,3,11.86,29.87,39.45,12.24,39.45,245.47,28.21,28.21,0.98,yes,no,no,no,no,no,2.1,0.3533,1
90,yes,8,no,3,11.86,29.87,39.45,12.24,39.45,245.47,28.21,28.21,0.98,yes,no,no,no,no,no,2.1,0.3515,1
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.175,1
90,yes,8,no,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,yes,no,no,no,no,no,2.1,0.2801,1
90,yes,8,no,3,14.02,36.04,43.59,14.28,43.59,289.27,12.27,12.27,1.01,yes,no,no,no,no,no,2.1,0.2825,1
90,yes,8,no,3,13.96,35.49,44.66,14.2,44.66,276.16,14.18,14.18,0.98,yes,no,no,no,no,no,2.1,0.44,2
90,yes,8,no,3,13.96,35.49,44.66,14.2,44.66,276.16,14.18,14.18,0.98,yes,no,no,no,no,no,2.1,0.2465,2
90,yes,8,no,3,17.76,43.84,59.12,18.79,59.12,346.48,143.27,143.27,1.01,yes,no,no,no,no,no,2.1,0.3584,2
90,yes,8,no,3,17.76,43.84,59.12,18.79,59.12,346.48,143.27,143.27,1.01,yes,no,no,no,no,no,2.1,0.2783,2
90,yes,8,no,3,17.76,43.84,59.12,18.79,59.12,346.48,143.27,143.27,1.01,yes,no,no,no,no,no,2.1,0.2394,2
90,yes,8,no,3,24.87,61.67,72.38,25.55,72.38,416.89,102.72,102.72,1.22,yes,no,no,no,no,no,2.1,0.2653,2
90,yes,8,no,3,24.87,61.67,72.38,25.55,72.38,416.89,102.72,102.72,1.22,yes,no,no,no,no,no,2.1,0.2594,2
90,yes,8,?,3,7.08,17.87,28.05,7.42,28.05,213.24,61.92,61.92,0.51,no,no,no,no,no,no,2.1,0.4215,1
90,yes,8,?,3,9.88,25.45,33.73,10.27,33.73,218.32,30.88,30.88,0.99,no,no,no,no,no,no,2.1,0.3474,1
90,yes,8,?,3,9.88,25.45,33.73,10.27,33.73,218.32,30.88,30.88,0.99,no,no,no,no,no,no,2.1,0.2951,1
90,yes,8,?,3,9.88,25.45,33.73,10.27,33.73,218.32,30.88,30.88,0.99,no,no,no,no,no,no,2.1,0.4407,1
90,yes,8,?,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,no,no,no,no,no,no,2.1,0.2817,1
90,yes,8,?,3,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,no,no,no,no,no,no,2.1,0.4183,1
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.6056,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.2702,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.2723,1
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6016,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.29,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2731,1
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.5995,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.2727,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.2768,1
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.2697,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,1.2815,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.609,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2676,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.2864,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2706,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.2823,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.1804,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.4651,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4531,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.926,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6767,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6692,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.8147,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2278,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.5269,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.0747,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.1983,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.4546,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.6801,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.2125,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.7986,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.2129,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.214,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,0.535,2
180,no,5,no,2,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,no,yes,no,no,no,no,2.16,1.0775,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.5963,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.2759,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4557,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4701,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.9277,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.5205,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6665,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2372,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.8154,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.7973,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2704,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.3161,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4665,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.9424,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.809,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.8043,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4631,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.9279,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4946,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6792,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.682,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2453,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.8073,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,1.2817,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.5973,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.2668,2
180,no,5,no,2,19.35,45.78,61.32,20.04,61.32,397.7,96.36,96.36,0,no,yes,no,no,no,no,2.16,0.5997,2
180,no,5,no,2,19.35,45.78,61.32,20.04,61.32,397.7,96.36,96.36,0,no,yes,no,no,no,no,2.16,0.2682,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.3049,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.2882,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.3049,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.6137,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.2693,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.2825,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.2744,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.291,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6001,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2138,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2108,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6041,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.9951,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6146,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.2125,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.9926,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6088,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.9919,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.6061,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,1.0013,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.1855,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.4842,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.739,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.1844,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.0362,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.4959,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.0324,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.488,1
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.1806,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.0268,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.7328,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.3533,1
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.8462,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.5973,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.1164,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,1.0843,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.3725,1
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.8584,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.6069,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.1198,2
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.358,1
180,no,5,no,2,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,no,yes,no,no,no,no,2.16,0.8435,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.1761,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.1785,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,1.0232,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.1949,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,1.0256,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.1806,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.3589,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.4791,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.7388,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.8481,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.725,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.8424,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.3599,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.4937,2
180,no,5,no,2,13.11,31.98,44.43,13.8,44.43,301.3,96.32,96.32,0,no,yes,no,no,no,no,2.16,0.7214,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4084,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.405,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4033,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4127,2
180,no,5,no,2,9.06,22.73,33.09,9.74,33.09,237.57,96.38,96.38,0,no,yes,no,no,no,no,2.16,0.4823,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.1849,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.3687,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.7297,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.8437,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,1.0392,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.4903,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.3731,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.495,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.6093,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.7211,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,1.0366,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.485,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.6075,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.7205,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.8454,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.1823,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.3599,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.4865,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.7226,2
180,no,5,no,2,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,no,yes,no,no,no,no,2.16,0.8409,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.18,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.3565,1
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.6103,1
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.7322,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.8588,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.3627,1
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.4935,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.7254,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.8462,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,1.0449,2
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.181,1
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.3587,1
180,no,5,no,2,17.26,41.18,55.03,17.95,55.03,365.55,96.34,96.34,0,no,yes,no,no,no,no,2.16,0.7367,2
