@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1,3-5,9-12,18,31,39,44,82,84,168,176,180,182-183,188,228,254,274'

@attribute Temp_max numeric
@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberComponents numeric
@attribute orgavgpolMax numeric
@attribute orgrefractivityMax numeric
@attribute orgmaximalprojectionareaMax numeric
@attribute orgavgpol_pHdependentMax numeric
@attribute orgmaximalprojectionareaMin numeric
@attribute orgvanderwaalsMin numeric
@attribute orgASA_PMin numeric
@attribute orgASA_PGeomAvg numeric
@attribute orghbdamsaccGeomAvg numeric
@attribute Na {yes,no}
@attribute Mo {yes,no}
@attribute S {yes,no}
@attribute Se {yes,no}
@attribute Zn {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute hardnessMaxWeighted numeric
@attribute outcome {1,2}

@data
180,yes,5,no,2,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,no,no,no,no,no,no,1.81,0.2764,2
180,yes,5,no,2,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,no,no,no,no,no,no,1.81,0.8239,2
180,yes,5,no,2,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,2,no,no,no,no,no,no,1.81,0.2808,2
180,yes,4,no,2,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,no,no,no,no,no,no,1.81,0.2701,2
180,yes,6,no,2,15.28,38.69,48.77,15.81,48.77,284.53,72.75,72.75,0.99,no,no,no,no,no,no,1.81,0.2808,2
180,yes,7,no,2,18.04,43.32,55.87,18.99,55.87,368.01,119.9,119.9,1.13,no,no,no,no,no,no,1.81,0.2806,2
180,yes,5,no,2,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,no,no,no,no,no,no,1.81,0.0759,1
180,yes,6,no,2,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0.01,no,no,no,no,no,no,1.81,0.0733,1
180,yes,5,no,2,11.97,30.74,39.23,12.54,39.23,238.74,27.89,27.89,0.07,no,no,no,no,no,no,1.81,0.0665,2
180,yes,5,no,2,18.04,43.32,55.87,18.99,55.87,368.01,119.9,119.9,0.47,no,no,no,no,no,no,1.81,0.0696,2
180,yes,3,no,2,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,no,no,no,no,no,no,1.81,0.283,2
180,yes,3,no,2,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,no,no,no,no,no,no,1.81,1.3592,2
180,yes,3,no,2,15.28,38.69,48.77,16.3,48.77,269.22,72.41,72.41,0.07,no,no,no,no,no,no,1.81,0.2695,2
180,yes,3,no,2,11.97,30.74,39.23,12.54,39.23,238.74,27.89,27.89,0,no,no,no,no,no,no,1.81,0.2716,2
180,yes,2,no,2,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,no,no,no,no,no,no,1.81,0.2736,2
180,yes,2,no,2,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,no,no,no,no,no,no,1.81,0.0728,2
180,yes,2,no,2,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,no,no,no,no,no,no,1.81,0.0643,2
180,yes,3,no,2,15.28,38.69,48.77,16.3,48.77,269.22,72.41,72.41,0.07,no,no,no,no,no,no,1.81,0.07,2
180,yes,2,no,2,11.97,30.74,39.23,12.54,39.23,238.74,27.89,27.89,0,no,no,no,no,no,no,1.81,0.0757,2
180,yes,2,no,2,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,no,no,no,no,no,no,1.81,0.0669,2
90,no,2,no,4,14.02,36.04,43.59,14.53,43.59,275.81,13.86,13.86,0.01,yes,no,no,yes,no,no,2.55,1.5016,2
90,no,2,no,4,13.88,34.29,44.31,14.51,44.31,258.23,32.37,32.37,0,yes,no,no,yes,no,no,2.55,1.6035,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,1.5127,2
90,no,2,no,4,11.87,30.93,41.87,12.17,41.87,310.74,45.39,45.39,1.07,yes,no,no,yes,no,no,2.55,1.5268,2
90,no,2,no,4,13.33,37.45,47.62,13.69,47.62,294.5,31.24,31.24,1.12,yes,no,no,yes,no,no,2.55,1.6035,2
90,no,2,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,1.5141,2
90,no,2,no,4,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,yes,no,no,yes,no,no,2.55,1.5124,2
90,no,2,no,4,9.94,25.21,32.65,10.63,32.65,206.42,64.03,64.03,0,yes,no,no,yes,no,no,2.55,1.508,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,1.503,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,1.4949,2
90,no,2,no,4,13.71,33.95,43.63,14.37,43.63,224.06,64.1,64.1,0,yes,no,no,yes,no,no,2.55,1.5699,2
90,no,2,no,4,11.91,30.93,41.51,11.91,41.51,326.1,27.56,27.56,1.2,yes,no,no,yes,no,no,2.55,1.4831,2
90,no,2,no,4,15.28,38.69,48.77,16.3,48.77,269.22,72.41,72.41,0.01,yes,no,no,yes,no,no,2.55,1.4976,2
90,no,2,no,4,17.76,43.84,59.12,19,59.12,331.52,142.75,142.75,0.02,yes,no,no,yes,no,no,2.55,1.5329,2
90,no,2,no,4,14.02,36.04,43.59,14.53,43.59,275.81,13.86,13.86,0.01,yes,no,no,yes,no,no,2.55,3.7438,2
90,no,2,no,4,13.88,34.29,44.31,14.51,44.31,258.23,32.37,32.37,0,yes,no,no,yes,no,no,2.55,3.7929,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.7539,2
90,no,2,no,4,11.87,30.93,41.87,12.17,41.87,310.74,45.39,45.39,1.07,yes,no,no,yes,no,no,2.55,3.6234,1
90,no,2,no,4,13.33,37.45,47.62,13.69,47.62,294.5,31.24,31.24,1.12,yes,no,no,yes,no,no,2.55,3.5999,2
90,no,2,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,4.2262,1
90,no,2,no,4,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,yes,no,no,yes,no,no,2.55,3.7041,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,3.7982,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,3.7401,2
90,no,2,no,4,13.71,33.95,43.63,14.37,43.63,224.06,64.1,64.1,0,yes,no,no,yes,no,no,2.55,3.8897,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,3.7317,2
90,no,2,no,4,11.07,27.38,38.27,11.75,38.27,268.43,96.02,96.02,0,yes,no,no,yes,no,no,2.55,3.7798,2
90,no,2,no,4,15.28,38.69,48.77,16.3,48.77,269.22,72.41,72.41,0.01,yes,no,no,yes,no,no,2.55,3.9004,2
90,no,2,no,4,17.76,43.84,59.12,19,59.12,331.52,142.75,142.75,0.02,yes,no,no,yes,no,no,2.55,4.0816,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,3.8685,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.7229,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,2.9555,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,3.298,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,2.9622,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,3.1743,1
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,2.9622,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.0126,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,3.0439,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,3.0577,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,0.4854,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,0.634,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,0.5291,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,2.2573,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,2.9931,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,2.2334,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,2.9952,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,3.8635,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,2.2264,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,3.7045,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,2.2492,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,2.3101,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,3.1639,2
90,no,1,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.22,yes,no,no,yes,no,no,2.55,3.7179,2
90,no,1,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,2.9178,1
90,no,1,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,2.9528,2
90,no,1,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,3.096,2
90,no,1,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.177,2
90,no,1,no,4,24.87,61.67,72.38,26.09,72.38,397.24,107.52,107.52,0.02,yes,no,no,yes,no,no,2.55,2.9407,1
90,no,1,no,4,24.87,61.67,72.38,26.09,72.38,397.24,107.52,107.52,0.02,yes,no,no,yes,no,no,2.55,3.0352,2
90,no,1,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,6.6206,1
90,no,1,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.0207,2
90,no,1,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.22,yes,no,no,yes,no,no,2.55,3.4789,1
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.0069,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.1807,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,2.9545,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.0856,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,3.3468,1
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.0792,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.0631,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.053,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,3.016,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,2.9878,1
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,2.9693,1
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,3.139,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,2.9599,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.0103,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,3.0123,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,2.9636,1
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.7673,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.7603,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,4.2816,2
90,no,2,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.78,yes,no,no,yes,no,no,2.55,3.734,1
90,no,2,no,4,13.33,37.45,47.62,13.69,47.62,294.5,31.24,31.24,1.12,yes,no,no,yes,no,no,2.55,3.0849,2
90,no,2,no,4,14.02,36.04,43.59,14.53,43.59,275.81,13.86,13.86,0.01,yes,no,no,yes,no,no,2.55,3.733,2
90,no,2,no,4,14.87,38.01,45.76,15.43,45.76,340.09,16.6,16.6,0,yes,no,no,yes,no,no,2.55,3.774,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,3.7895,2
90,yes,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,2.9723,2
90,yes,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.0688,2
90,yes,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,3.0412,2
90,no,2,no,4,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,yes,no,no,yes,no,no,2.55,3.7811,2
90,no,1,no,4,15.1,37.46,48.47,15.63,48.47,352.43,26.03,26.03,0,yes,no,no,yes,no,no,2.55,3.0126,2
90,no,1,no,4,11.87,30.93,41.87,12.17,41.87,310.74,45.39,45.39,0.99,yes,no,no,yes,no,no,2.55,3.0698,2
90,no,1,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,3.0869,2
90,no,1,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,3.0136,2
90,no,1,no,4,24.87,61.67,72.38,26.09,72.38,397.24,107.52,107.52,0.02,yes,no,no,yes,no,no,2.55,3.1232,2
90,no,1,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.0147,2
90,no,1,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.22,yes,no,no,yes,no,no,2.55,3.0106,1
90,no,1,no,4,13.71,33.95,43.63,14.37,43.63,224.06,64.1,64.1,0,yes,no,no,yes,no,no,2.55,3.1491,2
90,no,1,no,4,11.97,30.74,39.23,12.54,39.23,238.74,27.89,27.89,0,yes,no,no,yes,no,no,2.55,3.0947,2
90,no,1,no,4,9.94,25.21,32.65,10.63,32.65,206.42,64.03,64.03,0,yes,no,no,yes,no,no,2.55,3.0695,1
90,no,1,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.7522,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,3.4634,2
90,no,1,no,4,24.87,61.67,72.38,26.09,72.38,397.24,107.52,107.52,0.02,yes,no,no,yes,no,no,2.55,2.2865,2
90,no,1,no,4,13.71,33.95,43.63,14.37,43.63,224.06,64.1,64.1,0,yes,no,no,yes,no,no,2.55,3.1427,2
90,no,1,no,4,13.71,33.95,43.63,14.37,43.63,224.06,64.1,64.1,0,yes,no,no,yes,no,no,2.55,2.3867,2
90,no,1,no,4,9.94,25.21,32.65,10.63,32.65,206.42,64.03,64.03,0,yes,no,no,yes,no,no,2.55,3.1434,1
90,no,1,no,4,9.94,25.21,32.65,10.63,32.65,206.42,64.03,64.03,0,yes,no,no,yes,no,no,2.55,2.3403,2
90,no,1,no,4,11.87,30.93,41.87,12.17,41.87,310.74,45.39,45.39,0.99,yes,no,no,yes,no,no,2.55,3.1024,1
90,no,1,no,4,11.87,30.93,41.87,12.17,41.87,310.74,45.39,45.39,0.99,yes,no,no,yes,no,no,2.55,2.3669,2
90,no,1,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,3.0506,2
90,no,1,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,2.4694,2
90,no,1,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.22,yes,no,no,yes,no,no,2.55,3.0066,2
90,no,1,no,4,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,yes,no,no,yes,no,no,2.55,3.0705,2
90,no,1,no,4,11.86,29.87,39.45,12.52,39.45,229.03,36.99,36.99,0,yes,no,no,yes,no,no,2.55,3.2853,2
90,no,1,no,4,13.71,33.95,43.63,14.37,43.63,224.06,64.1,64.1,0,yes,no,no,yes,no,no,2.55,2.3823,2
90,no,1,no,4,11.75,30.31,38.15,12.43,38.15,210.31,36.59,36.59,0,yes,no,no,yes,no,no,2.55,2.2257,2
90,no,1,no,4,11.75,30.31,38.15,12.43,38.15,210.31,36.59,36.59,0,yes,no,no,yes,no,no,2.55,2.385,2
90,no,1,no,4,24.87,61.67,72.38,26.09,72.38,397.24,107.52,107.52,0.02,yes,no,no,yes,no,no,2.55,2.339,2
90,no,1,no,4,24.87,61.67,72.38,26.09,72.38,397.24,107.52,107.52,0.02,yes,no,no,yes,no,no,2.55,2.2408,2
90,no,1,no,4,17.76,43.84,59.12,18.79,59.12,346.48,143.27,143.27,0,yes,no,no,yes,no,no,2.55,2.421,2
90,no,1,no,4,17.76,43.84,59.12,18.79,59.12,346.48,143.27,143.27,0,yes,no,no,yes,no,no,2.55,2.3649,2
90,no,1,no,4,17.76,43.84,59.12,18.79,59.12,346.48,143.27,143.27,0,yes,no,no,yes,no,no,2.55,2.3948,2
90,no,1,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,2.3245,2
75,no,1,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,2.3504,2
75,no,1,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,2.9901,2
75,no,1,no,4,11.75,30.31,38.15,12.43,38.15,210.31,36.59,36.59,0,yes,no,no,yes,no,no,2.55,2.2341,2
75,no,1,no,4,17.76,43.84,59.12,18.79,59.12,346.48,143.27,143.27,0,yes,no,no,yes,no,no,2.55,2.4835,2
75,no,1,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.22,yes,no,no,yes,no,no,2.55,2.2233,1
75,no,1,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.22,yes,no,no,yes,no,no,2.55,3.0352,1
75,no,1,no,4,14.26,37,34.91,15.34,34.91,200.55,90.41,90.41,0.22,yes,no,no,yes,no,no,2.55,3.7243,1
90,no,2,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2317,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,2.262,2
90,no,2,no,4,11.15,27.42,38.27,11.76,38.27,295.52,44.53,44.53,0,yes,no,no,yes,no,no,2.55,2.2812,2
90,no,2,no,4,12.56,30.59,43.79,13.52,43.79,282.76,112.14,112.14,0,yes,no,no,yes,no,no,2.55,2.2563,2
90,no,2,no,4,18.04,43.32,55.87,19.47,55.87,353.93,128.75,128.75,0,yes,no,no,yes,no,no,2.55,2.3336,2
90,no,2,no,4,13.33,37.45,47.62,13.69,47.62,294.5,31.24,31.24,1.12,yes,no,no,yes,no,no,2.55,2.3148,2
90,no,2,no,4,12.65,34.07,34.07,13.36,34.07,211.8,17.76,17.76,0,yes,no,no,yes,no,no,2.55,2.3797,2
90,no,2,no,4,14.87,38.01,45.76,15.43,45.76,340.09,16.6,16.6,0,yes,no,no,yes,no,no,2.55,2.3672,2
90,no,2,no,4,15.1,37.46,48.47,15.63,48.47,352.43,26.03,26.03,0,yes,no,no,yes,no,no,2.55,2.2966,2
90,no,2,no,4,17.76,43.84,59.12,19,59.12,331.52,142.75,142.75,0.02,yes,no,no,yes,no,no,2.55,2.376,2
90,no,2,no,4,24.87,61.67,72.38,26.21,72.38,405.37,104.58,104.58,0.15,yes,no,no,yes,no,no,2.55,2.2465,2
90,no,1,no,4,9.94,25.21,32.65,10.63,32.65,206.42,64.03,64.03,0,yes,no,no,yes,no,no,2.55,2.2385,2
90,no,2,no,4,15.28,38.69,48.77,16.3,48.77,269.22,72.41,72.41,0.01,yes,no,no,yes,no,no,2.55,2.3652,1
90,no,2,no,4,13.88,34.29,44.31,14.51,44.31,258.23,32.37,32.37,0,yes,no,no,yes,no,no,2.55,2.2408,2
90,no,2,no,4,7.08,17.87,28.05,7.76,28.05,207.08,96.11,96.11,0,yes,no,no,yes,no,no,2.55,2.2428,2
90,no,2,no,4,15.18,36.58,50.18,15.86,50.18,333.62,96.39,96.39,0,yes,no,no,yes,no,no,2.55,2.2754,2
90,no,2,no,4,11.97,30.74,39.23,12.54,39.23,238.74,27.89,27.89,0,yes,no,no,yes,no,no,2.55,2.3097,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2687,2
90,no,2,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2381,2
90,no,3,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2647,2
90,no,1,no,4,9.73,26.34,36.07,10.08,36.07,273.23,59.99,59.99,1.03,yes,no,no,yes,no,no,2.55,2.2371,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,2.266,2
90,no,3,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.79,yes,no,no,yes,no,no,2.55,2.258,2
90,no,4,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.97,yes,no,no,yes,no,no,2.55,2.3961,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,2.2596,2
90,no,2,no,4,9.73,26.34,36.07,9.73,36.07,281.27,33.93,33.93,1.27,yes,no,no,yes,no,no,2.55,2.3723,2
90,no,2,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,yes,yes,no,no,2.55,2.2486,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,yes,yes,no,no,2.55,2.2802,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2617,2
90,no,1,no,4,9.73,26.34,36.07,10.08,36.07,273.23,59.99,59.99,1.03,yes,no,no,yes,no,no,2.55,2.3336,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2926,2
90,no,1,no,4,9.73,26.34,36.07,10.08,36.07,273.23,59.99,59.99,1.03,yes,no,no,yes,no,no,2.55,2.3571,2
90,no,1,no,4,9.73,26.34,36.07,10.08,36.07,273.23,59.99,59.99,1.03,yes,no,no,yes,no,no,2.55,2.3639,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.5346,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.225,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.3212,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.421,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2183,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,1.5033,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.2317,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,3.8013,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,2.9726,2
90,no,1,no,4,9.88,25.45,33.73,10.57,33.73,203.38,41.81,41.81,0,yes,no,no,yes,no,no,2.55,3.7055,2
90,no,1,no,4,15.1,37.46,48.47,15.63,48.47,352.43,26.03,26.03,0,yes,no,no,yes,no,no,2.55,3.4207,2
90,no,1,no,4,15.1,37.46,48.47,15.63,48.47,352.43,26.03,26.03,0,yes,no,no,yes,no,no,2.55,2.9713,2
90,no,1,no,4,9.47,25.19,29.3,9.47,29.3,239.3,0,0,0,yes,no,no,yes,no,no,2.55,2.9978,2
