Reaction number,Reactant 1 name,Reactant 1 mass (g),Reactant 2 name,Reactant 2 mass (g),Reactant 3 name,Reactant 3 mass (g),Reactant 4 name,Reactant 4 mass (g),Reactant 5 name,Reactant 5 mass (g),Temp (ºC),Time (h),Slow cool,pH (x = unknown),Leak,purity (0 = no data in notebook; 1 = multiphase; 2 = single phase),"outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)",Notes
jn54.2,MoO3,0.2261,LD:1,0.289,H2SO4,0.2072,water,0.5228,Ac,4d,x,48,no,5,no,2,4,
jn54.3,MoO3,0.3424,LD:1,0.2231,H2SO4,0.1978,water,0.5122,Ac,3d,x,48,no,5,no,2,2,
jn54.4,MoO3,0.4846,LD:1,0.0768,H2SO4,0.1967,water,0.5037,Ac,3d,x,48,no,5,no,1,3,
jn54.5,MoO3,0.0854,LD:1,0.4086,H2SO4,0.2084,water,1.0179,Ac,3d,x,48,no,5,no,2,1,
jn54.6,MoO3,0.2299,LD:1,0.2919,H2SO4,0.2087,water,1.0165,Ac,2d,x,48,no,5,no,2,3,
jn54.7,MoO3,0.3397,LD:1,0.1938,H2SO4,0.1992,water,1.0071,Ac,2d,x,48,no,5,no,2,2,
jn54.8,MoO3,0.4819,LD:1,0.0733,H2SO4,0.2056,water,1.0071,Ac,0d,x,48,no,5,no,1,3,
jn55.1,MoO3,0.0826,LD:1,0.4185,H2SO4,0.1983,water,1.4972,Ac,5d,x,48,no,5,no,2,1,
jn55.2,MoO3,0.2284,LD:1,0.2848,H2SO4,0.1997,water,2.0645,Ac,2d,x,48,no,5,no,2,3,
jn55.3,MoO3,0.3423,LD:1,0.2015,H2SO4,0.2056,water,1.5056,Ac,0d,x,48,no,5,no,2,3,
jn55.4,MoO3,0.4873,LD:1,0.0771,H2SO4,0.2005,water,1.4959,Ac,2d,x,48,no,5,no,1,3,
jn55.5,MoO3,0.0876,LD:1,0.4053,H2SO4,0.1974,water,2.0064,Ac,6d,x,48,no,5,no,2,3,
jn55.6,MoO3,0.2326,LD:1,0.3021,H2SO4,0.1992,water,1.4958,Ac,2d,x,48,no,5,no,1,3,
jn55.7,MoO3,0.3439,LD:1,0.1913,H2SO4,0.1984,water,1.9954,Ac,3d,x,48,no,5,no,2,3,
jn55.8,MoO3,0.4637,LD:1,0.0723,H2SO4,0.2083,water,2.0294,Ac,2d,x,48,no,5,no,1,3,
mds63.1,Na2TeO3,0.2748,NH4VO3,0.0736,aep,0.0897,water,9.0913,x,-1,90,24,yes,8,no,1,4,
mds63.2,Na2TeO3,0.1375,NH4VO3,0.1508,aep,0.0823,water,9.0113,x,-1,90,24,yes,8,no,1,4,
mds63.3,Na2TeO3,0.1381,NH4VO3,0.0738,aep,0.1605,water,9.2057,x,-1,90,24,yes,8,no,2,4,
mds63.4,Na2TeO3,0.3877,NH4VO3,0.0473,aep,0.0511,water,9.0986,x,-1,90,24,yes,8,no,1,4,
mds63.5,Na2TeO3,0.0824,NH4VO3,0.2028,aep,0.0496,water,9.0326,x,-1,90,24,yes,8,no,2,4,
mds63.6,Na2TeO3,0.0839,NH4VO3,0.0437,aep,0.2241,water,9.0263,x,-1,90,24,yes,8,no,2,4,
mds63.7,Na2TeO3,0.2212,NH4VO3,0.1164,aep,0.0678,water,9.0273,x,-1,90,24,yes,8,no,1,4,
mds63.8,Na2TeO3,0.2207,NH4VO3,0.0586,aep,0.1265,water,9.0251,x,-1,90,24,yes,8,no,2,4,
mds63.9,Na2TeO3,0.1106,NH4VO3,0.1159,aep,0.1309,water,9.0159,x,-1,90,24,yes,8,no,2,4,
mds63.10,Na2TeO3,0.1843,NH4VO3,0.0975,aep,0.1088,water,9.2889,x,-1,90,24,yes,8,no,2,4,
mds67.1,Na2TeO3,0.1208,NH4VO3,0.1475,2-mpip,0.0919,water,9.0164,x,-1,115,24,yes,8,no,1,4,
mds67.2,Na2TeO3,0.1214,NH4VO3,0.1362,"2,5-dmpip",0.0877,water,9.0066,x,-1,115,24,yes,8,no,2,4,
mds67.3,Na2TeO3,0.1225,NH4VO3,0.1372,"1,4-dmpip",0.0856,water,9.024,x,-1,115,24,yes,8,no,2,3,
mds67.4,Na2TeO3,0.1221,NH4VO3,0.1372,aep,0.0992,water,9.0608,x,-1,115,24,yes,8,0,0,0,
mds67.5,Na2TeO3,0.1203,NH4VO3,0.139,pip,0.0652,water,9.0348,x,-1,115,24,yes,8,0,0,0,
mds67.6,Na2TeO3,0.1208,NH4VO3,0.1361,"1,6-dah",0.0895,water,9.0055,x,-1,115,24,yes,8,0,0,0,
mds67.7,Na2TeO3,0.1212,NH4VO3,0.1359,2-mpip,0.0843,water,9.0243,x,-1,140,24,yes,8,0,0,0,
mds67.8,Na2TeO3,0.1242,NH4VO3,0.1404,"2,5-dmpip",0.0847,water,9.024,x,-1,140,24,yes,8,0,0,0,
mds67.9,Na2TeO3,0.1234,NH4VO3,0.1431,"1,4-dmpip",0.0897,water,9.0042,x,-1,140,24,yes,8,0,0,0,
mds67.10,Na2TeO3,0.1234,NH4VO3,0.1363,z,0.0971,water,9.0055,x,-1,140,24,yes,8,0,0,0,"I can't clearly read this reactant name. Looks like aep, but 1,4 is written over it."
mds67.11,Na2TeO3,0.1219,NH4VO3,0.1365,pip,0.0676,water,9.0063,x,-1,140,24,yes,8,0,0,0,
mds67.12,Na2TeO3,0.1221,NH4VO3,0.1374,"1,6-dah",0.0873,water,9.0071,x,-1,140,24,yes,8,0,0,0,
mds69.1,Na2TeO3,0.276,NH4VO3,0.085,"2,5-dmpip",0.0699,water,9.0405,x,-1,90,24,yes,8,0,0,0,
mds69.2,Na2TeO3,0.1367,NH4VO3,0.147,"2,5-dmpip",0.0702,water,9.0296,x,-1,90,24,yes,8,0,0,0,
mds69.3,Na2TeO3,0.1379,NH4VO3,0.0756,"2,5-dmpip",0.1407,water,9.0052,x,-1,90,24,yes,8,0,0,0,
mds69.4,Na2TeO3,0.2206,NH4VO3,0.118,"2,5-dmpip",0.0576,water,9.3434,x,-1,90,24,yes,8,0,0,0,
mds69.5,Na2TeO3,0.2219,NH4VO3,0.0595,"2,5-dmpip",0.1155,water,9.0589,x,-1,90,24,yes,8,0,0,0,
mds69.6,Na2TeO3,0.1146,NH4VO3,0.1186,"2,5-dmpip",0.1166,water,9.0016,x,-1,90,24,yes,8,0,0,0,
mds69.7,Na2TeO3,0.1836,NH4VO3,0.0973,"2,5-dmpip",0.1013,water,9.0357,x,-1,90,24,yes,8,0,0,0,
mds69.8,Na2TeO3,0.3854,NH4VO3,0.0434,"2,5-dmpip",0.0453,water,9.0121,x,-1,90,24,yes,8,0,0,0,
mds69.9,Na2TeO3,0.0842,NH4VO3,0.2018,"2,5-dmpip",0.0432,water,9.0041,x,-1,90,24,yes,8,0,0,0,
mds69.10,Na2TeO3,0.0817,NH4VO3,0.0443,"2,5-dmpip",0.2018,water,9.0136,x,-1,90,24,yes,8,0,0,0,
mds69.11,Na2TeO3,0.3121,NH4VO3,0.0868,"2,5-dmpip",0.0375,water,9.0624,x,-1,90,24,yes,8,0,0,0,
mds69.12,Na2TeO3,0.3112,NH4VO3,0.0391,"2,5-dmpip",0.0859,water,9.0152,x,-1,90,24,yes,8,0,0,0,
mds69.13,Na2TeO3,0.1683,NH4VO3,0.1654,"2,5-dmpip",0.0385,water,9.0158,x,-1,90,24,yes,8,0,0,0,
mds69.14,Na2TeO3,0.0733,NH4VO3,0.1657,"2,5-dmpip",0.0854,water,9.0394,x,-1,90,24,yes,8,0,0,0,
mds69.15,Na2TeO3,0.1656,NH4VO3,0.0383,"2,5-dmpip",0.1629,water,9.0066,x,-1,90,24,yes,8,0,0,0,
mds69.16,Na2TeO3,0.073,NH4VO3,0.0913,"2,5-dmpip",0.1608,water,9.0317,x,-1,90,24,yes,8,0,0,0,
mds71.1,Na2TeO3,0.2748,NH4VO3,0.0728,2-mpip,0.0623,water,9.0537,x,-1,90,24,yes,8,no,2,3,
mds71.2,Na2TeO3,0.1376,NH4VO3,0.147,2-mpip,0.061,water,9.0112,x,-1,90,24,yes,8,no,2,3,
mds71.3,Na2TeO3,0.1367,NH4VO3,0.0723,2-mpip,0.1786,water,9.026,x,-1,90,24,yes,8,no,1,4,water mass is kind of unreadable/missing a digit
mds71.4,Na2TeO3,0.2208,NH4VO3,0.1262,2-mpip,0.0523,water,9.0246,x,-1,90,24,yes,8,no,2,3,
mds71.5,Na2TeO3,0.221,NH4VO3,0.0598,2-mpip,0.0984,water,9.1045,x,-1,90,24,yes,8,no,2,3,
mds71.6,Na2TeO3,0.1105,NH4VO3,0.1165,2-mpip,0.0973,water,9.1795,x,-1,90,24,yes,8,no,1,4,
mds71.7,Na2TeO3,0.1853,NH4VO3,0.0981,2-mpip,0.0867,water,9.0889,x,-1,90,24,yes,8,no,2,3,
mds71.8,Na2TeO3,0.3851,NH4VO3,0.0493,2-mpip,0.0365,water,9.0607,x,-1,90,24,yes,8,no,1,3,
mds71.9,Na2TeO3,0.0824,NH4VO3,0.2079,2-mpip,0.0379,water,9.1357,x,-1,90,24,yes,8,no,1,4,
mds71.10,Na2TeO3,0.0824,NH4VO3,0.0461,2-mpip,0.1741,water,9.0499,x,-1,90,24,yes,8,no,2,3,
mds71.11,Na2TeO3,0.3125,NH4VO3,0.087,2-mpip,0.0341,water,9.0183,x,-1,90,24,yes,8,no,2,3,
mds71.12,Na2TeO3,0.3142,NH4VO3,0.0385,2-mpip,0.0796,water,9.0291,x,-1,90,24,yes,8,no,2,3,
mds71.13,Na2TeO3,0.1648,NH4VO3,0.1639,2-mpip,0.0327,water,9.0112,x,-1,90,24,yes,8,no,2,3,
mds71.14,Na2TeO3,0.167,NH4VO3,0.0382,2-mpip,0.1418,water,9,x,-1,90,24,yes,8,no,2,3,
mds71.15,Na2TeO3,0.078,NH4VO3,0.1638,2-mpip,0.0752,water,9.0015,x,-1,90,24,yes,8,no,2,3,
mds71.16,Na2TeO3,0.0751,NH4VO3,0.0872,2-mpip,0.1414,water,9.0205,x,-1,90,24,yes,8,no,1,4,
mds73.1,Na2TeO3,0.2745,NaVO3,0.0752,aep,0.0826,water,9.0355,x,-1,90,24,yes,8,no,2,4,"A lot of these are described as ""ugly crystals."" Does that mean multiphase or is there some way I should notate it?"
mds73.2,Na2TeO3,0.136,NaVO3,0.1506,aep,0.0849,water,9.057,x,-1,90,24,yes,8,no,2,4,
mds73.3,Na2TeO3,0.1374,NaVO3,0.0755,aep,0.1636,water,9.0196,x,-1,90,24,yes,8,no,2,4,
mds73.4,Na2TeO3,0.2217,NaVO3,0.1209,aep,0.0707,water,9.0258,x,-1,90,24,yes,8,no,2,4,
mds73.5,Na2TeO3,0.2198,NaVO3,0.0612,aep,0.1268,water,9.0426,x,-1,90,24,yes,8,no,2,4,
mds73.6,Na2TeO3,0.1123,NaVO3,0.1213,aep,0.1274,water,9.0295,x,-1,90,24,yes,8,no,1,4,
mds73.7,Na2TeO3,0.1881,NaVO3,0.1005,aep,0.1069,water,9.024,x,-1,90,24,yes,8,no,2,4,
mds73.8,Na2TeO3,0.3917,NaVO3,0.0455,aep,0.0519,water,9.0022,x,-1,90,24,yes,8,no,2,3,
mds73.9,Na2TeO3,0.0872,NaVO3,0.2157,aep,0.0563,water,9.0012,x,-1,90,24,yes,8,no,2,4,
mds73.10,Na2TeO3,0.0919,NaVO3,0.0469,aep,0.2234,water,9.0043,x,-1,90,24,yes,8,no,2,4,
mds73.11,Na2TeO3,0.3118,NaVO3,0.0907,aep,0.0418,water,9.0215,x,-1,90,24,yes,8,no,2,4,
mds73.12,Na2TeO3,0.3119,NaVO3,0.394,aep,0.1,water,9.053,x,-1,90,24,yes,8,no,1,4,digit missing from NaVO3 mass
mds73.13,Na2TeO3,0.1639,NaVO3,0.1734,aep,0.0491,water,9.0284,x,-1,90,24,yes,8,no,2,4,
mds73.14,Na2TeO3,0.163,NaVO3,0.0444,aep,0.1831,water,9.0366,x,-1,90,24,yes,8,no,2,4,
mds73.15,Na2TeO3,0.0726,NaVO3,0.1731,aep,0.1063,water,9.0499,x,-1,90,24,yes,8,no,2,4,
mds73.16,Na2TeO3,0.0748,NaVO3,0.1014,aep,0.1865,water,9.0017,x,-1,90,24,yes,8,no,2,2,"brown globules - dark I thought globules were crystals, but brown… "
mds75.1,Na2TeO3,0.3125,NH4VO3,0.0945,aep,0.0436,water,9.0145,x,-1,90,24,yes,x,0,0,0,No reports on reaction results again…
mds75.2,Na2TeO3,0.3115,NH4VO3,0.0437,aep,0.0981,water,9.2205,x,-1,90,24,yes,x,0,0,0,
mds75.3,Na2TeO3,0.1662,NH4VO3,0.1671,aep,0.0427,water,9.0467,x,-1,90,24,yes,x,0,0,0,
mds75.4,Na2TeO3,0.0766,NH4VO3,0.1729,aep,0.1015,water,9.0021,x,-1,90,24,yes,x,0,0,0,
mds75.5,Na2TeO3,0.1656,NH4VO3,0.0509,aep,0.1845,water,9.6093,x,-1,90,24,yes,x,0,0,0,
mds75.6,Na2TeO3,0.0721,NH4VO3,0.0905,aep,0.18,water,9.0586,x,-1,90,24,yes,x,0,0,0,
mds77.1,Na2TeO3,0.2741,NaVO3,0.075,2-mpip,0.0697,water,9.1747,x,-1,90,24,yes,8,0,0,0,
mds77.2,Na2TeO3,0.1408,NaVO3,0.1511,2-mpip,0.0699,water,9.2745,x,-1,90,24,yes,8,0,0,0,
mds77.3,Na2TeO3,0.1366,NaVO3,0.0756,2-mpip,0.1241,water,9.041,x,-1,90,24,yes,8,0,0,0,
mds77.4,Na2TeO3,0.224,NaVO3,0.1227,2-mpip,0.0572,water,9.0148,x,-1,90,24,yes,8,0,0,0,
mds77.5,Na2TeO3,0.2198,NaVO3,0.0627,2-mpip,0.1023,water,9.0331,x,-1,90,24,yes,8,0,0,0,
mds77.6,Na2TeO3,0.1098,NaVO3,0.122,2-mpip,0.0993,water,9.0126,x,-1,90,24,yes,8,0,0,0,
mds77.7,Na2TeO3,0.1876,NaVO3,0.1141,2-mpip,0.0854,water,9.0202,x,-1,90,24,yes,8,0,0,0,
mds77.8,Na2TeO3,0.3865,NaVO3,0.049,2-mpip,0.0389,water,9.0505,x,-1,90,24,yes,8,0,0,0,
mds77.9,Na2TeO3,0.0815,NaVO3,0.2126,2-mpip,0.0368,water,9.0417,x,-1,90,24,yes,8,0,0,0,
mds77.10,Na2TeO3,0.0842,NaVO3,0.0454,2-mpip,0.1716,water,9.2038,x,-1,90,24,yes,8,0,0,0,
mds77.11,Na2TeO3,0.324,NaVO3,0.0989,2-mpip,0.0352,water,9.0386,x,-1,90,24,yes,8,0,0,0,
mds77.12,Na2TeO3,0.3132,NaVO3,0.0433,2-mpip,0.0743,water,9.0712,x,-1,90,24,yes,8,0,0,0,
mds77.13,Na2TeO3,0.1652,NaVO3,0.1718,2-mpip,0.0332,water,9.0099,x,-1,90,24,yes,8,0,0,0,
mds77.14,Na2TeO3,0.1667,NaVO3,0.0456,2-mpip,0.1459,water,9.0121,x,-1,90,24,yes,8,0,0,0,
mds77.15,Na2TeO3,0.0736,NaVO3,0.1723,2-mpip,0.0948,water,9.0096,x,-1,90,24,yes,8,0,0,0,
mds77.16,Na2TeO3,0.0741,NaVO3,0.0972,2-mpip,0.1432,water,9,x,-1,90,24,yes,8,0,0,0,
mds79.1,Na2TeO3,0.2756,NaVO3,0.077,"1,4-dmpip",0.0736,water,9.0272,x,-1,115,24,yes,8,0,0,0,
mds79.2,Na2TeO3,0.1407,NaVO3,0.1506,"1,4-dmpip",0.0721,water,9.1213,x,-1,115,24,yes,8,yes,1,4,
mds79.3,Na2TeO3,0.1386,NaVO3,0.0747,"1,4-dmpip",0.1402,water,9.0022,x,-1,115,24,yes,8,0,0,0,
mds79.4,Na2TeO3,0.184,NaVO3,0.1051,"1,4-dmpip",0.0999,water,9.0011,x,-1,115,24,yes,8,0,0,0,
mds79.5,Na2TeO3,0.1209,NaVO3,0.1421,"1,4-dmpip",0.1423,water,9.004,x,-1,115,24,yes,8,0,0,0,
mds79.6,Na2TeO3,0.549,NaVO3,0.103,"1,4-dmpip",0.3095,water,9.3294,x,-1,115,24,yes,8,0,0,0,
mds81.1,Na2TeO3,0.1352,NH4VO3,0.0745,"2,5-dmpip",0.1402,NaF,0,water,9.0388,90,24,yes,8,0,0,0,
mds81.2,Na2TeO3,0.1368,NH4VO3,0.0759,"2,5-dmpip",0.142,NaF,0.009,water,9.0193,90,24,yes,8,0,0,0,
mds81.3,Na2TeO3,0.1373,NH4VO3,0.0736,"2,5-dmpip",0.1435,NaF,0.0132,water,9.0037,90,24,yes,8,0,0,0,
mds81.4,Na2TeO3,0.1395,NH4VO3,0.0711,"2,5-dmpip",0.1431,NaF,0.0217,water,9.0255,90,24,yes,8,0,0,0,
mds81.5,Na2TeO3,0.1349,NH4VO3,0.0752,"2,5-dmpip",0.1421,NaF,0.0292,water,9.2351,90,24,yes,8,0,0,0,
mds81.6,Na2TeO3,0.1362,NH4VO3,0.0975,"2,5-dmpip",0.1393,NaF,0.0314,water,9.0125,90,24,yes,8,0,0,0,
mds81.7,Na2TeO3,0.1379,NH4VO3,0.0779,"2,5-dmpip",z,NaF,0.0387,water,9.1817,90,24,yes,8,0,0,0,"2,5-dmpip mass 0.1445, but note says ""may be high-unsure if balance fully tared - poss off by 0.03"""
mds81.8,Na2TeO3,0.1412,NH4VO3,0.0881,"2,5-dmpip",0.1444,NaF,0.0468,water,9.0105,90,24,yes,8,0,0,0,
mds81.9,Na2TeO3,0.1431,NH4VO3,0.0889,"2,5-dmpip",0.1428,NaF,0.0618,water,z,90,24,yes,8,0,0,0,"water mass 9.0877 ""unsure if tared from 0.0618"""
mds83.1,Na2TeO3,0.1369,NaVO3,0.0737,"1,4-dab",0.1106,water,9.0442,4M HF,0 dps,90,24,yes,8,,2,3,"HF in drops (dps). pH balanced to 8, then 2 drops of 4M NaOH added to counter effect of HF addition"
mds83.2,Na2TeO3,0.1368,NaVO3,0.0926,"1,4-dab",0.112,water,9.0586,4M HF,2 dps,90,24,yes,8,,2,4,
mds83.3,Na2TeO3,0.1377,NaVO3,0.0702,"1,4-dab",0.1181,water,9.2317,4M HF,3 dps,90,24,yes,8,,1,4,
mds83.4,Na2TeO3,0.1398,NaVO3,0.084,"1,4-dab",0.1039,water,9.0457,4M HF,4 dps,90,24,yes,8,,1,4,
mds83.5,Na2TeO3,0.1381,NaVO3,0.0788,"1,4-dab",z,water,9.0093,4M HF,5 dps,90,24,yes,8,,1,4,"can't read 1,4-dab mass"
mds83.6,Na2TeO3,0.1348,NaVO3,0.0773,"1,4-dab",0.1216,water,9.0645,4M HF,7 dps,90,24,yes,8,,1,4,
mds85.1,Na2TeO3,0.2731,NaVO3,0.0747,"2,5-dmpip",0.0721,water,9.0461,x,-1,90,24,yes,8,0,0,0,
mds85.2,Na2TeO3,0.1374,NaVO3,0.158,"2,5-dmpip",0.071,water,9.0331,x,-1,90,24,yes,8,0,0,0,
mds85.3,Na2TeO3,0.139,NaVO3,0.0771,"2,5-dmpip",0.142,water,9.1364,x,-1,90,24,yes,8,0,0,0,
mds85.4,Na2TeO3,0.2225,NaVO3,0.1252,"2,5-dmpip",0.0558,water,9.3645,x,-1,90,24,yes,8,0,0,0,
mds85.5,Na2TeO3,0.2261,NaVO3,0.0604,"2,5-dmpip",0.1146,water,9.0232,x,-1,90,24,yes,8,0,0,0,
mds85.6,Na2TeO3,0.1116,NaVO3,0.1223,"2,5-dmpip",0.1142,water,9.0049,x,-1,90,24,yes,8,0,0,0,
mds85.7,Na2TeO3,0.1843,NaVO3,0.1033,"2,5-dmpip",0.0936,water,9.0003,x,-1,90,24,yes,8,0,0,0,
mds85.8,Na2TeO3,0.3844,NaVO3,0.0479,"2,5-dmpip",0.0414,water,9.0031,x,-1,90,24,yes,8,0,0,0,
mds85.9,Na2TeO3,0.0823,NaVO3,0.2116,"2,5-dmpip",0.0411,water,9.0302,x,-1,90,24,yes,8,0,0,0,
mds85.10,Na2TeO3,0.0826,NaVO3,0.0523,"2,5-dmpip",0.2009,water,9.0222,x,-1,90,24,yes,8,0,0,0,
mds85.11,Na2TeO3,0.3111,NaVO3,0.119,"2,5-dmpip",0.037,water,9.072,x,-1,90,24,yes,8,0,0,0,
mds85.12,Na2TeO3,0.3193,NaVO3,0.0446,"2,5-dmpip",0.1038,water,9.0458,x,-1,90,24,yes,8,0,0,0,
mds85.13,Na2TeO3,0.1673,NaVO3,0.1708,"2,5-dmpip",0.0366,water,9.0644,x,-1,90,24,yes,8,0,0,0,
mds85.14,Na2TeO3,0.1031,NaVO3,0.1699,"2,5-dmpip",0.0837,water,9.0397,x,-1,90,24,yes,8,0,0,0,
mds85.15,Na2TeO3,0.1685,NaVO3,0.0428,"2,5-dmpip",0.1603,water,9.0208,x,-1,90,24,yes,8,0,0,0,
mds85.16,Na2TeO3,0.0724,NaVO3,0.0934,"2,5-dmpip",0.1602,water,9.1359,x,-1,90,24,yes,8,0,0,0,
mds87.1,Na2TeO3,0.1356,NaVO3,0.0785,en,0.0722,water,9.2066,HF,4 dps,90,24,yes,8,no,1,3,"Molarity of HF not specified, though presumably 4M again. The description seems to contradict itself on whether the pH was balanced before or after adding HF"
mds87.2,Na2TeO3,0.1396,NaVO3,0.0703,en,0.074,water,9.0471,HF,6 dps,90,24,yes,8,no,1,4,
mds87.3,Na2TeO3,0.1397,NaVO3,0.0794,en,0.0835,water,9.0094,HF,8 dps,90,24,yes,8,no,1,4,
mds87.4,Na2TeO3,0.1389,NaVO3,0.0742,"1,3-dap",0.1247,water,9.0068,HF,4 dps,90,24,yes,8,no,1,4,
mds87.5,Na2TeO3,0.135,NaVO3,0.0757,"1,3-dap",0.1096,water,9.0459,HF,6 dps,90,24,yes,8,no,1,4,
mds87.6,Na2TeO3,0.1407,NaVO3,0.0771,"1,3-dap",0.1012,water,9.0952,HF,z,90,24,yes,8,no,2,3,
mds87.7,Na2TeO3,0.1462,NaVO3,0.0793,"1,6-dah",0.1409,water,9.2164,HF,4 dps,90,24,yes,8,no,1,4,
mds87.8,Na2TeO3,0.165,NaVO3,0.0748,"1,6-dah",0.1546,water,9.0197,HF,8 dps,90,24,yes,8,no,1,4,
mds87.9,Na2TeO3,0.1457,NaVO3,0.0745,"1,6-dah",0.1391,water,9.0771,HF,9 dps,90,24,yes,8,no,1,4,
mds87.10,Na2TeO3,0.1371,NaVO3,0.0788,pip,0.1139,water,9.006,HF,4 dps,90,24,yes,8,no,1,4,
mds87.11,Na2TeO3,0.1371,NaVO3,0.0812,pip,0.1138,water,9.2044,HF,6 dps,90,24,yes,8,no,2,3,
mds87.12,Na2TeO3,0.1398,NaVO3,0.0824,pip,0.1114,water,9.0521,HF,9 dps,90,24,yes,8,no,2,3,
mds87.13,Na2TeO3,0.1418,NaVO3,0.0795,tren,0.183,water,9.0715,HF,4 dps,90,24,yes,8,no,1,3,
mds87.14,Na2TeO3,0.1387,NaVO3,0.0725,tren,0.1843,water,9.1045,HF,6 dps,90,24,yes,8,no,2,3,
mds87.15,Na2TeO3,0.1367,NaVO3,0.0764,tren,0.1749,water,9.0941,HF,8 dps,90,24,yes,8,no,1,3,
mds87.16,Na2TeO3,0.1346,NaVO3,0.0766,tmed,0.1433,water,9.0216,HF,4 dps,90,24,yes,8,no,1,4,
mds87.17,Na2TeO3,0.1433,NaVO3,0.0784,tmed,0.1548,water,9.0531,HF,6 dps,90,24,yes,8,no,1,4,
mds87.18,Na2TeO3,0.1387,NaVO3,0.0772,tmed,0.149,water,9.0165,HF,9 dps,90,24,yes,8,no,1,4,
mds87.19,Na2TeO3,0.1355,NaVO3,0.0834,deta,0.1305,water,9.0017,HF,4 dps,90,24,yes,8,no,2,3,
mds87.20,Na2TeO3,0.1442,NaVO3,0.0887,deta,0.1371,water,9.0733,HF,6 dps,90,24,yes,8,no,1,4,
mds87.21,Na2TeO3,0.135,NaVO3,0.0741,deta,0.136,water,9.056,HF,9 dps,90,24,yes,8,no,1,4,
mds91.1,Na2TeO3,1.3206,NaVO3,0.7304,tmed,0.6611,water,30.0101,x,-1,90,0.4,yes,8,no,1,4,This says 24 mins for the reaction time… typo? I think no actually. It's written minutes several times
mds91.2,Na2TeO3,1.32,NaVO3,0.7352,tmed,0.662,water,30.0413,x,-1,90,0.4,yes,8,no,0,0,
mds91.3,Na2TeO3,1.3217,NaVO3,0.7312,tmed,0.665,water,30.1742,x,-1,90,0.4,yes,8,0,0,0,
mds91.4,Na2TeO3,1.3222,NaVO3,0.2323,tmed,0.6775,water,30.0147,x,-1,90,0.4,yes,8,0,0,0,
mds91.5,Na2TeO3,1.3229,NaVO3,0.7289,tmed,0.6682,water,30.0085,x,-1,90,0.4,yes,8,0,0,0,
mds91.6,Na2TeO3,1.3212,NaVO3,0.728,tmed,0.669,water,30.0401,x,-1,90,0.4,yes,8,no,0,4,2.4691g mz10-133
mds91.7,Na2TeO3,1.3342,NaVO3,0.7284,tmed,0.6644,water,30.0016,x,-1,90,0.4,yes,8,no,0,4,yield unclear. mz10-133
mds92.1,Na2TeO3,0.1384,NaVO3,0.1576,2-mpip,0.1047,water,9.1829,HF,2 dps,90,24,yes,8,0,0,0,
mds92.2,Na2TeO3,0.138,NaVO3,0.1625,2-mpip,0.0872,water,9.1685,HF,4 dps,90,24,yes,8,0,0,0,
mds92.3,Na2TeO3,0.1374,NaVO3,0.152,2-mpip,0.0993,water,9.1558,HF,5 dps,90,24,yes,8,0,0,0,
mds92.4,Na2TeO3,0.1634,NaVO3,0.1514,aqnHCl,0.1729,water,9.0448,HF,6 dps,90,24,yes,8,0,0,0,
mds92.5,Na2TeO3,0.1635,NaVO3,0.1589,aqnHCl,0.1676,water,9.0065,HF,2 dps,90,24,yes,8,0,0,0,
mds92.6,Na2TeO3,0.1652,NaVO3,0.201,aqnHCl,0.1661,water,9,HF,4 dps,90,24,yes,8,0,0,0,
mds92.7,Na2TeO3,0.1363,NaVO3,0.2125,3-apyrHCl,0.1954,water,9.0726,HF,0,90,24,yes,8,0,0,0,
mds92.8,Na2TeO3,0.139,NaVO3,0.1555,3-apyrHCl,0.1317,water,9.2535,HF,0,90,24,yes,8,0,0,0,
mds93.1,TeO2,0,NH4VO3,0.1024,aqnHCl,0.1749,water,9.1502,x,-1,90,24,yes,x,no,1,4,
mds93.2,TeO2,0.1396,NH4VO3,0.096,R-aqnHCl,0.1713,water,9.0516,x,-1,90,24,yes,x,no,1,3,
mds93.3,TeO2,0.1327,NH4VO3,0.0966,R-aqnHCl,0.17,water,9.0333,x,-1,90,24,yes,x,no,1,4,
mds93.4,TeO2,0.1333,NH4VO3,0.0971,aqnHCl,0.1988,water,9.5615,x,-1,90,24,yes,x,no,1,4,
mds93.5,TeO2,0.1352,NH4VO3,0.1077,2-mpip,0.0872,water,9.0387,x,-1,90,24,yes,x,no,1,4,
mds95.1,Na2TeO3,0.1795,NaVO3,0.1118,hpip,0.0873,water,9.0057,x,-1,90,x,no,8,no,2,4,
mds95.2,Na2TeO3,0.1342,NaVO3,0.1503,hpip,0.147,water,9.0054,x,-1,90,x,no,8,no,2,4,
mds95.3,Na2TeO3,0.1702,NaVO3,0.1352,hpip,0.0807,water,9.003,x,-1,90,x,no,8,no,1,4,
mds95.4,Na2TeO3,0.1726,NaVO3,0.1432,3-apyrHCl,0.1377,water,9.0061,x,-1,90,x,no,8,no,1,4,
mds95.5,Na2TeO3,0.1736,NaVO3,0.1319,3-apyrHCl,0.1226,water,9.0077,x,-1,90,x,no,8,no,1,4,
mds95.6,Na2TeO3,0.1693,NaVO3,0.1366,R-3-apdinHCl,0.1388,water,9.0096,x,-1,90,x,no,8,no,2,4,
