@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R5,25,60,164,172,175,180,241,274'

@attribute leak {yes,no}
@attribute orgASA_PMax numeric
@attribute orgASA+ArithAvg numeric
@attribute orgacc-waterdonratio numeric
@attribute K {yes,no}
@attribute I {yes,no}
@attribute S {yes,no}
@attribute PearsonElectronegMean numeric
@attribute outcome {1,2}

@data
no,96.32,233.22,0,no,no,no,440.25,1
no,96.32,233.22,0,no,no,no,440.25,1
no,96.32,233.22,0,no,no,no,440.25,1
no,96.32,233.22,0,no,no,no,440.25,1
no,64.03,188.71,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,440.25,1
no,64.03,188.71,-0.0001,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,440.25,1
no,96.32,233.22,0,no,no,no,440.25,1
yes,96.32,233.22,0,no,no,no,440.25,1
no,36.59,193.85,0,no,no,no,459.35,1
yes,96.38,194.24,0,no,no,no,440.25,1
no,36.59,193.85,-0.0001,no,no,no,459.35,1
no,36.59,193.85,-0.0001,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,1
no,112.14,265.65,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,440.25,1
no,104.8,247.15,-0.0023,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,no,440.25,1
no,33.93,216.3,-0.0017,no,no,no,440.25,2
no,33.93,216.3,-0.0017,no,no,no,440.25,1
no,33.93,216.3,-0.002,no,no,no,440.25,1
no,33.93,216.3,-0.0015,no,no,no,440.25,1
no,33.93,216.3,-0.0017,no,no,no,440.25,1
no,59.99,244.65,-0.0008,no,no,no,440.25,1
no,59.99,244.65,-0.0009,no,no,no,440.25,1
no,30.99,211.47,-0.0083,no,no,no,459.35,2
no,34.93,341.49,-0.0026,no,no,no,459.35,1
no,34.93,341.49,-0.0026,no,no,no,459.35,1
no,45.39,287.07,-0.0028,no,no,yes,459.35,1
no,27.88,236.4,-0.0065,no,no,yes,459.35,1
no,33.93,216.3,-0.0065,no,no,yes,459.35,2
no,33.93,216.3,-0.0066,no,no,yes,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,104.8,247.15,-0.0025,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,-0.0003,no,no,no,459.35,1
no,59.99,244.65,-0.0032,no,no,yes,459.35,2
no,33.93,216.3,-0.0069,no,no,yes,459.35,1
no,33.93,216.3,-0.0064,no,no,yes,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.25,224.12,-0.0017,no,no,no,459.35,1
no,27.89,220.5,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.25,224.12,-0.0017,no,no,no,459.35,1
no,27.88,236.4,-0.004,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,1
no,44.53,244.26,0,no,no,no,459.35,1
no,44.53,244.26,-0.0003,no,no,no,459.35,1
no,72.75,259.02,-0.0012,no,no,no,459.35,1
no,13.86,239.3,0,no,no,no,459.35,2
no,12.27,244.99,-0.0012,no,no,no,459.35,1
no,12.27,244.99,-0.0029,no,no,no,459.35,1
no,27.89,220.5,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,1
no,27.25,224.12,-0.0028,no,no,no,459.35,2
no,26.37,236.52,0,no,no,no,459.35,1
no,14.18,239.92,-0.0023,no,no,no,459.35,1
no,31.24,268.62,-0.0045,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,1
no,31.24,268.62,-0.0045,no,no,no,459.35,2
no,30.99,211.47,-0.0077,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,2
no,64.03,188.71,-0.0001,no,no,no,459.35,1
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,104.8,247.15,-0.0024,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.25,224.12,-0.0027,no,no,no,459.35,1
no,27.89,220.5,0,no,no,no,459.35,2
no,27.89,220.5,0,no,no,no,459.35,2
no,27.25,224.12,-0.0026,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,1
no,13.86,239.3,0,no,no,no,459.35,1
no,33.93,216.3,-0.004,no,no,no,459.35,2
no,33.93,216.3,-0.004,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,31.24,268.62,-0.0043,no,no,no,459.35,2
no,31.24,268.62,-0.0041,no,no,no,459.35,2
no,64.03,188.71,0,no,no,no,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,2
no,34.93,341.49,-0.0026,no,no,no,459.35,1
no,34.93,341.49,-0.0027,no,no,no,459.35,1
no,112.14,265.65,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,33.93,216.3,-0.0041,no,no,no,459.35,2
no,33.93,216.3,-0.004,no,no,no,459.35,2
no,32.37,222.38,0,yes,no,no,425.7667,2
no,112.14,265.65,0,yes,no,no,425.7667,2
no,104.58,358.69,-0.0041,no,no,no,459.35,1
no,104.58,358.69,-0.0077,no,no,no,459.35,1
no,104.58,358.69,-0.0026,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,96.32,233.22,0,no,no,no,459.35,1
no,143.27,293.38,-0.0007,no,no,no,459.35,1
no,143.27,293.38,-0.0006,no,no,no,459.35,1
no,143.27,293.38,-0.0031,no,no,no,459.35,2
no,143.27,293.38,-0.0023,no,no,no,459.35,2
no,33.93,216.3,-0.0093,no,no,no,459.35,2
no,33.93,216.3,-0.0093,no,no,no,459.35,2
no,33.93,216.3,-0.2699,no,no,no,459.35,2
no,33.93,216.3,-0.0043,no,no,no,459.35,2
no,33.93,216.3,-0.0119,no,no,no,459.35,2
no,33.93,216.3,-0.0068,no,no,no,459.35,2
no,96.32,233.22,0,yes,no,no,350.7,1
no,96.32,233.22,0,yes,no,no,350.7,2
no,96.32,233.22,0,yes,no,no,350.7,1
no,96.32,233.22,0,yes,no,no,350.7,1
yes,143.27,293.38,-0.0037,yes,no,no,350.7,1
no,143.27,293.38,-0.0337,yes,no,no,350.7,2
no,143.27,293.38,-0.0253,yes,no,no,350.7,2
no,104.58,358.69,-0.0006,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,2
no,96.32,233.22,0,no,no,no,459.35,2
no,33.93,216.3,-0.0085,no,no,no,459.35,2
no,33.93,216.3,-0.0049,no,no,no,459.35,2
no,44.53,244.26,-0.0011,no,no,no,568,2
no,44.53,244.26,-0.002,no,no,no,568,1
no,44.53,244.26,0,no,no,no,568,2
no,44.53,244.26,0,no,no,no,568,2
no,96.11,189.33,-0.0004,no,no,no,568,2
no,96.11,189.33,-0.0018,no,no,no,568,1
no,96.11,189.33,-0.0005,no,no,no,568,1
no,96.11,189.33,0,no,no,no,568,1
no,96.11,189.33,-0.0032,no,no,no,568,2
no,96.11,189.33,-0.0045,no,no,no,568,1
no,96.11,189.33,-0.0005,no,no,no,568,1
no,96.11,189.33,0,no,no,no,568,1
no,104.8,247.15,-0.0006,no,no,no,440.25,1
no,104.8,247.15,-0.0006,no,no,no,440.25,1
no,112.14,265.65,0,no,no,no,440.25,1
no,112.14,265.65,0,no,no,no,440.25,1
no,112.14,265.65,0,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,1
no,44.53,244.26,0,no,no,no,440.25,1
no,96.38,194.24,0,no,no,yes,440.25,1
no,96.38,194.24,0,no,no,yes,440.25,2
no,96.38,194.24,0,no,no,yes,440.25,2
no,96.38,194.24,0,no,no,yes,440.25,1
no,96.38,194.24,0,no,no,yes,440.25,1
no,96.38,194.24,0,no,no,yes,440.25,2
no,44.53,244.26,-0.0009,no,no,yes,440.25,2
no,44.53,244.26,-0.0001,no,no,yes,440.25,1
no,44.53,244.26,0,no,no,yes,440.25,1
no,44.53,244.26,0,no,no,yes,440.25,1
no,44.53,244.26,0,no,no,yes,440.25,2
no,44.53,244.26,0,no,no,yes,440.25,2
no,44.53,244.26,0,no,no,yes,440.25,2
no,72.75,259.02,-0.0061,no,no,yes,440.25,2
no,72.75,259.02,-0.0067,no,no,yes,440.25,1
no,72.75,259.02,-0.0052,no,no,yes,440.25,1
no,112.14,265.65,-0.0002,no,no,yes,440.25,1
no,112.14,265.65,0,no,no,yes,440.25,2
no,112.14,265.65,0,no,no,yes,440.25,1
no,96.11,189.33,-0.0007,no,no,yes,440.25,1
no,96.11,189.33,-0.0005,no,no,yes,440.25,1
no,96.11,189.33,0,no,no,yes,440.25,1
no,96.11,189.33,0,no,no,yes,440.25,1
no,96.02,225.91,0,no,no,yes,440.25,1
no,96.02,225.91,0,no,no,yes,440.25,1
no,112.14,265.65,0,yes,no,no,425.7667,2
no,44.53,244.26,0,yes,no,no,425.7667,2
no,33.93,216.3,-0.0039,yes,no,yes,425.7667,2
no,33.93,216.3,-0.0039,yes,no,yes,425.7667,1
no,44.53,244.26,0,no,no,no,459.35,2
no,44.53,244.26,0,no,no,no,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,2
no,33.93,216.3,-0.0038,no,no,yes,459.35,2
no,13.86,239.3,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,32.37,222.38,0,no,no,yes,459.35,1
no,32.37,222.38,0,no,no,yes,459.35,1
no,33.93,216.3,-0.0029,no,no,yes,459.35,2
no,33.93,216.3,-0.0036,no,no,yes,459.35,2
no,33.93,216.3,-0.0036,no,no,yes,459.35,2
no,169.28,153.655,-0.248,no,no,no,350.7,2
no,169.28,170.425,-0.2348,no,no,no,350.7,2
no,169.28,170.425,-0.2565,no,no,no,350.7,2
no,169.28,165.17,-0.2734,no,no,no,350.7,2
no,169.28,134.23,-0.2016,no,no,no,350.7,2
no,169.28,154.02,-0.1839,no,no,no,350.7,2
no,169.28,154.02,-0.231,no,no,no,350.7,2
no,169.28,154.02,-0.2125,no,no,no,350.7,2
no,112.14,265.65,0,yes,no,no,425.7667,2
no,13.86,239.3,0,yes,no,no,425.7667,2
no,112.14,265.65,0,yes,no,no,425.7667,2
no,44.53,244.26,0,yes,no,no,425.7667,1
no,32.37,222.38,0,yes,no,yes,425.7667,1
no,33.93,216.3,-0.0021,yes,no,yes,425.7667,1
no,33.93,216.3,-0.005,yes,no,yes,425.7667,1
no,33.93,216.3,-0.0033,yes,no,yes,425.7667,2
no,32.37,222.38,0,yes,no,yes,425.7667,1
no,33.93,216.3,-0.0234,yes,no,yes,425.7667,2
no,44.53,244.26,0,yes,no,no,425.7667,1
no,112.14,265.65,0,yes,no,no,425.7667,2
no,169.28,144.48,-0.0839,no,no,yes,350.7,2
no,169.28,148.135,-0.0764,no,no,yes,350.7,2
no,169.28,160.655,-0.0757,no,no,yes,350.7,2
no,33.93,216.3,-0.0012,yes,no,yes,425.7667,1
no,33.93,216.3,-0.002,yes,no,yes,425.7667,1
no,169.28,133.215,-0.1537,no,no,no,350.7,2
no,169.28,154.02,-0.1636,no,no,no,350.7,2
no,169.28,142.715,-0.1433,no,no,no,350.7,2
no,169.28,166.08,-0.2347,no,no,no,350.7,2
no,196.69,187.52,-0.1345,no,no,no,350.7,2
no,96.36,307.78,0,no,no,no,459.35,1
no,96.36,307.78,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,1
no,96.36,307.78,0,no,no,no,459.35,1
no,96.36,307.78,0,no,no,no,459.35,1
no,27.56,236.73,-0.0015,no,no,no,459.35,1
no,27.56,236.73,-0.0105,no,no,no,459.35,1
no,27.56,236.73,-0.005,no,no,no,459.35,1
no,27.56,236.73,-0.0022,no,no,yes,459.35,2
no,96.36,307.78,0,no,no,yes,459.35,1
no,96.36,307.78,0,no,no,yes,459.35,1
no,96.36,307.78,0,no,no,yes,459.35,1
no,96.36,307.78,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,2
no,96.36,307.78,0,no,no,no,459.35,2
no,36.59,193.85,-0.0014,no,no,no,459.35,2
no,36.59,193.85,-0.0005,no,no,no,459.35,2
no,36.59,193.85,-0.0005,no,no,no,459.35,2
no,36.59,193.85,-0.0001,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,1
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
no,104.58,358.69,-0.0118,no,no,no,459.35,2
no,104.58,358.69,-0.0117,no,no,no,459.35,1
no,104.58,358.69,-0.0035,no,no,no,459.35,1
no,104.58,358.69,-0.0113,no,no,no,459.35,1
no,104.58,358.69,-0.0113,no,no,no,459.35,1
no,104.58,358.69,-0.0033,no,no,no,459.35,1
no,33.93,216.3,-0.0792,no,no,no,459.35,1
no,33.93,216.3,-0.0263,no,no,no,459.35,1
no,33.93,216.3,-0.0243,no,no,no,459.35,2
no,33.93,216.3,-0.0079,no,no,no,459.35,1
no,196.69,120.355,-0.0477,no,no,yes,350.7,1
no,169.28,144.48,-0.0718,no,no,yes,350.7,1
no,169.28,185.415,-0.0496,no,no,yes,350.7,1
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,0,no,no,no,459.35,2
no,33.93,216.3,-0.0096,yes,no,yes,425.7667,2
no,59.99,244.65,-0.0031,yes,no,yes,425.7667,1
no,59.99,244.65,-0.0035,yes,no,yes,425.7667,2
no,196.69,164.125,-0.0079,no,no,yes,350.7,2
no,196.69,162.025,-0.0079,no,no,yes,350.7,2
no,196.69,165.065,-0.008,no,no,yes,350.7,2
no,196.69,197.41,-0.0074,no,no,yes,350.7,1
no,196.69,186.7,-0.2679,no,no,no,350.7,1
no,196.69,222.435,-0.2602,no,no,no,350.7,1
no,196.69,222.435,-0.2615,no,no,no,350.7,1
no,196.69,148.54,-0.2598,no,no,no,350.7,1
no,196.69,150.995,-0.2767,no,no,no,350.7,1
no,196.69,166.83,-0.2881,no,no,no,350.7,1
no,112.14,265.65,0,no,no,no,459.35,2
no,112.14,265.65,-0.0001,no,no,no,459.35,2
no,112.14,265.65,-0.0002,no,no,no,459.35,1
no,169.28,126.19,-0.1277,no,no,no,350.7,2
no,169.28,128.645,-0.1272,no,no,no,350.7,2
no,169.28,155.1,-0.1449,no,no,no,350.7,2
no,169.28,196.915,-0.1355,no,no,no,350.7,1
no,169.28,232.24,-0.1583,no,no,no,350.7,2
no,169.28,154.02,-0.1353,no,no,no,350.7,2
no,169.28,154.02,-0.0667,no,no,no,350.7,2
no,13.86,239.3,0,yes,no,no,354.65,1
no,13.86,239.3,0,yes,no,yes,354.65,2
no,33.93,216.3,-0.0044,yes,no,yes,354.65,2
no,112.14,265.65,0,yes,no,no,354.65,1
no,59.99,244.65,-0.003,yes,no,yes,354.65,2
no,31.24,268.62,-0.0045,yes,no,no,354.65,1
no,64.03,188.71,0,yes,no,no,354.65,2
no,27.89,220.5,0,yes,no,no,354.65,1
no,33.93,216.3,-0.0029,yes,no,no,354.65,1
no,41.81,203.38,0,yes,no,no,354.65,1
no,27.56,236.73,-0.0021,yes,no,no,354.65,1
no,169.28,144.48,-0.1413,no,no,no,350.7,2
no,169.28,128.645,-0.1665,no,no,no,350.7,2
no,169.28,155.1,-0.1628,no,no,no,350.7,2
no,169.28,196.915,-0.1434,no,no,no,350.7,1
no,27.89,220.5,0,yes,no,yes,354.65,1
no,33.93,216.3,-0.0044,yes,no,yes,354.65,1
no,33.93,216.3,-0.0041,yes,no,yes,354.65,1
no,44.53,244.26,0,yes,no,no,354.65,2
no,13.86,239.3,0,yes,no,no,354.65,1
no,64.03,188.71,0,yes,no,no,354.65,1
no,27.89,220.5,0,yes,no,no,354.65,2
no,33.93,216.3,-0.0029,yes,no,no,354.65,2
no,27.56,236.73,-0.0024,yes,no,no,354.65,2
no,41.81,203.38,0,yes,no,no,354.65,2
no,33.93,216.3,-0.0022,yes,no,no,354.65,2
no,13.86,239.3,0,yes,no,no,354.65,2
no,196.69,148.54,-0.1292,no,no,no,350.7,2
no,169.28,160.655,-0.1376,no,no,no,350.7,1
no,169.28,196.915,-0.1298,no,no,no,350.7,1
no,169.28,236.79,-0.1509,no,no,no,350.7,2
no,196.69,188.185,-0.1272,no,no,no,350.7,2
no,196.69,148.23,-0.1536,no,no,no,350.7,1
no,196.69,222.435,-0.4666,no,no,no,350.7,1
no,196.69,148.54,-0.6615,no,no,no,350.7,1
no,196.69,150.995,-0.5258,no,no,no,350.7,1
no,196.69,170.485,-0.5849,no,no,no,350.7,1
no,196.69,183.005,-0.6385,no,no,no,350.7,1
no,33.93,216.3,-0.0029,yes,no,no,354.65,1
no,27.56,236.73,-0.0027,yes,no,no,354.65,1
no,41.81,203.38,0,yes,no,no,354.65,1
no,33.93,216.3,-0.0031,yes,no,no,354.65,1
no,13.86,239.3,0,yes,no,no,354.65,1
no,196.69,148.54,-0.1084,no,no,no,350.7,2
no,196.69,166.83,-0.1127,no,no,no,350.7,1
no,196.69,150.995,-0.1229,no,no,no,350.7,1
no,196.69,186.7,-0.1125,no,no,no,350.7,1
no,196.69,222.435,-0.1085,no,no,no,350.7,1
no,196.69,262.175,-0.1075,no,no,no,350.7,1
no,196.69,148.54,-0.1318,no,no,no,350.7,2
no,196.69,166.83,-0.1722,no,no,no,350.7,1
no,196.69,170.485,-0.1455,no,no,no,350.7,1
no,196.69,186.7,-0.1334,no,no,no,350.7,1
no,196.69,222.435,-0.1343,no,no,no,350.7,1
no,196.69,262.175,-0.1386,no,no,no,350.7,1
no,196.69,187.52,-0.6297,no,no,no,350.7,1
no,196.69,187.52,-0.6297,no,no,no,350.7,1
no,169.28,166.08,-0.3022,no,no,no,350.7,1
no,169.28,166.08,-0.3221,no,no,no,350.7,1
no,169.28,166.08,-0.3132,no,no,no,350.7,1
no,196.69,155.565,-0.1613,no,no,no,350.7,2
no,196.69,155.565,-0.1882,no,no,no,350.7,2
no,169.28,134.23,-0.2021,no,no,no,350.7,2
no,169.28,134.23,-0.2031,no,no,no,350.7,1
no,169.28,134.23,-0.1964,no,no,no,350.7,2
no,13.86,239.3,0,yes,no,no,354.65,1
no,31.24,268.62,-0.0043,yes,no,no,354.65,1
no,44.53,244.26,0,yes,no,no,354.65,1
no,33.93,216.3,-0.0052,yes,no,yes,354.65,1
no,27.89,220.5,0,yes,no,yes,354.65,1
no,27.89,220.5,0,yes,no,no,354.65,1
no,33.93,216.3,-0.0044,yes,no,no,354.65,1
no,91.02,185.23,0,no,no,no,350.7,2
yes,91.02,185.23,0,no,no,no,350.7,1
no,91.02,185.23,0,no,no,no,350.7,2
yes,91.02,185.23,0,no,no,no,350.7,1
no,91.02,185.23,0,no,no,no,350.7,2
no,91.02,185.23,0,no,no,no,350.7,2
no,91.02,185.23,-0.0011,no,no,no,350.7,2
no,91.02,185.23,-0.0005,no,no,no,350.7,2
no,12.27,244.99,-0.0244,no,no,no,350.7,2
yes,12.27,244.99,-0.003,no,no,no,350.7,2
yes,12.27,244.99,-0.0035,no,no,no,350.7,2
yes,44.53,244.26,0,no,no,no,350.7,2
yes,44.53,244.26,0,no,no,no,350.7,1
no,44.53,244.26,0,no,no,no,350.7,2
yes,44.53,244.26,0,no,no,no,350.7,2
no,44.53,244.26,-0.0004,no,no,no,350.7,2
yes,44.53,244.26,0,no,no,no,350.7,1
yes,44.53,244.26,0,no,no,no,350.7,1
yes,44.53,244.26,0,no,no,no,350.7,2
no,44.53,244.26,0,no,no,no,350.7,2
yes,44.53,244.26,0,no,no,no,350.7,1
yes,44.53,244.26,0,no,no,no,350.7,1
no,44.53,244.26,-0.0021,no,no,no,350.7,2
no,44.53,244.26,-0.0012,no,no,no,350.7,2
no,44.53,244.26,-0.0015,no,no,no,350.7,2
no,12.27,244.99,-0.0125,no,no,no,350.7,2
no,12.27,244.99,-0.0132,no,no,no,350.7,2
no,12.27,244.99,-0.0112,no,no,no,350.7,2
no,12.27,244.99,-0.0098,no,no,no,350.7,2
no,91.02,185.23,0,no,no,no,350.7,1
no,91.02,185.23,0,no,no,no,350.7,1
yes,91.02,185.23,0,no,no,no,350.7,1
no,91.02,185.23,0,no,no,no,350.7,1
no,91.02,185.23,0,no,no,no,350.7,1
no,91.02,185.23,0,no,no,no,350.7,1
yes,91.02,185.23,0,no,no,no,350.7,1
no,91.02,185.23,0,no,no,no,350.7,1
no,53.16,387.75,0,no,no,no,459.35,2
no,77.71,236.09,0,no,no,no,459.35,2
no,53.79,279.91,0,no,no,no,459.35,1
no,16.69,286.5,0,no,no,no,459.35,2
no,41.83,312.92,0,no,no,no,459.35,2
no,13.25,282.15,0,no,no,no,459.35,2
no,91.62,229.07,-0.0001,no,no,no,459.35,1
no,56.47,239.55,0,no,no,no,459.35,2
no,38.82,232.71,0,no,no,no,459.35,2
no,65.31,254.07,0,no,no,no,459.35,2
no,103.38,179.46,-0.0087,no,no,no,459.35,1
no,25.81,257.58,0,no,no,no,459.35,1
no,58.45,182.03,0,no,no,no,459.35,2
no,59.09,189.64,0,no,no,no,459.35,2
no,28.75,305.05,0,no,no,no,459.35,2
no,32.22,217.46,0,no,no,no,459.35,2
no,63.18,256.5,0,no,no,no,459.35,2
no,66.02,271.38,0,no,no,no,459.35,2
no,59.08,244.92,0,no,no,no,350.7,2
no,53.16,387.75,0,no,no,no,350.7,2
no,77.71,236.09,0,no,no,no,350.7,2
no,16.69,286.5,0,no,no,no,350.7,2
no,41.83,312.92,0,no,no,no,350.7,2
no,13.25,282.15,0,no,no,no,350.7,2
no,65.16,338.29,0,no,no,no,350.7,2
no,56.47,239.55,0,no,no,no,350.7,2
no,38.82,232.71,0,no,no,no,350.7,2
no,65.31,254.07,0,no,no,no,350.7,2
no,103.38,179.46,-0.0081,no,no,no,350.7,2
no,71.15,221.8,0,no,no,no,350.7,2
no,25.81,257.58,0,no,no,no,350.7,2
no,59.09,189.64,0,no,no,no,350.7,2
no,28.75,305.05,0,no,no,no,350.7,2
no,53.58,252.84,0,no,no,no,350.7,2
no,66.02,271.38,0,no,no,no,350.7,2
no,17.39,318.43,0,no,no,no,350.7,2
no,70.38,216.41,0,no,no,no,350.7,2
no,44.53,239.98,0,no,no,no,350.7,2
no,45.42,244.26,0,no,no,no,350.7,2
no,53.96,267.08,0,no,no,no,350.7,2
no,53.58,252.84,0,no,no,no,350.7,2
no,56.47,239.55,0,no,no,no,350.7,2
no,38.87,211.84,0,no,no,no,350.7,2
no,59.9,194.86,0,no,no,no,350.7,2
no,54.78,262.06,0,no,no,no,350.7,2
no,26.01,289.26,0,no,no,no,350.7,2
no,53.16,387.75,0,no,no,no,350.7,2
no,91.62,229.07,-0.0002,no,no,no,350.7,2
no,65.31,254.07,0,no,no,no,350.7,2
no,66.02,271.38,0,no,no,no,350.7,2
no,70.38,216.41,0,no,no,no,459.35,2
no,17.39,318.43,0,no,no,no,459.35,2
no,59.09,189.64,0,no,no,no,459.35,2
no,66.02,271.38,0,no,no,no,459.35,1
no,65.31,254.07,0,no,no,no,459.35,2
no,63.18,256.5,0,no,no,no,459.35,1
no,45.42,244.26,0,no,no,no,459.35,1
no,60.88,206.97,0,no,no,no,459.35,2
no,56.47,239.55,0,no,no,no,459.35,2
no,53.96,267.08,0,no,no,no,459.35,2
no,26.01,289.26,0,no,no,no,459.35,2
no,44.53,239.98,0,no,no,no,459.35,2
no,45.48,315.9,0,no,no,no,459.35,1
no,53.58,252.84,0,no,no,no,459.35,2
no,25.81,257.58,0,no,no,no,459.35,2
no,32.22,217.46,0,no,no,no,459.35,2
no,11.27,232.14,-0.003,no,no,no,459.35,2
no,59.9,194.86,0,no,no,no,459.35,2
no,54.78,262.06,0,no,no,no,459.35,2
no,64.12,189.85,0,no,no,no,459.35,1
no,41.83,312.92,0,no,no,no,350.7,2
no,65.16,338.29,0,no,no,no,350.7,2
no,17.39,318.43,0,no,no,no,350.7,2
no,53.79,279.91,0,no,no,no,350.7,2
no,17.39,318.43,0,no,no,no,350.7,2
no,91.62,229.07,-0.0003,no,no,no,350.7,1
no,56.47,239.55,0,no,no,no,350.7,2
no,38.82,232.71,0,no,no,no,350.7,2
no,38.8,320.33,0,no,no,no,350.7,2
no,59.08,244.92,0,no,no,no,459.35,1
no,77.71,236.09,0,no,no,no,459.35,1
no,17.39,318.43,0,no,no,no,459.35,2
no,91.62,229.07,-0.0001,no,no,no,459.35,2
no,56.47,239.55,0,no,no,no,459.35,2
no,38.82,232.71,0,no,no,no,459.35,2
no,71.15,221.8,0,no,no,no,459.35,2
no,53.16,387.75,0,no,no,no,459.35,2
no,59.08,244.92,0,no,no,no,350.7,2
no,59.08,244.92,0,no,no,no,350.7,2
no,65.16,338.29,0,no,no,no,350.7,2
no,65.16,338.29,0,no,no,no,350.7,2
no,71.15,221.8,0,no,no,no,350.7,2
no,71.15,221.8,0,no,no,no,350.7,2
no,17.39,318.43,0,no,no,no,350.7,2
no,70.38,216.41,0,no,no,no,350.7,2
no,31.07,267.35,0,no,no,no,350.7,2
no,59.09,189.64,0,no,no,no,350.7,2
no,66.02,271.38,0,no,no,no,350.7,2
no,63.18,256.5,0,no,no,no,350.7,2
no,17.39,318.43,0,no,no,no,350.7,2
no,53.96,267.08,0,no,no,no,350.7,2
no,56.47,239.55,0,no,no,no,350.7,2
no,53.58,252.84,0,no,no,no,350.7,2
no,28.75,305.05,0,no,no,no,350.7,2
no,59.9,194.86,0,no,no,no,350.7,2
no,64.12,189.85,0,no,no,no,350.7,2
no,44.53,239.98,0,no,no,no,350.7,2
no,60.88,206.97,0,no,no,no,350.7,2
no,11.27,232.14,-0.009,no,no,no,350.7,2
no,53.58,252.84,0,no,no,no,350.7,2
no,54.78,262.06,0,no,no,no,350.7,2
no,58.26,200.73,0,no,no,no,350.7,2
no,45.48,315.9,0,no,no,no,350.7,2
no,96.38,194.24,0,no,no,no,459.35,2
no,96.38,194.24,0,no,no,no,459.35,2
