@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R4-5,7,10,13,15-16,20,25,27,33-35,44,49,71,100,170,174,180,185,188,228,239,258,261,274'

@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute orgavgpolMax numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionareaMax numeric
@attribute orgminimalprojectionradiusMax numeric
@attribute orgvanderwaalsMax numeric
@attribute orgASA_PMax numeric
@attribute orghbdamsaccMax numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgminimalprojectionareaMin numeric
@attribute orgminimalprojectionradiusMin numeric
@attribute orgASA_PMin numeric
@attribute orgrefractivityArithAvg numeric
@attribute orgmaximalprojectionsizeGeomAvg numeric
@attribute oxlikeASA_HMax numeric
@attribute Te {yes,no}
@attribute F {yes,no}
@attribute S {yes,no}
@attribute Cl {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute EAMean numeric
@attribute PaulingElectronegMinWeighted numeric
@attribute AtomicRadiusMinWeighted numeric
@attribute outcome {1,2}

@data
1,no,1,14.02,4.69,26.44,3.33,275.81,13.86,0,5.25,26.44,3.33,13.86,36.04,5.25,-1,no,no,no,no,no,2.55,122.8,0.0016,0.1706,2
1,no,1,9.73,4.05,20.35,3.12,273.23,59.99,1.03,5.18,20.35,3.12,59.99,26.34,5.18,-1,no,no,no,no,no,2.55,122.8,0.0017,0.1805,1
1,no,1,11.87,4.38,22.58,3.38,310.74,45.39,0.99,4.65,22.58,3.38,45.39,30.93,4.65,-1,no,no,no,no,no,2.55,122.8,0.0017,0.1797,2
1,no,1,11.97,4.12,25.5,3.41,238.74,27.89,0,5.92,25.5,3.41,27.89,30.74,5.92,-1,no,no,no,no,no,2.55,122.8,0.0019,0.1982,2
1,no,1,11.97,4.12,25.5,3.41,238.74,27.89,0,5.92,25.5,3.41,27.89,30.74,5.92,-1,no,no,no,no,no,2.55,122.8,0.0016,0.17,2
1,no,1,11.97,4.12,25.5,3.41,238.74,27.89,0,5.92,25.5,3.41,27.89,30.74,5.92,-1,no,no,no,no,no,2.55,122.8,0.0016,0.17,2
2,no,1,11.97,4.12,25.5,3.41,238.74,27.89,0,5.92,25.5,3.41,27.89,30.74,5.92,-1,no,no,no,no,no,2.55,122.8,0.0017,0.1791,2
2,no,1,11.97,4.12,25.5,3.41,238.74,27.89,0,5.92,25.5,3.41,27.89,30.74,5.92,-1,no,no,no,no,no,2.55,122.8,0.0017,0.1773,2
2,no,1,11.97,4.12,25.5,3.41,238.74,27.89,0,5.92,25.5,3.41,27.89,30.74,5.92,-1,no,no,no,no,no,2.55,122.8,0.0016,0.168,2
1,no,1,11.97,4.12,25.5,3.41,238.74,27.89,0,5.92,25.5,3.41,27.89,30.74,5.92,-1,no,no,no,no,no,2.55,122.8,0.0017,0.1736,2
9,no,2,9.06,4.58,19.58,2.88,237.57,96.38,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0643,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0012,0.0702,2
9,no,2,9.06,4.58,19.58,2.88,237.57,96.38,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0647,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0623,2
9,no,1,17.26,6.89,21.58,3.07,365.55,96.34,0.01,5.91,21.58,3.07,96.34,41.18,5.91,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1528,2
8,no,1,17.26,6.89,21.58,3.07,365.55,96.34,0,5.91,21.58,3.07,96.34,41.18,5.91,-1,yes,no,no,no,no,2.1,120.4,0.0026,0.1531,2
8,no,1,19.35,7.56,25.84,3.37,397.7,96.36,0,5.14,25.84,3.37,96.36,45.78,5.14,-1,yes,no,no,no,no,2.1,120.4,0.002,0.154,2
8,no,1,19.35,7.56,25.84,3.37,397.7,96.36,0,5.14,25.84,3.37,96.36,45.78,5.14,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0765,2
8,no,1,14.02,4.69,26.44,3.33,289.27,12.27,1.01,5.25,26.44,3.33,12.27,36.04,5.25,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1535,2
8,no,1,14.02,4.69,26.44,3.33,289.27,12.27,1.01,5.25,26.44,3.33,12.27,36.04,5.25,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0768,2
8,no,1,11.97,4.12,25.5,3.41,253.52,27.25,0.99,5.92,25.5,3.41,27.25,30.74,5.92,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0768,1
8,no,1,11.97,4.12,25.5,3.41,253.52,27.25,0.99,5.92,25.5,3.41,27.25,30.74,5.92,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1535,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1529,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0762,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.001,0.1067,2
8,no,1,12.65,3.56,27.24,3.36,219.31,13.98,0.98,6.62,27.24,3.36,13.98,34.07,6.62,-1,yes,no,no,no,no,2.1,120.4,0.0026,0.1538,2
8,no,1,12.65,3.56,27.24,3.36,219.31,13.98,0.98,6.62,27.24,3.36,13.98,34.07,6.62,-1,yes,no,no,no,no,2.1,120.4,0.001,0.1049,2
8,no,1,9.88,3.6,23.12,3.57,218.32,30.88,0.99,5.56,23.12,3.57,30.88,25.45,5.56,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.1541,2
8,no,1,9.88,3.6,23.12,3.57,218.32,30.88,0.99,5.56,23.12,3.57,30.88,25.45,5.56,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0775,2
8,no,1,9.88,3.6,23.12,3.57,218.32,30.88,0.99,5.56,23.12,3.57,30.88,25.45,5.56,-1,yes,no,no,no,no,2.1,120.4,0.001,0.1056,2
8,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,yes,no,no,yes,no,2.1,120.4,0.0021,0.1562,1
8,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,yes,no,no,yes,no,2.1,120.4,0.0013,0.0757,2
8,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,yes,no,no,yes,no,2.1,120.4,0.001,0.1077,2
8,no,1,9.72,4.46,20.63,2.99,283.03,19.05,0,5,20.63,2.99,19.05,24.19,5,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0757,2
8,no,1,33.62,6.9,63.98,6.5,592.69,0,0,8.61,63.98,6.5,0,91.4,8.61,-1,yes,no,no,no,no,2.1,120.4,0.002,0.152,2
8,no,1,33.62,6.9,63.98,6.5,592.69,0,0,8.61,63.98,6.5,0,91.4,8.61,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0765,2
8,no,1,13.71,4.15,28.69,3.72,230.84,40.31,0.31,5.54,28.69,3.72,40.31,33.95,5.54,-1,yes,no,no,no,no,2.1,120.4,0.002,0.152,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.001,0.1059,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0755,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0012,0.0775,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0006,0.0665,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0457,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0016,0.122,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0617,1
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0018,0.1383,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0026,0.1528,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0006,0.0631,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0459,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0006,0.0461,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0619,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0847,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0014,0.1017,2
8,?,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.076,1
8,?,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0771,1
8,?,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0758,1
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0778,1
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0762,1
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0026,0.1531,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0766,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0007,0.0756,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0012,0.0676,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0847,2
8,no,1,13.88,4.66,25.55,3.42,273.45,23.05,0.98,5.52,25.55,3.42,23.05,34.29,5.52,-1,yes,no,no,no,no,2.1,120.4,0.0003,0.0334,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0671,2
8,no,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0012,0.0677,2
8,no,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0012,0.0684,2
8,?,1,14.02,4.69,26.44,3.33,289.27,12.27,1.01,5.25,26.44,3.33,12.27,36.04,5.25,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0673,2
8,?,1,11.87,4.38,22.58,3.38,324.05,27.88,2,4.65,22.58,3.38,27.88,30.93,4.65,-1,yes,no,no,no,no,2.1,120.4,0.0012,0.0677,2
8,?,1,11.87,4.38,22.58,3.38,324.05,27.88,2,4.65,22.58,3.38,27.88,30.93,4.65,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0759,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0012,0.0685,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0757,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0759,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1315,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.001,0.1074,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0466,1
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.001,0.0769,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.001,0.1057,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.076,2
8,?,1,11.86,4.18,25.13,3.43,245.47,28.21,0.98,5.54,25.13,3.43,28.21,29.87,5.54,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0455,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0015,0.088,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0017,0.1001,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0018,0.106,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0022,0.1273,2
5,no,2,9.06,4.58,19.58,2.88,237.57,96.38,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,no,no,no,no,no,1.63,50.6,0.0026,0.27,2
5,no,2,9.06,4.58,19.58,2.88,237.57,96.38,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,no,no,no,no,no,1.63,50.6,0.0025,0.267,2
5,no,2,9.06,4.58,19.58,2.88,237.57,96.38,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,no,no,no,no,no,1.63,50.6,0.0026,0.2683,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0616,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0475,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0649,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0013,0.0783,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0483,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0017,0.1004,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0016,0.0941,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0018,0.105,2
10,no,2,9.06,4.58,19.58,2.88,242.06,60.56,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0018,0.1043,2
7,no,2,13.96,4.79,26.99,3.48,276.16,46.13,2,4.91,14.99,2.42,14.18,24.25,5.1587,-1,yes,no,no,no,no,2.1,120.4,0.0007,0.0389,2
7,no,2,13.96,4.79,26.99,3.48,276.16,46.13,2,4.91,14.99,2.42,14.18,24.25,5.1587,-1,yes,no,no,no,no,2.1,120.4,0.0008,0.0493,2
8,no,1,12.65,3.56,27.24,3.36,219.31,13.98,0.98,6.62,27.24,3.36,13.98,34.07,6.62,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2241,2
11,no,1,9.06,4.58,19.58,2.88,247.46,25.06,1.21,5.17,19.58,2.88,25.06,22.73,5.17,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.222,2
9,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0022,0.2299,2
9,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2205,2
12,no,1,17.76,5.4,37.19,4.81,353.19,37.25,3.92,5.73,37.19,4.81,37.25,43.84,5.73,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2216,2
12,no,1,17.76,5.4,37.19,4.81,353.19,37.25,3.92,5.73,37.19,4.81,37.25,43.84,5.73,-1,yes,no,no,no,no,2.1,120.4,0.0022,0.2265,2
10,no,1,9.88,3.6,23.12,3.57,234.26,19.12,1.22,5.56,23.12,3.57,19.12,25.45,5.56,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2207,2
9,no,2,7.08,3.87,17.02,2.6,227.47,61.92,2,4.91,14.99,2.42,46.13,15.44,5.1013,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0641,2
9,no,2,12.65,3.56,27.24,3.36,227.47,46.13,2,4.91,14.99,2.42,13.98,23.54,5.7012,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0636,2
9,no,2,9.06,4.58,19.58,2.88,237.57,96.38,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0643,2
9,no,2,9.06,4.58,19.58,2.88,237.57,96.38,2,4.91,14.99,2.42,46.13,17.87,5.0383,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0636,2
9,no,2,9.73,4.05,20.35,3.12,281.27,46.13,2,4.91,14.99,2.42,33.93,19.675,5.0432,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0624,2
9,no,2,9.73,4.05,20.35,3.12,281.27,46.13,2,4.91,14.99,2.42,33.93,19.675,5.0432,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0628,2
9,no,2,9.73,4.05,20.35,3.12,281.27,46.13,2,4.91,14.99,2.42,33.93,19.675,5.0432,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.063,2
12,no,1,9.06,4.58,19.58,2.88,247.46,25.06,1.77,5.17,19.58,2.88,25.06,22.73,5.17,-1,yes,no,no,no,no,2.1,120.4,0.0033,0.249,2
4,no,1,12.56,5.74,21.83,2.92,282.76,112.14,0,5.4,21.83,2.92,112.14,30.59,5.4,-1,yes,no,no,no,no,2.1,120.4,0.0032,0.2461,2
11,no,1,12.56,5.74,21.83,2.92,308.34,33.96,2.49,5.4,21.83,2.92,33.96,30.59,5.4,-1,yes,no,no,no,no,2.1,120.4,0.0032,0.2474,1
8,no,1,12.56,5.74,21.83,2.92,299.78,104.8,0.99,5.4,21.83,2.92,104.8,30.59,5.4,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1465,2
8,no,1,17.76,5.4,37.19,4.81,346.48,143.27,1.01,5.73,37.19,4.81,143.27,43.84,5.73,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1471,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.149,2
8,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0.02,5.17,19.58,2.88,96.38,22.73,5.17,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.1484,2
6,no,1,15.18,6.31,20.41,2.94,333.62,96.39,0,6.57,20.41,2.94,96.39,36.58,6.57,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1466,2
8,no,1,15.1,5.7,23.97,3.3,365.19,24.54,0.75,5.62,23.97,3.3,24.54,37.46,5.62,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.1523,1
8,no,1,14.87,5.19,28.56,3.83,352.79,14.69,0.98,5.88,28.56,3.83,14.69,38.01,5.88,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.1465,2
8,no,1,14.26,3.57,31.69,3.55,219.39,18.92,3.93,7.03,31.69,3.55,18.92,37,7.03,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.1474,2
8,no,1,18.04,6.48,28.27,3.44,383.42,111.5,1.62,5.93,28.27,3.44,111.5,43.32,5.93,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1496,2
8,no,1,12.65,3.56,27.24,3.36,219.31,13.98,0.98,6.62,27.24,3.36,13.98,34.07,6.62,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.1463,1
8,no,1,13.71,4.15,28.69,3.72,230.84,40.31,0.31,5.54,28.69,3.72,40.31,33.95,5.54,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1446,2
8,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.98,5.42,26.99,3.48,14.18,35.49,5.42,-1,yes,no,no,no,no,2.1,120.4,0.002,0.1482,2
8,no,1,11.87,4.38,22.58,3.38,324.05,27.88,2,4.65,22.58,3.38,27.88,30.93,4.65,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.1465,1
8,no,1,24.87,7.85,36.87,3.76,416.89,102.72,1.22,7.39,36.87,3.76,102.72,61.67,7.39,-1,yes,no,no,no,no,2.1,120.4,0.0019,0.146,2
10,no,1,7.08,3.87,17.02,2.6,219.88,27.06,1.16,5.3,17.02,2.6,27.06,17.87,5.3,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2226,2
10,no,1,7.08,3.87,17.02,2.6,219.88,27.06,1.16,5.3,17.02,2.6,27.06,17.87,5.3,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2203,2
10,no,1,9.06,4.58,19.58,2.88,242.06,60.56,0.69,5.17,19.58,2.88,60.56,22.73,5.17,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2214,1
10,no,1,9.06,4.58,19.58,2.88,242.06,60.56,0.69,5.17,19.58,2.88,60.56,22.73,5.17,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2212,1
10,no,1,9.06,4.58,19.58,2.88,242.06,60.56,0.69,5.17,19.58,2.88,60.56,22.73,5.17,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2214,1
11,no,1,17.76,5.4,37.19,4.81,353.19,37.25,3.41,5.73,37.19,4.81,37.25,43.84,5.73,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2209,1
11,no,1,17.76,5.4,37.19,4.81,353.19,37.25,3.41,5.73,37.19,4.81,37.25,43.84,5.73,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2202,1
9,no,1,11.97,4.12,25.5,3.41,253.52,27.25,1.03,5.92,25.5,3.41,27.25,30.74,5.92,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.2207,2
9,no,1,11.97,4.12,25.5,3.41,253.52,27.25,1.03,5.92,25.5,3.41,27.25,30.74,5.92,-1,yes,no,no,no,no,2.1,120.4,0.0021,0.222,2
11,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,yes,no,no,yes,no,2.1,120.4,0.0021,0.223,2
12,no,2,16.42,6.48,25.35,3.21,399.95,46.13,2,4.91,14.99,2.42,0,25.81,5.4458,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0639,1
3,no,2,16.42,6.48,25.35,3.21,399.95,46.13,2,4.91,14.99,2.42,0,25.81,5.4458,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0628,1
8,no,2,11.97,4.12,25.5,3.41,253.52,46.13,2,4.91,14.99,2.42,27.25,21.875,5.3914,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0641,1
10,no,2,11.97,4.12,25.5,3.41,267.7,46.13,2,4.91,14.99,2.42,14.86,21.875,5.3914,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0632,1
4,no,2,11.97,4.12,25.5,3.41,238.74,46.13,2,4.91,14.99,2.42,27.89,21.875,5.3914,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0647,1
9,no,2,14.87,5.19,28.56,3.83,352.79,46.13,2,4.91,14.99,2.42,14.69,25.51,5.3732,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0649,1
10,no,2,14.87,5.19,28.56,3.83,365.83,46.13,2,4.91,14.99,2.42,12.91,25.51,5.3732,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0624,1
3,no,2,14.87,5.19,28.56,3.83,340.09,46.13,2,4.91,14.99,2.42,16.6,25.51,5.3732,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.065,1
10,no,2,13.96,4.79,26.99,3.48,293.95,46.13,2,4.91,14.99,2.42,13.37,24.25,5.1587,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0642,1
7,no,2,13.96,4.79,26.99,3.48,276.16,46.13,2,4.91,14.99,2.42,14.18,24.25,5.1587,-1,yes,no,no,no,no,2.1,120.4,0.0011,0.0643,1
