@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R4-5,7,10,13,15-16,20,25,27,33-35,44,49,71,100,170,174,180,185,188,228,239,258,261,274'

@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute orgavgpolMax numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionareaMax numeric
@attribute orgminimalprojectionradiusMax numeric
@attribute orgvanderwaalsMax numeric
@attribute orgASA_PMax numeric
@attribute orghbdamsaccMax numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgminimalprojectionareaMin numeric
@attribute orgminimalprojectionradiusMin numeric
@attribute orgASA_PMin numeric
@attribute orgrefractivityArithAvg numeric
@attribute orgmaximalprojectionsizeGeomAvg numeric
@attribute oxlikeASA_HMax numeric
@attribute Te {yes,no}
@attribute F {yes,no}
@attribute S {yes,no}
@attribute Cl {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute EAMean numeric
@attribute PaulingElectronegMinWeighted numeric
@attribute AtomicRadiusMinWeighted numeric
@attribute outcome {1,2}

@data
5,no,1,15.18,6.31,20.41,2.94,333.62,96.39,0,6.57,20.41,2.94,96.39,36.58,6.57,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1172,2
5,no,1,15.85,5.29,24,3.39,310.93,90.84,0,5.55,24,3.39,90.84,43,5.55,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1139,2
5,no,1,15.85,5.29,24,3.39,310.93,90.84,0,5.55,24,3.39,90.84,43,5.55,-1,no,no,no,no,no,2.16,71.9,0.0052,0.4541,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1133,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1104,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.002,0.1786,2
5,no,1,15.85,5.29,24,3.39,310.93,90.84,0,5.55,24,3.39,90.84,43,5.55,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1113,2
5,no,1,15.85,5.29,24,3.39,310.93,90.84,0,5.55,24,3.39,90.84,43,5.55,-1,no,no,no,no,no,2.16,71.9,0.0043,0.3811,2
5,no,1,17.26,6.89,21.58,3.07,365.55,96.34,0,5.91,21.58,3.07,96.34,41.18,5.91,-1,no,no,no,no,no,2.16,71.9,0.0063,0.5574,2
5,no,1,17.26,6.89,21.58,3.07,365.55,96.34,0,5.91,21.58,3.07,96.34,41.18,5.91,-1,no,no,no,no,no,2.16,71.9,0.0051,0.4481,2
5,no,1,17.26,6.89,21.58,3.07,365.55,96.34,0,5.91,21.58,3.07,96.34,41.18,5.91,-1,no,no,no,no,no,2.16,71.9,0.0051,0.4492,2
5,no,1,15.85,5.29,24,3.39,310.93,90.84,0,5.55,24,3.39,90.84,43,5.55,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0787,2
5,no,1,17.26,6.89,21.58,3.07,365.55,96.34,0,5.91,21.58,3.07,96.34,41.18,5.91,-1,no,no,no,no,no,2.16,71.9,0.0063,0.5582,2
5,no,1,17.26,6.89,21.58,3.07,365.55,96.34,0,5.91,21.58,3.07,96.34,41.18,5.91,-1,no,no,no,no,no,2.16,71.9,0.0052,0.4567,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0072,0.6335,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0058,0.5065,2
5,no,1,14.47,4.21,30.84,3.5,212.97,40.78,0,6.46,30.84,3.5,40.78,37.89,6.46,-1,no,no,no,no,no,2.16,71.9,0.0103,0.9074,2
5,no,1,14.47,4.21,30.84,3.5,212.97,40.78,0,6.46,30.84,3.5,40.78,37.89,6.46,-1,no,no,no,no,no,2.16,71.9,0.0015,0.1307,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1133,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0052,0.4558,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0073,0.6463,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1144,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0034,0.3032,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1144,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0052,0.4562,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0073,0.6453,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0013,0.1142,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0035,0.3051,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0052,0.4566,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,2.16,71.9,0.0073,0.6456,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0013,0.1139,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0035,0.3058,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0074,0.6471,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0013,0.114,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0035,0.3048,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0052,0.4562,1
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0074,0.6469,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0013,0.1163,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0035,0.3041,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0052,0.4557,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0013,0.1118,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0052,0.4562,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0073,0.6443,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0013,0.1143,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0035,0.3047,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0052,0.4551,2
5,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,2.16,71.9,0.0073,0.6455,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0108,0.9476,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0027,0.2347,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5702,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0054,0.4723,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0027,0.2342,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0027,0.2355,1
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5702,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,2.16,71.9,0.0032,0.285,2
5,no,1,9.88,3.6,23.12,3.57,203.38,41.81,0.06,5.56,23.12,3.57,41.81,25.45,5.56,-1,no,no,no,no,no,2.16,71.9,0.0107,0.9422,2
5,no,1,9.88,3.6,23.12,3.57,203.38,41.81,0.06,5.56,23.12,3.57,41.81,25.45,5.56,-1,no,no,no,no,no,2.16,71.9,0.0027,0.2391,2
5,no,1,9.88,3.6,23.12,3.57,203.38,41.81,0.06,5.56,23.12,3.57,41.81,25.45,5.56,-1,no,no,no,no,no,2.16,71.9,0.0027,0.2356,1
5,no,1,9.88,3.6,23.12,3.57,203.38,41.81,0.06,5.56,23.12,3.57,41.81,25.45,5.56,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5689,2
5,no,1,9.88,3.6,23.12,3.57,203.38,41.81,0.06,5.56,23.12,3.57,41.81,25.45,5.56,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5718,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0107,0.9397,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0054,0.4714,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5704,2
5,no,1,9.06,4.58,19.58,2.88,237.57,96.38,0,5.17,19.58,2.88,96.38,22.73,5.17,-1,no,no,no,no,no,2.16,71.9,0.0032,0.2835,2
5,no,1,7.08,3.87,17.02,2.6,207.08,96.11,0,5.3,17.02,2.6,96.11,17.87,5.3,-1,no,no,no,no,no,2.16,71.9,0.0137,1.2049,2
5,no,1,7.08,3.87,17.02,2.6,207.08,96.11,0,5.3,17.02,2.6,96.11,17.87,5.3,-1,no,no,no,no,no,2.16,71.9,0.0054,0.4708,2
5,no,1,7.08,3.87,17.02,2.6,207.08,96.11,0,5.3,17.02,2.6,96.11,17.87,5.3,-1,no,no,no,no,no,2.16,71.9,0.0027,0.2377,2
5,no,1,7.08,3.87,17.02,2.6,207.08,96.11,0,5.3,17.02,2.6,96.11,17.87,5.3,-1,no,no,no,no,no,2.16,71.9,0.0066,0.5782,2
5,no,1,7.08,3.87,17.02,2.6,207.08,96.11,0,5.3,17.02,2.6,96.11,17.87,5.3,-1,no,no,no,no,no,2.16,71.9,0.0033,0.2909,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0022,0.1893,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0043,0.3811,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5713,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5701,2
5,no,1,11.07,4.9,21.91,2.96,268.43,96.02,0,5.56,21.91,2.96,96.02,27.38,5.56,-1,no,no,no,no,no,2.16,71.9,0.0022,0.1901,2
5,no,1,11.07,4.9,21.91,2.96,268.43,96.02,0,5.56,21.91,2.96,96.02,27.38,5.56,-1,no,no,no,no,no,2.16,71.9,0.0022,0.1906,2
5,no,1,11.07,4.9,21.91,2.96,268.43,96.02,0,5.56,21.91,2.96,96.02,27.38,5.56,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5694,2
5,no,1,11.07,4.9,21.91,2.96,268.43,96.02,0,5.56,21.91,2.96,96.02,27.38,5.56,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5713,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.076,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0781,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0789,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6839,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6861,2
5,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.05,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6832,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0008,0.0739,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0767,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0758,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6855,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6864,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.684,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0043,0.3799,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0022,0.1901,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0022,0.1894,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5705,2
1,no,1,13.96,4.79,26.99,3.48,264.05,26.37,0,5.42,26.99,3.48,26.37,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5692,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0809,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0748,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0009,0.0776,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6844,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6861,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6848,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0078,0.6835,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0043,0.38,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0045,0.3947,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0022,0.1899,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5709,2
7,no,1,13.96,4.79,26.99,3.48,276.16,14.18,0.85,5.42,26.99,3.48,14.18,35.49,5.42,-1,no,no,no,no,no,2.16,71.9,0.0065,0.5709,2
3,no,1,9.73,4.05,20.35,3.12,281.27,33.93,1.79,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0066,0.5672,1
2,no,1,9.73,4.05,20.35,3.12,281.27,33.93,1.27,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0091,0.7809,2
3,no,1,9.73,4.05,20.35,3.12,281.27,33.93,1.79,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0056,0.4813,1
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0161,1.3892,1
3,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,1.65,0,0.0066,0.5709,1
8,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,1.65,0,0.0056,0.4806,1
2,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,1.65,0,0.0162,1.3921,1
7,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,1.65,0,0.0161,1.386,1
2,no,1,12.65,3.56,27.24,3.36,211.8,17.76,0,6.62,27.24,3.36,17.76,34.07,6.62,-1,no,no,no,no,no,1.65,0,0.0066,0.5653,1
2,no,1,12.65,3.56,27.24,3.36,211.8,17.76,0,6.62,27.24,3.36,17.76,34.07,6.62,-1,no,no,no,no,no,1.65,0,0.0092,0.79,1
5,no,1,12.65,3.56,27.24,3.36,211.8,17.76,0.05,6.62,27.24,3.36,17.76,34.07,6.62,-1,no,no,no,no,no,1.65,0,0.0055,0.4701,1
1,no,1,12.65,3.56,27.24,3.36,211.8,17.76,0,6.62,27.24,3.36,17.76,34.07,6.62,-1,no,no,no,no,no,1.65,0,0.0162,1.3909,1
3,no,1,12.65,3.56,27.24,3.36,211.8,17.76,0,6.62,27.24,3.36,17.76,34.07,6.62,-1,no,no,no,no,no,1.65,0,0.0161,1.3858,1
1,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0066,0.5688,1
1,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0161,1.3846,2
7,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0.04,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0288,2.4773,2
3,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0098,0.8419,2
2,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0217,1.8704,2
8,no,1,13.71,4.15,28.69,3.72,230.84,40.31,0.31,5.54,28.69,3.72,40.31,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0398,3.4237,2
4,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0094,0.805,2
3,no,1,9.73,4.05,20.35,3.12,281.27,33.93,1.79,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0338,2.9113,2
1,no,1,9.73,4.05,20.35,3.12,273.23,59.99,1.03,5.18,20.35,3.12,59.99,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0102,0.8738,1
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0404,3.4759,2
11,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0185,1.5918,2
3,no,1,9.73,4.05,20.35,3.12,281.27,33.93,1.79,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0008,0.0727,2
3,no,1,9.47,3.66,22.88,3.06,239.3,0,0,5.71,22.88,3.06,0,25.19,5.71,-1,no,no,no,yes,no,1.65,0,0.0017,0.1427,2
3,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.65,0,0.0016,0.1343,2
3,no,1,9.73,4.05,20.35,3.12,281.27,33.93,1.79,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0028,0.238,1
3,no,1,9.73,4.05,20.35,3.12,281.27,33.93,1.79,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.65,0,0.0083,0.7141,1
3,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0002,0.015,1
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.81,28.9,0.0003,0.0239,1
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.88,63.7,0.0006,0.0463,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.88,63.7,0.0003,0.0254,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.81,28.9,0.0032,0.2386,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.81,28.9,0.0032,0.2383,2
8,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.81,28.9,0.0032,0.2389,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0009,0.0677,2
1,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0018,0.1359,2
1,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0004,0.0337,2
3,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0009,0.0678,2
3,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0005,0.0339,1
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0018,0.1354,2
5,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0009,0.0676,2
4,no,1,13.71,4.15,28.69,3.72,224.06,64.1,0,5.54,28.69,3.72,64.1,33.95,5.54,-1,no,no,no,no,no,1.81,28.9,0.0005,0.0341,1
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.81,28.9,0.0018,0.1367,2
5,no,1,9.73,4.05,20.35,3.12,281.27,33.93,2,5.18,20.35,3.12,33.93,26.34,5.18,-1,no,no,no,no,no,1.81,28.9,0.0054,0.4075,2
