Base Features,ChemAxon,Feature Selection,BCR Weighted,Model,TP,FP,FN,TN,Accuracy,BCR,Matthews
new + legacy,New,Postive Info,True,NaiveBayes,0.4788340059976284,0.1439492449275271,0.2486891601013725,0.128527588973472,0.6073615949711004,0.5649355464594207,0.11929898668814326
new + legacy,New,Postive Info,False,NaiveBayes,0.4796010026498156,0.1342528145788676,0.25724450543700383,0.12890167733431293,0.6085026799841285,0.5703583884651316,0.12727149328717927
new + legacy,New,Postive Info,True,RandomForest,0.5909756740585457,0.1618995387160053,0.1458698340282739,0.10125495319717524,0.6922306272557209,0.5934042542291323,0.19070874720813544
new + legacy,New,Postive Info,False,RandomForest,0.6530660191398855,0.19271400529028082,0.08377948894693395,0.07044048662289969,0.7235065057627852,0.57698855025579,0.18773736776585187
new + legacy,New,Postive Info,True,SVM_PUK,0.7170598472389457,0.2456187990903425,0.019785660847873983,0.017535692822838022,0.7345955400617837,0.5198923250483666,0.09242507118460914
new + legacy,New,Postive Info,False,SVM_PUK,0.7296935038578233,0.2569684168093401,0.007152004228996208,0.006186075103840435,0.7358795789616637,0.5069005713666247,0.05297583730490244
new,True,CFS,True,J48,0.5402702148143005,0.11252456839322017,0.18372335035137854,0.16348186644110074,0.7037520812554012,0.6692740022324812,0.31788186807158814
new,True,CFS,False,J48,0.6424011820424105,0.15737473666392984,0.08159238312326869,0.11863169817039107,0.7610328802128016,0.6585586544911317,0.3542457003762031
new,True,CFS,True,KNN,0.5872188483817825,0.179957986960046,0.1367747167838965,0.09604844787427493,0.6832672962560574,0.5795382378246183,0.1682565899510244
new,True,CFS,False,KNN,0.5872188483817825,0.179957986960046,0.1367747167838965,0.09604844787427493,0.6832672962560574,0.5795382378246183,0.1682565899510244
new,True,CFS,True,LogisticRegression,0.5189381860553057,0.12807130173928422,0.20505537911037336,0.1479351330950367,0.6668733191503424,0.6263780918567345,0.23642418761297923
new,True,CFS,False,LogisticRegression,0.6964641243110562,0.21575943182467702,0.027529440854622785,0.06024700300964392,0.7567111273207001,0.5901283630559029,0.2847598813975163
new,True,CFS,True,NaiveBayes,0.4875739681288114,0.16626416401352692,0.23641959703686774,0.109742270820794,0.5973162389496054,0.5355291730556471,0.06676783842470091
new,True,CFS,False,NaiveBayes,0.6215727779753502,0.224038651471505,0.10242078719032893,0.05196778336281592,0.6735405613381661,0.5234091236770861,0.05792274208197559
new,True,CFS,True,RandomForest,0.611551943915205,0.12063633515151438,0.11244162125047397,0.15537009968280652,0.7669220435980115,0.7038072662055546,0.4114816187901173
new,True,CFS,False,RandomForest,0.6501889085738533,0.15546396479514765,0.07380465659182565,0.12054247003917327,0.7707313786130265,0.6673984290100385,0.37822069485661736
new,True,CFS,True,SVM_PUK,0.5476474219693847,0.14357293633695833,0.1763461431962945,0.1324334984973626,0.6800809204667473,0.6181230718084719,0.22859098284544685
new,True,CFS,False,SVM_PUK,0.6851577947814308,0.2176209160841577,0.03883577038424825,0.05838551875016322,0.743543313531594,0.5789478795587849,0.23824625357912094
new + legacy,New,Postive Variance,True,J48,0.5702959614215964,0.1281823725621942,0.15815318118811966,0.14336848482808967,0.7136644462496862,0.6554261927904352,0.3012615320482459
new + legacy,New,Postive Variance,False,J48,0.6136303315045946,0.14767197565920173,0.11351951199234124,0.12517818084386265,0.7388085123484572,0.6513321208694742,0.31625142549302143
new + legacy,New,Postive Variance,True,KNN,0.6083649331671003,0.1649551869883687,0.12008420944261594,0.10659567040191517,0.7149606035690155,0.613847453192193,0.24187577899010942
new + legacy,New,Postive Variance,False,KNN,0.6128062258935482,0.15547740057802736,0.1143436176033874,0.11737275592503704,0.7301789818185852,0.6364619516135309,0.2881220422833734
new + legacy,New,Postive Variance,True,LogisticRegression,0.5241573806724997,0.13400403035369854,0.2042917619372164,0.13754682703658536,0.6617042077090851,0.6130378683289588,0.21198367201279397
new + legacy,New,Postive Variance,False,LogisticRegression,0.6071634182784499,0.17704619949531644,0.11998642521848575,0.09580395700774795,0.7029673752861978,0.5930568766899641,0.2015210440419222
new + legacy,New,Postive Variance,True,NaiveBayes,0.5084633253343622,0.15533058501207983,0.21998581727535385,0.11622027237820406,0.6246835977125663,0.5629975628972649,0.11862044043057912
new + legacy,New,Postive Variance,False,NaiveBayes,0.49434013143511,0.13723528480680686,0.23280971206182557,0.1356148716962575,0.6299550031313675,0.5884315646667987,0.16331439139650258
new + legacy,New,Postive Variance,True,RandomForest,0.581356376361091,0.16248598856041732,0.14709276624862502,0.10906486882986657,0.6904212451909576,0.5998555326699448,0.20348538793432305
new + legacy,New,Postive Variance,False,RandomForest,0.6513588121803593,0.2017912833816777,0.07579103131657632,0.07105887312138667,0.722417685301746,0.5781007891561523,0.19656668923530288
new + legacy,New,Postive Variance,True,SVM_PUK,0.7149165359669568,0.24720669944094834,0.01223330752997882,0.02564345706211603,0.7405599930290728,0.5385800110920979,0.1800381808334848
new + legacy,New,Postive Variance,False,SVM_PUK,0.7225834620322488,0.26687106813168476,0.004566381464686845,0.005979088371379561,0.7285625504036284,0.5078168074066143,0.06817145777650246
legacy,False,Postive Info,True,J48,0.5667085092697132,0.10518458659684798,0.1604366166364488,0.16767028749698998,0.7343787967667031,0.6969322429692084,0.3736504038654071
legacy,False,Postive Info,False,J48,0.6273892568449267,0.13736397489105875,0.09975586906123544,0.1354908992027792,0.762880156047706,0.6796896219458779,0.3774043520444497
legacy,False,Postive Info,True,KNN,0.5983147228209946,0.1316223436621294,0.12883040308516736,0.14123253043170855,0.7395472532527032,0.6702187733806784,0.3415377080555479
legacy,False,Postive Info,False,KNN,0.5983147228209946,0.1316223436621294,0.12883040308516736,0.14123253043170855,0.7395472532527032,0.6702187733806784,0.3415377080555479
legacy,False,Postive Info,True,LogisticRegression,0.491088454639488,0.10497339619952065,0.23605667126667404,0.16788147789431732,0.6589699325338053,0.6453213336079322,0.26383516406122814
legacy,False,Postive Info,False,LogisticRegression,0.6453417228075031,0.1961662327091158,0.08180340309865873,0.07668864138472219,0.7220303641922253,0.5842803837411363,0.20558908794313568
legacy,False,Postive Info,True,NaiveBayes,0.1729753028487286,0.05284540821357645,0.5541698230574333,0.22000946588026155,0.39298476872899013,0.522103448536907,0.04709380481454462
legacy,False,Postive Info,False,NaiveBayes,0.21282447001902682,0.06373387938539458,0.5143206558871352,0.20912099470844342,0.42194546472747024,0.5295516967732969,0.05885639838269484
legacy,False,Postive Info,True,RandomForest,0.6264411965335167,0.14071425058855144,0.10070392937264534,0.13214062350528652,0.7585818200388033,0.6728984163960611,0.36443719064442737
legacy,False,Postive Info,False,RandomForest,0.6688495404402167,0.1732958266936156,0.05829558546594539,0.09955904740022238,0.7684085878404391,0.6423543138899483,0.3478202290479742
legacy,False,Postive Info,True,SVM_PUK,0.5722396886715447,0.1181666768021326,0.15490543723461728,0.15468819729170538,0.7269278859632501,0.6769462277754037,0.34095676060639196
legacy,False,Postive Info,False,SVM_PUK,0.6509984988540171,0.15897802843684306,0.07614662705214488,0.11387684565699491,0.7648753445110119,0.6563165904173539,0.3549536398804843
legacy,True,Postive Info,True,J48,0.5675647364185028,0.13141442417268906,0.16233368856744,0.13868715084136815,0.706251887259871,0.6455285426415748,0.28173613492655836
legacy,True,Postive Info,False,J48,0.6294800342208388,0.15095483214483346,0.10041839076510403,0.11914674286922376,0.7486267770900625,0.6517698499378897,0.325581899055211
legacy,True,Postive Info,True,KNN,0.6011804184561585,0.1634156409195922,0.1287180065297842,0.106685934094465,0.7078663525506236,0.6093169600737591,0.2288175975316104
legacy,True,Postive Info,False,KNN,0.6011804184561585,0.1634156409195922,0.1287180065297842,0.106685934094465,0.7078663525506236,0.6093169600737591,0.2288175975316104
legacy,True,Postive Info,True,LogisticRegression,0.5266582719651519,0.09240624256127615,0.20324015302079082,0.17769533245278107,0.704353604417933,0.6897167248141868,0.34692589334188156
legacy,True,Postive Info,False,LogisticRegression,0.6308210807209844,0.1531381035752371,0.09907734426495832,0.11696347143882012,0.7477845521598045,0.6486469279770102,0.32074956431473683
legacy,True,Postive Info,True,NaiveBayes,0.31275501221681457,0.09013022209393189,0.4171434127691283,0.17997135292012528,0.49272636513693985,0.5474005217895552,0.08581996022532169
legacy,True,Postive Info,False,NaiveBayes,0.3386866417203368,0.09983721941844283,0.391211783265606,0.17026435559561437,0.5089509973159512,0.5471952226871737,0.08446184029891121
legacy,True,Postive Info,True,RandomForest,0.6421725836141874,0.19548849504737645,0.08772584137175526,0.07461307996668078,0.7167856635808681,0.5780258543837433,0.1878961163873763
legacy,True,Postive Info,False,RandomForest,0.683571835476788,0.2134411595538735,0.04632658950915483,0.056660415460183744,0.7402322509369718,0.5731522798405247,0.2137283098864259
legacy,True,Postive Info,True,SVM_PUK,0.6477719187441081,0.19059659327211606,0.08212650624183472,0.07950498174194111,0.7272769004860492,0.5909172197292977,0.21932616703164384
legacy,True,Postive Info,False,SVM_PUK,0.7105871525911234,0.2284126629627182,0.0193112723948195,0.04168891205133902,0.7522760646424624,0.5639439167424191,0.23726062721886662
new,False,Postive Info,True,J48,0.5722764464333695,0.1026529216981815,0.16190754554778092,0.16316308632066798,0.7354395327540375,0.6966462161945092,0.3709288221798449
new,False,Postive Info,False,J48,0.6409249425193303,0.12815766364491682,0.09325904946182018,0.13765834437393262,0.778583286893263,0.6954233495470368,0.4097176295434156
new,False,Postive Info,True,KNN,0.608001765509849,0.12160579381110707,0.12618222647130176,0.14421021420774238,0.7522119797175914,0.6853258070323636,0.36865232860500213
new,False,Postive Info,False,KNN,0.608001765509849,0.12160579381110707,0.12618222647130176,0.14421021420774238,0.7522119797175914,0.6853258070323636,0.36865232860500213
new,False,Postive Info,True,LogisticRegression,0.5138464719777608,0.09343863433930949,0.2203375200033898,0.17237737367953992,0.6862238456573007,0.6741858336703848,0.31513805278550466
new,False,Postive Info,False,LogisticRegression,0.6615634712550277,0.17806839823104192,0.0726205207261228,0.08774760978780748,0.7493110810428352,0.6155966610996536,0.27833307426257525
new,False,Postive Info,True,NaiveBayes,0.3098516026132031,0.09060009901425516,0.4243323893679474,0.17521590900459433,0.48506751161779743,0.5405988615760721,0.07320651178348501
new,False,Postive Info,False,NaiveBayes,0.35809064734674584,0.10299970035675335,0.37609334463440475,0.1628163076620961,0.5209069550088419,0.5501273569416364,0.08884783029086268
new,False,Postive Info,True,RandomForest,0.6179458570600239,0.12769524520220363,0.11623813492112664,0.13812076281664584,0.7560666198766698,0.6806437536635788,0.3664861603043102
new,False,Postive Info,False,RandomForest,0.6623565281375287,0.16524058177550188,0.07182746384362194,0.10057542624334757,0.7629319543808762,0.6402658822419385,0.3280902398228597
new,False,Postive Info,True,SVM_PUK,0.5964662825021242,0.10497140071640093,0.13771770947902645,0.16084460730244857,0.7573108898045727,0.7087591168186129,0.4030476792981432
new,False,Postive Info,False,SVM_PUK,0.6645950920108482,0.14684397722194242,0.06958889997030233,0.11897203079690705,0.7835671228077552,0.6763944266784481,0.39843186315335927
new + legacy,Both,Postive Info,True,J48,0.5661374582623455,0.13126748842950464,0.17023065838936294,0.13236439491878685,0.6985018531811323,0.6354521722414384,0.25982982463751053
new + legacy,Both,Postive Info,False,J48,0.6195382386027397,0.1486457371554232,0.11269035201032611,0.11912567223151088,0.7386639108342505,0.6454888639871471,0.3053239297835503
new + legacy,Both,Postive Info,True,KNN,0.6026490254269832,0.15699150815863175,0.13371909122472533,0.1066403751896597,0.7092894006166429,0.6114560631875691,0.2298505080926659
new + legacy,Both,Postive Info,False,KNN,0.6085222214746608,0.15922508002308605,0.12370636913840515,0.108546329363848,0.7170685508385088,0.6182121816711922,0.24791804466490802
new + legacy,Both,Postive Info,True,LogisticRegression,0.5201960658018946,0.12055621996855125,0.21617205084981392,0.1430756633797402,0.6632717291816348,0.6245724092829719,0.22880010790772795
new + legacy,Both,Postive Info,False,LogisticRegression,0.5921466064205868,0.1583926271476253,0.14008198419247905,0.10937878223930882,0.7015253886598957,0.6085845537711626,0.22223664093068332
new + legacy,Both,Postive Info,True,NaiveBayes,0.4741286968981236,0.1362170976475498,0.26223941975358483,0.1274147857007417,0.6015434825988653,0.5635901180552069,0.11490486554391334
new + legacy,Both,Postive Info,False,NaiveBayes,0.5042912943839309,0.14906132357789584,0.22793729622913494,0.11871008580903826,0.6230013801929692,0.5660168393423854,0.1228492153364858
new + legacy,Both,Postive Info,True,RandomForest,0.606742101455651,0.1656479559072066,0.12548648915741512,0.10212345347972744,0.7088655549353784,0.6050034252887195,0.221781314583244
