Base Features,ChemAxon,Feature Selection,BCR Weighted,Model,TP,FP,FN,TN,Accuracy,BCR,Matthews
legacy,False,Postive Variance,False,J48,0.6696267696267698,0.09543114543114542,0.06422136422136422,0.1707207207207207,0.8403474903474906,0.7769639262615784,0.5774222201009122
legacy,False,Postive Variance,True,KNN,0.6509009009009008,0.0913127413127413,0.08294723294723295,0.17483912483912487,0.8257400257400257,0.7719421890042315,0.5495155773954596
legacy,False,Postive Variance,False,KNN,0.6509009009009008,0.0913127413127413,0.08294723294723295,0.17483912483912487,0.8257400257400257,0.7719421890042315,0.5495155773954596
legacy,False,Postive Variance,True,LogisticRegression,0.5492921492921494,0.09317889317889318,0.18455598455598457,0.17297297297297298,0.7222651222651224,0.6992062915926884,0.36738253884817784
legacy,False,Postive Variance,False,LogisticRegression,0.6759974259974261,0.17934362934362935,0.05785070785070785,0.08680823680823682,0.7628056628056629,0.6236642764051027,0.3107418921806664
legacy,False,Postive Variance,True,NaiveBayes,0.31634491634491635,0.08391248391248392,0.41750321750321745,0.1822393822393823,0.49858429858429865,0.5578981754679719,0.1044505171608449
legacy,False,Postive Variance,False,NaiveBayes,0.37368082368082367,0.0938867438867439,0.36016731016731024,0.17226512226512228,0.5459459459459459,0.5782255047093998,0.1385772005911195
legacy,False,Postive Variance,True,RandomForest,0.6406692406692407,0.09787644787644788,0.09317889317889319,0.16827541827541828,0.808944658944659,0.7526401964901521,0.5081754886845687
legacy,False,Postive Variance,False,RandomForest,0.6826254826254826,0.12882882882882882,0.05122265122265123,0.13732303732303736,0.8199485199485199,0.7230786883288431,0.5040987189709707
legacy,False,Postive Variance,True,SVM_PUK,0.6083655083655084,0.07696267696267697,0.12548262548262548,0.18918918918918917,0.7975546975546975,0.769919543653284,0.5137525169593441
legacy,False,Postive Variance,False,SVM_PUK,0.6785714285714285,0.1303088803088803,0.05527670527670528,0.13584298584298582,0.8144144144144143,0.7175360354064915,0.48902854588549005
new + legacy,False,CFS,True,J48,0.5984555984555985,0.07998712998712998,0.1398970398970399,0.18166023166023165,0.7801158301158302,0.7524111485913831,0.4750538703163345
new + legacy,False,CFS,False,J48,0.6823680823680824,0.12374517374517376,0.055984555984555984,0.13790218790218792,0.8202702702702703,0.7256150070807448,0.5016675212025646
new + legacy,False,CFS,True,KNN,0.6294079794079794,0.11222651222651224,0.10894465894465893,0.1494208494208494,0.7788288288288289,0.7117631204697186,0.42526358079901305
new + legacy,False,CFS,False,KNN,0.6294079794079794,0.11222651222651224,0.10894465894465893,0.1494208494208494,0.7788288288288289,0.7117631204697186,0.42526358079901305
new + legacy,False,CFS,True,LogisticRegression,0.5088803088803089,0.10637065637065639,0.22947232947232946,0.15527670527670528,0.6641570141570141,0.6413341663150658,0.2553596834241565
new + legacy,False,CFS,False,LogisticRegression,0.7174388674388673,0.22335907335907332,0.020913770913770915,0.03828828828828829,0.7557271557271557,0.5590052781707715,0.2197831369354495
new + legacy,False,CFS,True,NaiveBayes,0.37554697554697564,0.10598455598455597,0.3628056628056628,0.1556628056628057,0.5312097812097814,0.55178089928246,0.09109953070718291
new + legacy,False,CFS,False,NaiveBayes,0.6285714285714286,0.20604890604890602,0.10978120978120978,0.05559845559845559,0.6841698841698841,0.5319049351381138,0.07549052087015305
new + legacy,False,CFS,True,RandomForest,0.6306949806949808,0.09234234234234234,0.10765765765765764,0.16930501930501934,0.8,0.7506326885798651,0.4923419278520306
new + legacy,False,CFS,False,RandomForest,0.6725868725868724,0.11615186615186616,0.06576576576576576,0.1454954954954955,0.8180823680823679,0.7335019116767857,0.5028448558965503
new + legacy,False,CFS,True,SVM_PUK,0.5870656370656372,0.1043114543114543,0.15128700128700126,0.15733590733590735,0.7444015444015446,0.6982150281210644,0.3772116497508171
new + legacy,False,CFS,False,SVM_PUK,0.692020592020592,0.17599742599742602,0.04633204633204633,0.08564993564993566,0.7776705276705276,0.632299089598923,0.34360166031791856
new,True,Postive Info,True,J48,0.616859716859717,0.06344916344916345,0.1144787644787645,0.20521235521235523,0.8220720720720722,0.8036495596576315,0.5772264727050171
new,True,Postive Info,False,J48,0.6689832689832689,0.09626769626769627,0.06235521235521236,0.1723938223938224,0.8413770913770913,0.7782074390594087,0.581911351308481
new,True,Postive Info,True,KNN,0.6400257400257401,0.08931788931788932,0.09131274131274131,0.17934362934362932,0.8193693693693694,0.7713439465108498,0.5414231914435292
new,True,Postive Info,False,KNN,0.6400257400257401,0.08931788931788932,0.09131274131274131,0.17934362934362932,0.8193693693693694,0.7713439465108498,0.5414231914435292
new,True,Postive Info,True,LogisticRegression,0.5648648648648648,0.06917631917631918,0.1664736164736165,0.1994851994851995,0.7643500643500643,0.7574431427510135,0.47380367891909864
new,True,Postive Info,False,LogisticRegression,0.6643500643500643,0.12927927927927924,0.06698841698841698,0.13938223938223937,0.8037323037323036,0.713602693425292,0.46791377916516635
new,True,Postive Info,True,NaiveBayes,0.4422136422136422,0.13494208494208496,0.28912483912483905,0.1337194337194337,0.5759330759330759,0.5511939956426786,0.09187011016312793
new,True,Postive Info,False,NaiveBayes,0.44575289575289584,0.1357786357786358,0.28558558558558556,0.13288288288288286,0.5786357786357788,0.5520568190499775,0.09355167426303336
new,True,Postive Info,True,RandomForest,0.6061776061776062,0.09214929214929216,0.12516087516087515,0.17651222651222648,0.7826898326898326,0.7429332623797719,0.4692251090915869
new,True,Postive Info,False,RandomForest,0.6546975546975546,0.1236808236808237,0.07664092664092664,0.144980694980695,0.7996782496782496,0.71742264700691,0.46408258749961584
new,True,Postive Info,True,SVM_PUK,0.6226512226512226,0.07908622908622909,0.10868725868725869,0.1895752895752896,0.8122265122265122,0.7785072881074631,0.5396868247752219
new,True,Postive Info,False,SVM_PUK,0.6810810810810809,0.12136422136422136,0.04794079794079794,0.14961389961389965,0.8306949806949806,0.7431824740398143,0.5429355296530393
new + legacy,New,CFS,True,J48,0.6091377091377091,0.0673101673101673,0.12676962676962678,0.1967824967824968,0.805920205920206,0.7864318383109459,0.5398234230238804
new + legacy,New,CFS,False,J48,0.6782496782496782,0.1093951093951094,0.05765765765765766,0.1546975546975547,0.8329472329472329,0.7537104537021696,0.5469673818612165
new + legacy,New,CFS,True,KNN,0.6475546975546975,0.09176319176319178,0.08835263835263835,0.17232947232947232,0.8198841698841699,0.7662373258551533,0.5347089473127702
new + legacy,New,CFS,False,KNN,0.6475546975546975,0.09176319176319178,0.08835263835263835,0.17232947232947232,0.8198841698841699,0.7662373258551533,0.5347089473127702
new + legacy,New,CFS,True,LogisticRegression,0.5537323037323038,0.1175032175032175,0.1821750321750322,0.14658944658944656,0.7003217503217503,0.6537583173276551,0.28858811310711036
new + legacy,New,CFS,False,LogisticRegression,0.701029601029601,0.20096525096525097,0.03487773487773487,0.06312741312741314,0.7641570141570141,0.5958204469726257,0.2841524788897753
new + legacy,New,CFS,True,NaiveBayes,0.4404761904761905,0.1034105534105534,0.2954311454311454,0.16068211068211066,0.6011583011583012,0.6034896213659952,0.18320020041655302
new + legacy,New,CFS,False,NaiveBayes,0.6191119691119692,0.17175032175032173,0.11679536679536678,0.09234234234234236,0.7114543114543116,0.5954747652330079,0.2069863576324253
new + legacy,New,CFS,True,RandomForest,0.653024453024453,0.08230373230373232,0.0828828828828829,0.18178893178893177,0.8348133848133847,0.7878630169629506,0.5753222223056634
new + legacy,New,CFS,False,RandomForest,0.6867438867438869,0.10501930501930502,0.04916344916344917,0.15907335907335904,0.8458172458172459,0.7677663027803857,0.5814324274210126
new + legacy,New,CFS,True,SVM_PUK,0.5929858429858431,0.09613899613899615,0.14292149292149292,0.16795366795366798,0.7609395109395111,0.7208768248007216,0.4207536746165083
new + legacy,New,CFS,False,SVM_PUK,0.6978120978120977,0.16705276705276706,0.0380952380952381,0.09703989703989706,0.7948519948519948,0.6578400209454498,0.4070789008460624
new + legacy,New,Postive Info,True,J48,0.6136422136422135,0.06241956241956243,0.1250965250965251,0.19884169884169886,0.8124839124839124,0.7958728823741439,0.5555124737564624
new + legacy,New,Postive Info,False,J48,0.6682110682110681,0.08848133848133849,0.07200772200772203,0.17129987129987131,0.8395109395109395,0.7810607871279167,0.574482302815071
new + legacy,New,Postive Info,True,KNN,0.6384169884169885,0.08095238095238096,0.10032175032175034,0.1803088803088803,0.8187258687258687,0.7771731947615043,0.5420266781371161
new + legacy,New,Postive Info,False,KNN,0.6429858429858429,0.08223938223938224,0.09723294723294723,0.17754182754182757,0.8205276705276705,0.7760356255191508,0.5423181894886946
new + legacy,New,Postive Info,True,LogisticRegression,0.5761261261261262,0.06833976833976835,0.16409266409266407,0.19144144144144146,0.7675675675675677,0.7576260329154314,0.47202288862992975
new + legacy,New,Postive Info,False,LogisticRegression,0.6635135135135136,0.11647361647361647,0.07670527670527671,0.14330759330759332,0.806821106821107,0.7240110607757149,0.47425903889436327
new + legacy,New,Postive Info,True,NaiveBayes,0.43680823680823677,0.12355212355212354,0.3034105534105534,0.13622908622908625,0.573037323037323,0.5572531175214849,0.10116515025718309
new + legacy,New,Postive Info,False,NaiveBayes,0.441956241956242,0.12471042471042472,0.29826254826254833,0.1350707850707851,0.5770270270270271,0.5585010930041168,0.10353877298958553
new + legacy,New,Postive Info,True,RandomForest,0.6194980694980694,0.08281853281853281,0.12072072072072074,0.17696267696267695,0.7964607464607464,0.7590555099830609,0.49689311055493207
new + legacy,New,Postive Info,False,RandomForest,0.6685328185328185,0.10894465894465895,0.07168597168597168,0.15083655083655084,0.8193693693693693,0.7418924392988262,0.5100412649483628
new + legacy,New,Postive Info,True,SVM_PUK,0.6346846846846845,0.07541827541827542,0.10553410553410553,0.18436293436293438,0.8190476190476189,0.7835569534358691,0.5481149723566122
new + legacy,New,Postive Info,False,SVM_PUK,0.6913127413127415,0.10926640926640926,0.04890604890604891,0.1505148005148005,0.8418275418275419,0.7566604578344911,0.563359291748963
new,True,CFS,True,J48,0.6089446589446589,0.0666023166023166,0.12908622908622908,0.19536679536679538,0.8043114543114542,0.7854282213956265,0.5361490361952533
new,True,CFS,False,J48,0.6891891891891891,0.11357786357786356,0.04884169884169884,0.14839124839124843,0.8375804375804375,0.7501335984162363,0.5528150241113304
new,True,CFS,True,KNN,0.6535392535392537,0.09401544401544402,0.0844916344916345,0.167953667953668,0.8214929214929216,0.7633187999074498,0.5330513426377669
new,True,CFS,False,KNN,0.653925353925354,0.09440154440154443,0.08410553410553412,0.1675675675675676,0.8214929214929216,0.7628434549112654,0.5326297215466297
new,True,CFS,True,LogisticRegression,0.5703989703989705,0.11480051480051481,0.16763191763191765,0.14716859716859715,0.7175675675675677,0.6673222096949947,0.316825164581833
new,True,CFS,False,LogisticRegression,0.7095881595881596,0.19395109395109394,0.02844272844272844,0.06801801801801802,0.7776061776061776,0.6105513481505012,0.32931198004351075
new,True,CFS,True,NaiveBayes,0.5095881595881596,0.12316602316602315,0.22844272844272845,0.13880308880308878,0.6483912483912484,0.6101576046878603,0.200960568778308
new,True,CFS,False,NaiveBayes,0.6530888030888031,0.1838481338481338,0.08494208494208495,0.07812097812097812,0.7312097812097813,0.5915569848888738,0.21795138110032786
new,True,CFS,True,RandomForest,0.644079794079794,0.07773487773487772,0.09395109395109394,0.18423423423423427,0.8283140283140282,0.7879836665856434,0.5651714334285128
new,True,CFS,False,RandomForest,0.6795366795366796,0.0998069498069498,0.0584942084942085,0.16216216216216217,0.8416988416988418,0.7698776998622348,0.5723169108523194
new,True,CFS,True,SVM_PUK,0.5901544401544403,0.09247104247104246,0.14787644787644788,0.1694980694980695,0.7596525096525097,0.7233246353808958,0.4219409412263519
new,True,CFS,False,SVM_PUK,0.7057915057915057,0.16994851994851992,0.03223938223938223,0.09202059202059203,0.7978120978120977,0.6537910369775101,0.40998701736898874
new + legacy,New,Postive Variance,True,J48,0.6095238095238095,0.06222651222651222,0.1249034749034749,0.20334620334620335,0.8128700128700128,0.7978100717109544,0.5601823348115337
new + legacy,New,Postive Variance,False,J48,0.6662805662805663,0.0916988416988417,0.06814671814671815,0.1738738738738739,0.8401544401544402,0.7809619707893924,0.5794137560285245
new + legacy,New,Postive Variance,True,KNN,0.6394465894465894,0.0879021879021879,0.09498069498069499,0.17767052767052768,0.8171171171171171,0.7698413791965772,0.5352166197674564
new + legacy,New,Postive Variance,False,KNN,0.6394465894465894,0.0879021879021879,0.09498069498069499,0.17767052767052768,0.8171171171171171,0.7698413791965772,0.5352166197674564
new + legacy,New,Postive Variance,True,LogisticRegression,0.5796653796653798,0.06885456885456885,0.15476190476190477,0.19671814671814672,0.7763835263835265,0.7650035770660228,0.49027059914784854
new + legacy,New,Postive Variance,False,LogisticRegression,0.6651222651222652,0.1191119691119691,0.06930501930501932,0.14646074646074647,0.8115830115830117,0.7285620564003432,0.4907791354630148
new + legacy,New,Postive Variance,True,NaiveBayes,0.496010296010296,0.13564993564993566,0.23841698841698847,0.1299227799227799,0.6259330759330759,0.5822937705252433,0.1506943649175508
new + legacy,New,Postive Variance,False,NaiveBayes,0.49993564993564993,0.13655083655083652,0.2344916344916345,0.12902187902187903,0.628957528957529,0.5832700143356517,0.15290788803187963
new + legacy,New,Postive Variance,True,RandomForest,0.6133848133848134,0.08223938223938222,0.12104247104247104,0.18333333333333332,0.7967181467181468,0.7627599519174049,0.5043858508182645
new + legacy,New,Postive Variance,False,RandomForest,0.6626126126126125,0.11357786357786355,0.07181467181467181,0.15199485199485205,0.8146074646074646,0.7372726691583238,0.5028291002040756
new + legacy,New,Postive Variance,True,SVM_PUK,0.6384813384813385,0.07754182754182755,0.09594594594594597,0.18803088803088802,0.8265122265122264,0.7886899280448918,0.5654871795436444
new + legacy,New,Postive Variance,False,SVM_PUK,0.6906692406692407,0.11891891891891895,0.043758043758043756,0.14665379665379666,0.8373230373230374,0.7463179637502038,0.5541319109069232
legacy,False,Postive Info,True,J48,0.5997425997425998,0.06184041184041184,0.1384813384813385,0.1999356499356499,0.7996782496782497,0.7880894048045157,0.5353010044426805
legacy,False,Postive Info,False,J48,0.665122265122265,0.09144144144144145,0.07310167310167309,0.17033462033462035,0.8354568854568853,0.7758322945080081,0.5650914278481507
legacy,False,Postive Info,True,KNN,0.6499356499356499,0.08674388674388675,0.0882882882882883,0.175032175032175,0.824967824967825,0.7745188490226813,0.5479987696336336
legacy,False,Postive Info,False,KNN,0.6499356499356499,0.08674388674388675,0.0882882882882883,0.175032175032175,0.824967824967825,0.7745188490226813,0.5479987696336336
legacy,False,Postive Info,True,LogisticRegression,0.5510939510939511,0.092985842985843,0.18712998712998716,0.1687902187902188,0.7198841698841699,0.6956509217774816,0.35927314973905755
legacy,False,Postive Info,False,LogisticRegression,0.677027027027027,0.17561132561132559,0.061196911196911195,0.08616473616473617,0.7631917631917632,0.6231284430374018,0.3054026101595406
legacy,False,Postive Info,True,NaiveBayes,0.26093951093951095,0.0727155727155727,0.4772844272844272,0.18906048906048903,0.44999999999999996,0.537845769409577,0.07056802190874917
legacy,False,Postive Info,False,NaiveBayes,0.3181467181467182,0.08526383526383527,0.4200772200772201,0.17651222651222648,0.49465894465894467,0.5526247310368094,0.09431211856757092
legacy,False,Postive Info,True,RandomForest,0.6384813384813385,0.08970398970398971,0.09974259974259975,0.17207207207207206,0.8105534105534106,0.7611069455244114,0.5160003986320818
legacy,False,Postive Info,False,RandomForest,0.6787644787644787,0.11956241956241957,0.059459459459459456,0.14221364221364222,0.8209781209781208,0.7313602851935507,0.506948057672175
legacy,False,Postive Info,True,SVM_PUK,0.6015444015444016,0.06924066924066925,0.13667953667953667,0.19253539253539254,0.7940797940797941,0.7751750574953818,0.5148333044883677
legacy,False,Postive Info,False,SVM_PUK,0.6810167310167311,0.1265765765765766,0.05720720720720721,0.1351994851994852,0.8162162162162163,0.7194884916667695,0.4895469328163523
legacy,True,Postive Info,True,J48,0.6179536679536679,0.06293436293436291,0.1214929214929215,0.1976190476190476,0.8155727155727155,0.7970781905643338,0.5594910647463422
legacy,True,Postive Info,False,J48,0.669111969111969,0.09009009009009009,0.06718146718146718,0.17361647361647362,0.8427284427284426,0.7835635734161701,0.5844687526737732
legacy,True,Postive Info,True,KNN,0.6555341055341056,0.08088803088803088,0.0839124839124839,0.17966537966537968,0.8351994851994853,0.7880364305854792,0.5739331608256505
legacy,True,Postive Info,False,KNN,0.6521879021879022,0.08301158301158301,0.08410553410553412,0.18069498069498072,0.8328828828828829,0.7854920084566812,0.5702271300585634
legacy,True,Postive Info,True,LogisticRegression,0.5688545688545689,0.06833976833976833,0.1705920205920206,0.19221364221364226,0.7610682110682111,0.753505363405841,0.46285605741350994
legacy,True,Postive Info,False,LogisticRegression,0.6682754182754181,0.14607464607464607,0.06801801801801802,0.11763191763191763,0.7859073359073357,0.6768461497710907,0.40082847821276923
legacy,True,Postive Info,True,NaiveBayes,0.399034749034749,0.09092664092664092,0.3404118404118404,0.16962676962676965,0.5686615186615187,0.5953323312354646,0.16741313896879068
legacy,True,Postive Info,False,NaiveBayes,0.4186615186615187,0.10328185328185328,0.3176319176319176,0.16042471042471043,0.5790862290862291,0.5884762106574555,0.15609574992155673
legacy,True,Postive Info,True,RandomForest,0.6468468468468468,0.08063063063063063,0.0925997425997426,0.17992277992277994,0.8267696267696267,0.7826562173207638,0.5572875596118374
legacy,True,Postive Info,False,RandomForest,0.6790862290862292,0.11190476190476191,0.05720720720720721,0.15180180180180178,0.830888030888031,0.748975224974491,0.5396395752803078
legacy,True,Postive Info,True,SVM_PUK,0.6271557271557272,0.06267696267696268,0.11229086229086228,0.19787644787644787,0.8250321750321751,0.8037944005874087,0.5765562036529288
legacy,True,Postive Info,False,SVM_PUK,0.6855212355212357,0.10727155727155727,0.050772200772200765,0.15643500643500644,0.8419562419562421,0.7621298634426656,0.5699675831341104
new,False,Postive Info,True,J48,0.6146074646074645,0.06435006435006435,0.12194337194337194,0.19909909909909912,0.8137065637065637,0.7950900432531645,0.556841735264273
new,False,Postive Info,False,J48,0.6705920205920205,0.09002574002574003,0.06595881595881596,0.17342342342342346,0.8440154440154439,0.7843647377661134,0.5871192484178346
new,False,Postive Info,True,KNN,0.64002574002574,0.09073359073359073,0.09652509652509651,0.17271557271557275,0.8127413127413128,0.7622717015076679,0.5209231877590322
new,False,Postive Info,False,KNN,0.64002574002574,0.09073359073359073,0.09652509652509651,0.17271557271557275,0.8127413127413128,0.7622717015076679,0.5209231877590322
new,False,Postive Info,True,LogisticRegression,0.5547619047619047,0.08294723294723294,0.1817889317889318,0.18050193050193047,0.7352638352638352,0.7191689427409229,0.4017156706309033
new,False,Postive Info,False,LogisticRegression,0.677992277992278,0.16364221364221362,0.058558558558558564,0.0998069498069498,0.7777992277992278,0.6496716682681773,0.36118300610622817
new,False,Postive Info,True,NaiveBayes,0.3861647361647362,0.0897039897039897,0.3503861003861004,0.17374517374517373,0.5599099099099099,0.5918948353394683,0.16210904825392994
new,False,Postive Info,False,NaiveBayes,0.40289575289575286,0.09581724581724581,0.33365508365508373,0.16763191763191762,0.5705276705276705,0.5916501699832035,0.1614895708072166
new,False,Postive Info,True,RandomForest,0.6473616473616474,0.08629343629343629,0.08918918918918918,0.17715572715572717,0.8245173745173745,0.7756785734436957,0.5494328379529239
new,False,Postive Info,False,RandomForest,0.6859716859716858,0.11853281853281851,0.05057915057915059,0.14491634491634492,0.8308880308880306,0.7407015000707213,0.5347194117075765
new,False,Postive Info,True,SVM_PUK,0.6305662805662806,0.07908622908622909,0.10598455598455599,0.18436293436293436,0.814929214929215,0.7779557645035873,0.5394777613701147
new,False,Postive Info,False,SVM_PUK,0.6844916344916345,0.12001287001287002,0.052059202059202066,0.14343629343629347,0.827927927927928,0.7368877935013296,0.5262472462552993
new + legacy,Both,Postive Info,True,J48,0.6116473616473617,0.0648005148005148,0.12393822393822392,0.19961389961389964,0.8112612612612613,0.7932195051652036,0.5528314282719221
new + legacy,Both,Postive Info,False,J48,0.6691119691119691,0.09356499356499356,0.0694980694980695,0.16782496782496784,0.8369369369369369,0.7739776022616511,0.5659223532691177
new + legacy,Both,Postive Info,True,KNN,0.6435649935649936,0.08462033462033461,0.09202059202059203,0.17979407979407983,0.8233590733590734,0.7774361896137957,0.550040750069648
new + legacy,Both,Postive Info,False,KNN,0.6416344916344916,0.08635778635778636,0.09697554697554696,0.17503217503217497,0.8166666666666665,0.7691631128897797,0.5315493485530761
new + legacy,Both,Postive Info,True,LogisticRegression,0.5795366795366796,0.07239382239382239,0.15604890604890606,0.19202059202059205,0.7715572715572717,0.757034168569673,0.4759336259575306
new + legacy,Both,Postive Info,False,LogisticRegression,0.664929214929215,0.10990990990990991,0.07368082368082368,0.15148005148005148,0.8164092664092665,0.7398807120062451,0.5046905177656792
new + legacy,Both,Postive Info,True,NaiveBayes,0.45431145431145425,0.12548262548262548,0.28127413127413126,0.1389317889317889,0.5932432432432432,0.571525367298972,0.12781484250723169
new + legacy,Both,Postive Info,False,NaiveBayes,0.4676319176319176,0.12831402831402833,0.27097812097812096,0.13307593307593307,0.6007078507078507,0.571116525532243,0.12735893312785157
new + legacy,Both,Postive Info,True,RandomForest,0.6247747747747749,0.08667953667953668,0.11081081081081082,0.17773487773487778,0.8025096525096527,0.7607700122667715,0.5076518919994653
new + legacy,Both,Postive Info,False,RandomForest,0.6701415701415702,0.10913770913770914,0.06846846846846846,0.15225225225225228,0.8223938223938224,0.7448863061645385,0.518893743454383
