@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R2,58,64,103,168,180,197,238,274'

@attribute time numeric
@attribute orgvanderwaalsArithAvg numeric
@attribute orgpolarsurfaceareaArithAvg numeric
@attribute oxlikehbdamsaccMax numeric
@attribute Na {yes,no}
@attribute S {yes,no}
@attribute P5 {yes,no}
@attribute IonizationMean numeric
@attribute outcome {1,2}

@data
192,281.27,25.78,-1,yes,no,yes,760.1,2
192,281.27,25.78,-1,yes,no,yes,760.1,2
192,353.19,81.3,-1,yes,no,yes,760.1,2
192,353.19,81.3,-1,yes,no,yes,760.1,2
192,234.26,24.06,-1,yes,no,yes,760.1,2
72,220.355,36.945,-1,yes,no,yes,760.1,2
72,223.39,13.955,-1,yes,no,yes,760.1,2
72,232.52,37.755,-1,yes,no,yes,760.1,2
72,232.52,37.755,-1,yes,no,yes,760.1,2
72,254.37,23.005,-1,yes,no,yes,760.1,2
72,254.37,23.005,-1,yes,no,yes,760.1,2
72,254.37,23.005,-1,yes,no,yes,760.1,2
60,247.46,52.04,-1,yes,no,yes,760.1,2
48,282.76,71.89,-1,yes,no,yes,760.1,2
48,308.34,64.07,-1,yes,no,yes,760.1,1
60,299.78,67.31,-1,yes,no,yes,760.1,2
60,346.48,86.16,-1,yes,no,yes,760.1,2
60,281.27,25.78,-1,yes,no,yes,760.1,2
60,237.57,55.28,-1,yes,no,yes,760.1,2
60,333.62,55.28,-1,yes,no,yes,760.1,2
60,365.19,19.85,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,2
60,219.39,12.96,-1,yes,no,yes,760.1,2
60,383.42,79.34,-1,yes,no,yes,760.1,2
60,219.31,7.68,-1,yes,no,yes,760.1,1
60,230.84,53.66,-1,yes,no,yes,760.1,2
60,276.16,16.47,-1,yes,no,yes,760.1,2
60,324.05,25.78,-1,yes,no,yes,760.1,1
60,416.89,61.76,-1,yes,no,yes,760.1,2
72,219.88,52.04,-1,yes,no,yes,760.1,2
72,219.88,52.04,-1,yes,no,yes,760.1,2
72,242.06,53.66,-1,yes,no,yes,760.1,1
72,242.06,53.66,-1,yes,no,yes,760.1,1
72,242.06,53.66,-1,yes,no,yes,760.1,1
72,353.19,81.3,-1,yes,no,yes,760.1,1
72,353.19,81.3,-1,yes,no,yes,760.1,1
72,253.52,19.85,-1,yes,no,yes,760.1,2
72,253.52,19.85,-1,yes,no,yes,760.1,2
72,239.3,0,-1,yes,no,yes,760.1,2
72,313.71,10.115,-1,yes,no,yes,760.1,1
72,313.71,10.115,-1,yes,no,yes,760.1,1
72,240.495,20.04,-1,yes,no,yes,760.1,1
72,247.585,17.75,-1,yes,no,yes,760.1,1
72,233.105,20.64,-1,yes,no,yes,760.1,1
72,290.13,13.955,-1,yes,no,yes,760.1,1
72,296.65,13.355,-1,yes,no,yes,760.1,1
72,283.78,14.555,-1,yes,no,yes,760.1,1
72,260.71,17.75,-1,yes,no,yes,760.1,1
72,251.815,18.35,-1,yes,no,yes,760.1,1
72,260.71,17.75,-1,yes,no,yes,760.1,1
72,245.76,20.64,-1,yes,no,yes,760.1,1
83,222.895,24.435,-1,yes,no,yes,760.1,2
83,223.39,13.955,-1,yes,no,yes,760.1,2
83,247.95,37.755,-1,yes,no,yes,760.1,2
107,247.95,37.755,-1,yes,no,yes,760.1,2
107,254.37,23.005,-1,yes,no,yes,760.1,2
107,290.13,13.955,-1,yes,no,yes,760.1,2
83,264.385,37.755,-1,yes,no,yes,760.1,2
83,269.19,24.435,-1,yes,no,yes,760.1,2
72,261.495,26.725,-1,yes,no,yes,760.1,1
72,289.345,26.725,-1,yes,no,yes,760.1,1
72,289.345,26.725,-1,yes,no,yes,760.1,1
72,215.425,26.725,-1,yes,no,yes,760.1,2
72,219.635,14.555,-1,yes,no,yes,760.1,1
72,247.95,37.755,-1,yes,no,yes,760.1,2
72,254.37,23.005,-1,yes,no,yes,760.1,1
72,254.37,23.005,-1,yes,no,yes,760.1,1
48,254.37,23.005,-1,yes,no,yes,760.1,1
72,264.385,37.755,-1,yes,no,yes,760.1,1
120,232.52,37.755,-1,yes,no,yes,760.1,2
120,232.52,37.755,-1,yes,no,yes,760.1,2
120,247.95,37.755,-1,yes,no,yes,760.1,2
120,247.95,37.755,-1,yes,no,yes,760.1,2
120,247.95,37.755,-1,yes,no,yes,760.1,2
120,247.95,37.755,-1,yes,no,yes,760.1,2
120,247.95,37.755,-1,yes,no,yes,760.1,2
120,247.95,37.755,-1,yes,no,yes,760.1,2
120,247.95,37.755,-1,yes,no,yes,760.1,2
120,252.55,36.135,-1,yes,no,yes,760.1,2
120,268.4,36.135,-1,yes,no,yes,760.1,2
120,264.385,37.755,-1,yes,no,yes,760.1,2
120,280.545,37.755,-1,yes,no,yes,760.1,2
144,247.95,37.755,-1,no,no,yes,760.1,2
144,247.95,37.755,-1,no,no,yes,760.1,2
144,247.95,37.755,-1,yes,no,yes,760.1,2
144,252.55,36.135,-1,yes,no,yes,760.1,2
144,280.545,37.755,-1,no,no,yes,760.1,2
144,284.62,36.135,-1,yes,no,yes,760.1,2
144,284.62,36.135,-1,yes,no,yes,760.1,2
144,304.115,23.935,-1,no,no,yes,760.1,2
144,304.115,23.935,-1,yes,no,yes,760.1,2
144,308.03,23.125,-1,yes,no,yes,760.1,2
144,262.84,23.005,-1,yes,no,yes,760.1,2
144,262.84,23.005,-1,yes,no,yes,760.1,1
144,262.84,23.005,-1,yes,no,yes,760.1,2
144,254.37,23.005,-1,yes,no,yes,760.1,2
144,254.37,23.005,-1,yes,no,yes,760.1,2
144,254.37,23.005,-1,yes,no,yes,760.1,2
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,273.45,28.64,-1,yes,no,yes,760.1,2
60,416.89,61.76,-1,yes,no,yes,760.1,1
60,284.53,47.49,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,416.89,61.76,-1,yes,no,yes,760.1,1
60,416.89,61.76,-1,yes,no,yes,760.1,1
60,416.89,61.76,-1,yes,no,yes,760.1,1
60,284.53,47.49,-1,yes,no,yes,760.1,1
60,284.53,47.49,-1,yes,no,yes,760.1,1
60,284.53,47.49,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,2
60,333.62,55.28,-1,yes,no,yes,760.1,2
60,333.62,55.28,-1,yes,no,yes,760.1,2
60,273.45,28.64,-1,yes,no,yes,760.1,1
60,273.45,28.64,-1,yes,no,yes,760.1,1
60,273.45,28.64,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,218.76,30.46,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,333.62,55.28,-1,yes,no,yes,760.1,1
60,218.32,28.64,-1,yes,no,yes,760.1,1
60,218.32,28.64,-1,yes,no,yes,760.1,1
60,218.32,28.64,-1,yes,no,yes,760.1,1
60,218.32,28.64,-1,yes,no,yes,760.1,1
60,218.32,28.64,-1,yes,no,yes,760.1,1
60,213.24,53.66,-1,yes,no,yes,760.1,1
60,213.24,53.66,-1,yes,no,yes,760.1,1
60,213.24,53.66,-1,yes,no,yes,760.1,1
60,299.78,67.31,-1,yes,no,yes,760.1,1
60,299.78,67.31,-1,yes,no,yes,760.1,1
60,299.78,67.31,-1,yes,no,yes,760.1,1
60,299.78,67.31,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
60,352.79,7.68,-1,yes,no,yes,760.1,1
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,218.32,28.64,-1,yes,no,yes,760.1,2
24,254.37,23.005,-1,yes,no,yes,760.1,2
24,254.37,23.005,-1,yes,no,yes,760.1,2
24,254.37,23.005,-1,yes,no,yes,760.1,2
108,281.27,25.78,-1,yes,no,yes,760.1,2
108,281.27,25.78,-1,yes,no,yes,760.1,2
108,281.27,25.78,-1,yes,no,yes,760.1,2
84,281.27,25.78,-1,yes,no,yes,760.1,2
84,281.27,25.78,-1,yes,no,yes,760.1,2
84,281.27,25.78,-1,yes,no,yes,760.1,2
84,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
84,245.47,28.64,-1,yes,no,yes,760.1,1
84,245.47,28.64,-1,yes,no,yes,760.1,1
84,245.47,28.64,-1,yes,no,yes,760.1,1
84,281.27,25.78,-1,yes,no,yes,760.1,1
84,281.27,25.78,-1,yes,no,yes,760.1,1
84,289.27,7.68,-1,yes,no,yes,760.1,1
84,276.16,16.47,-1,yes,no,yes,760.1,2
84,276.16,16.47,-1,yes,no,yes,760.1,2
84,346.48,86.16,-1,yes,no,yes,760.1,2
84,346.48,86.16,-1,yes,no,yes,760.1,2
84,346.48,86.16,-1,yes,no,yes,760.1,2
84,416.89,61.76,-1,yes,no,yes,760.1,2
84,416.89,61.76,-1,yes,no,yes,760.1,2
24,213.24,53.66,-1,no,no,yes,760.1,1
24,218.32,28.64,-1,no,no,yes,760.1,1
24,218.32,28.64,-1,no,no,yes,760.1,1
24,218.32,28.64,-1,no,no,yes,760.1,1
24,281.27,25.78,-1,no,no,yes,760.1,1
24,281.27,25.78,-1,no,no,yes,760.1,1
48,207.08,55.28,-1,no,no,yes,684.3,2
48,207.08,55.28,-1,no,no,yes,684.3,2
48,207.08,55.28,-1,no,no,yes,684.3,1
48,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,1
72,268.43,55.28,-1,no,no,yes,684.3,2
72,268.43,55.28,-1,no,no,yes,684.3,2
72,268.43,55.28,-1,no,no,yes,684.3,1
96,207.08,55.28,-1,no,no,yes,684.3,2
96,207.08,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
120,207.08,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
72,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
96,301.3,55.28,-1,no,no,yes,684.3,2
96,365.55,55.28,-1,no,no,yes,684.3,2
96,365.55,55.28,-1,no,no,yes,684.3,2
96,397.7,55.28,-1,no,no,yes,684.3,2
96,397.7,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
96,268.43,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,1
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,1
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,1
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,1
48,268.43,55.28,-1,no,no,yes,684.3,2
72,301.3,55.28,-1,no,no,yes,684.3,2
72,301.3,55.28,-1,no,no,yes,684.3,2
72,301.3,55.28,-1,no,no,yes,684.3,2
72,301.3,55.28,-1,no,no,yes,684.3,2
72,301.3,55.28,-1,no,no,yes,684.3,2
72,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
96,237.57,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,1
48,365.55,55.28,-1,no,no,yes,684.3,1
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,1
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,1
48,365.55,55.28,-1,no,no,yes,684.3,1
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
20,282.76,71.89,8.3,yes,no,no,795.95,2
20,275.81,8.88,8.3,yes,no,no,795.95,2
20,340.09,8.88,8.04,yes,no,no,795.95,1
20,294.5,27.03,8.3,yes,no,no,795.95,1
48,340.09,8.88,-1,no,no,no,795.95,2
48,340.09,8.88,-1,no,no,no,795.95,2
48,282.76,71.89,-1,no,no,no,795.95,2
48,310.74,27.03,-1,no,no,no,795.95,1
48,310.74,27.03,-1,no,no,no,795.95,1
48,275.81,8.88,-1,no,no,no,795.95,2
20,258.23,33.22,8.3,yes,no,no,795.95,2
20,281.27,25.78,8.3,yes,no,no,795.95,2
20,310.74,27.03,8.3,yes,no,no,795.95,2
20,275.81,8.88,8.3,yes,no,no,795.95,1
20,294.5,27.03,8.3,yes,no,no,795.95,2
20,197.94,44.25,8.3,yes,no,no,795.95,1
20,207.08,55.28,8.3,yes,no,no,795.95,2
20,281.27,25.78,-1,no,no,no,795.95,2
20,281.27,25.78,-1,no,no,no,795.95,1
20,258.23,33.22,-1,no,no,no,795.95,2
20,258.23,33.22,-1,no,no,no,795.95,2
20,258.23,33.22,-1,no,no,no,795.95,1
20,258.23,33.22,-1,no,no,no,795.95,1
20,282.76,71.89,-1,no,no,no,795.95,2
20,282.76,71.89,-1,no,no,no,795.95,1
60,275.81,8.88,-1,yes,no,no,795.95,2
60,275.81,8.88,-1,yes,no,no,795.95,2
60,282.76,71.89,-1,no,no,no,795.95,2
60,282.76,71.89,-1,no,no,no,795.95,2
60,282.76,71.89,-1,no,no,no,795.95,2
60,258.23,33.22,8.3,yes,no,no,795.95,2
60,275.81,8.88,8.3,yes,no,no,795.95,2
60,269.22,48.69,8.3,yes,no,no,795.95,2
60,211.8,8.88,8.3,yes,no,no,795.95,2
60,340.09,8.88,8.3,yes,no,no,795.95,2
60,294.5,27.03,8.3,yes,no,no,795.95,1
60,207.08,55.28,8.3,yes,no,no,795.95,2
60,239.3,0,8.3,yes,no,no,795.95,2
60,237.57,55.28,8.3,yes,no,no,795.95,2
4,275.81,8.88,-1,yes,no,no,795.95,2
4,282.76,71.89,-1,yes,no,no,795.95,2
4,282.76,71.89,-1,yes,no,no,795.95,2
60,211.8,8.88,8.3,yes,no,no,795.95,2
60,207.08,55.28,8.3,yes,no,no,795.95,2
60,275.81,8.88,8.3,yes,no,no,795.95,1
60,238.74,21.05,8.3,yes,no,no,795.95,2
24,281.27,25.78,-1,no,no,no,795.95,2
24,238.74,21.05,-1,no,no,no,795.95,1
24,275.81,8.88,-1,no,no,no,795.95,2
24,294.5,27.03,-1,no,no,no,795.95,2
24,282.76,71.89,-1,no,no,no,795.95,2
24,282.76,71.89,-1,yes,no,no,795.95,2
48,365.55,55.28,-1,no,no,yes,684.3,1
48,365.55,55.28,-1,no,no,yes,684.3,1
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,365.55,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,237.57,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,268.43,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,301.3,55.28,-1,no,no,yes,684.3,2
48,333.62,55.28,-1,no,no,yes,684.3,1
48,333.62,55.28,-1,no,no,yes,684.3,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,289.27,7.68,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,281.27,25.78,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,2
24,284.53,47.49,-1,yes,no,yes,760.1,1
24,289.27,7.68,-1,yes,no,yes,760.1,2
24,237.57,55.28,-1,yes,no,yes,760.1,2
24,224.64,28.64,-1,yes,no,yes,760.1,2
24,224.64,28.64,-1,yes,no,yes,760.1,2
24,224.64,28.64,-1,yes,no,yes,760.1,2
24,212.76,42.63,-1,yes,no,yes,760.1,2
24,221.19,42.63,-1,yes,no,yes,760.1,2
24,221.19,42.63,-1,yes,no,yes,760.1,2
24,221.19,42.63,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
24,352.79,7.68,-1,yes,no,yes,760.1,2
72,213.24,53.66,-1,yes,no,yes,760.1,2
72,239.3,0,-1,yes,no,yes,760.1,2
24,215.61,44.25,-1,yes,no,yes,760.1,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,203.38,33.22,-1,no,no,yes,684.3,2
48,310.93,55.28,-1,no,no,yes,684.3,2
48,310.93,55.28,-1,no,no,yes,684.3,1
48,310.93,55.28,-1,no,no,yes,684.3,2
48,310.93,55.28,-1,no,no,yes,684.3,2
