@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R3-5,7-8,13,17,43,74,85,168,170-172,174,179-180,188,228,232,250,256,269,274'

@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberOxlike numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionsizeMax numeric
@attribute orgASA_HMin numeric
@attribute orgminimalprojectionsizeGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute IonizationMin numeric
@attribute IonizationMaxWeighted numeric
@attribute IonizationMinWeighted numeric
@attribute EAGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
no,10,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3155,0.4543,0.1008,3
no,10,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2862,0.4802,0.1025,4
no,9,no,2,0,5.19,10.13,181.33,7.6651,0.9849,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2926,0.4448,0.0989,4
no,9,no,2,0,5.19,10.13,181.33,7.6651,0.9849,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2955,0.528,0.1079,3
no,8,no,2,0,5.81,11.37,181.33,8.1207,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3112,0.4421,0.0993,3
no,8,no,2,0,5.81,11.37,181.33,8.1207,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3356,0.5406,0.1108,2
no,9,no,2,0,5.06,10.12,181.33,7.6613,1.7493,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3306,0.4907,0.1054,4
no,9,no,2,0,5.06,10.12,181.33,7.6613,1.7493,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3342,0.4362,0.0995,4
no,9,no,2,0,6.02,11.94,181.33,8.3218,1.755,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2984,0.4397,0.0985,4
no,9,no,2,0,6.02,11.94,181.33,8.3218,1.755,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3034,0.4386,0.0986,4
no,5,no,2,0,5.06,10.12,181.33,7.6613,2,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2948,0.4649,0.1012,1
no,5,no,2,0,5.06,10.12,181.33,7.6613,2,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2883,0.4625,0.1007,2
no,4,no,2,0,6.02,11.94,181.33,8.3218,2,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2833,0.4456,0.0986,1
no,5,no,2,0,6.02,11.94,181.33,8.3218,2,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2984,0.4472,0.0994,2
no,5,no,2,0,6.02,11.94,181.33,8.3218,2,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3198,0.4554,0.1011,1
no,4,no,2,0,3.6,6.77,161.57,6.2663,1.9975,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3077,0.4476,0.0998,2
no,5,no,2,0,3.6,6.77,161.57,6.2663,1.9849,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2883,0.4554,0.0999,3
no,4,no,2,0,3.56,6.58,181.33,6.1777,1.4107,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2926,0.4452,0.0989,1
no,4,no,2,0,3.56,6.58,181.33,6.1777,1.4107,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3027,0.4711,0.1022,4
no,3,no,2,0,4.9,9.67,172.41,7.4891,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3098,0.4641,0.1017,1
no,5,no,2,0,4.9,9.67,172.41,7.4891,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3062,0.506,0.106,4
no,5,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3134,0.5312,0.1089,1
no,5,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3241,0.4397,0.0995,2
no,5,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3077,0.4672,0.1019,2
no,5,no,2,0,5.19,10.13,181.33,7.6651,1.4,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2955,0.4456,0.0991,1
no,5,no,2,0,5.19,10.13,181.33,7.6651,1.4,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3206,0.4802,0.1039,2
no,4,no,2,0,5.19,10.13,181.33,7.6651,1.4142,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3019,0.4731,0.1024,3
no,5,no,2,0,5.81,11.37,181.33,8.1207,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3105,0.4452,0.0996,1
no,10,no,2,0,4.58,9.05,181.33,7.245,2.3043,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2912,0.4429,0.0986,4
no,5,no,2,0,4.58,9.05,141.19,7.245,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2941,0.448,0.0993,3
no,9,no,2,0,4.58,9.05,141.19,7.245,2.4166,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2869,0.4688,0.1013,4
no,10,no,2,0,4.58,9.05,181.33,7.245,2.3043,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2948,0.4362,0.098,4
no,5,no,2,0,4.58,9.05,141.19,7.245,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2962,0.4445,0.099,3
no,10,no,2,0,4.9,9.67,172.41,7.4891,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3048,0.4649,0.1016,4
no,5,no,2,0,4.9,9.67,172.41,7.4891,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2948,0.459,0.1005,3
no,5,no,2,0,4.9,9.67,172.41,7.4891,2.4495,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2926,0.4496,0.0994,3
no,9,no,2,0,4.9,9.67,172.41,7.4891,2.4474,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3248,0.4437,0.1,4
no,10,no,2,0,4.9,9.67,172.41,7.4891,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3313,0.4543,0.1014,4
no,10,no,2,0,4.9,9.67,172.41,7.4891,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3342,0.4476,0.1008,3
no,10,no,2,0,4.9,9.67,172.41,7.4891,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3198,0.4547,0.101,4
no,11,no,2,0,4.9,9.67,181.33,7.4891,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2984,0.455,0.1002,3
no,11,no,2,0,5.81,11.37,181.33,8.1207,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2955,0.4499,0.0996,3
no,11,no,2,0,5.81,11.37,181.33,8.1207,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2891,0.448,0.0991,3
no,10,no,2,0,5.81,11.37,181.33,8.1207,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3012,0.4456,0.0993,3
no,11,no,2,0,5.81,11.37,181.33,8.1207,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3062,0.4566,0.1007,3
no,11,no,2,0,6.31,12.27,181.33,8.436,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2941,0.457,0.1003,3
no,10,no,2,0,6.31,12.27,181.33,8.436,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2934,0.4531,0.0998,3
no,10,no,2,0,6.31,12.27,181.33,8.436,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3098,0.4472,0.0998,4
no,10,no,2,0,6.31,12.27,181.33,8.436,2.4249,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3062,0.4492,0.0999,3
no,9,no,2,0,4.9,9.67,172.41,7.4891,2.4474,no,yes,no,no,no,no,no,no,2.1,650.9,1.3256,0.4935,0.1055,3
no,9,no,2,0,4.9,9.67,172.41,7.4891,2.4474,no,yes,no,no,no,no,no,no,2.1,650.9,1.2948,0.4864,0.1035,3
no,9,no,2,0,4.9,9.67,172.41,7.4891,2.4474,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3346,0.4494,0.101,3
no,11,no,2,0,4.9,9.67,181.33,7.4891,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3346,0.4597,0.1022,4
no,10,no,2,0,6.31,12.27,181.33,8.436,2.4249,no,yes,no,no,no,no,no,no,2.1,650.9,1.2962,0.4396,0.0984,4
no,10,no,2,0,6.31,12.27,181.33,8.436,2.4249,no,yes,no,no,no,no,no,no,2.1,650.9,1.3084,0.5354,0.1092,4
no,11,no,2,0,6.31,12.27,181.33,8.436,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3196,0.4711,0.1028,3
no,11,no,2,0,6.31,12.27,181.33,8.436,2.2869,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3084,0.4662,0.1019,3
no,8,no,2,0,6.49,12.77,181.33,8.6062,1.7321,no,yes,no,no,no,no,no,no,2.1,650.9,1.2962,0.4662,0.1014,3
no,8,no,2,0,6.49,12.77,181.33,8.6062,1.7321,no,yes,no,no,no,no,no,no,2.1,650.9,1.3012,0.4684,0.1018,3
no,10,no,2,0,6.49,12.77,181.33,8.6062,1.7205,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3164,0.4396,0.0992,4
no,11,no,2,0,6.49,12.77,181.33,8.6062,1.6523,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3004,0.4886,0.104,4
no,7,no,2,0,4.77,9.5,181.33,7.4229,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3091,0.4594,0.1011,3
no,7,no,2,0,4.77,9.5,181.33,7.4229,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3091,0.4503,0.1001,3
no,4,no,2,0,4.77,9.5,181.33,7.4229,0.2646,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3198,0.4547,0.101,2
no,6,no,2,0,4.77,9.5,181.33,7.4229,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3019,0.4484,0.0996,3
no,10,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2984,0.4586,0.1006,4
no,10,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2955,0.457,0.1004,4
no,7,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3027,0.4558,0.1005,3
no,10,no,2,0,4.05,7.98,181.33,6.8032,0,yes,yes,no,no,no,no,no,no,2.1,650.9,1.3019,0.4421,0.0989,4
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0972,0.8387,0.1251,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0529,0.7762,0.1179,1
no,8,no,1,0,4.66,9.43,250.4,9.43,3.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0227,0.8728,0.1232,3
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0941,0.8178,0.1234,4
no,8,no,1,0,7.85,15.66,314.18,15.66,6.78,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0941,0.8648,0.1269,1
no,8,no,1,0,5.4,10.58,211.78,10.58,4.99,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0631,0.8093,0.121,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1376,0.836,0.1272,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0823,0.3988,0.0857,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8045,0.65,0.0943,1
no,8,no,1,0,7.85,15.66,314.18,15.66,6.78,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0886,0.8371,0.1245,1
no,8,no,1,0,7.85,15.66,314.18,15.66,6.78,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0729,0.4121,0.0867,1
no,8,no,1,0,7.85,15.66,314.18,15.66,6.78,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8157,0.568,0.0888,1
no,8,no,1,0,5.4,10.58,211.78,10.58,4.99,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1141,0.8312,0.1255,1
no,8,no,1,0,5.4,10.58,211.78,10.58,4.99,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0607,0.4078,0.0858,1
no,8,no,1,0,5.4,10.58,211.78,10.58,4.99,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8621,0.5245,0.0877,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0827,0.8296,0.1236,4
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1294,0.5979,0.1072,4
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8328,0.5292,0.0866,3
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0741,0.7735,0.1189,4
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0733,0.4089,0.0864,3
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7559,0.5531,0.0843,4
no,8,no,1,0,4.66,9.43,250.4,9.43,3.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.067,0.8029,0.1207,1
no,8,no,1,0,4.66,9.43,250.4,9.43,3.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0654,0.4634,0.0916,1
no,8,no,1,0,4.66,9.43,250.4,9.43,3.02,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7943,0.5366,0.0852,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0803,0.8595,0.1257,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1113,0.8072,0.1235,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0733,0.805,0.1212,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0709,0.8061,0.1212,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8007,0.5519,0.0867,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.069,0.3988,0.0852,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.805,0.4986,0.0826,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0682,0.4084,0.0861,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8365,0.4374,0.0789,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0796,0.3251,0.0773,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8114,0.3633,0.0708,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0851,0.3609,0.0816,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.821,0.3221,0.0671,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0666,0.2392,0.0659,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8392,0.2613,0.0611,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0733,0.1847,0.0581,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,0.7933,0.2001,0.052,1
no,8,no,1,0,4.16,7.66,204.12,7.66,3.66,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1149,0.1591,0.0549,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0741,0.7479,0.1169,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.065,0.7639,0.1176,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0133,0.7709,0.1153,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.049,0.7527,0.1159,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.025,0.7474,0.1141,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0172,0.9379,0.1274,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0607,0.7757,0.1183,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0541,0.868,0.1247,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0435,0.7826,0.1179,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0929,0.7858,0.1209,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0376,0.773,0.1168,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0199,0.7997,0.1178,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0552,0.7986,0.1197,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0611,0.7538,0.1166,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0294,0.8248,0.1202,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0148,0.7837,0.1163,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.018,0.7644,0.115,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0862,0.7799,0.12,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0694,0.8274,0.1227,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0435,0.7596,0.1161,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0564,0.7714,0.1177,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0392,0.797,0.1187,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0423,0.8354,0.1217,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0411,0.7794,0.1175,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0282,0.9358,0.1279,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0552,0.8285,0.1219,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0341,0.7719,0.1165,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0246,0.7735,0.1161,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0345,0.7842,0.1175,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0521,0.7778,0.118,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0368,0.7933,0.1183,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0364,0.7741,0.1168,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0427,0.8253,0.121,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0356,0.789,0.1179,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0517,0.7799,0.1181,1
no,8,no,1,0,5.19,10.13,338.1,10.13,1.02,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0372,0.7917,0.1182,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0286,0.7954,0.118,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0576,0.781,0.1185,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0592,0.8344,0.1226,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0533,0.8061,0.1202,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0474,0.8296,0.1216,1
no,9,no,1,0,6.31,12.27,237.23,12.27,5.99,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0309,0.7623,0.1156,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0333,0.8061,0.119,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0388,0.7522,0.1153,1
no,7,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0294,0.7644,0.1157,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0274,0.8568,0.1224,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0576,0.7741,0.118,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0454,0.7575,0.1161,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0282,0.7634,0.1155,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0537,0.8322,0.1221,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0698,0.7858,0.1196,1
no,8,no,1,0,6.31,12.27,237.23,12.27,6,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0654,0.7911,0.1197,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0556,0.7677,0.1174,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,0.9081,0.8936,0.1175,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,0.8779,0.8242,0.1109,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,0.9085,0.6801,0.1025,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0109,0.734,0.1123,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0046,0.7751,0.1151,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.007,0.9006,0.1242,1
yes,8,no,1,0,3.6,6.77,187.44,6.77,3.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0388,0.6652,0.1084,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,1.067,0.7714,0.1183,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,1.005,0.8312,0.1192,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,0.9976,0.8168,0.1177,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,1.0764,0.8429,0.1242,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,0.9929,0.9603,0.1274,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,1.2455,0.9225,0.1398,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,0.9956,0.7196,0.1104,1
yes,8,no,1,0,3.87,7.5,151.32,7.5,5.49,yes,yes,no,no,no,no,no,no,2.1,650.9,1.076,0.9059,0.1288,1
yes,8,no,1,0,5.74,11.24,194.98,11.24,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,0.996,0.8387,0.1192,1
yes,8,no,1,0,5.74,11.24,194.98,11.24,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.056,0.9476,0.1305,1
yes,8,no,1,0,5.74,11.24,194.98,11.24,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1631,0.7105,0.1186,1
yes,8,no,1,0,5.74,11.24,194.98,11.24,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1396,0.7596,0.1213,1
yes,8,no,1,0,5.74,11.24,194.98,11.24,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,0.9835,0.7618,0.1129,1
yes,8,no,1,0,5.74,11.24,194.98,11.24,7.01,yes,yes,no,no,no,no,no,no,2.1,650.9,1.1266,0.8867,0.1304,1
