@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,9,14,24,33,39,94-95,101,170-172,174,178-180,183,185,224,256,259-260,274'

@attribute Temp_max numeric
@attribute time numeric
@attribute slowCool {yes,no}
@attribute leak {yes,no}
@attribute numberComponents numeric
@attribute orgmaximalprojectionsizeMax numeric
@attribute orgASA_HMax numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgvanderwaalsMin numeric
@attribute oxlikeavgpol_pHdependentMax numeric
@attribute oxlikemolpolMax numeric
@attribute oxlikeASA_PMax numeric
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute N {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Zn {yes,no}
@attribute Cl {yes,no}
@attribute V6 {yes,no}
@attribute IonizationMinWeighted numeric
@attribute PearsonElectronegMinWeighted numeric
@attribute hardnessMinWeighted numeric
@attribute outcome {1,2,3,4}

@data
90,19,yes,no,2,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,7.8676,4.239,3.6274,4
90,19,yes,no,2,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,5.8027,3.1265,2.6754,4
90,19,yes,no,2,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,4.1821,2.2533,1.9282,2
90,19,yes,no,2,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,5.6726,3.0563,2.6154,2
90,19,yes,yes,2,5.73,203.2,5.73,346.48,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,2.8042,1.5109,1.2929,1
90,90,yes,no,2,5.73,203.2,5.73,346.48,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,4.0161,2.1638,1.8516,3
90,90,yes,no,2,5.73,203.2,5.73,346.48,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,1.3514,0.7281,0.6231,3
90,90,yes,no,2,5.73,203.2,5.73,346.48,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,2.477,1.3346,1.142,3
90,90,yes,no,2,5.73,203.2,5.73,346.48,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,4.0991,2.2085,1.8899,2
90,90,yes,no,2,5.73,203.2,5.73,346.48,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,no,6.0531,3.2614,2.7908,2
90,96,yes,no,3,7.39,300.79,7.39,405.37,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.8277,0.4996,0.3281,4
90,96,yes,no,3,7.39,300.79,7.39,405.37,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,2.4119,1.4558,0.956,4
90,96,yes,no,3,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.5715,0.3079,0.2635,4
90,96,yes,no,3,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.1753,0.0944,0.0808,4
90,96,yes,no,3,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.2163,0.1305,0.0857,3
90,96,yes,no,3,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.5492,0.2959,0.2532,3
90,96,yes,no,3,5.47,204.98,5.47,301.3,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.5309,0.3204,0.2104,3
90,96,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.3723,0.2247,0.1476,4
90,96,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.5425,0.2923,0.2501,4
90,96,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.227,0.1223,0.1047,4
90,21,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,1.0592,0.6394,0.4199,3
90,21,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,3.6568,2.2073,1.4495,3
90,21,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.9447,0.5703,0.3745,2
90,21,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,6.3536,3.8351,2.5185,3
90,21,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,1.0194,0.6153,0.4041,3
90,21,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,6.8557,4.1382,2.7175,1
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,1.6003,0.9659,0.6343,3
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,2.0082,1.2122,0.796,1
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,3.7509,2.2641,1.4868,1
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,9.3328,5.6334,3.6994,1
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.9591,0.579,0.3802,3
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,2.238,1.3509,0.8871,1
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,11.0162,6.6495,4.3667,1
90,48,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,9.5864,5.7865,3.7999,1
110,24,yes,no,3,5.4,194.98,5.4,299.78,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1575,0.0848,0.0726,2
110,24,yes,no,3,5.4,194.98,5.4,299.78,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.9006,0.4852,0.4152,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1671,0.09,0.077,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.9016,0.4858,0.4157,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1634,0.088,0.0753,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.9225,0.497,0.4253,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1607,0.0866,0.0741,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.2173,0.1324,0.0849,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.181,0.0975,0.0834,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.232,0.1414,0.0906,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1623,0.0874,0.0748,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.2168,0.1321,0.0847,2
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1649,0.0889,0.076,2
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1701,0.0917,0.0784,3
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1633,0.088,0.0753,3
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1713,0.0923,0.079,2
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1621,0.0874,0.0747,2
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1609,0.0867,0.0742,2
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1761,0.0949,0.0812,3
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1589,0.0856,0.0733,3
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1605,0.0865,0.074,3
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1569,0.0846,0.0724,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1633,0.088,0.0753,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1901,0.1024,0.0876,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1609,0.0867,0.0742,2
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1577,0.085,0.0727,3
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1681,0.0906,0.0775,3
110,24,yes,no,3,4.91,250.99,4.91,295.52,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1769,0.0953,0.0816,4
110,24,yes,no,3,5.55,211.78,5.55,284.53,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1525,0.0822,0.0703,3
110,24,yes,no,3,5.55,211.78,5.55,284.53,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1601,0.0863,0.0738,3
110,24,yes,no,3,5.55,211.78,5.55,284.53,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1661,0.0895,0.0766,2
110,24,yes,no,3,5.55,211.78,5.55,284.53,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1601,0.0863,0.0738,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1577,0.085,0.0727,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1645,0.0886,0.0759,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1721,0.0927,0.0793,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1657,0.0893,0.0764,3
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1585,0.0854,0.0731,2
110,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1569,0.0846,0.0724,3
110,24,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1617,0.0871,0.0746,2
110,24,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1677,0.0904,0.0773,2
110,24,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1729,0.0932,0.0797,2
110,24,yes,no,3,5.3,110.98,5.3,207.08,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.7245,0.4416,0.2831,2
110,24,yes,no,3,5.56,172.41,5.56,268.43,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1753,0.0945,0.0808,2
110,24,yes,no,3,5.56,172.41,5.56,268.43,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.7116,0.4337,0.278,2
110,24,yes,no,3,5.56,172.41,5.56,268.43,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.1717,0.0925,0.0792,3
110,24,yes,no,3,5.56,172.41,5.56,268.43,-1,-1,-1,yes,no,no,no,yes,no,yes,no,no,yes,0.7155,0.4361,0.2795,3
110,24,yes,no,4,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.6609,0.3561,0.3047,4
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.6393,0.3445,0.2948,4
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.6832,0.3681,0.315,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.6609,0.3561,0.3047,1
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.7412,0.3993,0.3417,3
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.6672,0.3595,0.3076,3
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.6694,0.3607,0.3086,3
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.6366,0.343,0.2935,3
110,24,yes,no,4,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.6539,0.3523,0.3015,3
110,24,yes,no,4,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.6662,0.359,0.3072,4
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.6811,0.367,0.314,4
110,24,yes,no,4,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.6509,0.3507,0.3001,3
110,24,yes,no,4,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.6509,0.3507,0.3001,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.6685,0.3602,0.3082,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,1.3181,0.7102,0.6077,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,1.2674,0.6829,0.5844,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,1.3078,0.7046,0.6029,1
110,24,yes,no,4,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.3385,0.1824,0.156,3
110,24,yes,no,4,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.355,0.1913,0.1637,4
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,no,yes,yes,no,no,no,no,yes,0.35,0.1886,0.1614,1
110,24,yes,no,4,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.335,0.1805,0.1545,1
110,24,yes,no,4,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.335,0.1805,0.1545,1
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.3522,0.1898,0.1624,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.3726,0.2007,0.1718,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,no,yes,yes,no,yes,no,no,yes,0.3726,0.2007,0.1718,3
160,120,yes,no,3,4.91,250.99,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,1.3384,0.7211,0.6171,3
160,120,yes,no,3,5.62,326.4,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,1.3198,0.7111,0.6085,4
160,120,yes,no,3,5.88,323.49,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,1.3291,0.7161,0.6128,4
160,120,yes,no,3,5.88,323.49,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,1.3291,0.7161,0.6128,4
160,120,yes,no,3,4.91,250.99,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,1.3714,0.7389,0.6323,4
160,120,yes,no,3,5.62,326.4,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,1.2812,0.6903,0.5907,3
160,120,yes,no,3,5.88,323.49,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,1.2848,0.6922,0.5923,4
160,96,yes,no,3,5.56,187.44,4.89,218.32,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.4953,0.2669,0.2284,4
160,96,yes,no,3,5.92,210.85,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.4595,0.2476,0.2119,3
160,96,yes,no,3,5.18,247.34,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.559,0.3012,0.2577,3
160,96,yes,no,3,5.25,277,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.5017,0.2703,0.2313,4
160,96,yes,no,3,5.25,277,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.5347,0.2881,0.2465,4
160,96,yes,no,3,5.25,277,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.5146,0.2773,0.2373,4
110,24,yes,no,3,5.92,226.27,5.92,253.52,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6796,0.3661,0.3133,4
110,24,yes,no,4,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.3422,0.1844,0.1578,4
110,24,yes,no,4,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.3555,0.1916,0.1639,3
110,24,yes,no,4,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.3571,0.1924,0.1647,3
110,24,yes,no,4,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.3294,0.1775,0.1519,3
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.3884,0.2093,0.1791,2
110,24,yes,no,4,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.349,0.188,0.1609,2
110,24,yes,no,4,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.327,0.1762,0.1508,1
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.3163,0.1704,0.1458,1
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.3422,0.1844,0.1578,1
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.3179,0.1713,0.1465,1
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.351,0.1891,0.1618,4
110,24,yes,no,4,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.3378,0.182,0.1558,2
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.3258,0.1756,0.1502,3
110,24,yes,no,4,4.91,250.99,4.91,295.52,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.3756,0.2024,0.1732,2
110,24,yes,no,4,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,yes,no,yes,no,no,no,no,yes,0.3294,0.1775,0.1519,3
90,48,yes,no,3,5.17,141.19,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,yes,no,no,no,4.5442,2.4484,2.0951,3
90,48,yes,no,3,5.56,172.41,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,yes,no,no,no,4.5242,2.4376,2.0859,3
90,48,yes,no,3,5.47,204.98,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,yes,no,no,no,4.5554,2.4544,2.1003,3
90,48,yes,no,3,6.57,237.23,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,yes,no,no,no,4.4887,2.4185,2.0695,3
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.323,0.1741,0.1489,2
110,24,yes,no,4,5.18,247.34,5.18,281.27,-1,-1,-1,no,no,yes,no,yes,no,yes,no,no,yes,0.1793,0.0966,0.0827,2
170,96,yes,no,3,5.56,161.57,4.89,203.38,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.4022,0.2167,0.1855,4
170,96,yes,no,3,5.25,277,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.4022,0.2167,0.1855,4
170,96,yes,no,3,5.52,225.86,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.3729,0.2009,0.1719,4
170,96,yes,no,3,5.52,225.86,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.3729,0.2009,0.1719,4
170,96,yes,no,3,5.52,225.86,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.4244,0.2287,0.1957,3
160,120,yes,no,3,5.88,338.1,4.89,231.7,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.9784,0.5272,0.4511,4
160,120,yes,no,3,5.88,323.49,4.89,221.38,-1,-1,-1,no,no,no,no,yes,yes,no,no,no,no,0.6835,0.3683,0.3151,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.2603,0.679,0.5811,2
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.871,0.5257,0.3452,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.9465,0.51,0.4364,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.1296,0.0699,0.0598,1
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.8847,0.4767,0.4079,1
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.4824,0.2599,0.2224,1
90,20,yes,no,3,4.43,298.54,4.43,326.1,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.2543,0.137,0.1172,1
90,20,yes,no,3,4.43,298.54,4.43,326.1,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.3083,0.1661,0.1421,1
90,20,yes,no,3,4.43,298.54,4.43,326.1,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6912,0.4172,0.274,2
90,20,yes,no,3,4.43,298.54,4.43,326.1,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.4206,0.2539,0.1667,2
90,20,yes,no,3,4.43,269.95,4.43,319.98,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6869,0.4146,0.2723,3
90,20,yes,no,3,4.43,269.95,4.43,319.98,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.1519,0.0818,0.07,3
90,20,yes,no,3,4.43,298.54,4.43,326.1,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.1785,0.0962,0.0823,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.7234,0.4366,0.2867,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.5662,0.3051,0.2611,1
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.1961,0.1056,0.0904,1
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.5718,0.3081,0.2636,1
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,yes,no,no,yes,0.5479,0.2952,0.2526,2
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6755,0.364,0.3114,2
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6755,0.364,0.3114,2
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.8864,0.4776,0.4087,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.2354,0.1268,0.1085,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.5326,0.3215,0.2111,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.5086,0.274,0.2345,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.1936,0.1043,0.0893,3
90,20,yes,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6082,0.3277,0.2804,3
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7656,0.4125,0.353,3
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,1.1525,0.6957,0.4568,3
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7545,0.4065,0.3479,3
110,24,yes,no,3,5.69,173.72,5.69,210.31,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7623,0.4107,0.3515,3
110,24,yes,no,3,5.17,141.19,5.17,237.57,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7389,0.3981,0.3407,2
