@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,9,14,24,33,39,94-95,101,170-172,174,178-180,183,185,224,256,259-260,274'

@attribute Temp_max numeric
@attribute time numeric
@attribute slowCool {yes,no}
@attribute leak {yes,no}
@attribute numberComponents numeric
@attribute orgmaximalprojectionsizeMax numeric
@attribute orgASA_HMax numeric
@attribute orgmaximalprojectionsizeMin numeric
@attribute orgvanderwaalsMin numeric
@attribute oxlikeavgpol_pHdependentMax numeric
@attribute oxlikemolpolMax numeric
@attribute oxlikeASA_PMax numeric
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute N {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Zn {yes,no}
@attribute Cl {yes,no}
@attribute V6 {yes,no}
@attribute IonizationMinWeighted numeric
@attribute PearsonElectronegMinWeighted numeric
@attribute hardnessMinWeighted numeric
@attribute outcome {1,2,3,4}

@data
150,10,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6521,0.3514,0.3007,4
150,10,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6538,0.3523,0.3014,3
150,10,yes,yes,3,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6443,0.3472,0.2971,1
120,48,yes,no,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7501,0.4041,0.3458,3
120,48,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7339,0.3954,0.3384,3
120,48,yes,yes,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7295,0.393,0.3363,1
120,48,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6816,0.3673,0.3143,4
120,48,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6733,0.3628,0.3104,3
120,48,yes,no,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6883,0.3709,0.3173,3
120,48,yes,no,3,4.65,265.36,4.65,310.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7512,0.4047,0.3463,4
120,24,yes,yes,3,5.52,225.86,5.52,258.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6438,0.3469,0.2968,1
120,24,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6488,0.3496,0.2991,2
120,24,yes,no,3,5.25,261.95,5.25,275.81,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6494,0.3499,0.2994,3
120,24,yes,no,3,5.18,213.24,5.18,273.23,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6872,0.3703,0.3168,2
120,24,yes,no,3,5.4,170.62,5.4,282.76,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7567,0.4077,0.3489,3
120,24,yes,yes,3,5.88,323.49,5.88,340.09,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6761,0.3643,0.3117,1
120,24,yes,no,3,4.65,265.36,4.65,310.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6839,0.3685,0.3153,3
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7543,0.4064,0.3478,3
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.647,0.3486,0.2983,3
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.647,0.3486,0.2983,4
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6817,0.3673,0.3143,4
150,20,yes,yes,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6523,0.3515,0.3008,1
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6507,0.3506,0.3,3
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6748,0.3636,0.3111,3
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.7004,0.3774,0.3229,4
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6395,0.3446,0.2949,4
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.663,0.3572,0.3057,3
150,20,yes,no,3,5.92,210.85,5.92,238.74,-1,-1,-1,no,no,no,no,yes,no,no,no,no,yes,0.6609,0.3561,0.3047,4
110,120,no,no,4,5.17,181.33,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4543,0.2769,0.1775,3
110,120,no,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4958,0.3022,0.1937,3
110,120,no,no,4,5.17,181.33,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.457,0.2785,0.1785,3
110,120,no,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4405,0.2685,0.1721,3
90,60,?,no,3,5.91,269.21,5.91,365.55,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8173,0.4404,0.3768,4
90,60,?,no,3,5.91,269.21,5.91,365.55,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.539,0.3285,0.2106,4
90,60,?,no,3,5.91,269.21,5.91,365.55,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,1.0823,0.6596,0.4228,4
90,60,?,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8173,0.4404,0.3768,4
90,60,?,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5406,0.3295,0.2112,3
90,60,?,no,3,5.14,301.34,5.14,397.7,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4084,0.22,0.1883,4
90,60,?,no,3,5.72,333.01,5.72,429.38,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8056,0.434,0.3714,3
90,60,?,no,3,5.72,333.01,5.72,429.38,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.539,0.3285,0.2106,4
90,84,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8018,0.432,0.3697,4
90,84,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5429,0.3309,0.2121,4
90,84,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4036,0.2174,0.1861,4
90,84,yes,no,3,5.92,226.27,5.92,253.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8045,0.4335,0.3709,3
90,84,yes,no,3,5.92,226.27,5.92,253.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5429,0.3309,0.2121,1
90,84,yes,no,3,5.92,226.27,5.92,253.52,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8045,0.4335,0.3709,3
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8029,0.4326,0.3702,3
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5382,0.328,0.2103,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4062,0.2189,0.1873,3
90,84,yes,no,3,6.62,205.33,6.62,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,1.0866,0.6623,0.4245,4
90,84,yes,no,3,6.62,205.33,6.62,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5378,0.3278,0.2101,4
90,84,yes,no,3,6.62,205.33,6.62,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3993,0.2151,0.1841,4
90,84,yes,no,3,5.56,187.44,5.56,218.32,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8333,0.449,0.3842,4
90,84,yes,no,3,5.56,187.44,5.56,218.32,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5476,0.3338,0.2139,4
90,84,yes,no,3,5.56,187.44,5.56,218.32,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.402,0.2166,0.1853,4
90,60,yes,no,3,5.71,239.3,5.71,239.3,-1,-1,-1,yes,no,no,no,no,no,no,no,yes,yes,0.82,0.4418,0.378,2
90,60,yes,no,3,5.71,239.3,5.71,239.3,-1,-1,-1,yes,no,no,no,no,no,no,no,yes,yes,0.5351,0.3261,0.209,4
90,60,yes,no,3,5.71,239.3,5.71,239.3,-1,-1,-1,yes,no,no,no,no,no,no,no,yes,yes,0.41,0.2209,0.189,3
90,60,yes,no,3,5,263.98,5,283.03,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8242,0.4441,0.38,3
90,60,yes,no,3,5,263.98,5,283.03,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5347,0.3259,0.2089,4
90,60,yes,no,3,5,263.98,5,283.03,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4036,0.2174,0.1861,3
90,60,yes,no,3,8.61,592.69,8.61,592.69,-1,-1,-1,yes,yes,no,no,yes,no,no,no,no,yes,0.8146,0.4389,0.3756,3
90,60,yes,no,3,8.61,592.69,8.61,592.69,-1,-1,-1,yes,yes,no,no,yes,no,no,no,no,yes,0.5406,0.3295,0.2112,3
90,60,yes,no,3,8.61,592.69,8.61,592.69,-1,-1,-1,yes,yes,no,no,yes,no,no,no,no,yes,0.4255,0.2292,0.1962,3
90,60,yes,no,3,5.54,190.53,5.54,230.84,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8093,0.436,0.3731,3
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.403,0.2172,0.1858,4
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5339,0.3254,0.2086,4
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4772,0.2571,0.2141,4
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.253,0.1363,0.1167,4
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3232,0.197,0.1263,4
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.2381,0.1283,0.1098,3
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.647,0.3486,0.2983,4
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3214,0.1732,0.1482,4
90,60,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4362,0.2659,0.1704,1
90,84,yes,yes,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7682,0.4139,0.3542,4
90,84,yes,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1714,0.0923,0.079,4
90,84,yes,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7255,0.3909,0.3345,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,1.0796,0.6579,0.4217,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5386,0.3283,0.2104,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4094,0.2206,0.1888,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.2402,0.1294,0.1108,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3244,0.1977,0.1267,3
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.2418,0.1303,0.1115,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4374,0.2666,0.1709,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3224,0.1737,0.1487,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.6427,0.3463,0.2963,3
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5413,0.2917,0.2496,4
90,60,yes,?,3,4.08,267.23,4.08,298.21,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.726,0.3912,0.3347,1
90,60,no,?,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5374,0.3275,0.21,1
90,60,no,?,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5461,0.3328,0.2133,1
90,60,no,?,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5398,0.329,0.2109,1
90,60,no,?,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5449,0.3321,0.2129,1
90,60,no,?,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5359,0.3266,0.2093,1
90,60,no,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5496,0.335,0.2147,1
90,60,no,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5457,0.3326,0.2132,1
90,60,no,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5382,0.328,0.2103,1
90,60,no,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5394,0.3287,0.2107,1
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,1.0819,0.6594,0.4227,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5414,0.3299,0.2115,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4009,0.216,0.1848,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.2877,0.155,0.1327,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3244,0.1977,0.1267,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3232,0.197,0.1263,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4774,0.291,0.1865,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3224,0.1737,0.1487,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.0833,0.0449,0.0384,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.0806,0.0434,0.0372,3
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1212,0.0653,0.0559,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.1271,0.0685,0.0586,4
90,84,?,no,3,5.52,250.4,5.52,273.45,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4004,0.2157,0.1846,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4743,0.289,0.1853,4
90,84,yes,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4845,0.2953,0.1893,4
90,84,yes,no,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4786,0.2917,0.187,4
90,84,yes,no,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4837,0.2948,0.189,3
90,84,yes,no,3,5.25,277,5.25,289.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4892,0.2981,0.1911,3
90,84,yes,?,3,5.25,277,5.25,289.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4754,0.2898,0.1857,4
90,84,yes,?,3,5.25,277,5.25,289.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5421,0.3304,0.2118,4
90,84,yes,?,3,4.65,296.17,4.65,324.05,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4786,0.2917,0.187,3
90,84,yes,?,3,4.65,296.17,4.65,324.05,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5366,0.3271,0.2096,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4841,0.295,0.1891,4
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5351,0.3261,0.209,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.479,0.2919,0.1871,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5366,0.3271,0.2096,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8066,0.4346,0.3632,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4004,0.2157,0.1846,4
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4089,0.2203,0.1885,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3295,0.2008,0.1287,2
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5382,0.328,0.2103,2
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4078,0.2197,0.188,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4025,0.2169,0.1856,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3232,0.197,0.1263,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.537,0.3273,0.2098,3
90,84,yes,?,3,5.54,217.26,5.54,245.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3217,0.196,0.1257,3
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.6222,0.3792,0.2431,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7073,0.4311,0.2763,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7489,0.4564,0.2926,3
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8995,0.5482,0.3514,4
100,24,yes,no,3,5.17,181.33,4.91,227.47,-1,-1,-1,no,no,no,no,yes,no,no,no,no,no,1.0121,0.5453,0.4666,4
100,24,yes,no,3,5.17,181.33,4.91,227.47,-1,-1,-1,no,no,no,no,yes,no,no,no,no,no,1.0278,0.5538,0.4739,4
100,24,yes,no,3,5.17,181.33,4.91,227.47,-1,-1,-1,no,no,no,no,yes,no,no,no,no,no,1.0278,0.5538,0.4739,4
100,24,yes,no,3,5.17,181.33,4.91,227.47,-1,-1,-1,no,no,no,no,yes,no,no,no,no,no,1.0257,0.5526,0.4729,4
100,24,yes,no,3,5.17,181.33,4.91,227.47,-1,-1,-1,no,no,no,no,yes,no,no,no,no,no,1.0164,0.5476,0.4686,4
100,24,yes,no,3,5.17,181.33,4.91,227.47,-1,-1,-1,no,no,no,no,yes,no,no,no,no,no,1.0214,0.5503,0.4709,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.435,0.2651,0.17,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5378,0.3278,0.2101,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3358,0.2047,0.1312,4
25,65,no,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7065,0.4306,0.276,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.459,0.2797,0.1793,3
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.5531,0.3371,0.2161,4
25,65,no,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3413,0.208,0.1333,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7092,0.4323,0.2771,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.652,0.3973,0.2547,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7391,0.4504,0.2887,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.6653,0.4055,0.2599,3
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7418,0.4521,0.2898,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.6492,0.3957,0.2536,4
110,120,yes,no,4,5.17,181.5,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.7371,0.4492,0.288,3
110,72,no,no,4,5.42,261.98,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4248,0.2589,0.166,4
110,72,no,no,4,5.42,261.98,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.2746,0.1674,0.1073,4
110,72,no,no,4,5.42,261.98,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3483,0.2123,0.1361,4
110,72,no,no,4,5.42,261.98,4.91,227.47,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.3456,0.2106,0.135,4
90,192,no,no,3,5.3,151.32,5.3,213.24,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8387,0.4519,0.3867,2
90,192,no,no,3,5.3,151.32,5.3,213.24,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8499,0.4579,0.3918,2
90,192,no,no,3,6.62,205.33,6.62,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8408,0.453,0.3876,3
90,192,no,no,3,6.62,205.33,6.62,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8531,0.4596,0.3933,4
90,192,no,no,3,5.17,222.4,5.17,247.46,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.852,0.459,0.3928,4
90,192,no,no,3,5.17,222.4,5.17,247.46,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8451,0.4553,0.3896,3
90,192,no,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.875,0.4714,0.4034,4
90,192,no,no,3,5.18,247.34,5.18,281.27,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8392,0.4521,0.3869,4
90,192,no,no,3,5.73,315.94,5.73,353.19,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8435,0.4544,0.3889,3
90,192,no,no,3,5.73,315.94,5.73,353.19,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8621,0.4645,0.3975,3
90,192,no,no,3,5.56,215.15,5.56,234.26,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8392,0.4521,0.3869,3
90,192,no,no,3,5.56,215.15,5.56,234.26,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.8403,0.4527,0.3874,3
90,72,no,no,4,5.3,181.33,4.91,213.24,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4382,0.2671,0.1712,4
90,72,no,no,4,5.3,181.33,4.91,213.24,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4527,0.2759,0.1768,4
90,72,no,no,4,5.56,187.44,4.91,218.32,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4539,0.2766,0.1773,4
90,72,no,no,4,5.56,187.44,4.91,218.32,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4496,0.274,0.1756,4
90,72,no,no,4,6.62,205.33,4.91,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4496,0.274,0.1756,3
90,72,no,no,4,6.62,205.33,4.91,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4382,0.2671,0.1712,2
90,72,no,no,4,6.62,205.33,4.91,219.31,-1,-1,-1,yes,no,no,no,yes,no,no,no,no,yes,0.4523,0.2757,0.1767,3
