@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,18,26,63,83,99-100,103,170,172,174,180,182,234,255,261,274'

@attribute Temp_max numeric
@attribute time numeric
@attribute slowCool {yes,no}
@attribute leak {yes,no}
@attribute orgavgpol_pHdependentMax numeric
@attribute orgpolarsurfaceareaMax numeric
@attribute orgASA_PArithAvg numeric
@attribute orgpolarsurfaceareaGeomAvg numeric
@attribute oxlikeASA-Max numeric
@attribute oxlikeASA_HMax numeric
@attribute oxlikehbdamsaccMax numeric
@attribute Te {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute S {yes,no}
@attribute Se {yes,no}
@attribute PaulingElectronegMin numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute AtomicRadiusMinWeighted numeric
@attribute outcome {1,2}

@data
180,83,no,no,13.8,55.28,71.225,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3445,0.0626,2
180,83,no,no,11.45,28.64,39.815,24.0705,-1,-1,-1,yes,no,no,no,no,1.63,0.3496,0.0694,2
180,72,no,no,11.76,33.22,45.33,25.9237,-1,-1,-1,yes,no,no,no,no,1.63,0.3385,0.0654,1
180,72,no,no,15.85,33.22,41.105,25.9237,-1,-1,-1,yes,no,no,no,no,1.63,0.3411,0.0633,1
180,72,no,no,15.85,33.22,41.105,25.9237,-1,-1,-1,yes,no,no,no,no,1.63,0.3467,0.0644,1
180,72,no,no,10.57,33.22,43.97,25.9237,-1,-1,-1,yes,no,no,no,no,1.63,0.3385,0.0644,2
180,72,no,no,13.36,20.23,31.945,13.4031,-1,-1,-1,yes,no,no,no,no,1.63,0.3396,0.063,1
180,72,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3432,0.0716,2
180,72,no,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.345,0.0752,1
180,72,no,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.3479,0.0622,1
180,48,no,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.3435,0.0661,1
180,72,no,no,13.8,55.28,71.225,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3443,0.063,1
110,120,no,no,9.74,55.28,71.255,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.34,0.0634,2
110,120,no,no,9.74,55.28,71.255,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3381,0.0663,2
110,120,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3428,0.0658,2
110,120,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3402,0.0649,2
110,120,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3396,0.0636,2
110,120,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3481,0.0628,2
110,120,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3497,0.0643,2
110,120,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3505,0.0633,2
110,120,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3467,0.0643,2
110,120,no,no,11.07,52.04,35.45,32.4464,-1,-1,-1,yes,no,no,no,no,1.63,0.3411,0.0644,2
110,120,no,no,13.11,52.04,35.5,32.4464,-1,-1,-1,yes,no,no,no,no,1.63,0.3387,0.0634,2
110,120,no,no,13.8,55.28,71.225,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3418,0.0631,2
110,120,no,no,15.86,55.28,71.26,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3432,0.0636,2
110,144,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3482,0.0698,2
110,144,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3402,0.0688,2
110,144,no,no,11.75,55.28,71.075,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3506,0.0636,2
110,144,no,no,11.07,52.04,35.45,32.4464,-1,-1,-1,yes,no,no,no,no,1.63,0.3506,0.065,2
110,144,no,no,15.86,55.28,71.26,33.4412,-1,-1,-1,yes,no,no,no,no,1.63,0.3405,0.0622,2
110,144,no,no,15.18,52.04,35.51,32.4464,-1,-1,-1,yes,no,no,no,no,1.63,0.3467,0.0667,2
110,144,no,no,15.18,52.04,35.51,32.4464,-1,-1,-1,yes,no,no,no,no,1.63,0.3437,0.066,2
110,144,no,no,18.01,27.64,40.055,23.6465,-1,-1,-1,yes,no,no,no,no,1.63,0.3418,0.0663,2
110,144,no,no,18.01,27.64,40.055,23.6465,-1,-1,-1,yes,no,no,no,no,1.63,0.3458,0.0622,2
110,144,no,no,17.65,26.02,26.785,22.9431,-1,-1,-1,yes,no,no,no,no,1.63,0.3416,0.0691,2
110,144,no,no,13.33,25.78,38.56,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.3439,0.065,2
110,144,no,no,13.33,25.78,38.56,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.3467,0.0643,1
110,144,no,no,13.33,25.78,38.56,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.342,0.0634,2
110,144,no,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.3411,0.0649,2
110,144,no,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.3403,0.0647,2
110,144,no,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.342,0.0626,2
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2203,0.1552,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2039,0.149,1
90,60,no,no,14.23,28.64,23.05,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2293,0.1447,2
90,60,no,no,25.55,61.76,102.72,61.76,-1,-1,-1,yes,no,no,no,no,1.63,0.2272,0.1548,1
90,60,no,no,15.81,47.49,72.75,47.49,-1,-1,-1,yes,no,no,no,no,1.63,0.2126,0.1504,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2113,0.092,1
90,60,no,no,25.55,61.76,102.72,61.76,-1,-1,-1,yes,no,no,no,no,1.63,0.2199,0.154,1
90,60,no,no,25.55,61.76,102.72,61.76,-1,-1,-1,yes,no,no,no,no,1.63,0.1518,0.1083,1
90,60,no,no,25.55,61.76,102.72,61.76,-1,-1,-1,yes,no,no,no,no,1.63,0.2143,0.0804,1
90,60,no,no,15.81,47.49,72.75,47.49,-1,-1,-1,yes,no,no,no,no,1.63,0.2184,0.1576,1
90,60,no,no,15.81,47.49,72.75,47.49,-1,-1,-1,yes,no,no,no,no,1.63,0.1501,0.1071,1
90,60,no,no,15.81,47.49,72.75,47.49,-1,-1,-1,yes,no,no,no,no,1.63,0.2265,0.0742,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2179,0.1532,2
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.1598,0.1571,2
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2188,0.0749,2
90,60,no,no,14.23,28.64,23.05,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2109,0.151,1
90,60,no,no,14.23,28.64,23.05,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.1508,0.1217,1
90,60,no,no,14.23,28.64,23.05,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2087,0.0759,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2115,0.1519,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2118,0.1515,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2104,0.0781,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2115,0.0705,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.1511,0.1073,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.1528,0.0854,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2132,0.0514,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.1535,0.0948,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2157,0.0456,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.1509,0.0628,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.1519,0.0485,1
90,60,no,no,14.93,30.46,14.64,30.46,-1,-1,-1,yes,no,no,no,no,1.63,0.2084,0.0283,1
75,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.1977,0.1484,1
75,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.1963,0.145,1
75,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2464,0.1439,1
75,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2038,0.1501,1
75,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.228,0.1491,1
75,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2056,0.1476,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2101,0.1443,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2098,0.1493,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.198,0.1501,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2167,0.1456,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2059,0.1436,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2008,0.144,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2049,0.1537,1
75,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.1996,0.1476,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2048,0.1473,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2458,0.1455,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2177,0.1493,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2028,0.1463,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2032,0.145,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.206,0.1464,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2043,0.1489,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2084,0.1467,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2034,0.1466,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2049,0.1488,1
90,60,no,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.208,0.1468,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.209,0.1455,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2052,0.1496,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2192,0.1499,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2179,0.1482,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2003,0.1459,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.1976,0.147,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2008,0.1456,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2034,0.1496,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2006,0.1455,1
90,60,no,no,15.86,55.28,96.39,55.28,-1,-1,-1,yes,no,no,no,no,1.63,0.2078,0.1508,1
90,60,yes,no,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2348,0.1285,1
90,60,yes,no,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2165,0.1242,1
90,60,yes,no,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.1787,0.1286,1
90,60,yes,no,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2366,0.1425,1
90,60,yes,no,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.1747,0.147,1
90,60,yes,no,7.42,53.66,61.92,53.66,-1,-1,-1,yes,no,no,no,no,1.63,0.2027,0.151,1
90,60,yes,no,7.42,53.66,61.92,53.66,-1,-1,-1,yes,no,no,no,no,1.63,0.1891,0.1409,1
90,60,yes,no,7.42,53.66,61.92,53.66,-1,-1,-1,yes,no,no,no,no,1.63,0.238,0.1523,1
90,60,yes,no,13.24,67.31,104.8,67.31,-1,-1,-1,yes,no,no,no,no,1.63,0.2489,0.1494,1
90,60,yes,no,13.24,67.31,104.8,67.31,-1,-1,-1,yes,no,no,no,no,1.63,0.2001,0.1392,1
90,60,yes,no,13.24,67.31,104.8,67.31,-1,-1,-1,yes,no,no,no,no,1.63,0.2329,0.1594,1
90,60,yes,no,13.24,67.31,104.8,67.31,-1,-1,-1,yes,no,no,no,no,1.63,0.2754,0.145,1
90,60,yes,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2207,0.1404,1
90,60,yes,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.1811,0.1514,1
90,60,yes,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2151,0.1482,1
90,60,yes,no,15.15,7.68,14.69,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.2105,0.1418,1
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2255,0.0763,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.215,0.0762,2
90,24,yes,no,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2147,0.0076,2
90,24,yes,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.2129,0.0764,2
90,24,yes,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.2123,0.0762,2
90,24,yes,no,9.73,25.78,40.03,22.837,-1,-1,-1,yes,no,no,no,no,1.63,0.2112,0.0763,2
90,108,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,yes,no,no,no,1.63,0.2106,0.0765,2
90,108,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,yes,no,no,no,1.63,0.2118,0.0761,2
90,108,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,yes,no,no,no,1.63,0.2444,0.0768,2
90,84,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2216,0.0763,2
90,84,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2206,0.0763,2
90,84,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2256,0.0767,2
90,84,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2256,0.0772,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2084,0.0674,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2018,0.0672,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.1998,0.0693,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.1976,0.0799,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.1965,0.0673,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2013,0.0678,2
90,24,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.2241,0.067,2
90,84,yes,no,12.24,28.64,28.21,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.206,0.0685,1
90,84,yes,no,12.24,28.64,28.21,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2013,0.0684,1
90,84,yes,no,12.24,28.64,28.21,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.2003,0.0673,1
90,84,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.0997,0.0336,1
90,84,yes,no,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.1596,0.054,1
90,84,yes,no,14.28,7.68,12.27,7.68,-1,-1,-1,yes,no,no,no,no,1.63,0.1609,0.0559,1
90,84,yes,no,14.2,16.47,14.18,16.47,-1,-1,-1,yes,no,no,no,no,1.63,0.2507,0.0671,2
90,84,yes,no,14.2,16.47,14.18,16.47,-1,-1,-1,yes,no,no,no,no,1.63,0.1405,0.0453,2
90,84,yes,no,18.79,86.16,143.27,86.16,-1,-1,-1,yes,no,no,no,no,1.63,0.2042,0.0677,2
90,84,yes,no,18.79,86.16,143.27,86.16,-1,-1,-1,yes,no,no,no,no,1.63,0.1586,0.0536,2
90,84,yes,no,18.79,86.16,143.27,86.16,-1,-1,-1,yes,no,no,no,no,1.63,0.1364,0.0465,2
90,84,yes,no,25.55,61.76,102.72,61.76,-1,-1,-1,yes,no,no,no,no,1.63,0.1512,0.0566,2
90,84,yes,no,25.55,61.76,102.72,61.76,-1,-1,-1,yes,no,no,no,no,1.63,0.1478,0.0467,2
90,24,yes,?,7.42,53.66,61.92,53.66,-1,-1,-1,yes,no,no,no,no,1.63,0.1527,0.0706,1
90,24,yes,?,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.1979,0.0729,1
90,24,yes,?,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.1517,0.1069,1
90,24,yes,?,10.27,28.64,30.88,28.64,-1,-1,-1,yes,no,no,no,no,1.63,0.1596,0.0762,1
90,24,yes,?,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.1571,0.102,1
90,24,yes,?,9.73,25.78,33.93,25.78,-1,-1,-1,yes,no,no,no,no,1.63,0.1515,0.071,1
180,48,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.3758,0.3758,2
180,48,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1676,0.1676,2
180,48,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.169,0.169,1
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.3733,0.3733,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.8004,0.8004,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1695,0.1695,1
180,72,no,no,11.75,55.28,96.02,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.372,0.372,2
180,72,no,no,11.75,55.28,96.02,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1692,0.1692,2
180,72,no,no,11.75,55.28,96.02,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1717,0.1717,1
180,96,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1674,0.1674,2
180,96,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.7952,0.7952,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.3779,0.3779,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1661,0.1661,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.7982,0.7982,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1679,0.1679,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.7957,0.7957,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1119,0.1119,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.9091,0.9091,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.2812,0.2812,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.5746,0.5746,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4199,0.4199,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4153,0.4153,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.5056,0.5056,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1414,0.1414,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.327,0.327,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.6669,0.6669,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.123,0.123,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.2821,0.2821,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.422,0.422,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1319,0.1319,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4955,0.4955,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1321,0.1321,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1328,0.1328,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.332,0.332,2
180,120,no,no,7.76,55.28,96.11,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.6686,0.6686,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.37,0.37,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.7917,0.7917,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.2827,0.2827,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.2917,0.2917,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.5756,0.5756,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.323,0.323,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4136,0.4136,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1472,0.1472,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.506,0.506,2
180,72,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4947,0.4947,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1678,0.1678,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.8167,0.8167,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.2895,0.2895,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.5848,0.5848,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.502,0.502,2
180,96,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4991,0.4991,2
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.2874,0.2874,2
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.5758,0.5758,2
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.3069,0.3069,2
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4215,0.4215,2
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.4232,0.4232,2
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1522,0.1522,2
180,48,no,no,9.74,55.28,96.38,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.5009,0.5009,2
180,96,no,no,13.8,55.28,96.32,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.7953,0.7953,2
180,96,no,no,17.95,55.28,96.34,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.3707,0.3707,2
180,96,no,no,17.95,55.28,96.34,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1655,0.1655,2
180,96,no,no,20.04,55.28,96.36,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.3721,0.3721,2
180,96,no,no,20.04,55.28,96.36,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1665,0.1665,2
180,96,no,no,11.75,55.28,96.02,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.8097,0.8097,2
180,96,no,no,11.75,55.28,96.02,55.28,-1,-1,-1,no,no,no,no,no,2.16,0.1789,0.1789,2
