temp,time,slowCool,pH,leak,numberInorg,numberOrg,numberOxlike,numberComponents,orgavgpolMax,orgrefractivityMax,orgmaximalprojectionareaMax,orgmaximalprojectionradiusMax,orgmaximalprojectionsizeMax,orgminimalprojectionareaMax,orgminimalprojectionradiusMax,orgminimalprojectionsizeMax,orgavgpol_pHdependentMax,orgmolpolMax,orgvanderwaalsMax,orgASAMax,orgASA+Max,orgASA-Max,orgASA_HMax,orgASA_PMax,orgpolarsurfaceareaMax,orghbdamsaccMax,orghbdamsdonMax,orgavgpolMin,orgrefractivityMin,orgmaximalprojectionareaMin,orgmaximalprojectionradiusMin,orgmaximalprojectionsizeMin,orgminimalprojectionareaMin,orgminimalprojectionradiusMin,orgminimalprojectionsizeMin,orgavgpol_pHdependentMin,orgmolpolMin,orgvanderwaalsMin,orgASAMin,orgASA+Min,orgASA-Min,orgASA_HMin,orgASA_PMin,orgpolarsurfaceareaMin,orghbdamsaccMin,orghbdamsdonMin,orgavgpolArithAvg,orgrefractivityArithAvg,orgmaximalprojectionareaArithAvg,orgmaximalprojectionradiusArithAvg,orgmaximalprojectionsizeArithAvg,orgminimalprojectionareaArithAvg,orgminimalprojectionradiusArithAvg,orgminimalprojectionsizeArithAvg,orgavgpol_pHdependentArithAvg,orgmolpolArithAvg,orgvanderwaalsArithAvg,orgASAArithAvg,orgASA+ArithAvg,orgASA-ArithAvg,orgASA_HArithAvg,orgASA_PArithAvg,orgpolarsurfaceareaArithAvg,orghbdamsaccArithAvg,orghbdamsdonArithAvg,orgavgpolGeomAvg,orgrefractivityGeomAvg,orgmaximalprojectionareaGeomAvg,orgmaximalprojectionradiusGeomAvg,orgmaximalprojectionsizeGeomAvg,orgminimalprojectionareaGeomAvg,orgminimalprojectionradiusGeomAvg,orgminimalprojectionsizeGeomAvg,orgavgpol_pHdependentGeomAvg,orgmolpolGeomAvg,orgvanderwaalsGeomAvg,orgASAGeomAvg,orgASA+GeomAvg,orgASA-GeomAvg,orgASA_HGeomAvg,orgASA_PGeomAvg,orgpolarsurfaceareaGeomAvg,orghbdamsaccGeomAvg,orghbdamsdonGeomAvg,oxlikeavgpolMax,oxlikerefractivityMax,oxlikemaximalprojectionareaMax,oxlikemaximalprojectionradiusMax,oxlikemaximalprojectionsizeMax,oxlikeminimalprojectionareaMax,oxlikeminimalprojectionradiusMax,oxlikeminimalprojectionsizeMax,oxlikeavgpol_pHdependentMax,oxlikemolpolMax,oxlikevanderwaalsMax,oxlikeASAMax,oxlikeASA+Max,oxlikeASA-Max,oxlikeASA_HMax,oxlikeASA_PMax,oxlikepolarsurfaceareaMax,oxlikehbdamsaccMax,oxlikehbdamsdonMax,oxlikeavgpolMin,oxlikerefractivityMin,oxlikemaximalprojectionareaMin,oxlikemaximalprojectionradiusMin,oxlikemaximalprojectionsizeMin,oxlikeminimalprojectionareaMin,oxlikeminimalprojectionradiusMin,oxlikeminimalprojectionsizeMin,oxlikeavgpol_pHdependentMin,oxlikemolpolMin,oxlikevanderwaalsMin,oxlikeASAMin,oxlikeASA+Min,oxlikeASA-Min,oxlikeASA_HMin,oxlikeASA_PMin,oxlikepolarsurfaceareaMin,oxlikehbdamsaccMin,oxlikehbdamsdonMin,oxlikeavgpolArithAvg,oxlikerefractivityArithAvg,oxlikemaximalprojectionareaArithAvg,oxlikemaximalprojectionradiusArithAvg,oxlikemaximalprojectionsizeArithAvg,oxlikeminimalprojectionareaArithAvg,oxlikeminimalprojectionradiusArithAvg,oxlikeminimalprojectionsizeArithAvg,oxlikeavgpol_pHdependentArithAvg,oxlikemolpolArithAvg,oxlikevanderwaalsArithAvg,oxlikeASAArithAvg,oxlikeASA+ArithAvg,oxlikeASA-ArithAvg,oxlikeASA_HArithAvg,oxlikeASA_PArithAvg,oxlikepolarsurfaceareaArithAvg,oxlikehbdamsaccArithAvg,oxlikehbdamsdonArithAvg,oxlikeavgpolGeomAvg,oxlikerefractivityGeomAvg,oxlikemaximalprojectionareaGeomAvg,oxlikemaximalprojectionradiusGeomAvg,oxlikemaximalprojectionsizeGeomAvg,oxlikeminimalprojectionareaGeomAvg,oxlikeminimalprojectionradiusGeomAvg,oxlikeminimalprojectionsizeGeomAvg,oxlikeavgpol_pHdependentGeomAvg,oxlikemolpolGeomAvg,oxlikevanderwaalsGeomAvg,oxlikeASAGeomAvg,oxlikeASA+GeomAvg,oxlikeASA-GeomAvg,oxlikeASA_HGeomAvg,oxlikeASA_PGeomAvg,oxlikepolarsurfaceareaGeomAvg,oxlikehbdamsaccGeomAvg,oxlikehbdamsdonGeomAvg,inorg-water-moleratio,org-water-moleratio,orgacc-waterdonratio,orgdon-wateraccratio,inorg-org-moleratio,notwater-water-moleratio,Na,Li,Te,Br,K,C,F,I,Mo,O,N,P,S,V,Se,Zn,Co,Cl,Ga,Cs,Cr,Cu,Actinide,AlkaliMetal,Lanthanide,P1,P2,P3,P4,P5,P6,P7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,V0,V1,V2,V3,V4,V5,V6,V7,IonizationMax,EAMax,PaulingElectronegMax,PearsonElectronegMax,hardnessMax,AtomicRadiusMax,IonizationMin,EAMin,PaulingElectronegMin,PearsonElectronegMin,hardnessMin,AtomicRadiusMin,IonizationMean,EAMean,PaulingElectronegMean,PearsonElectronegMean,hardnessMean,AtomicRadiusMean,IonizationGeom,EAGeom,PaulingElectronegGeom,PearsonElectronegGeom,hardnessGeom,AtomicRadiusGeom,IonizationMaxWeighted,EAMaxWeighted,PaulingElectronegMaxWeighted,PearsonElectronegMaxWeighted,hardnessMaxWeighted,AtomicRadiusMaxWeighted,IonizationMinWeighted,EAMinWeighted,PaulingElectronegMinWeighted,PearsonElectronegMinWeighted,hardnessMinWeighted,AtomicRadiusMinWeighted,IonizationMeanWeighted,EAMeanWeighted,PaulingElectronegMeanWeighted,PearsonElectronegMeanWeighted,hardnessMeanWeighted,AtomicRadiusMeanWeighted,IonizationGeomWeighted,EAGeomWeighted,PaulingElectronegGeomWeighted,PearsonElectronegGeomWeighted,hardnessGeomWeighted,AtomicRadiusGeomWeighted,purity,outcome
90.0,24.0,0,1.0,0,2.0,1.0,1.0,4.0,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.57,10.29,203.38,203.38,203.38,0.0,161.57,41.81,33.22,0.0,4.0,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.57,10.29,203.38,203.38,203.38,0.0,161.57,41.81,33.22,0.0,4.0,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.57,10.29,203.38,203.38,203.38,0.0,161.57,41.81,33.22,0.0,4.0,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.57,10.29,203.38,203.38,203.38,0.0,161.57,41.81,33.22,0.0,4.0,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,6.23,5.87,211.65,211.65,61.3,150.36,0.0,211.65,74.6,8.04,1.96,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,6.23,5.87,211.65,211.65,61.3,150.36,0.0,211.65,74.6,8.04,1.96,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,6.23,5.87,211.65,211.65,61.3,150.36,0.0,211.65,74.6,8.04,1.96,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,6.23,5.87,211.65,211.65,61.3,150.36,0.0,211.65,74.6,8.04,1.96,0.0207,0.0029,-0.0,-0.0117,7.076,0.0237,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.7235,1.1861,0.0155,3.4548,2.2687,0.6265,0.6769,0.0526,0.0017,0.3647,0.3121,0.1778,3.2002,0.6193,0.0086,1.9097,1.2904,0.4022,1.9683,0.2498,0.0051,1.1225,0.8415,0.3338,1.0,4
180.0,48.0,0,5.0,0,1.0,1.0,0.0,2.0,15.85,43.0,48.87,5.29,5.55,24.0,3.39,10.56,16.48,16.94,310.93,310.93,253.77,57.16,220.09,90.84,55.28,0.0,6.0,15.85,43.0,48.87,5.29,5.55,24.0,3.39,10.56,16.48,16.94,310.93,310.93,253.77,57.16,220.09,90.84,55.28,0.0,6.0,15.85,43.0,48.87,5.29,5.55,24.0,3.39,10.56,16.48,16.94,310.93,310.93,253.77,57.16,220.09,90.84,55.28,0.0,6.0,15.85,43.0,48.87,5.29,5.55,24.0,3.39,10.56,16.48,16.94,310.93,310.93,253.77,57.16,220.09,90.84,55.28,0.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0023,0.0066,-0.0,-0.0397,0.3529,0.009,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,0.5372,0.0564,0.0017,0.2968,0.2404,0.1492,0.5372,0.0564,0.0017,0.2968,0.2404,0.1492,0.5372,0.0564,0.0017,0.2968,0.2404,0.1492,0.5372,0.0564,0.0017,0.2968,0.2404,0.1492,2.0,4
110.0,24.0,1,1.0,0,2.0,1.0,0.0,3.0,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0415,0.0049,-0.0051,-0.0048,8.4164,0.0464,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,11.2621,2.3338,0.0305,6.798,4.4642,1.2327,0.6617,0.0514,0.0017,0.3565,0.3051,0.1738,5.9619,1.1926,0.0161,3.5772,2.3846,0.7033,2.7298,0.3465,0.0071,1.5568,1.167,0.4629,1.0,4
170.0,120.0,1,2.0,0,1.0,2.0,0.0,3.0,18.04,43.32,55.87,6.48,5.93,28.27,3.44,13.1,19.47,17.64,353.93,353.93,337.12,113.62,225.18,196.69,88.5,6.08,10.0,5.06,12.57,21.95,3.01,4.89,17.26,2.79,5.84,5.06,5.3,221.38,221.38,107.75,16.81,24.69,128.75,57.53,0.0,1.92,11.55,27.945,38.91,4.745,5.41,22.765,3.115,9.47,12.265,11.47,287.655,287.655,222.435,65.215,124.935,162.72,73.015,3.04,5.96,9.5542,23.3352,35.0192,4.4164,5.385,22.0894,3.098,8.7467,9.9256,9.6691,279.9161,279.9161,190.5903,43.703,74.5634,159.1347,71.3541,0.0,4.3818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0034,0.0351,-0.1085,-0.2072,0.098,0.0386,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,650.9,50.6,1.63,350.7,300.1,171.0,650.9,50.6,1.63,350.7,300.1,171.0,650.9,50.6,1.63,350.7,300.1,171.0,650.9,50.6,1.63,350.7,300.1,171.0,1.2433,0.0966,0.0031,0.6699,0.5732,0.3266,1.2433,0.0966,0.0031,0.6699,0.5732,0.3266,1.2433,0.0966,0.0031,0.6699,0.5732,0.3266,1.2433,0.0966,0.0031,0.6699,0.5732,0.3266,1.0,2
100.0,20.0,0,5.0,0,1.0,1.0,0.0,2.0,11.15,27.42,38.27,5.06,4.91,19.3,2.62,10.12,11.76,11.03,295.52,295.52,244.26,51.26,250.99,44.53,33.22,0.0,4.0,11.15,27.42,38.27,5.06,4.91,19.3,2.62,10.12,11.76,11.03,295.52,295.52,244.26,51.26,250.99,44.53,33.22,0.0,4.0,11.15,27.42,38.27,5.06,4.91,19.3,2.62,10.12,11.76,11.03,295.52,295.52,244.26,51.26,250.99,44.53,33.22,0.0,4.0,11.15,27.42,38.27,5.06,4.91,19.3,2.62,10.12,11.76,11.03,295.52,295.52,244.26,51.26,250.99,44.53,33.22,0.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0111,0.0185,-0.0,-0.0738,0.6012,0.0296,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,1.2854,0.1351,0.0041,0.7102,0.5752,0.3569,1.2854,0.1351,0.0041,0.7102,0.5752,0.3569,1.2854,0.1351,0.0041,0.7102,0.5752,0.3569,1.2854,0.1351,0.0041,0.7102,0.5752,0.3569,2.0,3
180.0,96.0,1,5.0,0,1.0,1.0,0.0,2.0,9.47,25.19,29.3,3.66,5.71,22.88,3.06,6.94,9.47,9.73,239.3,239.3,132.96,106.35,239.3,0.0,0.0,0.0,0.0,9.47,25.19,29.3,3.66,5.71,22.88,3.06,6.94,9.47,9.73,239.3,239.3,132.96,106.35,239.3,0.0,0.0,0.0,0.0,9.47,25.19,29.3,3.66,5.71,22.88,3.06,6.94,9.47,9.73,239.3,239.3,132.96,106.35,239.3,0.0,0.0,0.0,0.0,9.47,25.19,29.3,3.66,5.71,22.88,3.06,6.94,9.47,9.73,239.3,239.3,132.96,106.35,239.3,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0434,0.0212,-0.0,-0.0,2.0456,0.0646,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,684.3,71.9,2.16,378.1,306.2,190.0,1.6411,0.1724,0.0052,0.9068,0.7343,0.4557,1.6411,0.1724,0.0052,0.9068,0.7343,0.4557,1.6411,0.1724,0.0052,0.9068,0.7343,0.4557,1.6411,0.1724,0.0052,0.9068,0.7343,0.4557,2.0,3
90.0,60.0,0,2.0,0,2.0,1.0,1.0,4.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,0.0209,0.003,-0.0,-0.0059,7.0702,0.0239,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.6345,1.1676,0.0153,3.401,2.2334,0.6167,0.6811,0.0529,0.0017,0.367,0.314,0.1789,3.1578,0.6103,0.0085,1.884,1.2737,0.3978,1.9589,0.2486,0.0051,1.1172,0.8374,0.3322,1.0,4
90.0,24.0,0,2.0,0,2.0,1.0,1.0,4.0,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,9.73,10.3,281.27,281.27,216.3,64.97,247.34,33.93,25.78,1.27,0.73,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,9.73,10.3,281.27,281.27,216.3,64.97,247.34,33.93,25.78,1.27,0.73,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,9.73,10.3,281.27,281.27,216.3,64.97,247.34,33.93,25.78,1.27,0.73,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,9.73,10.3,281.27,281.27,216.3,64.97,247.34,33.93,25.78,1.27,0.73,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,5.46,36.11,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.75,220.06,220.06,41.26,178.8,0.0,220.06,77.43,8.3,1.7,0.0328,0.0037,-0.0047,-0.0027,8.8743,0.0365,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,9.5601,1.9811,0.0259,5.7706,3.7895,1.0464,0.6539,0.0508,0.0016,0.3523,0.3015,0.1718,5.107,1.016,0.0138,3.0615,2.0455,0.6091,2.5004,0.3174,0.0065,1.4259,1.0689,0.424,2.0,4
110.0,24.0,1,1.0,0,2.0,1.0,0.0,3.0,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,9.73,26.34,36.07,4.05,5.18,20.35,3.12,7.98,10.08,10.54,273.23,273.23,244.65,28.58,213.24,59.99,27.03,1.03,0.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0178,0.0128,-0.0132,-0.0124,1.3895,0.0306,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,2.6043,0.3898,0.0065,1.4032,1.2007,0.6842,1.881,0.2025,0.0051,1.1354,0.7456,0.2059,2.2427,0.2961,0.0058,1.2693,0.9732,0.445,2.2133,0.2809,0.0058,1.2622,0.9462,0.3753,1.0,2
90.0,17.0,1,5.0,0,2.0,1.0,0.0,3.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.05,1.95,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.05,1.95,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.05,1.95,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.05,1.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0015,0.0076,-0.0004,-0.0148,0.1955,0.0091,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,869.3,190.2,2.1,529.8,339.6,171.0,650.9,50.6,1.63,350.7,300.1,123.0,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,0.222,0.0486,0.0005,0.1353,0.0867,0.041,0.1559,0.0121,0.0004,0.084,0.0719,0.0314,0.189,0.0303,0.0005,0.1097,0.0793,0.0362,0.186,0.0243,0.0005,0.1066,0.079,0.0359,1.0,2
