@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R18,48,60,162-163,171,233,250,255,262,273-274'

@attribute orgavgpol_pHdependentMax numeric
@attribute orgavgpolArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute inorg-water-moleratio numeric
@attribute org-water-moleratio numeric
@attribute Br {yes,no}
@attribute EAMin numeric
@attribute IonizationMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute IonizationMeanWeighted numeric
@attribute AtomicRadiusGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
15.86,15.18,258.26,0.007,0.0025,no,50.6,1.0282,0.2006,0.8958,0.1708,1
15.86,15.18,258.26,0.0072,0.0028,no,50.6,1.0537,0.2186,0.943,0.1805,1
15.86,15.18,258.26,0.0072,0.003,no,50.6,1.0698,0.2064,0.9278,0.1768,1
15.86,15.18,258.26,0.0074,0.0024,no,50.6,1.0654,0.2078,0.9283,0.177,1
10.27,9.88,205.41,0.0072,0.0042,no,50.6,1.0556,0.2017,0.9116,0.1736,1
10.27,9.88,205.41,0.0071,0.0041,no,50.6,0.9081,0.2348,0.9009,0.1737,1
10.27,9.88,205.41,0.0066,0.0037,no,50.6,0.8779,0.2165,0.8511,0.164,1
10.27,9.88,205.41,0.0058,0.0034,no,50.6,0.9085,0.1787,0.7943,0.1516,1
10.27,9.88,205.41,0.0067,0.0039,no,50.6,1.0109,0.1928,0.8725,0.1661,1
10.27,9.88,205.41,0.0057,0.0033,no,50.6,1.0046,0.2036,0.8899,0.1701,1
10.27,9.88,205.41,0.0065,0.0034,no,50.6,1.007,0.2366,0.9538,0.1836,1
10.27,9.88,205.41,0.0067,0.004,no,50.6,1.0388,0.1747,0.852,0.1603,1
7.42,7.08,174.09,0.0071,0.0048,no,50.6,1.067,0.2027,0.9192,0.1749,1
7.42,7.08,174.09,0.0073,0.0056,no,50.6,1.005,0.2184,0.9181,0.1762,1
7.42,7.08,174.09,0.0066,0.0054,no,50.6,0.9976,0.2146,0.9072,0.174,1
7.42,7.08,174.09,0.007,0.0039,no,50.6,1.0764,0.2214,0.9597,0.1837,1
7.42,7.08,174.09,0.0077,0.0054,no,50.6,0.9929,0.2609,0.9766,0.1883,1
7.42,7.08,174.09,0.0075,0.0037,no,50.6,1.2455,0.2423,1.084,0.2067,1
7.42,7.08,174.09,0.0062,0.0054,no,50.6,0.9956,0.1891,0.8576,0.1632,1
7.42,7.08,174.09,0.0076,0.0064,no,50.6,1.076,0.238,0.991,0.1904,1
13.24,12.56,247.15,0.007,0.0051,no,50.6,0.996,0.2203,0.9173,0.1762,1
13.24,12.56,247.15,0.0078,0.005,no,50.6,1.056,0.2489,1.0018,0.1929,1
13.24,12.56,247.15,0.0067,0.0049,no,50.6,1.1631,0.1867,0.9368,0.1753,1
13.24,12.56,247.15,0.0068,0.0063,no,50.6,1.1396,0.1996,0.9496,0.1794,1
13.24,12.56,247.15,0.0052,0.0053,no,50.6,0.9835,0.2001,0.8726,0.1669,1
13.24,12.56,247.15,0.0079,0.0056,no,50.6,1.1266,0.2329,1.0067,0.1927,1
13.24,12.56,247.15,0.0081,0.0049,no,50.6,1.0484,0.2754,1.0367,0.1999,1
13.24,12.56,247.15,0.0069,0.0054,no,50.6,1.1259,0.2035,0.9502,0.18,1
15.15,14.87,269.11,0.007,0.0046,no,50.6,0.9925,0.2207,0.9164,0.1761,1
15.15,14.87,269.11,0.0064,0.0044,no,50.6,1.0698,0.1811,0.8795,0.1655,1
15.15,14.87,269.11,0.0065,0.0048,no,50.6,1.0474,0.2151,0.9331,0.1786,1
15.15,14.87,269.11,0.0054,0.0043,no,50.6,0.9219,0.1809,0.8053,0.1536,1
15.15,14.87,269.11,0.0077,0.0048,no,50.6,1.0772,0.2352,0.9862,0.1893,1
15.15,14.87,269.11,0.0066,0.0039,no,50.6,1.0019,0.2105,0.9016,0.1727,1
15.15,14.87,269.11,0.0075,0.0048,no,50.6,1.1463,0.2018,0.9572,0.1809,1
9.73,9.73,216.3,0.004,0.0019,no,50.6,0.9064,0.2381,0.7241,0.1351,4
9.73,9.73,216.3,0.0039,0.0019,no,50.6,0.8584,0.2255,0.6989,0.1312,4
9.73,9.73,216.3,0.0055,0.0025,no,50.6,0.8184,0.215,0.6785,0.128,4
9.73,9.73,216.3,0.0059,0.0027,no,50.6,0.8947,0.2351,0.717,0.1339,4
10.27,9.88,205.41,0.0039,0.0027,no,50.6,0.8173,0.2147,0.4356,0.0405,4
9.73,7.515,192.14,0.0074,0.3924,no,50.6,0.8104,0.2129,0.6753,0.1276,4
9.73,7.515,192.14,0.0055,0.1962,no,50.6,0.8082,0.2123,0.6732,0.1272,4
9.73,7.515,192.14,0.0106,0.3791,no,50.6,0.804,0.2112,0.6715,0.1269,4
9.74,9.06,194.24,0.0056,0.0037,no,50.6,0.8044,0.2113,0.6725,0.1271,3
9.73,9.73,216.3,0.0056,0.0028,no,50.6,0.8016,0.2106,0.6713,0.127,3
9.73,9.73,216.3,0.0037,0.0019,no,50.6,0.8063,0.2118,0.6721,0.127,4
9.73,9.73,216.3,0.0041,0.0018,no,50.6,0.9303,0.2444,0.7366,0.137,4
9.73,9.73,216.3,0.0039,0.0018,no,50.6,0.8535,0.2242,0.6958,0.1307,4
9.73,9.73,216.3,0.0057,0.003,no,50.6,0.8435,0.2216,0.6915,0.1301,4
9.73,9.73,216.3,0.0057,0.0028,no,50.6,0.8397,0.2206,0.6895,0.1298,4
9.73,9.73,216.3,0.0038,0.0019,no,50.6,0.8586,0.2256,0.7002,0.1315,4
9.73,9.73,216.3,0.0039,0.0019,no,50.6,0.8586,0.2256,0.7019,0.1319,4
9.73,9.73,216.3,0.0034,0.0017,no,50.6,0.7532,0.1979,0.6155,0.1157,4
9.73,9.73,216.3,0.0034,0.0019,no,50.6,0.7564,0.1987,0.6156,0.1155,4
9.73,9.73,216.3,0.0035,0.0017,no,50.6,0.7933,0.2084,0.635,0.1186,4
9.73,9.73,216.3,0.0034,0.0017,no,50.6,0.7682,0.2018,0.6216,0.1165,4
9.73,9.73,216.3,0.0034,0.0016,no,50.6,0.7607,0.1998,0.6251,0.1177,4
9.73,9.73,216.3,0.0036,0.0016,no,50.6,0.7522,0.1976,0.6585,0.1257,3
9.73,9.73,216.3,0.0034,0.0017,no,50.6,0.7596,0.1996,0.6181,0.116,1
9.73,9.73,216.3,0.0032,0.193,no,50.6,0.7479,0.1965,0.6119,0.115,4
9.73,9.73,216.3,0.0034,0.0165,no,50.6,0.7661,0.2013,0.6227,0.1168,4
9.73,9.73,216.3,0.0037,0.0016,no,50.6,0.8531,0.2241,0.6633,0.1225,3
12.24,11.86,215.51,0.0034,0.0015,no,50.6,0.784,0.206,0.6342,0.1188,1
12.24,11.86,215.51,0.0035,0.0015,no,50.6,0.7662,0.2013,0.6247,0.1173,1
12.24,11.86,215.51,0.0034,0.0015,no,50.6,0.764,0.2007,0.6189,0.116,1
12.24,11.86,215.51,0.0034,0.0015,no,50.6,0.7623,0.2003,0.6191,0.1161,1
9.73,9.73,216.3,0.0017,0.0012,no,50.6,0.3795,0.0997,0.3084,0.0579,1
9.73,9.73,216.3,0.0162,0.013,no,50.6,5.0412,1.3244,2.6789,0.2436,1
9.73,9.73,216.3,0.0027,0.0014,no,50.6,0.6076,0.1596,0.4947,0.0928,1
9.73,9.73,216.3,0.0034,0.002,no,50.6,0.7612,0.2,0.6179,0.1159,1
14.28,14.02,244.99,0.0034,0.0016,no,50.6,0.7623,0.2003,0.6191,0.1161,1
14.28,14.02,244.99,0.0026,0.0011,no,50.6,0.6126,0.1609,0.504,0.0949,1
14.2,13.96,239.92,0.004,0.0015,no,50.6,0.9543,0.2507,0.7141,0.1297,3
14.2,13.96,239.92,0.0027,0.0013,no,50.6,0.5982,0.1571,0.497,0.0938,3
14.2,13.96,239.92,0.0024,0.0013,no,50.6,0.5347,0.1405,0.4274,0.0798,3
18.79,17.76,293.38,0.0035,0.0015,no,50.6,0.7773,0.2042,0.6278,0.1175,4
18.79,17.76,293.38,0.0027,0.0012,no,50.6,0.6037,0.1586,0.4911,0.0922,4
18.79,17.76,293.38,0.0024,0.0011,no,50.6,0.5191,0.1364,0.4239,0.0796,4
25.55,24.87,370.3,0.0035,0.001,no,50.6,0.7846,0.2061,0.6316,0.1181,4
25.55,24.87,370.3,0.0027,0.0008,no,50.6,0.5753,0.1512,0.4875,0.0925,4
25.55,24.87,370.3,0.0025,0.0007,no,50.6,0.5625,0.1478,0.4464,0.0831,4
7.42,7.08,174.09,0.0034,0.0017,no,50.6,0.7618,0.2001,0.6173,0.1157,1
7.42,7.08,174.09,0.0033,0.0021,no,50.6,0.725,0.1418,0.6323,0.1206,1
7.42,7.08,174.09,0.0033,0.002,no,50.6,1.079,0.1527,0.6739,0.1038,1
10.27,9.88,205.41,0.0035,0.0016,no,50.6,0.7534,0.1979,0.6343,0.1201,1
10.27,9.88,205.41,0.0035,0.0018,no,50.6,0.7555,0.1517,0.6665,0.1274,1
10.27,9.88,205.41,0.0034,0.0017,no,50.6,1.128,0.1596,0.709,0.1103,1
9.73,9.73,216.3,0.0036,0.0017,no,50.6,0.8052,0.2115,0.6395,0.1191,1
9.73,9.73,216.3,0.0035,0.0145,no,50.6,0.7211,0.1571,0.6597,0.1266,1
9.73,9.73,216.3,0.0033,0.0018,no,50.6,1.0708,0.1515,0.6706,0.1038,1
14.23,13.88,228.83,0.0034,0.0016,no,50.6,0.7562,0.1987,0.6156,0.1155,1
7.76,7.08,189.33,0.0353,0.0362,no,71.9,1.3535,0.3758,1.3535,0.3758,4
7.76,7.08,189.33,0.0158,0.0219,no,71.9,0.6038,0.1676,0.6038,0.1676,4
7.76,7.08,189.33,0.0748,0.0187,no,71.9,2.8667,0.796,2.8667,0.796,4
7.76,7.08,189.33,0.0157,0.0707,no,71.9,0.6085,0.169,0.6085,0.169,2
9.74,9.06,194.24,0.0345,0.0336,no,71.9,1.3444,0.3733,1.3444,0.3733,4
9.74,9.06,194.24,0.0161,0.0156,no,71.9,0.6085,0.169,0.6085,0.169,4
9.74,9.06,194.24,0.075,0.0176,no,71.9,2.8829,0.8004,2.8829,0.8004,4
9.74,9.06,194.24,0.0156,0.072,no,71.9,0.6104,0.1695,0.6104,0.1695,2
11.75,11.07,225.91,0.005,0.0051,no,71.9,1.3397,0.372,1.3397,0.372,4
11.75,11.07,225.91,0.016,0.0174,no,71.9,0.6095,0.1692,0.6095,0.1692,4
11.75,11.07,225.91,0.0764,0.0154,no,71.9,2.8643,0.7953,2.8643,0.7953,4
11.75,11.07,225.91,0.0165,0.0769,no,71.9,0.6185,0.1717,0.6185,0.1717,2
7.76,7.08,189.33,0.036,0.0367,no,71.9,1.3682,0.3799,1.3682,0.3799,4
7.76,7.08,189.33,0.0158,0.016,no,71.9,0.6028,0.1674,0.6028,0.1674,4
7.76,7.08,189.33,0.0754,0.017,no,71.9,2.8638,0.7952,2.8638,0.7952,4
9.74,9.06,194.24,0.0356,0.0354,no,71.9,1.3611,0.3779,1.3611,0.3779,4
9.74,9.06,194.24,0.0157,0.016,no,71.9,0.5981,0.1661,0.5981,0.1661,4
9.74,9.06,194.24,0.0757,0.0161,no,71.9,2.8748,0.7982,2.8748,0.7982,4
9.74,9.06,194.24,0.0358,0.0434,no,71.9,1.3506,0.375,1.3506,0.375,4
9.74,9.06,194.24,0.0156,0.018,no,71.9,0.6047,0.1679,0.6047,0.1679,4
9.74,9.06,194.24,0.0755,0.0196,no,71.9,2.8657,0.7957,2.8657,0.7957,4
9.74,9.06,194.24,0.0106,0.0109,no,71.9,0.4031,0.1119,0.4031,0.1119,4
9.74,9.06,194.24,0.0863,0.0139,no,71.9,3.2741,0.9091,3.2741,0.9091,4
9.74,9.06,194.24,0.0266,0.0253,no,71.9,1.0126,0.2812,1.0126,0.2812,4
9.74,9.06,194.24,0.0544,0.0268,no,71.9,2.0694,0.5746,2.0694,0.5746,4
9.74,9.06,194.24,0.0282,0.0398,no,71.9,1.073,0.2979,1.073,0.2979,4
9.74,9.06,194.24,0.0397,0.0283,no,71.9,1.5123,0.4199,1.5123,0.4199,4
9.74,9.06,194.24,0.0392,0.0408,no,71.9,1.4956,0.4153,1.4956,0.4153,4
9.74,9.06,194.24,0.0125,0.0482,no,71.9,0.4811,0.1336,0.4811,0.1336,4
9.74,9.06,194.24,0.0477,0.0124,no,71.9,1.8208,0.5056,1.8208,0.5056,4
9.74,9.06,194.24,0.0134,0.0626,no,71.9,0.5092,0.1414,0.5092,0.1414,4
9.74,9.06,194.24,0.0125,0.0304,no,71.9,0.4773,0.1325,0.4773,0.1325,4
9.74,9.06,194.24,0.0308,0.0128,no,71.9,1.1776,0.327,1.1776,0.327,4
9.74,9.06,194.24,0.0629,0.031,no,71.9,2.4018,0.6669,2.4018,0.6669,4
9.74,9.06,194.24,0.0636,0.0124,no,71.9,2.4241,0.6731,2.4241,0.6731,4
7.76,7.08,189.33,0.0115,0.0122,no,71.9,0.4431,0.123,0.4431,0.123,4
7.76,7.08,189.33,0.0112,0.0107,no,71.9,0.4241,0.1177,0.4241,0.1177,4
7.76,7.08,189.33,0.0268,0.0286,no,71.9,1.0159,0.2821,1.0159,0.2821,4
7.76,7.08,189.33,0.0273,0.0585,no,71.9,1.0421,0.2893,1.0421,0.2893,4
7.76,7.08,189.33,0.054,0.0355,no,71.9,2.0476,0.5685,2.0476,0.5685,4
7.76,7.08,189.33,0.0287,0.0395,no,71.9,1.093,0.3035,1.093,0.3035,4
7.76,7.08,189.33,0.0401,0.0361,no,71.9,1.5199,0.422,1.5199,0.422,4
7.76,7.08,189.33,0.0399,0.0394,no,71.9,1.5256,0.4236,1.5256,0.4236,4
7.76,7.08,189.33,0.0125,0.0476,no,71.9,0.4749,0.1319,0.4749,0.1319,4
7.76,7.08,189.33,0.0473,0.0123,no,71.9,1.7847,0.4955,1.7847,0.4955,4
7.76,7.08,189.33,0.0473,0.0469,no,71.9,1.8075,0.5019,1.8075,0.5019,4
7.76,7.08,189.33,0.0126,0.0636,no,71.9,0.4759,0.1321,0.4759,0.1321,4
7.76,7.08,189.33,0.0125,0.0304,no,71.9,0.4783,0.1328,0.4783,0.1328,4
7.76,7.08,189.33,0.0313,0.0117,no,71.9,1.1956,0.332,1.1956,0.332,4
7.76,7.08,189.33,0.0633,0.0326,no,71.9,2.4079,0.6686,2.4079,0.6686,4
7.76,7.08,189.33,0.0653,0.0155,no,71.9,2.4721,0.6864,2.4721,0.6864,4
9.74,9.06,194.24,0.0678,0.0735,no,71.9,1.3326,0.37,1.3326,0.37,4
9.74,9.06,194.24,0.0322,0.0289,no,71.9,0.618,0.1716,0.618,0.1716,4
9.74,9.06,194.24,0.1511,0.3247,no,71.9,2.8515,0.7917,2.8515,0.7917,4
9.74,9.06,194.24,0.0542,0.0519,no,71.9,1.0183,0.2827,1.0183,0.2827,4
9.74,9.06,194.24,0.0553,0.1077,no,71.9,1.0506,0.2917,1.0506,0.2917,4
9.74,9.06,194.24,0.1091,0.0527,no,71.9,2.0732,0.5756,2.0732,0.5756,4
9.74,9.06,194.24,0.0619,0.082,no,71.9,1.1633,0.323,1.1633,0.323,4
9.74,9.06,194.24,0.0793,0.0616,no,71.9,1.5085,0.4188,1.5085,0.4188,4
9.74,9.06,194.24,0.0783,0.0783,no,71.9,1.4894,0.4136,1.4894,0.4136,4
9.74,9.06,194.24,0.0276,0.092,no,71.9,0.5301,0.1472,0.5301,0.1472,4
9.74,9.06,194.24,0.096,0.0247,no,71.9,1.8222,0.506,1.8222,0.506,4
9.74,9.06,194.24,0.0856,0.0842,no,71.9,1.7818,0.4947,1.7818,0.4947,4
9.74,9.06,194.24,0.0233,0.0239,no,71.9,1.3307,0.3695,1.3307,0.3695,4
9.74,9.06,194.24,0.0106,0.0099,no,71.9,0.6042,0.1678,0.6042,0.1678,4
9.74,9.06,194.24,0.0513,0.0113,no,71.9,2.9413,0.8167,2.9413,0.8167,4
9.74,9.06,194.24,0.0182,0.0186,no,71.9,1.0426,0.2895,1.0426,0.2895,4
9.74,9.06,194.24,0.0186,0.0372,no,71.9,1.0635,0.2953,1.0635,0.2953,4
9.74,9.06,194.24,0.0369,0.0186,no,71.9,2.1061,0.5848,2.1061,0.5848,4
9.74,9.06,194.24,0.0184,0.0287,no,71.9,1.0506,0.2917,1.0506,0.2917,2
9.74,9.06,194.24,0.0265,0.0181,no,71.9,1.5075,0.4186,1.5075,0.4186,2
9.74,9.06,194.24,0.0261,0.0273,no,71.9,1.4933,0.4146,1.4933,0.4146,4
9.74,9.06,194.24,0.0091,0.0328,no,71.9,0.5201,0.1444,0.5201,0.1444,4
9.74,9.06,194.24,0.0317,0.0081,no,71.9,1.808,0.502,1.808,0.502,4
9.74,9.06,194.24,0.0314,0.0309,no,71.9,1.7975,0.4991,1.7975,0.4991,4
9.74,9.06,194.24,0.0084,0.0076,no,71.9,0.6366,0.1767,0.6366,0.1767,4
9.74,9.06,194.24,0.0375,0.0091,no,71.9,2.8567,0.7932,2.8567,0.7932,4
9.74,9.06,194.24,0.0131,0.013,no,71.9,0.9946,0.2761,0.9946,0.2761,4
9.74,9.06,194.24,0.0135,0.0266,no,71.9,1.035,0.2874,1.035,0.2874,4
9.74,9.06,194.24,0.0271,0.0136,no,71.9,2.0737,0.5758,2.0737,0.5758,3
9.74,9.06,194.24,0.0146,0.0198,no,71.9,1.1053,0.3069,1.1053,0.3069,4
9.74,9.06,194.24,0.02,0.0141,no,71.9,1.518,0.4215,1.518,0.4215,4
9.74,9.06,194.24,0.0199,0.0208,no,71.9,1.5242,0.4232,1.5242,0.4232,4
9.74,9.06,194.24,0.0072,0.0238,no,71.9,0.5481,0.1522,0.5481,0.1522,4
9.74,9.06,194.24,0.0218,0.0062,no,71.9,1.7852,0.4957,1.7852,0.4957,4
9.74,9.06,194.24,0.0236,0.0246,no,71.9,1.8042,0.5009,1.8042,0.5009,4
13.8,13.11,233.22,0.0352,0.0351,no,71.9,1.3497,0.3747,1.3497,0.3747,4
13.8,13.11,233.22,0.0754,0.0152,no,71.9,2.8643,0.7953,2.8643,0.7953,4
17.95,17.26,282.95,0.0349,0.0361,no,71.9,1.3349,0.3707,1.3349,0.3707,3
17.95,17.26,282.95,0.0157,0.0161,no,71.9,0.5962,0.1655,0.5962,0.1655,3
17.95,17.26,282.95,0.0755,0.0171,no,71.9,2.8615,0.7945,2.8615,0.7945,3
20.04,19.35,307.78,0.0349,0.0353,no,71.9,1.3402,0.3721,1.3402,0.3721,4
20.04,19.35,307.78,0.0158,0.0156,no,71.9,0.5995,0.1665,0.5995,0.1665,3
20.04,19.35,307.78,0.0764,0.0173,no,71.9,2.9014,0.8056,2.9014,0.8056,4
11.75,11.07,225.91,0.0356,0.0352,no,71.9,1.3611,0.3779,1.3611,0.3779,4
11.75,11.07,225.91,0.0161,0.0153,no,71.9,0.6142,0.1705,0.6142,0.1705,3
11.75,11.07,225.91,0.0753,0.0165,no,71.9,2.9161,0.8097,2.9161,0.8097,3
11.75,11.07,225.91,0.0732,0.0725,no,71.9,1.3806,0.3833,1.3806,0.3833,4
11.75,11.07,225.91,0.0336,0.0335,no,71.9,0.6442,0.1789,0.6442,0.1789,3
11.75,11.07,225.91,0.148,0.0322,no,71.9,2.9161,0.8097,2.9161,0.8097,3
11.75,11.07,225.91,0.0239,0.0235,no,71.9,1.3715,0.3808,1.3715,0.3808,3
11.75,11.07,225.91,0.0106,0.0102,no,71.9,0.6019,0.1671,0.6019,0.1671,3
11.75,11.07,225.91,0.0503,0.0112,no,71.9,2.8662,0.7958,2.8662,0.7958,3
11.75,11.07,225.91,0.0179,0.0182,no,71.9,1.3696,0.3803,1.3696,0.3803,3
11.75,11.07,225.91,0.0081,0.0085,no,71.9,0.6133,0.1703,0.6133,0.1703,3
11.75,11.07,225.91,0.0379,0.0086,no,71.9,2.8852,0.8011,2.8852,0.8011,3
9.74,9.06,194.24,0.0698,0.0707,no,71.9,1.3411,0.3724,1.3411,0.3724,4
9.74,9.06,194.24,0.0249,0.1152,no,71.9,0.4778,0.1327,0.4778,0.1327,3
9.74,9.06,194.24,0.1168,0.0233,no,71.9,2.2187,0.616,2.2187,0.616,4
9.74,9.06,194.24,0.0356,0.0349,no,71.9,1.3459,0.3737,1.3459,0.3737,4
9.74,9.06,194.24,0.0124,0.0599,no,71.9,0.4711,0.1308,0.4711,0.1308,4
9.74,9.06,194.24,0.0583,0.021,no,71.9,2.2135,0.6146,2.2135,0.6146,4
9.74,9.06,194.24,0.0237,0.0237,no,71.9,1.3502,0.3749,1.3502,0.3749,4
9.74,9.06,194.24,0.0082,0.0394,no,71.9,0.4697,0.1304,0.4697,0.1304,4
9.74,9.06,194.24,0.0391,0.0099,no,71.9,2.224,0.6175,2.224,0.6175,4
9.74,9.06,194.24,0.0181,0.0173,no,71.9,1.3734,0.3813,1.3734,0.3813,4
9.74,9.06,194.24,0.0063,0.0296,no,71.9,0.4749,0.1319,0.4749,0.1319,4
9.74,9.06,194.24,0.0292,0.0068,no,71.9,2.2182,0.6159,2.2182,0.6159,4
9.74,9.06,194.24,0.0357,0.0359,no,71.9,1.3606,0.3778,1.3606,0.3778,3
9.74,9.06,194.24,0.0574,0.0118,no,71.9,2.2168,0.6155,2.2168,0.6155,4
9.74,9.06,194.24,0.0178,0.0183,no,71.9,1.3544,0.3761,1.3544,0.3761,4
9.74,9.06,194.24,0.0295,0.0728,no,71.9,2.2377,0.6213,2.2377,0.6213,4
11.75,11.07,225.91,0.0216,0.1177,no,71.9,0.4146,0.1151,0.4146,0.1151,3
11.75,11.07,225.91,0.1153,0.019,no,71.9,2.2934,0.6368,2.2934,0.6368,4
11.75,11.07,225.91,0.0561,0.0865,no,71.9,1.082,0.3004,1.082,0.3004,3
11.75,11.07,225.91,0.0845,0.0559,no,71.9,1.6516,0.4586,1.6516,0.4586,4
11.75,11.07,225.91,0.0108,0.059,no,71.9,0.4122,0.1144,0.4122,0.1144,3
11.75,11.07,225.91,0.0604,0.0114,no,71.9,2.3157,0.643,2.3157,0.643,3
11.75,11.07,225.91,0.0288,0.0414,no,71.9,1.1082,0.3077,1.1082,0.3077,3
11.75,11.07,225.91,0.0427,0.0296,no,71.9,1.624,0.4509,1.624,0.4509,4
11.75,11.07,225.91,0.0068,0.0399,no,71.9,0.3894,0.1081,0.3894,0.1081,3
11.75,11.07,225.91,0.0404,0.0068,no,71.9,2.3071,0.6406,2.3071,0.6406,3
11.75,11.07,225.91,0.019,0.0276,no,71.9,1.0906,0.3028,1.0906,0.3028,2
11.75,11.07,225.91,0.0284,0.0193,no,71.9,1.6183,0.4493,1.6183,0.4493,2
11.75,11.07,225.91,0.0053,0.0309,no,71.9,0.4036,0.1121,0.4036,0.1121,3
11.75,11.07,225.91,0.0303,0.0053,no,71.9,2.2948,0.6372,2.2948,0.6372,3
11.75,11.07,225.91,0.0143,0.0221,no,71.9,1.0877,0.302,1.0877,0.302,2
11.75,11.07,225.91,0.0216,0.0145,no,71.9,1.6378,0.4547,1.6378,0.4547,3
11.75,11.07,225.91,0.1282,0.0175,no,71.9,2.4445,0.6787,2.4445,0.6787,3
11.75,11.07,225.91,0.0416,0.1058,no,71.9,0.7897,0.2193,0.7897,0.2193,2
11.75,11.07,225.91,0.1001,0.044,no,71.9,1.8912,0.5251,1.8912,0.5251,3
11.75,11.07,225.91,0.0698,0.0758,no,71.9,1.3349,0.3707,1.3349,0.3707,3
11.75,11.07,225.91,0.0069,0.0649,no,71.9,0.26,0.0722,0.26,0.0722,3
11.75,11.07,225.91,0.0641,0.0092,no,71.9,2.4231,0.6728,2.4231,0.6728,3
11.75,11.07,225.91,0.0217,0.0497,no,71.9,0.8324,0.2311,0.8324,0.2311,2
11.75,11.07,225.91,0.0494,0.0207,no,71.9,1.8831,0.5228,1.8831,0.5228,3
11.75,11.07,225.91,0.0349,0.0369,no,71.9,1.3387,0.3717,1.3387,0.3717,3
11.75,11.07,225.91,0.0145,0.0327,no,71.9,0.8244,0.2289,0.8244,0.2289,2
11.75,11.07,225.91,0.0337,0.0142,no,71.9,1.9183,0.5326,1.9183,0.5326,3
11.75,11.07,225.91,0.0237,0.0269,no,71.9,1.3563,0.3766,1.3563,0.3766,3
11.75,11.07,225.91,0.0035,0.0319,no,71.9,0.2677,0.0743,0.2677,0.0743,3
11.75,11.07,225.91,0.0317,0.0047,no,71.9,2.426,0.6736,2.426,0.6736,3
11.75,11.07,225.91,0.0105,0.0261,no,71.9,0.8001,0.2222,0.8001,0.2222,2
11.75,11.07,225.91,0.0247,0.0107,no,71.9,1.885,0.5234,1.885,0.5234,3
11.75,11.07,225.91,0.0177,0.0177,no,71.9,1.3487,0.3745,1.3487,0.3745,2
13.8,13.11,233.22,0.0209,0.1257,no,71.9,0.3936,0.1093,0.3936,0.1093,4
13.8,13.11,233.22,0.1185,0.0213,no,71.9,2.3048,0.6399,2.3048,0.6399,3
13.8,13.11,233.22,0.0697,0.0715,no,71.9,1.3492,0.3746,1.3492,0.3746,4
13.8,13.11,233.22,0.0105,0.0598,no,71.9,0.3989,0.1107,0.3989,0.1107,3
13.8,13.11,233.22,0.0599,0.0118,no,71.9,2.2867,0.6349,2.2867,0.6349,4
13.8,13.11,233.22,0.0356,0.0359,no,71.9,1.3582,0.3771,1.3582,0.3771,4
13.8,13.11,233.22,0.0077,0.0401,no,71.9,0.4355,0.1209,0.4355,0.1209,3
13.8,13.11,233.22,0.0403,0.0065,no,71.9,2.2919,0.6364,2.2919,0.6364,3
13.8,13.11,233.22,0.024,0.0232,no,71.9,1.372,0.381,1.372,0.381,3
13.8,13.11,233.22,0.0053,0.0302,no,71.9,0.4036,0.1121,0.4036,0.1121,4
13.8,13.11,233.22,0.0302,0.0051,no,71.9,2.2957,0.6374,2.2957,0.6374,3
13.8,13.11,233.22,0.0177,0.0177,no,71.9,1.3435,0.373,1.3435,0.373,3
13.8,13.11,233.22,0.0422,0.1012,no,71.9,0.802,0.2227,0.802,0.2227,3
13.8,13.11,233.22,0.0569,0.061,no,71.9,1.0706,0.2973,1.0706,0.2973,3
13.8,13.11,233.22,0.0869,0.0439,no,71.9,1.6511,0.4584,1.6511,0.4584,3
13.8,13.11,233.22,0.0992,0.0423,no,71.9,1.8954,0.5263,1.8954,0.5263,3
13.8,13.11,233.22,0.0219,0.0489,no,71.9,0.8291,0.2302,0.8291,0.2302,3
13.8,13.11,233.22,0.0289,0.0316,no,71.9,1.0934,0.3036,1.0934,0.3036,2
13.8,13.11,233.22,0.0427,0.0237,no,71.9,1.6202,0.4499,1.6202,0.4499,3
13.8,13.11,233.22,0.0495,0.0209,no,71.9,1.8826,0.5227,1.8826,0.5227,4
13.8,13.11,233.22,0.0106,0.025,no,71.9,0.8044,0.2233,0.8044,0.2233,3
13.8,13.11,233.22,0.0145,0.015,no,71.9,1.1034,0.3064,1.1034,0.3064,3
13.8,13.11,233.22,0.0211,0.0103,no,71.9,1.6121,0.4476,1.6121,0.4476,4
13.8,13.11,233.22,0.0249,0.0127,no,71.9,1.8916,0.5252,1.8916,0.5252,4
9.74,9.06,194.24,0.048,0.0937,no,71.9,0.9042,0.2511,0.9042,0.2511,3
9.74,9.06,194.24,0.0464,0.0905,no,71.9,0.9128,0.2534,0.9128,0.2534,3
9.74,9.06,194.24,0.047,0.1112,no,71.9,0.9052,0.2513,0.9052,0.2513,4
9.74,9.06,194.24,0.0338,0.0685,no,71.9,0.9014,0.2503,0.9014,0.2503,3
9.74,9.06,194.24,0.081,0.1638,no,71.9,0.9223,0.2561,0.9223,0.2561,4
9.74,9.06,194.24,0.0365,0.1089,no,71.9,0.7098,0.1971,0.7098,0.1971,4
9.74,9.06,194.24,0.056,0.083,no,71.9,1.0777,0.2992,1.0777,0.2992,4
